C17010_001E,C17010_001EA,C17010_001M,C17010_001MA,C17010_002E,C17010_002EA,C17010_002M,C17010_002MA,C17010_003E,C17010_003EA,C17010_003M,C17010_003MA,C17010_004E,C17010_004EA,C17010_004M,C17010_004MA,C17010_005E,C17010_005EA,C17010_005M,C17010_005MA,C17010_006E,C17010_006EA,C17010_006M,C17010_006MA,C17010_007E,C17010_007EA,C17010_007M,C17010_007MA,C17010_008E,C17010_008EA,C17010_008M,C17010_008MA,C17010_009E,C17010_009EA,C17010_009M,C17010_009MA,C17010_010E,C17010_010EA,C17010_010M,C17010_010MA,C17010_011E,C17010_011EA,C17010_011M,C17010_011MA,C17010_012E,C17010_012EA,C17010_012M,C17010_012MA,C17010_013E,C17010_013EA,C17010_013M,C17010_013MA,C17010_014E,C17010_014EA,C17010_014M,C17010_014MA,C17010_015E,C17010_015EA,C17010_015M,C17010_015MA,C17010_016E,C17010_016EA,C17010_016M,C17010_016MA,C17010_017E,C17010_017EA,C17010_017M,C17010_017MA,GEO_ID,NAME,state
1216612,null,11381,null,146323,null,5371,null,45070,null,3943,null,26269,null,3018,null,101253,null,4694,null,12056,null,2130,null,7548,null,1720,null,89197,null,4477,null,76236,null,4318,null,1070289,null,11368,null,841575,null,10754,null,352548,null,9480,null,228714,null,7852,null,59689,null,3966,null,29373,null,2929,null,169025,null,6589,null,98988,null,5442,null,0400000US01,Alabama,01
157273,null,3920,null,8981,null,1336,null,2280,null,554,null,1611,null,441,null,6701,null,1218,null,1875,null,672,null,1665,null,644,null,4826,null,1031,null,4587,null,1032,null,148292,null,3868,null,113901,null,3841,null,55463,null,3558,null,34391,null,2960,null,14138,null,1813,null,9039,null,1592,null,20253,null,2261,null,15286,null,2125,null,0400000US02,Alaska,02
1489192,null,13955,null,153967,null,7266,null,62919,null,4524,null,40237,null,3900,null,91048,null,5431,null,16260,null,2417,null,13104,null,2317,null,74788,null,4573,null,68317,null,4151,null,1335225,null,13296,null,1044681,null,12716,null,446817,null,9782,null,290544,null,8142,null,100347,null,5319,null,58458,null,3837,null,190197,null,5936,null,120726,null,5217,null,0400000US04,Arizona,04
751956,null,8609,null,97661,null,5087,null,31847,null,2714,null,20160,null,2429,null,65814,null,4378,null,7416,null,1224,null,5658,null,981,null,58398,null,4207,null,51834,null,3750,null,654295,null,9443,null,521241,null,9443,null,207991,null,6840,null,133054,null,4238,null,38100,null,2902,null,20142,null,2033,null,94954,null,3991,null,57462,null,3502,null,0400000US05,Arkansas,05
8265877,null,24391,null,824961,null,17051,null,350161,null,10215,null,257319,null,8503,null,474800,null,12730,null,91870,null,4849,null,71905,null,4552,null,382930,null,11237,null,335241,null,10174,null,7440916,null,26807,null,5633384,null,24928,null,2818869,null,21251,null,1807532,null,19617,null,611037,null,15079,null,324733,null,10332,null,1196495,null,14905,null,712035,null,13320,null,0400000US06,California,06
1208994,null,12292,null,94833,null,5799,null,42794,null,3810,null,28721,null,3252,null,52039,null,4170,null,9248,null,1963,null,7520,null,1729,null,42791,null,3384,null,38666,null,3163,null,1114161,null,12813,null,903865,null,10480,null,413054,null,8384,null,210296,null,7862,null,70053,null,4108,null,39956,null,3826,null,140243,null,6356,null,90818,null,4585,null,0400000US08,Colorado,08
888825,null,8063,null,59375,null,4122,null,14920,null,1976,null,8396,null,1604,null,44455,null,3583,null,5638,null,1380,null,3690,null,990,null,38817,null,3298,null,34631,null,3134,null,829450,null,7641,null,653964,null,8040,null,297533,null,6155,null,175486,null,7258,null,47993,null,3758,null,22123,null,2396,null,127493,null,6113,null,74614,null,4896,null,0400000US09,Connecticut,09
222044,null,4500,null,15264,null,2028,null,4575,null,1088,null,3131,null,956,null,10689,null,1745,null,1641,null,801,null,1258,null,744,null,9048,null,1567,null,7619,null,1361,null,206780,null,4632,null,158253,null,4041,null,63821,null,3551,null,48527,null,3404,null,13753,null,1820,null,8086,null,1535,null,34774,null,2797,null,22186,null,2493,null,0400000US10,Delaware,10
107365,null,3934,null,14675,null,1923,null,2125,null,895,null,777,null,541,null,12550,null,1842,null,1004,null,562,null,864,null,505,null,11546,null,1782,null,9760,null,1639,null,92690,null,3608,null,52314,null,3165,null,19994,null,2118,null,40376,null,2455,null,8939,null,1375,null,4056,null,1044,null,31437,null,2517,null,18207,null,2316,null,0400000US11,District of Columbia,11
4577227,null,27336,null,433289,null,12273,null,175428,null,7483,null,92296,null,5066,null,257861,null,10672,null,43588,null,4287,null,32371,null,3660,null,214273,null,8857,null,185281,null,7871,null,4143938,null,25186,null,3196740,null,23962,null,1207310,null,17519,null,947198,null,16879,null,285773,null,10506,null,144235,null,6737,null,661425,null,12514,null,392623,null,9342,null,0400000US12,Florida,12
