B07003_001E,B07003_001EA,B07003_001M,B07003_001MA,B07003_002E,B07003_002EA,B07003_002M,B07003_002MA,B07003_003E,B07003_003EA,B07003_003M,B07003_003MA,B07003_004E,B07003_004EA,B07003_004M,B07003_004MA,B07003_005E,B07003_005EA,B07003_005M,B07003_005MA,B07003_006E,B07003_006EA,B07003_006M,B07003_006MA,B07003_007E,B07003_007EA,B07003_007M,B07003_007MA,B07003_008E,B07003_008EA,B07003_008M,B07003_008MA,B07003_009E,B07003_009EA,B07003_009M,B07003_009MA,B07003_010E,B07003_010EA,B07003_010M,B07003_010MA,B07003_011E,B07003_011EA,B07003_011M,B07003_011MA,B07003_012E,B07003_012EA,B07003_012M,B07003_012MA,B07003_013E,B07003_013EA,B07003_013M,B07003_013MA,B07003_014E,B07003_014EA,B07003_014M,B07003_014MA,B07003_015E,B07003_015EA,B07003_015M,B07003_015MA,B07003_016E,B07003_016EA,B07003_016M,B07003_016MA,B07003_017E,B07003_017EA,B07003_017M,B07003_017MA,B07003_018E,B07003_018EA,B07003_018M,B07003_018MA,GEO_ID,NAME,state
4600656,null,3846,null,2226646,null,4634,null,2374010,null,4591,null,3890172,null,22124,null,1880430,null,12875,null,2009742,null,12968,null,419332,null,17861,null,195491,null,9821,null,223841,null,11096,null,153984,null,9701,null,79023,null,5919,null,74961,null,5791,null,120858,null,9065,null,63263,null,5374,null,57595,null,5200,null,16310,null,3088,null,8439,null,2079,null,7871,null,1887,null,0400000US01,Alabama,01
674678,null,1535,null,351569,null,1851,null,323109,null,2325,null,518662,null,9439,null,266667,null,5901,null,251995,null,5226,null,89771,null,7464,null,46988,null,5079,null,42783,null,3678,null,20434,null,3452,null,10980,null,2267,null,9454,null,1811,null,40207,null,4845,null,22985,null,3165,null,17222,null,2525,null,5604,null,1377,null,3949,null,1209,null,1655,null,537,null,0400000US02,Alaska,02
6395947,null,5636,null,3207292,null,5003,null,3188655,null,4824,null,5165706,null,32451,null,2568553,null,19742,null,2597153,null,16209,null,823551,null,29420,null,419089,null,16458,null,404462,null,15108,null,124849,null,11516,null,71618,null,6380,null,53231,null,6396,null,241357,null,15167,null,123879,null,8545,null,117478,null,8390,null,40484,null,5731,null,24153,null,3762,null,16331,null,2990,null,0400000US04,Arizona,04
2818387,null,2742,null,1380407,null,4005,null,1437980,null,3952,null,2306219,null,20426,null,1127123,null,12528,null,1179096,null,10958,null,305171,null,15909,null,146125,null,9133,null,159046,null,9002,null,109461,null,7729,null,56310,null,5370,null,53151,null,3937,null,88544,null,7962,null,44436,null,4997,null,44108,null,4150,null,8992,null,2032,null,6413,null,1862,null,2579,null,782,null,0400000US05,Arkansas,05
36216093,null,11965,null,18100843,null,10186,null,18115250,null,8792,null,30607842,null,66260,null,15210988,null,42448,null,15396854,null,35420,null,3772050,null,58319,null,1907554,null,36178,null,1864496,null,30105,null,1062654,null,26982,null,568412,null,15180,null,494242,null,17245,null,467388,null,17490,null,244365,null,10118,null,223023,null,11009,null,306159,null,15755,null,169524,null,10899,null,136635,null,8078,null,0400000US06,California,06
4865291,null,3873,null,2450400,null,4583,null,2414891,null,4307,null,3901975,null,24347,null,1940728,null,14900,null,1961247,null,13760,null,479693,null,18004,null,241760,null,11150,null,237933,null,10352,null,251113,null,10544,null,142024,null,7328,null,109089,null,5854,null,196319,null,10170,null,103865,null,6434,null,92454,null,5743,null,36191,null,5030,null,22023,null,3732,null,14168,null,2361,null,0400000US08,Colorado,08
3461146,null,3064,null,1688691,null,2946,null,1772455,null,3107,null,3028778,null,16092,null,1471474,null,10050,null,1557304,null,8904,null,258262,null,14564,null,128100,null,7961,null,130162,null,8101,null,71111,null,5906,null,38723,null,3660,null,32388,null,3578,null,78846,null,6974,null,38119,null,3955,null,40727,null,4112,null,24149,null,3886,null,12275,null,2125,null,11874,null,2336,null,0400000US09,Connecticut,09
862373,null,1441,null,417729,null,1313,null,444644,null,1409,null,735331,null,9912,null,354818,null,5054,null,380513,null,5992,null,73261,null,7715,null,36924,null,3956,null,36337,null,4633,null,7841,null,1793,null,3851,null,1126,null,3990,null,1299,null,41628,null,5514,null,19788,null,2981,null,21840,null,3217,null,4312,null,1355,null,2348,null,845,null,1964,null,844,null,0400000US10,Delaware,10
584439,null,1139,null,276164,null,1040,null,308275,null,1127,null,468375,null,6796,null,221076,null,4245,null,247299,null,4663,null,63313,null,5969,null,30051,null,3243,null,33262,null,3773,null,0,null,296,null,0,null,296,null,0,null,296,null,44534,null,4695,null,20577,null,2837,null,23957,null,3242,null,8217,null,1826,null,4460,null,1356,null,3757,null,1083,null,0400000US11,District of Columbia,11
18107743,null,7962,null,8887032,null,8799,null,9220711,null,9539,null,15130528,null,48103,null,7374374,null,28035,null,7756154,null,27832,null,1777712,null,38229,null,884514,null,21373,null,893198,null,21534,null,554938,null,19833,null,299983,null,12411,null,254955,null,12022,null,489688,null,18952,null,247404,null,11161,null,242284,null,11147,null,154877,null,15844,null,80757,null,12659,null,74120,null,6706,null,0400000US12,Florida,12
9548476,null,6029,null,4698080,null,7987,null,4850396,null,7230,null,7885604,null,33900,null,3850504,null,23608,null,4035100,null,21166,null,829867,null,27669,null,409953,null,16425,null,419914,null,15611,null,491970,null,22614,null,259821,null,13198,null,232149,null,13204,null,289589,null,15645,null,148457,null,8791,null,141132,null,10070,null,51446,null,5384,null,29345,null,3436,null,22101,null,2951,null,0400000US13,Georgia,13
1271386,null,1950,null,641143,null,2431,null,630243,null,2637,null,1067443,null,13070,null,529623,null,8258,null,537820,null,7035,null,122412,null,10239,null,64028,null,6690,null,58384,null,5490,null,7266,null,1523,null,3944,null,946,null,3322,null,1055,null,55491,null,6695,null,32078,null,4339,null,23413,null,3293,null,18774,null,4204,null,11470,null,3476,null,7304,null,1871,null,0400000US15,Hawaii,15
1498579,null,1880,null,752606,null,2803,null,745973,null,2561,null,1201162,null,12231,null,598465,null,7428,null,602697,null,7664,null,168228,null,10518,null,86140,null,5894,null,82088,null,6597,null,54141,null,6031,null,28200,null,3895,null,25941,null,3572,null,64791,null,6968,null,33534,null,3692,null,31257,null,4128,null,10257,null,3113,null,6267,null,2011,null,3990,null,1480,null,0400000US16,Idaho,16
12725878,null,5653,null,6261707,null,5362,null,6464171,null,5171,null,10994483,null,32660,null,5391187,null,19531,null,5603296,null,20242,null,1090857,null,27566,null,535309,null,15532,null,555548,null,16759,null,353553,null,16696,null,188054,null,8690,null,165499,null,12044,null,222248,null,12142,null,112743,null,7234,null,109505,null,6844,null,64737,null,6275,null,34414,null,4251,null,30323,null,3343,null,0400000US17,Illinois,17
6289430,null,3527,null,3091603,null,4407,null,3197827,null,4678,null,5272057,null,27881,null,2585810,null,15983,null,2686247,null,14796,null,611308,null,20789,null,296145,null,10872,null,315163,null,12266,null,221426,null,9694,null,115407,null,5559,null,106019,null,6161,null,160875,null,9836,null,81553,null,5982,null,79322,null,6049,null,23764,null,3830,null,12688,null,2058,null,11076,null,2348,null,0400000US18,Indiana,18
2959684,null,2319,null,1459540,null,3982,null,1500144,null,3696,null,2466102,null,16019,null,1212122,null,8214,null,1253980,null,9417,null,289708,null,13738,null,141484,null,7494,null,148224,null,8010,null,113226,null,6682,null,58775,null,4048,null,54451,null,4651,null,79306,null,6718,null,40883,null,4228,null,38423,null,3522,null,11342,null,2046,null,6276,null,1217,null,5066,null,1251,null,0400000US19,Iowa,19
2761429,null,3112,null,1368995,null,3774,null,1392434,null,3599,null,2266681,null,17301,null,1119484,null,9449,null,1147197,null,10286,null,284912,null,13997,null,140192,null,6807,null,144720,null,8234,null,92932,null,6526,null,49193,null,4098,null,43739,null,3412,null,100310,null,8145,null,52298,null,4997,null,48012,null,4823,null,16594,null,4307,null,7828,null,2313,null,8766,null,2872,null,0400000US20,Kansas,20
4210240,null,3454,null,2055498,null,5017,null,2154742,null,5438,null,3557523,null,18595,null,1723959,null,11842,null,1833564,null,11321,null,363945,null,13710,null,177301,null,8233,null,186644,null,7911,null,161375,null,9592,null,82392,null,5916,null,78983,null,5878,null,107455,null,8621,null,59190,null,5883,null,48265,null,4406,null,19942,null,3191,null,12656,null,2426,null,7286,null,1403,null,0400000US21,Kentucky,21
4349830,null,4334,null,2108488,null,5493,null,2241342,null,4246,null,3681615,null,23247,null,1780543,null,15769,null,1901072,null,12854,null,394297,null,18528,null,189602,null,11434,null,204695,null,10307,null,150290,null,9424,null,77064,null,6300,null,73226,null,5349,null,110732,null,9361,null,54375,null,4946,null,56357,null,5335,null,12896,null,2362,null,6904,null,1294,null,5992,null,1779,null,0400000US22,Louisiana,22
1303374,null,1249,null,633906,null,1796,null,669468,null,1820,null,1113246,null,9523,null,536962,null,5677,null,576284,null,5205,null,111899,null,7835,null,58205,null,4835,null,53694,null,4467,null,40640,null,4534,null,20111,null,2594,null,20529,null,2775,null,33621,null,3822,null,16568,null,2107,null,17053,null,2391,null,3968,null,1436,null,2060,null,880,null,1908,null,738,null,0400000US23,Maine,23
5562720,null,3724,null,2694821,null,3422,null,2867899,null,3353,null,4815072,null,23452,null,2327370,null,12383,null,2487702,null,14197,null,374201,null,17501,null,182538,null,9202,null,191663,null,10500,null,169358,null,9889,null,87839,null,6181,null,81519,null,5825,null,158861,null,10435,null,75229,null,5932,null,83632,null,6429,null,45228,null,5417,null,21845,null,2829,null,23383,null,3571,null,0400000US24,Maryland,24
6423655,null,4046,null,3113755,null,3670,null,3309900,null,3398,null,5540243,null,24362,null,2672471,null,14601,null,2867772,null,14382,null,498209,null,16375,null,251143,null,9294,null,247066,null,10667,null,176117,null,11761,null,89937,null,6697,null,86180,null,6769,null,147326,null,8128,null,69500,null,4798,null,77826,null,5512,null,61760,null,7705,null,30704,null,4942,null,31056,null,3959,null,0400000US25,Massachusetts,25
9884361,null,4852,null,4857515,null,5161,null,5026846,null,5065,null,8413517,null,30685,null,4129247,null,16681,null,4284270,null,19133,null,933292,null,26887,null,454568,null,14562,null,478724,null,15644,null,366426,null,12573,null,190631,null,7618,null,175795,null,8151,null,125740,null,8239,null,60041,null,5332,null,65699,null,4835,null,45386,null,6695,null,23028,null,4193,null,22358,null,3508,null,0400000US26,Michigan,26
5148640,null,3381,null,2560759,null,3754,null,2587881,null,4124,null,4422978,null,17054,null,2200656,null,11265,null,2222322,null,10049,null,388957,null,14655,null,187737,null,8459,null,201220,null,8398,null,215227,null,9457,null,109614,null,6253,null,105613,null,5813,null,97506,null,6668,null,49794,null,4255,null,47712,null,3436,null,23972,null,3440,null,12958,null,2066,null,11014,null,2118,null,0400000US27,Minnesota,27
2897592,null,3045,null,1405527,null,4689,null,1492065,null,4883,null,2452902,null,17008,null,1185435,null,10490,null,1267467,null,10713,null,253702,null,14445,null,124090,null,9016,null,129612,null,8208,null,108695,null,8476,null,54661,null,5559,null,54034,null,5622,null,72948,null,7118,null,37201,null,4227,null,35747,null,3859,null,9345,null,2827,null,4140,null,1421,null,5205,null,1755,null,0400000US28,Mississippi,28
