C25072_001E,C25072_001EA,C25072_001M,C25072_001MA,C25072_002E,C25072_002EA,C25072_002M,C25072_002MA,C25072_003E,C25072_003EA,C25072_003M,C25072_003MA,C25072_004E,C25072_004EA,C25072_004M,C25072_004MA,C25072_005E,C25072_005EA,C25072_005M,C25072_005MA,C25072_006E,C25072_006EA,C25072_006M,C25072_006MA,C25072_007E,C25072_007EA,C25072_007M,C25072_007MA,C25072_008E,C25072_008EA,C25072_008M,C25072_008MA,C25072_009E,C25072_009EA,C25072_009M,C25072_009MA,C25072_010E,C25072_010EA,C25072_010M,C25072_010MA,C25072_011E,C25072_011EA,C25072_011M,C25072_011MA,C25072_012E,C25072_012EA,C25072_012M,C25072_012MA,C25072_013E,C25072_013EA,C25072_013M,C25072_013MA,C25072_014E,C25072_014EA,C25072_014M,C25072_014MA,C25072_015E,C25072_015EA,C25072_015M,C25072_015MA,C25072_016E,C25072_016EA,C25072_016M,C25072_016MA,C25072_017E,C25072_017EA,C25072_017M,C25072_017MA,GEO_ID,NAME,state
526710,null,11922,null,75835,null,4912,null,25739,null,2665,null,39827,null,3711,null,10269,null,1829,null,135933,null,6967,null,63429,null,4638,null,56006,null,4468,null,16498,null,2814,null,249150,null,6813,null,121915,null,5714,null,94814,null,5911,null,32421,null,2676,null,65792,null,3450,null,23556,null,2029,null,26862,null,2384,null,15374,null,1807,null,0400000US01,Alabama,01
83273,null,3590,null,13418,null,1583,null,6885,null,1319,null,5578,null,1176,null,955,null,394,null,24976,null,2248,null,12125,null,1911,null,10352,null,1646,null,2499,null,734,null,39595,null,3322,null,21534,null,2367,null,12971,null,1859,null,5090,null,870,null,5284,null,896,null,1835,null,519,null,2704,null,678,null,745,null,342,null,0400000US02,Alaska,02
724952,null,12371,null,82748,null,4288,null,29299,null,2790,null,47982,null,3539,null,5467,null,1271,null,209232,null,7085,null,103776,null,5505,null,94000,null,5564,null,11456,null,1872,null,351795,null,9604,null,177030,null,7694,null,149684,null,7053,null,25081,null,2717,null,81177,null,4072,null,24406,null,2359,null,44877,null,2838,null,11894,null,1799,null,0400000US04,Arizona,04
363402,null,7994,null,53987,null,4354,null,22596,null,3308,null,27048,null,2655,null,4343,null,1325,null,91130,null,5026,null,41494,null,3877,null,40286,null,3449,null,9350,null,1593,null,172593,null,6483,null,84330,null,4580,null,67552,null,4534,null,20711,null,2211,null,45692,null,2811,null,16737,null,1775,null,18886,null,1760,null,10069,null,1277,null,0400000US05,Arkansas,05
5230328,null,29953,null,445972,null,9501,null,134979,null,6243,null,285215,null,7604,null,25778,null,2905,null,1387077,null,18305,null,664954,null,12908,null,676717,null,13759,null,45406,null,3843,null,2788748,null,21387,null,1278651,null,17136,null,1388981,null,19346,null,121116,null,5401,null,608531,null,9738,null,181075,null,5750,null,376224,null,8478,null,51232,null,3452,null,0400000US06,California,06
617021,null,9872,null,90043,null,3357,null,33455,null,2721,null,53813,null,2778,null,2775,null,785,null,186969,null,5740,null,102267,null,4954,null,76764,null,4016,null,7938,null,1647,null,281739,null,9084,null,136222,null,5792,null,128468,null,6222,null,17049,null,2408,null,58270,null,3201,null,18631,null,1780,null,32531,null,2328,null,7108,null,1318,null,0400000US08,Colorado,08
412243,null,8075,null,36032,null,2837,null,12784,null,1681,null,21592,null,2808,null,1656,null,710,null,96677,null,4326,null,48876,null,3683,null,43643,null,3713,null,4158,null,1243,null,206727,null,6427,null,100976,null,4520,null,94846,null,4822,null,10905,null,2022,null,72807,null,3616,null,26675,null,2590,null,38726,null,2826,null,7406,null,1147,null,0400000US09,Connecticut,09
87110,null,4274,null,10284,null,1520,null,3752,null,1045,null,5496,null,1248,null,1036,null,551,null,23476,null,2261,null,11787,null,1684,null,10199,null,1759,null,1490,null,742,null,40694,null,3415,null,18873,null,2679,null,19381,null,2129,null,2440,null,808,null,12656,null,1631,null,4700,null,1275,null,6259,null,1031,null,1697,null,537,null,0400000US10,Delaware,10
141425,null,4835,null,13689,null,1459,null,4311,null,1124,null,8383,null,1285,null,995,null,480,null,42983,null,2681,null,25723,null,2351,null,16082,null,2312,null,1178,null,637,null,66555,null,4162,null,33779,null,2586,null,29912,null,2759,null,2864,null,879,null,18198,null,1804,null,7322,null,1157,null,9909,null,1508,null,967,null,422,null,0400000US11,District of Columbia,11
2140788,null,22439,null,230291,null,7726,null,71931,null,4586,null,140360,null,6352,null,18000,null,3019,null,557139,null,11899,null,248297,null,9723,null,283228,null,10100,null,25614,null,3404,null,1057327,null,18741,null,446837,null,12894,null,552659,null,12096,null,57831,null,4034,null,296031,null,7070,null,83785,null,4716,null,173538,null,6240,null,38708,null,3566,null,0400000US12,Florida,12
