C25072_001E,C25072_001EA,C25072_001M,C25072_001MA,C25072_002E,C25072_002EA,C25072_002M,C25072_002MA,C25072_003E,C25072_003EA,C25072_003M,C25072_003MA,C25072_004E,C25072_004EA,C25072_004M,C25072_004MA,C25072_005E,C25072_005EA,C25072_005M,C25072_005MA,C25072_006E,C25072_006EA,C25072_006M,C25072_006MA,C25072_007E,C25072_007EA,C25072_007M,C25072_007MA,C25072_008E,C25072_008EA,C25072_008M,C25072_008MA,C25072_009E,C25072_009EA,C25072_009M,C25072_009MA,C25072_010E,C25072_010EA,C25072_010M,C25072_010MA,C25072_011E,C25072_011EA,C25072_011M,C25072_011MA,C25072_012E,C25072_012EA,C25072_012M,C25072_012MA,C25072_013E,C25072_013EA,C25072_013M,C25072_013MA,C25072_014E,C25072_014EA,C25072_014M,C25072_014MA,C25072_015E,C25072_015EA,C25072_015M,C25072_015MA,C25072_016E,C25072_016EA,C25072_016M,C25072_016MA,C25072_017E,C25072_017EA,C25072_017M,C25072_017MA,GEO_ID,NAME,state
1129540,null,15678,null,133789,null,6792,null,50464,null,4453,null,71877,null,4884,null,11448,null,1842,null,324816,null,9220,null,162190,null,7347,null,141550,null,5713,null,21076,null,2800,null,568601,null,11942,null,277964,null,10175,null,245578,null,7526,null,45059,null,3927,null,102334,null,4354,null,32335,null,2927,null,52290,null,3566,null,17709,null,2045,null,0400000US13,Georgia,13
178740,null,5515,null,18449,null,2800,null,5135,null,1619,null,11570,null,2171,null,1744,null,840,null,42732,null,3217,null,14990,null,2288,null,24364,null,2680,null,3378,null,1235,null,92134,null,4288,null,43470,null,3065,null,41097,null,3104,null,7567,null,1445,null,25425,null,2301,null,8736,null,1464,null,12975,null,1640,null,3714,null,843,null,0400000US15,Hawaii,15
164906,null,5976,null,33483,null,2666,null,16069,null,2083,null,15036,null,2434,null,2378,null,1075,null,46728,null,2942,null,26080,null,2568,null,18158,null,1838,null,2490,null,716,null,67586,null,4419,null,35417,null,3104,null,26787,null,2593,null,5382,null,1155,null,17109,null,2035,null,5938,null,1162,null,8148,null,1538,null,3023,null,881,null,0400000US16,Idaho,16
1464456,null,15431,null,171022,null,5451,null,63769,null,3606,null,93830,null,4624,null,13423,null,2237,null,399927,null,8454,null,211178,null,7845,null,166879,null,6541,null,21870,null,2320,null,687578,null,12514,null,343978,null,10023,null,297514,null,8820,null,46086,null,3925,null,205929,null,6009,null,76082,null,3768,null,110119,null,4270,null,19728,null,2014,null,0400000US17,Illinois,17
698851,null,11211,null,100422,null,4628,null,38044,null,3415,null,54886,null,3335,null,7492,null,1488,null,185716,null,6657,null,97102,null,5215,null,77677,null,4645,null,10937,null,1706,null,321191,null,8271,null,171362,null,6977,null,125115,null,5656,null,24714,null,2573,null,91522,null,3677,null,33524,null,1976,null,46099,null,2974,null,11899,null,1446,null,0400000US18,Indiana,18
329467,null,5945,null,63950,null,3651,null,31662,null,2785,null,29261,null,3073,null,3027,null,967,null,75581,null,3951,null,41975,null,3353,null,29119,null,2730,null,4487,null,977,null,136045,null,5096,null,74873,null,3500,null,47165,null,3499,null,14007,null,1747,null,53891,null,2776,null,21575,null,1920,null,25196,null,2201,null,7120,null,878,null,0400000US19,Iowa,19
339632,null,6031,null,60826,null,3591,null,25640,null,2780,null,31388,null,2782,null,3798,null,945,null,89393,null,3802,null,51110,null,3426,null,32483,null,2889,null,5800,null,1128,null,142963,null,5117,null,78335,null,4493,null,52598,null,3503,null,12030,null,1525,null,46450,null,2805,null,21167,null,1909,null,20269,null,2138,null,5014,null,766,null,0400000US20,Kansas,20
513748,null,9137,null,64997,null,3699,null,25555,null,2744,null,33169,null,2817,null,6273,null,1650,null,135672,null,5621,null,69831,null,4053,null,52750,null,4097,null,13091,null,2287,null,248123,null,7348,null,123309,null,6180,null,93672,null,4154,null,31142,null,3404,null,64956,null,3253,null,24452,null,2158,null,29463,null,2312,null,11041,null,1756,null,0400000US21,Kentucky,21
511227,null,10638,null,75860,null,4441,null,26716,null,2972,null,39782,null,3429,null,9362,null,1899,null,135813,null,6000,null,61377,null,4646,null,58016,null,4597,null,16420,null,2389,null,241463,null,7371,null,108191,null,5705,null,96967,null,4580,null,36305,null,3135,null,58091,null,3258,null,15782,null,2009,null,27843,null,2087,null,14466,null,1569,null,0400000US22,Louisiana,22
151101,null,5055,null,17333,null,1969,null,7077,null,1263,null,9432,null,1712,null,824,null,453,null,36826,null,2625,null,18140,null,1987,null,16613,null,1870,null,2073,null,711,null,66784,null,4134,null,29958,null,2942,null,31643,null,2734,null,5183,null,1079,null,30158,null,1790,null,11866,null,1186,null,13753,null,1456,null,4539,null,803,null,0400000US23,Maine,23
638959,null,10396,null,62466,null,4114,null,23638,null,2753,null,35379,null,3438,null,3449,null,1133,null,162372,null,5385,null,85306,null,4457,null,71613,null,4636,null,5453,null,1295,null,324036,null,9950,null,167845,null,7157,null,141424,null,6217,null,14767,null,2342,null,90085,null,4126,null,31107,null,2456,null,51434,null,2819,null,7544,null,1240,null,0400000US24,Maryland,24
874999,null,11805,null,73750,null,4737,null,24727,null,3122,null,45873,null,2941,null,3150,null,1084,null,221291,null,6134,null,123004,null,5325,null,90975,null,5311,null,7312,null,1295,null,426942,null,9579,null,215524,null,7414,null,189427,null,7599,null,21991,null,2759,null,153016,null,5145,null,57868,null,3424,null,80852,null,4578,null,14296,null,1903,null,0400000US25,Massachusetts,25
991446,null,13127,null,131105,null,5530,null,42285,null,3107,null,79457,null,4019,null,9363,null,1579,null,253229,null,7513,null,121496,null,4373,null,115696,null,6684,null,16037,null,2125,null,466141,null,9991,null,216472,null,7012,null,210664,null,7803,null,39005,null,3063,null,140971,null,5422,null,50061,null,3755,null,78099,null,3641,null,12811,null,1630,null,0400000US26,Michigan,26
529510,null,8714,null,90091,null,4424,null,36459,null,2991,null,49431,null,3515,null,4201,null,934,null,133048,null,4825,null,75891,null,3976,null,51420,null,3700,null,5737,null,966,null,217777,null,6518,null,112568,null,5097,null,93801,null,4137,null,11408,null,1413,null,88594,null,3742,null,29797,null,2269,null,50911,null,3048,null,7886,null,993,null,0400000US27,Minnesota,27
327232,null,9164,null,44074,null,3864,null,14798,null,2298,null,23147,null,3061,null,6129,null,1814,null,90622,null,4515,null,35969,null,3547,null,41161,null,3584,null,13492,null,2032,null,156671,null,6550,null,67124,null,4258,null,60316,null,4101,null,29231,null,3219,null,35865,null,2820,null,8856,null,1306,null,15956,null,1724,null,11053,null,1764,null,0400000US28,Mississippi,28
696592,null,11799,null,100273,null,4431,null,43257,null,3516,null,49999,null,3658,null,7017,null,1456,null,182493,null,6917,null,102998,null,5463,null,66957,null,4468,null,12538,null,2099,null,317338,null,8787,null,166609,null,6430,null,125508,null,6022,null,25221,null,2623,null,96488,null,3978,null,38683,null,2671,null,43543,null,3101,null,14262,null,1513,null,0400000US29,Missouri,29
118244,null,4595,null,17859,null,1966,null,7251,null,1214,null,9042,null,1696,null,1566,null,613,null,31294,null,2550,null,16463,null,1668,null,12253,null,2165,null,2578,null,676,null,52770,null,3222,null,27167,null,2271,null,18862,null,2050,null,6741,null,1163,null,16321,null,1618,null,5805,null,884,null,7643,null,1140,null,2873,null,634,null,0400000US30,Montana,30
216152,null,5236,null,38647,null,2921,null,16616,null,2192,null,19729,null,2385,null,2302,null,785,null,55235,null,3425,null,35816,null,3186,null,16785,null,1959,null,2634,null,652,null,91925,null,4309,null,52323,null,3118,null,30970,null,2909,null,8632,null,1390,null,30345,null,2158,null,12923,null,1544,null,14051,null,1612,null,3371,null,575,null,0400000US31,Nebraska,31
384431,null,8328,null,33704,null,3184,null,12873,null,1775,null,18205,null,2323,null,2626,null,1019,null,104731,null,4418,null,53210,null,3450,null,47801,null,4086,null,3720,null,1151,null,203635,null,6317,null,105173,null,5723,null,90656,null,5253,null,7806,null,1593,null,42361,null,3180,null,13668,null,1806,null,25364,null,2385,null,3329,null,818,null,0400000US32,Nevada,32
139836,null,5203,null,14834,null,1804,null,5422,null,1159,null,8191,null,1434,null,1221,null,679,null,36917,null,2466,null,22858,null,2293,null,13236,null,2058,null,823,null,515,null,65889,null,3861,null,32297,null,2458,null,30592,null,2753,null,3000,null,782,null,22196,null,2004,null,8675,null,1378,null,10784,null,1842,null,2737,null,725,null,0400000US33,New Hampshire,33
1040038,null,10046,null,63658,null,4275,null,23741,null,2822,null,35333,null,2822,null,4584,null,1593,null,249242,null,6923,null,129705,null,5405,null,109520,null,4378,null,10017,null,1863,null,564078,null,9123,null,283940,null,7162,null,253141,null,8040,null,26997,null,3308,null,163060,null,5414,null,55715,null,3971,null,96032,null,4348,null,11313,null,1585,null,0400000US34,New Jersey,34
228545,null,5316,null,33235,null,3100,null,12119,null,1929,null,18173,null,2452,null,2943,null,963,null,63036,null,4038,null,31426,null,3150,null,26161,null,3038,null,5449,null,1509,null,105604,null,4050,null,53265,null,3320,null,42009,null,3492,null,10330,null,1357,null,26670,null,2284,null,10769,null,1555,null,11280,null,1494,null,4621,null,899,null,0400000US35,New Mexico,35
3191107,null,22691,null,204695,null,6584,null,67636,null,4622,null,122670,null,4754,null,14389,null,2154,null,698154,null,11436,null,364841,null,9958,null,302690,null,10277,null,30623,null,2660,null,1737605,null,18263,null,862105,null,13998,null,788397,null,15101,null,87103,null,4399,null,550653,null,9448,null,201272,null,5976,null,313908,null,8122,null,35473,null,2732,null,0400000US36,New York,36
1144018,null,14306,null,154001,null,6365,null,60902,null,5253,null,81591,null,4944,null,11508,null,1830,null,317359,null,7759,null,171457,null,7144,null,120837,null,6247,null,25065,null,3316,null,542667,null,11279,null,281957,null,8521,null,215273,null,7667,null,45437,null,3681,null,129991,null,4039,null,41500,null,3147,null,60931,null,3562,null,27560,null,2426,null,0400000US37,North Carolina,37
91751,null,3244,null,24086,null,2120,null,12158,null,1423,null,10595,null,1544,null,1333,null,515,null,23284,null,1918,null,15427,null,1852,null,5670,null,1052,null,2187,null,593,null,28880,null,2071,null,17185,null,1523,null,8315,null,1140,null,3380,null,644,null,15501,null,1309,null,6745,null,1084,null,6953,null,974,null,1803,null,374,null,0400000US38,North Dakota,38
1395528,null,15973,null,172494,null,6155,null,64837,null,4112,null,94839,null,4991,null,12818,null,2113,null,354858,null,8156,null,185758,null,7289,null,146634,null,5674,null,22466,null,2957,null,672824,null,11095,null,348418,null,8593,null,272363,null,8139,null,52043,null,3778,null,195352,null,5851,null,71024,null,3956,null,101975,null,4667,null,22353,null,1730,null,0400000US39,Ohio,39
461234,null,8662,null,70363,null,3227,null,29652,null,2628,null,34617,null,3022,null,6094,null,1337,null,123826,null,4853,null,65151,null,3937,null,47333,null,3720,null,11342,null,1877,null,211693,null,6467,null,112735,null,5914,null,77832,null,4175,null,21126,null,2203,null,55352,null,3274,null,20120,null,2018,null,24883,null,1977,null,10349,null,1379,null,0400000US40,Oklahoma,40
525957,null,8894,null,63529,null,3669,null,22360,null,2436,null,38977,null,3331,null,2192,null,910,null,137826,null,5490,null,72898,null,3791,null,59210,null,4360,null,5718,null,1166,null,250865,null,7371,null,128836,null,5881,null,107661,null,4590,null,14368,null,2187,null,73737,null,3943,null,23621,null,2433,null,43647,null,3064,null,6469,null,1103,null,0400000US41,Oregon,41
1429737,null,14379,null,158377,null,5895,null,62281,null,3432,null,84290,null,5180,null,11806,null,1705,null,340890,null,7569,null,188306,null,6123,null,133269,null,5084,null,19315,null,2458,null,665839,null,10969,null,349954,null,8925,null,269481,null,8165,null,46404,null,3610,null,264631,null,6481,null,94490,null,3838,null,136151,null,5180,null,33990,null,2195,null,0400000US42,Pennsylvania,42
149968,null,4868,null,12248,null,1628,null,3433,null,851,null,7571,null,1398,null,1244,null,610,null,32131,null,2771,null,17767,null,2453,null,12944,null,1806,null,1420,null,751,null,75802,null,4029,null,38072,null,3066,null,33994,null,2800,null,3736,null,1171,null,29787,null,1975,null,12940,null,1692,null,15181,null,1593,null,1666,null,574,null,0400000US44,Rhode Island,44
500792,null,10522,null,64906,null,4205,null,21639,null,2191,null,36636,null,3292,null,6631,null,1486,null,131773,null,5195,null,70669,null,4543,null,47995,null,3965,null,13109,null,2188,null,249159,null,8046,null,118234,null,6666,null,96285,null,5377,null,34640,null,3325,null,54954,null,3191,null,18388,null,1776,null,23493,null,2424,null,13073,null,1590,null,0400000US45,South Carolina,45
98531,null,3501,null,16489,null,1932,null,8264,null,1448,null,7434,null,1319,null,791,null,414,null,23300,null,2274,null,14121,null,1823,null,6525,null,1233,null,2654,null,753,null,38611,null,2344,null,23423,null,2011,null,10954,null,1706,null,4234,null,719,null,20131,null,1618,null,8218,null,1134,null,9457,null,1324,null,2456,null,552,null,0400000US46,South Dakota,46
734546,null,11657,null,95033,null,4527,null,34178,null,3172,null,51551,null,3542,null,9304,null,2047,null,196036,null,6118,null,102517,null,5475,null,78293,null,4657,null,15226,null,2337,null,359542,null,8812,null,176285,null,7254,null,145947,null,5803,null,37310,null,3206,null,83935,null,4164,null,29131,null,2478,null,39732,null,3562,null,15072,null,1798,null,0400000US47,Tennessee,47
2956395,null,22182,null,394659,null,9245,null,143017,null,6477,null,220812,null,8347,null,30830,null,3092,null,887684,null,14598,null,471645,null,10556,null,366378,null,10487,null,49661,null,4341,null,1396376,null,16890,null,723000,null,14574,null,562303,null,12016,null,111073,null,4656,null,277676,null,7669,null,85336,null,4384,null,149805,null,5735,null,42535,null,3024,null,0400000US48,Texas,48
241573,null,6496,null,46046,null,2801,null,24187,null,2355,null,19469,null,2028,null,2390,null,836,null,80299,null,4176,null,48824,null,3023,null,28242,null,3233,null,3233,null,924,null,97127,null,4424,null,50587,null,3655,null,40859,null,3720,null,5681,null,1158,null,18101,null,2322,null,6685,null,1317,null,8586,null,1490,null,2830,null,774,null,0400000US49,Utah,49
69599,null,2991,null,8676,null,1269,null,2232,null,720,null,5660,null,1089,null,784,null,477,null,18139,null,1696,null,8877,null,1299,null,8259,null,1344,null,1003,null,421,null,31746,null,2146,null,15153,null,1448,null,14181,null,1512,null,2412,null,615,null,11038,null,1266,null,4092,null,778,null,4930,null,854,null,2016,null,501,null,0400000US50,Vermont,50
926814,null,11363,null,114839,null,5576,null,46596,null,4445,null,62778,null,4000,null,5465,null,1310,null,249143,null,6388,null,133699,null,5984,null,101691,null,5816,null,13753,null,2103,null,453691,null,8638,null,236104,null,6755,null,184689,null,6049,null,32898,null,2767,null,109141,null,4052,null,35643,null,2458,null,55935,null,3355,null,17563,null,1995,null,0400000US51,Virginia,51
884489,null,12140,null,110456,null,4995,null,44776,null,3583,null,61601,null,4429,null,4079,null,1088,null,246664,null,6955,null,132753,null,6935,null,104378,null,6133,null,9533,null,1704,null,417644,null,10275,null,220898,null,8314,null,176095,null,7990,null,20651,null,1989,null,109725,null,4307,null,38807,null,2918,null,62213,null,3612,null,8705,null,1258,null,0400000US53,Washington,53
196935,null,6251,null,28776,null,3118,null,9081,null,1649,null,13285,null,2064,null,6410,null,1492,null,45563,null,3112,null,21572,null,2213,null,17752,null,1924,null,6239,null,1366,null,93931,null,4588,null,43195,null,3035,null,35743,null,2874,null,14993,null,1850,null,28665,null,2156,null,11787,null,1512,null,8547,null,1306,null,8331,null,1092,null,0400000US54,West Virginia,54
672007,null,9765,null,110804,null,4124,null,49839,null,3371,null,57776,null,3403,null,3189,null,980,null,168486,null,5709,null,98308,null,4895,null,62253,null,4205,null,7925,null,1366,null,284559,null,7365,null,159993,null,5406,null,107931,null,4400,null,16635,null,1837,null,108158,null,3779,null,39179,null,2589,null,57764,null,3138,null,11215,null,1209,null,0400000US55,Wisconsin,55
62391,null,3804,null,10672,null,1425,null,5085,null,994,null,4617,null,1212,null,970,null,506,null,15925,null,2161,null,9496,null,1614,null,4824,null,1081,null,1605,null,752,null,26877,null,2013,null,15136,null,1953,null,7254,null,1110,null,4487,null,1101,null,8917,null,1263,null,3394,null,789,null,3578,null,839,null,1945,null,652,null,0400000US56,Wyoming,56
326966,null,7841,null,19591,null,1651,null,2773,null,560,null,8393,null,962,null,8425,null,1120,null,81911,null,3612,null,21031,null,2280,null,29743,null,2534,null,31137,null,2283,null,178089,null,6221,null,42917,null,3366,null,55951,null,3505,null,79221,null,4259,null,47375,null,2489,null,10016,null,1286,null,17066,null,1713,null,20293,null,1558,null,0400000US72,Puerto Rico,72
