C20005_001E,C20005_001EA,C20005_001M,C20005_001MA,C20005_002E,C20005_002EA,C20005_002M,C20005_002MA,C20005_003E,C20005_003EA,C20005_003M,C20005_003MA,C20005_004E,C20005_004EA,C20005_004M,C20005_004MA,C20005_005E,C20005_005EA,C20005_005M,C20005_005MA,C20005_006E,C20005_006EA,C20005_006M,C20005_006MA,C20005_007E,C20005_007EA,C20005_007M,C20005_007MA,C20005_008E,C20005_008EA,C20005_008M,C20005_008MA,C20005_009E,C20005_009EA,C20005_009M,C20005_009MA,C20005_010E,C20005_010EA,C20005_010M,C20005_010MA,C20005_011E,C20005_011EA,C20005_011M,C20005_011MA,C20005_012E,C20005_012EA,C20005_012M,C20005_012MA,C20005_013E,C20005_013EA,C20005_013M,C20005_013MA,C20005_014E,C20005_014EA,C20005_014M,C20005_014MA,C20005_015E,C20005_015EA,C20005_015M,C20005_015MA,C20005_016E,C20005_016EA,C20005_016M,C20005_016MA,C20005_017E,C20005_017EA,C20005_017M,C20005_017MA,C20005_018E,C20005_018EA,C20005_018M,C20005_018MA,C20005_019E,C20005_019EA,C20005_019M,C20005_019MA,C20005_020E,C20005_020EA,C20005_020M,C20005_020MA,C20005_021E,C20005_021EA,C20005_021M,C20005_021MA,C20005_022E,C20005_022EA,C20005_022M,C20005_022MA,C20005_023E,C20005_023EA,C20005_023M,C20005_023MA,C20005_024E,C20005_024EA,C20005_024M,C20005_024MA,C20005_025E,C20005_025EA,C20005_025M,C20005_025MA,C20005_026E,C20005_026EA,C20005_026M,C20005_026MA,C20005_027E,C20005_027EA,C20005_027M,C20005_027MA,C20005_028E,C20005_028EA,C20005_028M,C20005_028MA,C20005_029E,C20005_029EA,C20005_029M,C20005_029MA,C20005_030E,C20005_030EA,C20005_030M,C20005_030MA,C20005_031E,C20005_031EA,C20005_031M,C20005_031MA,C20005_032E,C20005_032EA,C20005_032M,C20005_032MA,C20005_033E,C20005_033EA,C20005_033M,C20005_033MA,C20005_034E,C20005_034EA,C20005_034M,C20005_034MA,C20005_035E,C20005_035EA,C20005_035M,C20005_035MA,C20005_036E,C20005_036EA,C20005_036M,C20005_036MA,C20005_037E,C20005_037EA,C20005_037M,C20005_037MA,C20005_038E,C20005_038EA,C20005_038M,C20005_038MA,C20005_039E,C20005_039EA,C20005_039M,C20005_039MA,GEO_ID,NAME,state
2375892,null,2590,null,1162303,null,2695,null,640267,null,7106,null,0,null,226,null,640267,null,7106,null,15505,null,1810,null,47320,null,3126,null,105462,null,4517,null,224518,null,6026,null,142955,null,5027,null,104507,null,4083,null,522036,null,7682,null,232065,null,5227,null,289971,null,5800,null,154949,null,4400,null,61082,null,3215,null,30662,null,2572,null,25041,null,1858,null,11235,null,1429,null,7002,null,1104,null,1213589,null,2790,null,466413,null,7262,null,75,null,92,null,466338,null,7269,null,14593,null,1866,null,69681,null,3930,null,120640,null,4316,null,170314,null,5280,null,67330,null,3435,null,23780,null,1921,null,747176,null,7796,null,367137,null,5452,null,380039,null,7474,null,216618,null,6011,null,92382,null,4252,null,32817,null,2685,null,26128,null,2057,null,9337,null,1225,null,2757,null,756,null,0400000US19,Iowa,19
2178518,null,2676,null,1072171,null,2897,null,611651,null,6745,null,60,null,81,null,611591,null,6747,null,15584,null,2297,null,46210,null,3498,null,100866,null,5052,null,195533,null,6062,null,138895,null,5099,null,114503,null,3867,null,460520,null,7240,null,208164,null,4907,null,252356,null,6647,null,129552,null,4875,null,53733,null,3602,null,26239,null,2314,null,22082,null,2526,null,10833,null,1590,null,9917,null,1338,null,1106347,null,2646,null,437373,null,6401,null,56,null,95,null,437317,null,6403,null,15442,null,2086,null,71477,null,3689,null,106835,null,4708,null,150636,null,5605,null,61744,null,3167,null,31183,null,2456,null,668974,null,7055,null,341915,null,6032,null,327059,null,7042,null,180021,null,6353,null,80292,null,4369,null,31960,null,2818,null,24267,null,2231,null,7198,null,1234,null,3321,null,775,null,0400000US20,Kansas,20
3378718,null,3523,null,1632284,null,4242,null,782487,null,8712,null,114,null,152,null,782373,null,8716,null,16567,null,2116,null,80242,null,5473,null,138998,null,5649,null,252323,null,6852,null,166914,null,6360,null,127329,null,5339,null,849797,null,9535,null,490142,null,8031,null,359655,null,9352,null,183480,null,7048,null,81823,null,4719,null,40383,null,3332,null,32459,null,2680,null,13742,null,1587,null,7768,null,1298,null,1746434,null,4595,null,586082,null,9280,null,68,null,89,null,586014,null,9301,null,16678,null,2118,null,111060,null,5117,null,145970,null,6126,null,195660,null,6972,null,84443,null,4178,null,32203,null,2269,null,1160352,null,10030,null,710800,null,9857,null,449552,null,9569,null,252688,null,7684,null,110906,null,5125,null,39283,null,3304,null,30425,null,2944,null,12271,null,1661,null,3979,null,1000,null,0400000US21,Kentucky,21
3434862,null,3505,null,1639331,null,3934,null,829017,null,10128,null,110,null,134,null,828907,null,10125,null,24603,null,3196,null,86774,null,5384,null,125752,null,6077,null,241181,null,7903,null,182874,null,8061,null,167723,null,5221,null,810314,null,10249,null,459093,null,9883,null,351221,null,9553,null,170128,null,6744,null,74652,null,4296,null,30871,null,2992,null,34314,null,3028,null,21440,null,2882,null,19816,null,2185,null,1795531,null,3250,null,641165,null,12535,null,23,null,40,null,641142,null,12532,null,30146,null,3393,null,141035,null,7261,null,158359,null,7547,null,192300,null,7245,null,84067,null,4374,null,35235,null,2886,null,1154366,null,12703,null,721532,null,11092,null,432834,null,9612,null,247252,null,6928,null,99382,null,5146,null,36186,null,2992,null,36320,null,3060,null,9617,null,1485,null,4077,null,1002,null,0400000US22,Louisiana,22
1076111,null,2068,null,518538,null,1855,null,256551,null,5067,null,0,null,228,null,256551,null,5067,null,4331,null,1020,null,19666,null,2003,null,48726,null,3513,null,91008,null,3709,null,55127,null,2924,null,37693,null,2592,null,261987,null,5309,null,129078,null,3755,null,132909,null,5339,null,63121,null,3157,null,30089,null,2737,null,16747,null,1931,null,12413,null,1587,null,6562,null,1386,null,3977,null,801,null,557573,null,1568,null,186499,null,5171,null,11,null,19,null,186488,null,5171,null,4135,null,747,null,25160,null,2400,null,47691,null,3185,null,65425,null,3586,null,31369,null,2738,null,12708,null,1569,null,371074,null,5416,null,190777,null,5149,null,180297,null,5254,null,91230,null,4109,null,50816,null,3390,null,17857,null,1994,null,14261,null,1418,null,4535,null,840,null,1598,null,550,null,0400000US23,Maine,23
4457502,null,3888,null,2126201,null,3286,null,1195095,null,11675,null,471,null,536,null,1194624,null,11632,null,16318,null,2168,null,58617,null,3999,null,132832,null,6595,null,317454,null,9593,null,281312,null,8703,null,388091,null,7396,null,931106,null,11301,null,468632,null,9154,null,462474,null,10211,null,214446,null,7427,null,95945,null,5418,null,48013,null,2974,null,50468,null,3991,null,26873,null,2309,null,26729,null,2585,null,2331301,null,3222,null,998123,null,12186,null,208,null,203,null,997915,null,12211,null,16072,null,2114,null,83146,null,5495,null,147033,null,5681,null,322715,null,9196,null,231122,null,7213,null,197827,null,5587,null,1333178,null,12153,null,716401,null,9686,null,616777,null,11269,null,290610,null,8824,null,127309,null,5893,null,73503,null,4583,null,67112,null,4212,null,36837,null,2787,null,21406,null,1985,null,0400000US24,Maryland,24
5247007,null,3890,null,2511779,null,3155,null,1316215,null,12410,null,92,null,106,null,1316123,null,12416,null,17517,null,2375,null,60854,null,4312,null,130887,null,6423,null,337768,null,9271,null,338231,null,8724,null,430866,null,9186,null,1195564,null,12650,null,573785,null,10912,null,621779,null,11487,null,280137,null,7916,null,120100,null,6571,null,71537,null,4530,null,71956,null,4950,null,40953,null,3888,null,37096,null,2654,null,2735228,null,2918,null,972078,null,11929,null,47,null,63,null,972031,null,11924,null,13524,null,1945,null,67721,null,4706,null,151828,null,6495,null,334858,null,7225,null,233576,null,7779,null,170524,null,6665,null,1763150,null,12606,null,878141,null,10139,null,885009,null,11420,null,392490,null,9776,null,203537,null,7404,null,107775,null,4972,null,100445,null,5441,null,51359,null,3334,null,29403,null,2646,null,0400000US25,Massachusetts,25
7908657,null,5324,null,3845802,null,4509,null,1741589,null,12939,null,0,null,242,null,1741589,null,12939,null,37991,null,3487,null,129415,null,6390,null,230798,null,7575,null,492275,null,9475,null,427078,null,9567,null,424032,null,7708,null,2104213,null,13801,null,1110329,null,11839,null,993884,null,11935,null,489446,null,10321,null,206355,null,7917,null,105273,null,5887,null,101998,null,4765,null,52787,null,2927,null,38025,null,3131,null,4062855,null,4459,null,1259081,null,12724,null,103,null,122,null,1258978,null,12697,null,37523,null,2780,null,168927,null,5798,null,277767,null,8451,null,411307,null,7757,null,244657,null,6430,null,118797,null,4006,null,2803774,null,13678,null,1560029,null,11459,null,1243745,null,13416,null,648264,null,9622,null,312682,null,7647,null,126735,null,5196,null,93588,null,4269,null,44369,null,2455,null,18107,null,1946,null,0400000US26,Michigan,26
4119709,null,3266,null,2032871,null,2955,null,1118745,null,7961,null,107,null,100,null,1118638,null,7960,null,21481,null,2140,null,67839,null,4115,null,135189,null,4701,null,349809,null,7682,null,283426,null,7222,null,260894,null,6200,null,914126,null,8670,null,386831,null,6680,null,527295,null,8365,null,247087,null,5753,null,104636,null,4056,null,57616,null,3972,null,66261,null,4022,null,31501,null,2345,null,20194,null,1931,null,2086838,null,2726,null,801912,null,8828,null,89,null,78,null,801823,null,8832,null,18666,null,1616,null,79886,null,4425,null,161198,null,5743,null,299620,null,6637,null,151549,null,4500,null,90904,null,3758,null,1284926,null,9324,null,592608,null,7721,null,692318,null,10323,null,326125,null,7823,null,168803,null,4962,null,83347,null,3936,null,69796,null,3092,null,33634,null,2673,null,10613,null,1344,null,0400000US27,Minnesota,27
2264375,null,3646,null,1081279,null,3745,null,517484,null,7174,null,112,null,173,null,517372,null,7190,null,15644,null,2358,null,61470,null,4929,null,99531,null,5084,null,172746,null,6067,null,96029,null,4890,null,71952,null,4947,null,563795,null,8071,null,337412,null,8429,null,226383,null,7839,null,112538,null,5117,null,51919,null,4298,null,19780,null,2434,null,23963,null,2698,null,9192,null,1603,null,8991,null,1547,null,1183096,null,3501,null,408957,null,7681,null,37,null,76,null,408920,null,7676,null,14968,null,2417,null,103600,null,4361,null,101803,null,5299,null,124013,null,4826,null,48330,null,3382,null,16206,null,2075,null,774139,null,8488,null,492855,null,8034,null,281284,null,7127,null,162819,null,6760,null,67111,null,4561,null,22858,null,2386,null,20483,null,2167,null,5847,null,1319,null,2166,null,768,null,0400000US28,Mississippi,28
4660015,null,3420,null,2243061,null,4695,null,1150255,null,10049,null,0,null,257,null,1150255,null,10049,null,23583,null,2449,null,108180,null,5307,null,194982,null,6100,null,360193,null,9090,null,248141,null,7057,null,215176,null,6730,null,1092806,null,10874,null,556603,null,9420,null,536203,null,8885,null,265206,null,6915,null,117411,null,5997,null,57768,null,4068,null,53848,null,3298,null,23740,null,2149,null,18230,null,2120,null,2416954,null,4586,null,907427,null,11405,null,99,null,117,null,907328,null,11387,null,24636,null,2665,null,148298,null,6642,null,229255,null,7002,null,310647,null,8222,null,131051,null,5057,null,63441,null,3912,null,1509527,null,11782,null,844981,null,8152,null,664546,null,10847,null,367571,null,9202,null,160831,null,6307,null,58968,null,3717,null,52928,null,3217,null,17622,null,1862,null,6626,null,1027,null,0400000US29,Missouri,29
772741,null,2405,null,384068,null,2019,null,189572,null,4004,null,16,null,28,null,189556,null,4003,null,7738,null,1477,null,19572,null,2091,null,34655,null,3066,null,63784,null,3351,null,37052,null,2258,null,26755,null,1969,null,194496,null,3910,null,88981,null,3439,null,105515,null,4100,null,53070,null,2802,null,20870,null,2020,null,14224,null,1641,null,9576,null,1568,null,4120,null,1083,null,3655,null,827,null,388673,null,1748,null,133639,null,3798,null,202,null,286,null,133437,null,3771,null,6474,null,1228,null,26101,null,2659,null,35141,null,2646,null,41099,null,2741,null,16954,null,1879,null,7668,null,1343,null,255034,null,3897,null,130215,null,3830,null,124819,null,3761,null,64489,null,3604,null,33742,null,2361,null,12907,null,1626,null,10562,null,1668,null,2049,null,555,null,1070,null,497,null,0400000US30,Montana,30
1387544,null,2543,null,680186,null,2174,null,398134,null,4822,null,0,null,221,null,398134,null,4822,null,10148,null,1416,null,34729,null,2874,null,74701,null,3441,null,134411,null,4548,null,79005,null,3497,null,65140,null,2818,null,282052,null,4969,null,124651,null,3838,null,157401,null,4326,null,83799,null,3867,null,31332,null,2419,null,17169,null,1744,null,14385,null,1756,null,6613,null,1089,null,4103,null,768,null,707358,null,1941,null,290488,null,4798,null,63,null,88,null,290425,null,4790,null,9841,null,1551,null,51473,null,3079,null,75000,null,3546,null,100749,null,3335,null,37316,null,2224,null,16046,null,1711,null,416870,null,5128,null,205365,null,3808,null,211505,null,4541,null,121681,null,4517,null,51112,null,3061,null,18345,null,1669,null,13729,null,1415,null,4640,null,924,null,1998,null,436,null,0400000US31,Nebraska,31
