C20005_001E,C20005_001EA,C20005_001M,C20005_001MA,C20005_002E,C20005_002EA,C20005_002M,C20005_002MA,C20005_003E,C20005_003EA,C20005_003M,C20005_003MA,C20005_004E,C20005_004EA,C20005_004M,C20005_004MA,C20005_005E,C20005_005EA,C20005_005M,C20005_005MA,C20005_006E,C20005_006EA,C20005_006M,C20005_006MA,C20005_007E,C20005_007EA,C20005_007M,C20005_007MA,C20005_008E,C20005_008EA,C20005_008M,C20005_008MA,C20005_009E,C20005_009EA,C20005_009M,C20005_009MA,C20005_010E,C20005_010EA,C20005_010M,C20005_010MA,C20005_011E,C20005_011EA,C20005_011M,C20005_011MA,C20005_012E,C20005_012EA,C20005_012M,C20005_012MA,C20005_013E,C20005_013EA,C20005_013M,C20005_013MA,C20005_014E,C20005_014EA,C20005_014M,C20005_014MA,C20005_015E,C20005_015EA,C20005_015M,C20005_015MA,C20005_016E,C20005_016EA,C20005_016M,C20005_016MA,C20005_017E,C20005_017EA,C20005_017M,C20005_017MA,C20005_018E,C20005_018EA,C20005_018M,C20005_018MA,C20005_019E,C20005_019EA,C20005_019M,C20005_019MA,C20005_020E,C20005_020EA,C20005_020M,C20005_020MA,C20005_021E,C20005_021EA,C20005_021M,C20005_021MA,C20005_022E,C20005_022EA,C20005_022M,C20005_022MA,C20005_023E,C20005_023EA,C20005_023M,C20005_023MA,C20005_024E,C20005_024EA,C20005_024M,C20005_024MA,C20005_025E,C20005_025EA,C20005_025M,C20005_025MA,C20005_026E,C20005_026EA,C20005_026M,C20005_026MA,C20005_027E,C20005_027EA,C20005_027M,C20005_027MA,C20005_028E,C20005_028EA,C20005_028M,C20005_028MA,C20005_029E,C20005_029EA,C20005_029M,C20005_029MA,C20005_030E,C20005_030EA,C20005_030M,C20005_030MA,C20005_031E,C20005_031EA,C20005_031M,C20005_031MA,C20005_032E,C20005_032EA,C20005_032M,C20005_032MA,C20005_033E,C20005_033EA,C20005_033M,C20005_033MA,C20005_034E,C20005_034EA,C20005_034M,C20005_034MA,C20005_035E,C20005_035EA,C20005_035M,C20005_035MA,C20005_036E,C20005_036EA,C20005_036M,C20005_036MA,C20005_037E,C20005_037EA,C20005_037M,C20005_037MA,C20005_038E,C20005_038EA,C20005_038M,C20005_038MA,C20005_039E,C20005_039EA,C20005_039M,C20005_039MA,GEO_ID,NAME,state
3669691,null,3572,null,1750306,null,3403,null,885366,null,10749,null,0,null,271,null,885366,null,10749,null,19066,null,2003,null,93247,null,5904,null,151212,null,6793,null,268145,null,8501,null,191352,null,6789,null,162344,null,6136,null,864940,null,11506,null,497650,null,9008,null,367290,null,8192,null,189986,null,6263,null,82149,null,4645,null,37338,null,3418,null,33958,null,3154,null,13344,null,1695,null,10515,null,1412,null,1919385,null,3723,null,652982,null,9508,null,79,null,106,null,652903,null,9514,null,17637,null,1976,null,139050,null,6185,null,158542,null,5752,null,202273,null,6988,null,95932,null,4327,null,39469,null,3026,null,1266403,null,10435,null,792733,null,9582,null,473670,null,9626,null,265090,null,7966,null,115045,null,4810,null,41041,null,3415,null,35218,null,2959,null,13122,null,1760,null,4154,null,1000,null,0400000US01,Alabama,01
526539,null,2083,null,275175,null,1941,null,130889,null,4105,null,313,null,474,null,130576,null,4074,null,2112,null,780,null,7258,null,1390,null,15500,null,2358,null,36562,null,3216,null,35348,null,3133,null,33796,null,2309,null,144286,null,4251,null,45537,null,2683,null,98749,null,4004,null,33692,null,2519,null,19824,null,2643,null,11373,null,1697,null,13516,null,1984,null,10424,null,1906,null,9920,null,1736,null,251364,null,1393,null,95875,null,3474,null,0,null,240,null,95875,null,3474,null,2036,null,647,null,8439,null,1440,null,18775,null,2118,null,38236,null,2698,null,18599,null,2055,null,9790,null,1434,null,155489,null,3827,null,62606,null,2667,null,92883,null,3651,null,43360,null,3017,null,18689,null,1979,null,12800,null,1830,null,10280,null,1395,null,5368,null,1028,null,2386,null,773,null,0400000US02,Alaska,02
4973336,null,4265,null,2474355,null,3633,null,1257586,null,13410,null,0,null,302,null,1257586,null,13410,null,20128,null,2619,null,136582,null,7328,null,215064,null,9634,null,380777,null,10844,null,256575,null,8927,null,248460,null,6728,null,1216769,null,13703,null,661985,null,9307,null,554784,null,13243,null,249245,null,8550,null,126871,null,6055,null,64916,null,4669,null,63395,null,5379,null,25742,null,2859,null,24615,null,2502,null,2498981,null,3249,null,863208,null,12360,null,70,null,114,null,863138,null,12345,null,24891,null,2826,null,128904,null,6960,null,183787,null,6506,null,305058,null,9311,null,135138,null,5927,null,85360,null,4848,null,1635773,null,13090,null,997348,null,12439,null,638425,null,11640,null,312897,null,8145,null,160011,null,7524,null,66062,null,4019,null,63958,null,4052,null,25016,null,2995,null,10481,null,1786,null,0400000US04,Arizona,04
2233278,null,3352,null,1077937,null,3497,null,521166,null,8243,null,67,null,125,null,521099,null,8232,null,11889,null,1899,null,68233,null,4432,null,102204,null,6027,null,171658,null,7166,null,95147,null,4833,null,71968,null,3916,null,556771,null,8774,null,321334,null,8150,null,235437,null,7530,null,124126,null,5394,null,50355,null,2881,null,26709,null,3073,null,19670,null,2382,null,8699,null,1624,null,5878,null,984,null,1155341,null,3294,null,398201,null,6638,null,0,null,269,null,398201,null,6638,null,15893,null,2088,null,95647,null,4539,null,103898,null,4630,null,118381,null,5412,null,44844,null,2506,null,19538,null,2206,null,757140,null,7473,null,458123,null,7280,null,299017,null,8416,null,174838,null,6769,null,68115,null,4676,null,22375,null,2598,null,25099,null,2109,null,6645,null,1276,null,1945,null,687,null,0400000US05,Arkansas,05
28497519,null,10319,null,14161781,null,7885,null,7161591,null,33854,null,350,null,194,null,7161241,null,33815,null,130296,null,6883,null,787743,null,19068,null,1026192,null,16245,null,1757582,null,18912,null,1450145,null,18029,null,2009283,null,18213,null,7000190,null,34685,null,3620045,null,27471,null,3380145,null,29898,null,1332520,null,18962,null,790807,null,17638,null,407695,null,12161,null,392730,null,10435,null,218370,null,7572,null,238023,null,7457,null,14335738,null,7232,null,4738637,null,28134,null,501,null,329,null,4738136,null,28113,null,113359,null,5976,null,649117,null,14423,null,788337,null,16391,null,1398837,null,18393,null,939755,null,14610,null,848731,null,14654,null,9597101,null,28214,null,5626437,null,28525,null,3970664,null,25154,null,1799985,null,17801,null,962148,null,18970,null,445425,null,11229,null,409686,null,9412,null,205892,null,6332,null,147528,null,5972,null,0400000US06,California,06
3865078,null,3845,null,1940525,null,3777,null,1093602,null,10967,null,43,null,73,null,1093559,null,10961,null,20360,null,2405,null,101835,null,6057,null,147606,null,6047,null,304313,null,8468,null,240153,null,8430,null,279292,null,7564,null,846923,null,11320,null,358931,null,8387,null,487992,null,10271,null,208517,null,6916,null,107345,null,4900,null,61033,null,3957,null,57105,null,4217,null,28564,null,2762,null,25428,null,2342,null,1924553,null,4049,null,731792,null,11722,null,99,null,112,null,731693,null,11744,null,20821,null,2466,null,94043,null,4073,null,142141,null,6397,null,250656,null,7259,null,140187,null,5262,null,83845,null,4735,null,1192761,null,11893,null,594861,null,9327,null,597900,null,11968,null,286839,null,8906,null,141291,null,6437,null,67834,null,3916,null,60944,null,3665,null,26964,null,2519,null,14028,null,2070,null,0400000US08,Colorado,08
2788271,null,2941,null,1341600,null,2651,null,721050,null,8620,null,0,null,275,null,721050,null,8620,null,8186,null,1336,null,28387,null,3074,null,69012,null,4974,null,176475,null,7280,null,186899,null,5917,null,252091,null,5270,null,620550,null,9208,null,299828,null,6422,null,320722,null,7104,null,140793,null,5601,null,66078,null,4489,null,33821,null,3157,null,38445,null,2630,null,21214,null,2442,null,20371,null,1986,null,1446671,null,2215,null,513454,null,8106,null,229,null,287,null,513225,null,8144,null,6291,null,1063,null,33975,null,3614,null,76967,null,4966,null,175067,null,5893,null,120356,null,4812,null,100569,null,3199,null,933217,null,8146,null,489560,null,8122,null,443657,null,7172,null,192691,null,4985,null,103521,null,5062,null,53618,null,3143,null,50265,null,2575,null,28453,null,2507,null,15109,null,1529,null,0400000US09,Connecticut,09
691339,null,1615,null,330109,null,1626,null,169265,null,3385,null,0,null,263,null,169265,null,3385,null,1582,null,607,null,13260,null,1946,null,22253,null,2456,null,52694,null,3205,null,40033,null,2990,null,39443,null,2576,null,160844,null,3612,null,82786,null,3322,null,78058,null,2912,null,38700,null,2331,null,14706,null,1955,null,9643,null,1462,null,7583,null,1454,null,4564,null,1054,null,2862,null,749,null,361230,null,1253,null,143217,null,4175,null,54,null,86,null,143163,null,4151,null,2760,null,941,null,15814,null,1926,null,31301,null,2594,null,49366,null,3133,null,27915,null,2387,null,16007,null,1772,null,218013,null,4395,null,124738,null,3549,null,93275,null,3712,null,48353,null,3021,null,20623,null,2084,null,9494,null,1400,null,8143,null,1209,null,4914,null,923,null,1748,null,560,null,0400000US10,Delaware,10
492741,null,1054,null,229505,null,812,null,119462,null,3503,null,0,null,296,null,119462,null,3503,null,1219,null,748,null,7725,null,1464,null,12877,null,1950,null,28641,null,2982,null,23803,null,2256,null,45197,null,2551,null,110043,null,3572,null,57550,null,4430,null,52493,null,4235,null,25999,null,3180,null,8170,null,1605,null,4640,null,1207,null,4919,null,1095,null,3782,null,935,null,4983,null,1145,null,263236,null,969,null,114524,null,3509,null,0,null,296,null,114524,null,3509,null,2081,null,663,null,8277,null,1933,null,12193,null,2012,null,33515,null,3173,null,26818,null,2442,null,31640,null,1956,null,148712,null,3390,null,82651,null,3683,null,66061,null,4178,null,31167,null,2935,null,11016,null,1639,null,6878,null,1290,null,9218,null,1655,null,3029,null,951,null,4753,null,1278,null,0400000US11,District of Columbia,11
14788316,null,8838,null,7181495,null,8822,null,3425090,null,23449,null,371,null,333,null,3424719,null,23488,null,67353,null,5768,null,387523,null,12066,null,615488,null,16787,null,1037220,null,18525,null,662449,null,13411,null,654686,null,12784,null,3756405,null,23598,null,2192049,null,16175,null,1564356,null,23134,null,681569,null,15526,null,392662,null,11920,null,192338,null,7713,null,158058,null,7691,null,67485,null,4344,null,72244,null,4211,null,7606821,null,5821,null,2674410,null,20782,null,205,null,201,null,2674205,null,20801,null,67160,null,4090,null,438709,null,12427,null,638619,null,13593,null,894032,null,16314,null,404087,null,11294,null,231598,null,8082,null,4932411,null,20970,null,3140359,null,18840,null,1792052,null,19140,null,852067,null,13851,null,466443,null,11130,null,204819,null,7222,null,180668,null,6283,null,62781,null,4014,null,25274,null,2586,null,0400000US12,Florida,12
7429753,null,6212,null,3605732,null,6341,null,1934787,null,17292,null,93,null,152,null,1934694,null,17291,null,35139,null,3622,null,190113,null,8443,null,319417,null,10751,null,584304,null,13088,null,396754,null,9684,null,408967,null,9825,null,1670945,null,18261,null,882062,null,14325,null,788883,null,15131,null,362622,null,9561,null,197643,null,9302,null,87757,null,5203,null,75680,null,4951,null,33897,null,3452,null,31284,null,3170,null,3824021,null,6367,null,1469023,null,13261,null,0,null,298,null,1469023,null,13261,null,44281,null,4012,null,236719,null,8447,null,307324,null,9037,null,472704,null,9732,null,258730,null,6852,null,149265,null,6640,null,2354998,null,13341,null,1394214,null,15153,null,960784,null,15329,null,491371,null,13309,null,236101,null,6995,null,94278,null,5240,null,85822,null,5078,null,37664,null,3027,null,15548,null,2009,null,0400000US13,Georgia,13
1037731,null,2158,null,518072,null,1216,null,285385,null,5338,null,0,null,275,null,285385,null,5338,null,6115,null,1428,null,25884,null,3369,null,42193,null,3772,null,85334,null,4603,null,67812,null,3948,null,58047,null,3373,null,232687,null,5585,null,123466,null,4572,null,109221,null,5274,null,46042,null,3395,null,23137,null,2509,null,11795,null,1661,null,16720,null,2645,null,6512,null,1420,null,5015,null,1097,null,519659,null,2054,null,203622,null,4959,null,132,null,213,null,203490,null,4965,null,5644,null,1317,null,22124,null,2553,null,38409,null,3211,null,77280,null,4167,null,36747,null,3137,null,23286,null,2154,null,316037,null,5224,null,182603,null,5131,null,133434,null,4997,null,62046,null,3541,null,32251,null,2783,null,16820,null,2182,null,14542,null,1956,null,5512,null,1133,null,2263,null,753,null,0400000US15,Hawaii,15
1157911,null,2165,null,577938,null,1970,null,304048,null,6878,null,0,null,259,null,304048,null,6878,null,8065,null,1499,null,27149,null,2893,null,51826,null,3678,null,99698,null,4370,null,68270,null,3497,null,49040,null,2466,null,273890,null,7187,null,123571,null,4780,null,150319,null,6897,null,66595,null,3989,null,36639,null,3493,null,18868,null,2479,null,18025,null,2252,null,5942,null,1100,null,4250,null,919,null,579973,null,2142,null,186401,null,5521,null,0,null,259,null,186401,null,5521,null,9102,null,1492,null,37501,null,2631,null,47452,null,3256,null,58370,null,3223,null,23638,null,2294,null,10338,null,1286,null,393572,null,6231,null,200983,null,5714,null,192589,null,4970,null,109446,null,4501,null,46751,null,3482,null,18161,null,2005,null,12302,null,1701,null,4589,null,1100,null,1340,null,529,null,0400000US16,Idaho,16
10093050,null,6915,null,4919824,null,5548,null,2577449,null,16927,null,108,null,120,null,2577341,null,16922,null,35431,null,3383,null,208107,null,8726,null,345168,null,11388,null,698766,null,11866,null,619917,null,12199,null,669952,null,9958,null,2342375,null,17405,null,1171461,null,13432,null,1170914,null,16028,null,548436,null,10784,null,240886,null,7959,null,121880,null,5163,null,133073,null,5395,null,71357,null,3610,null,55282,null,3521,null,5173226,null,5400,null,1892280,null,15342,null,211,null,173,null,1892069,null,15337,null,46404,null,3403,null,254596,null,8600,null,371462,null,8960,null,616256,null,11868,null,364225,null,9646,null,239126,null,6522,null,3280946,null,16682,null,1812088,null,14726,null,1468858,null,16320,null,746378,null,13673,null,348048,null,9301,null,143552,null,5116,null,140102,null,5062,null,60651,null,3537,null,30127,null,2822,null,0400000US17,Illinois,17
4977075,null,4327,null,2422024,null,3765,null,1247104,null,12205,null,47,null,78,null,1247057,null,12207,null,20133,null,1982,null,92729,null,5240,null,188209,null,6639,null,403376,null,8878,null,300816,null,8009,null,241794,null,6703,null,1174920,null,11241,null,572255,null,7688,null,602665,null,11400,null,294861,null,8206,null,122927,null,5628,null,63512,null,3801,null,68127,null,3740,null,32507,null,2378,null,20731,null,2276,null,2555051,null,3658,null,896527,null,11320,null,221,null,186,null,896306,null,11345,null,20031,null,2094,null,136557,null,6382,null,238955,null,8686,null,304237,null,6866,null,137321,null,5727,null,59205,null,3250,null,1658524,null,11544,null,893919,null,10330,null,764605,null,9650,null,412850,null,8083,null,186875,null,6078,null,74585,null,4010,null,58479,null,3710,null,24347,null,2275,null,7469,null,1356,null,0400000US18,Indiana,18
