B17020I_001E,B17020I_001EA,B17020I_001M,B17020I_001MA,B17020I_002E,B17020I_002EA,B17020I_002M,B17020I_002MA,B17020I_003E,B17020I_003EA,B17020I_003M,B17020I_003MA,B17020I_004E,B17020I_004EA,B17020I_004M,B17020I_004MA,B17020I_005E,B17020I_005EA,B17020I_005M,B17020I_005MA,B17020I_006E,B17020I_006EA,B17020I_006M,B17020I_006MA,B17020I_007E,B17020I_007EA,B17020I_007M,B17020I_007MA,B17020I_008E,B17020I_008EA,B17020I_008M,B17020I_008MA,B17020I_009E,B17020I_009EA,B17020I_009M,B17020I_009MA,B17020I_010E,B17020I_010EA,B17020I_010M,B17020I_010MA,B17020I_011E,B17020I_011EA,B17020I_011M,B17020I_011MA,B17020I_012E,B17020I_012EA,B17020I_012M,B17020I_012MA,B17020I_013E,B17020I_013EA,B17020I_013M,B17020I_013MA,B17020I_014E,B17020I_014EA,B17020I_014M,B17020I_014MA,B17020I_015E,B17020I_015EA,B17020I_015M,B17020I_015MA,B17020I_016E,B17020I_016EA,B17020I_016M,B17020I_016MA,B17020I_017E,B17020I_017EA,B17020I_017M,B17020I_017MA,GEO_ID,NAME,state
127302,null,2028,null,37032,null,5821,null,7409,null,1937,null,1201,null,576,null,5630,null,1591,null,3862,null,1337,null,18540,null,3236,null,177,null,200,null,213,null,226,null,90270,null,5456,null,13112,null,2160,null,1946,null,641,null,10168,null,1465,null,7126,null,1774,null,54201,null,3188,null,2124,null,746,null,1593,null,614,null,0400000US01,Alabama,01
41641,null,1776,null,4070,null,1570,null,722,null,481,null,65,null,90,null,972,null,577,null,218,null,223,null,2093,null,987,null,0,null,240,null,0,null,240,null,37571,null,1702,null,5024,null,877,null,417,null,223,null,4001,null,791,null,3931,null,745,null,22803,null,1343,null,1080,null,510,null,315,null,253,null,0400000US02,Alaska,02
1919923,null,3453,null,463962,null,23058,null,79474,null,5861,null,13975,null,2258,null,68921,null,5939,null,62628,null,5488,null,221507,null,11425,null,11060,null,1995,null,6397,null,1491,null,1455961,null,23365,null,155211,null,6163,null,27927,null,2894,null,159740,null,6676,null,154243,null,6514,null,881193,null,11622,null,45094,null,2267,null,32553,null,1722,null,0400000US04,Arizona,04
154773,null,1907,null,48728,null,6395,null,9877,null,1946,null,2070,null,776,null,8338,null,1624,null,5006,null,1089,null,22599,null,3202,null,529,null,349,null,309,null,372,null,106045,null,6234,null,14570,null,1871,null,1430,null,648,null,12947,null,2264,null,10358,null,1271,null,64765,null,3359,null,1865,null,846,null,110,null,102,null,0400000US05,Arkansas,05
13213120,null,8286,null,2531187,null,58386,null,383531,null,14357,null,66080,null,4718,null,367260,null,14258,null,349969,null,13674,null,1269550,null,31172,null,49868,null,3614,null,44929,null,4030,null,10681933,null,58982,null,1022448,null,14860,null,174194,null,6834,null,1079265,null,16069,null,1130065,null,14493,null,6673048,null,31645,null,348635,null,3860,null,254278,null,4409,null,0400000US06,California,06
973940,null,2576,null,228246,null,17638,null,38474,null,4394,null,7098,null,2088,null,30590,null,4409,null,28997,null,4235,null,115954,null,9649,null,3899,null,927,null,3234,null,685,null,745694,null,17577,null,77180,null,4558,null,14728,null,2016,null,78053,null,4557,null,72706,null,4123,null,460968,null,9890,null,26607,null,1352,null,15452,null,1128,null,0400000US08,Colorado,08
405654,null,1613,null,98243,null,7894,null,16291,null,2426,null,2178,null,869,null,12282,null,2381,null,12587,null,2206,null,48796,null,4344,null,4355,null,962,null,1754,null,517,null,307411,null,7497,null,26723,null,2222,null,5182,null,1295,null,31073,null,2500,null,31793,null,2569,null,199523,null,4186,null,7923,null,1189,null,5194,null,830,null,0400000US09,Connecticut,09
57976,null,445,null,13825,null,3641,null,2840,null,1117,null,470,null,313,null,2363,null,1027,null,1633,null,909,null,5995,null,1502,null,493,null,416,null,31,null,40,null,44151,null,3564,null,6603,null,1254,null,494,null,274,null,4741,null,1129,null,3759,null,1115,null,27346,null,1624,null,837,null,498,null,371,null,234,null,0400000US10,Delaware,10
49485,null,551,null,8693,null,2762,null,902,null,610,null,0,null,296,null,804,null,557,null,397,null,375,null,5715,null,1860,null,413,null,337,null,462,null,421,null,40792,null,2789,null,4114,null,627,null,361,null,294,null,3091,null,630,null,2659,null,625,null,28685,null,1864,null,1463,null,457,null,419,null,327,null,0400000US11,District of Columbia,11
3777633,null,5434,null,673138,null,23706,null,82383,null,6285,null,13037,null,2230,null,74432,null,5495,null,63806,null,5092,null,350557,null,15694,null,43871,null,3955,null,45052,null,3734,null,3104495,null,24155,null,251548,null,6443,null,40182,null,3595,null,229836,null,7499,null,243611,null,6984,null,2026377,null,14411,null,171392,null,4339,null,141549,null,4713,null,0400000US12,Florida,12
