B14007H_001E,B14007H_001EA,B14007H_001M,B14007H_001MA,B14007H_002E,B14007H_002EA,B14007H_002M,B14007H_002MA,B14007H_003E,B14007H_003EA,B14007H_003M,B14007H_003MA,B14007H_004E,B14007H_004EA,B14007H_004M,B14007H_004MA,B14007H_005E,B14007H_005EA,B14007H_005M,B14007H_005MA,B14007H_006E,B14007H_006EA,B14007H_006M,B14007H_006MA,B14007H_007E,B14007H_007EA,B14007H_007M,B14007H_007MA,B14007H_008E,B14007H_008EA,B14007H_008M,B14007H_008MA,B14007H_009E,B14007H_009EA,B14007H_009M,B14007H_009MA,B14007H_010E,B14007H_010EA,B14007H_010M,B14007H_010MA,B14007H_011E,B14007H_011EA,B14007H_011M,B14007H_011MA,B14007H_012E,B14007H_012EA,B14007H_012M,B14007H_012MA,B14007H_013E,B14007H_013EA,B14007H_013M,B14007H_013MA,B14007H_014E,B14007H_014EA,B14007H_014M,B14007H_014MA,B14007H_015E,B14007H_015EA,B14007H_015M,B14007H_015MA,B14007H_016E,B14007H_016EA,B14007H_016M,B14007H_016MA,B14007H_017E,B14007H_017EA,B14007H_017M,B14007H_017MA,B14007H_018E,B14007H_018EA,B14007H_018M,B14007H_018MA,B14007H_019E,B14007H_019EA,B14007H_019M,B14007H_019MA,GEO_ID,NAME,state
3611125,null,4136,null,880122,null,8909,null,55364,null,3593,null,44106,null,3340,null,43717,null,3613,null,45953,null,3511,null,47605,null,3219,null,47149,null,3269,null,45100,null,3118,null,43771,null,3320,null,50398,null,3085,null,47589,null,3263,null,50747,null,3330,null,47490,null,2462,null,44570,null,3048,null,48425,null,3233,null,180978,null,6850,null,37160,null,2878,null,2731003,null,8651,null,0400000US21,Kentucky,21
2625144,null,3903,null,642598,null,7898,null,43292,null,3015,null,33744,null,2864,null,32848,null,2723,null,33390,null,2723,null,34228,null,2924,null,32121,null,3033,null,32653,null,2670,null,38522,null,3080,null,31716,null,2655,null,34000,null,2422,null,32539,null,2638,null,33945,null,2567,null,30449,null,2307,null,36234,null,2879,null,137561,null,6448,null,25356,null,3106,null,1982546,null,8526,null,0400000US22,Louisiana,22
1213741,null,1809,null,277049,null,4191,null,13894,null,1682,null,13373,null,1662,null,11818,null,1453,null,13774,null,1337,null,12597,null,1487,null,12971,null,1572,null,14565,null,1597,null,12136,null,1600,null,14359,null,1629,null,16953,null,1688,null,15310,null,1685,null,16774,null,1519,null,15635,null,1676,null,15111,null,1713,null,63708,null,3095,null,14071,null,1938,null,936692,null,4102,null,0400000US23,Maine,23
3135021,null,4755,null,781542,null,8884,null,51161,null,3069,null,36156,null,2818,null,33111,null,2877,null,32313,null,2570,null,35312,null,2703,null,34899,null,2401,null,38201,null,2865,null,40071,null,2542,null,40499,null,3027,null,41212,null,2898,null,37469,null,2815,null,41172,null,2427,null,43053,null,3121,null,42552,null,2778,null,176374,null,7261,null,57987,null,3915,null,2353479,null,8622,null,0400000US24,Maryland,24
4952774,null,7491,null,1240481,null,10352,null,87577,null,3593,null,53588,null,3529,null,48737,null,3066,null,51006,null,3718,null,55980,null,3332,null,57751,null,3458,null,59610,null,3485,null,54650,null,3430,null,60116,null,3651,null,61297,null,4081,null,57715,null,3213,null,62633,null,3377,null,60712,null,3100,null,67210,null,4348,null,302368,null,8438,null,99531,null,6073,null,3712293,null,10400,null,0400000US25,Massachusetts,25
7483626,null,5459,null,1968568,null,11450,null,108989,null,4835,null,92225,null,3788,null,90205,null,4410,null,88167,null,3886,null,95206,null,3341,null,88979,null,3505,null,93955,null,3663,null,98278,null,4388,null,96628,null,3672,null,96552,null,4128,null,103131,null,3370,null,103900,null,3374,null,109084,null,3737,null,112651,null,4684,null,494254,null,9630,null,96364,null,4603,null,5515058,null,10529,null,0400000US26,Michigan,26
4299738,null,3880,null,1077288,null,9126,null,73780,null,3383,null,47337,null,2649,null,48283,null,2560,null,50623,null,2737,null,53022,null,3078,null,51700,null,2503,null,52106,null,2663,null,51185,null,2876,null,55479,null,2877,null,54061,null,2960,null,58149,null,2717,null,57278,null,2435,null,58786,null,2397,null,63555,null,3037,null,248021,null,6675,null,53923,null,4132,null,3222450,null,9297,null,0400000US27,Minnesota,27
1654127,null,3121,null,408475,null,7102,null,21882,null,2204,null,23809,null,2489,null,20806,null,2068,null,22556,null,2395,null,19191,null,2288,null,20742,null,2127,null,21197,null,2117,null,20724,null,2212,null,22001,null,2689,null,21561,null,2019,null,21896,null,2444,null,20579,null,1871,null,18994,null,2134,null,22373,null,2581,null,93583,null,5255,null,16581,null,2168,null,1245652,null,6683,null,0400000US28,Mississippi,28
4679428,null,4724,null,1166327,null,8466,null,73197,null,4341,null,56383,null,3915,null,54439,null,3465,null,58795,null,2924,null,60581,null,3200,null,58167,null,3380,null,60786,null,3428,null,60010,null,3063,null,60225,null,3709,null,62704,null,3802,null,61922,null,3776,null,66872,null,3811,null,62180,null,3108,null,63950,null,3685,null,244684,null,6700,null,61432,null,2965,null,3513101,null,8645,null,0400000US29,Missouri,29
821765,null,1906,null,190089,null,4082,null,9748,null,1552,null,10903,null,1491,null,9444,null,1263,null,7996,null,1212,null,10862,null,1330,null,10154,null,1299,null,7838,null,917,null,9479,null,1116,null,9855,null,1300,null,7453,null,1288,null,10669,null,1196,null,11946,null,1313,null,9686,null,1088,null,12047,null,1832,null,43923,null,3421,null,8086,null,1508,null,631676,null,4418,null,0400000US30,Montana,30
1444208,null,2200,null,385415,null,5292,null,25230,null,1598,null,18369,null,1775,null,18884,null,1835,null,17325,null,1524,null,16624,null,1532,null,17247,null,1639,null,17258,null,1688,null,18249,null,1908,null,19937,null,1831,null,17494,null,1409,null,20144,null,1762,null,20383,null,1283,null,20041,null,1460,null,22363,null,2175,null,94533,null,4437,null,21334,null,1744,null,1058793,null,4992,null,0400000US31,Nebraska,31
1433027,null,2935,null,310696,null,6017,null,14065,null,1983,null,15506,null,1846,null,17139,null,2236,null,17430,null,2089,null,14815,null,1891,null,14305,null,1676,null,14029,null,1843,null,17482,null,2447,null,14248,null,1898,null,15660,null,2041,null,16251,null,2114,null,20026,null,1943,null,16260,null,2467,null,18186,null,2616,null,64748,null,4100,null,20546,null,2231,null,1122331,null,6320,null,0400000US32,Nevada,32
1186011,null,2102,null,293825,null,3851,null,18462,null,1882,null,13764,null,1516,null,11832,null,1569,null,12593,null,1928,null,12497,null,1475,null,12991,null,1529,null,15542,null,1875,null,15162,null,1583,null,15473,null,1873,null,19763,null,2010,null,14427,null,1842,null,16645,null,1641,null,17970,null,1664,null,18484,null,2015,null,63526,null,3123,null,14694,null,2122,null,892186,null,3957,null,0400000US33,New Hampshire,33
5176339,null,4818,null,1286302,null,8339,null,99257,null,4167,null,64452,null,4119,null,58665,null,3177,null,64891,null,4264,null,60978,null,3997,null,58544,null,3292,null,60970,null,3476,null,61394,null,3480,null,64613,null,3591,null,61583,null,3285,null,66489,null,3269,null,70598,null,2836,null,68580,null,2905,null,74067,null,3416,null,276632,null,6169,null,74589,null,4422,null,3890037,null,8691,null,0400000US34,New Jersey,34
802093,null,2187,null,181126,null,4830,null,9573,null,1356,null,8377,null,1271,null,7167,null,1548,null,7342,null,1277,null,8209,null,1479,null,7777,null,1064,null,7108,null,1344,null,8503,null,1448,null,7316,null,1243,null,8874,null,1524,null,8288,null,1474,null,9839,null,1315,null,7319,null,1186,null,11104,null,1964,null,49262,null,4153,null,15068,null,2075,null,620967,null,4454,null,0400000US35,New Mexico,35
11296133,null,10498,null,2781774,null,15216,null,170555,null,6042,null,121953,null,5256,null,115765,null,5509,null,120922,null,4860,null,122012,null,5438,null,128452,null,5657,null,121938,null,4971,null,127537,null,5586,null,140619,null,5169,null,138812,null,4775,null,138748,null,5933,null,146549,null,4763,null,146555,null,4785,null,162415,null,5285,null,682128,null,13439,null,196814,null,9258,null,8514359,null,15726,null,0400000US36,New York,36
5982735,null,6364,null,1450889,null,12298,null,96142,null,4777,null,72899,null,5007,null,68916,null,4298,null,69074,null,4036,null,75331,null,4456,null,73584,null,4212,null,72486,null,3904,null,77003,null,4196,null,73679,null,4997,null,78013,null,4268,null,77572,null,4786,null,67307,null,3267,null,69962,null,3728,null,81413,null,4885,null,328916,null,8905,null,68592,null,4934,null,4531846,null,11396,null,0400000US37,North Carolina,37
555242,null,1243,null,141371,null,3303,null,7197,null,1186,null,5985,null,866,null,6217,null,961,null,6535,null,905,null,6139,null,913,null,6921,null,816,null,4968,null,753,null,7348,null,1048,null,6383,null,959,null,5341,null,802,null,7049,null,940,null,7058,null,981,null,6813,null,865,null,7431,null,967,null,43169,null,2597,null,6817,null,1248,null,413871,null,3182,null,0400000US38,North Dakota,38
9136694,null,6326,null,2326004,null,12556,null,145412,null,5175,null,115951,null,4480,null,111511,null,4358,null,120767,null,4725,null,111612,null,4352,null,115896,null,4805,null,110098,null,4849,null,113207,null,4545,null,122496,null,5352,null,123055,null,5096,null,120800,null,4971,null,124613,null,4664,null,118427,null,4553,null,133178,null,5558,null,525195,null,9390,null,113786,null,5901,null,6810690,null,12244,null,0400000US39,Ohio,39
2505345,null,3851,null,604110,null,7717,null,41357,null,2981,null,31439,null,2367,null,32983,null,2505,null,28719,null,1964,null,29258,null,2740,null,31368,null,2579,null,29335,null,2157,null,30322,null,2417,null,31272,null,2338,null,28378,null,2321,null,31944,null,2625,null,31548,null,2122,null,29514,null,1993,null,35746,null,3079,null,136345,null,6368,null,24582,null,2955,null,1901235,null,7505,null,0400000US40,Oklahoma,40
2932911,null,3262,null,665232,null,7843,null,38846,null,2797,null,30066,null,2356,null,30379,null,2660,null,32899,null,2564,null,31911,null,2864,null,31761,null,2797,null,33448,null,2880,null,29825,null,2616,null,33846,null,2522,null,35419,null,2797,null,35153,null,2552,null,36849,null,2655,null,37262,null,2845,null,38275,null,3034,null,152730,null,7143,null,36563,null,3539,null,2267679,null,8568,null,0400000US41,Oregon,41
9805760,null,7054,null,2315943,null,11513,null,144534,null,4540,null,104179,null,4933,null,101478,null,3893,null,108268,null,4294,null,111552,null,4360,null,111476,null,4354,null,109939,null,4667,null,113447,null,4958,null,113586,null,3955,null,122158,null,4947,null,120599,null,4109,null,128100,null,4471,null,123567,null,4185,null,132800,null,4889,null,550620,null,10394,null,119640,null,5323,null,7489817,null,12129,null,0400000US42,Pennsylvania,42
803179,null,2391,null,204281,null,4593,null,14692,null,1726,null,7538,null,1318,null,7983,null,1374,null,8160,null,1157,null,6641,null,1180,null,8993,null,1341,null,8467,null,1131,null,10298,null,1643,null,7340,null,1137,null,8897,null,1466,null,9185,null,1653,null,10443,null,1308,null,10009,null,1243,null,10026,null,1526,null,61357,null,3472,null,14252,null,2232,null,598898,null,4259,null,0400000US44,Rhode Island,44
2818515,null,4359,null,666241,null,8508,null,42809,null,3365,null,38382,null,3051,null,33499,null,3055,null,31518,null,2617,null,33076,null,2403,null,35077,null,2434,null,30592,null,2636,null,34770,null,2941,null,34295,null,3293,null,37019,null,2693,null,38218,null,3050,null,34846,null,2533,null,31778,null,2128,null,32838,null,2652,null,150338,null,6284,null,27186,null,2418,null,2152274,null,7995,null,0400000US45,South Carolina,45
667731,null,1852,null,164311,null,3156,null,10603,null,1268,null,8171,null,1266,null,6680,null,1015,null,7347,null,1203,null,8067,null,1037,null,8227,null,1245,null,8349,null,1340,null,8964,null,1088,null,7881,null,1136,null,7172,null,1034,null,8757,null,1225,null,10483,null,1257,null,7730,null,979,null,9713,null,1354,null,39736,null,2748,null,6431,null,1009,null,503420,null,3437,null,0400000US46,South Dakota,46
4621310,null,4343,null,1085046,null,8604,null,64552,null,3477,null,57296,null,3421,null,55492,null,3342,null,58472,null,3690,null,57183,null,3525,null,55912,null,4000,null,53502,null,3374,null,58587,null,4065,null,57529,null,3648,null,58952,null,3324,null,58246,null,3268,null,61737,null,3394,null,57190,null,3440,null,63079,null,4144,null,218949,null,6473,null,48368,null,3774,null,3536264,null,8869,null,0400000US47,Tennessee,47
11088192,null,13100,null,2727526,null,15822,null,179063,null,6176,null,126758,null,4834,null,129759,null,5981,null,137009,null,6106,null,137009,null,5241,null,137535,null,4899,null,138240,null,5215,null,141400,null,5841,null,137009,null,5489,null,138259,null,5974,null,137080,null,5244,null,139614,null,5007,null,140029,null,4691,null,148964,null,6598,null,626253,null,13658,null,133545,null,6895,null,8360666,null,17260,null,0400000US48,Texas,48
2113038,null,3590,null,693984,null,9094,null,45836,null,3171,null,38752,null,2232,null,35330,null,2601,null,32669,null,2557,null,38266,null,2484,null,35041,null,1920,null,32059,null,2480,null,32652,null,2262,null,31248,null,2254,null,32310,null,2527,null,31071,null,2348,null,36583,null,2226,null,31227,null,2150,null,36596,null,3096,null,179225,null,7072,null,25119,null,2408,null,1419054,null,8397,null,0400000US49,Utah,49
572480,null,1299,null,139373,null,2957,null,7983,null,1180,null,6347,null,1010,null,5569,null,799,null,6682,null,1092,null,6913,null,1107,null,6024,null,906,null,5974,null,908,null,5685,null,822,null,7659,null,963,null,6432,null,927,null,8108,null,1064,null,7916,null,889,null,7882,null,849,null,8323,null,1122,null,34119,null,2403,null,7757,null,1137,null,433107,null,3020,null,0400000US50,Vermont,50
5016079,null,5149,null,1253084,null,12116,null,78903,null,4178,null,58262,null,3453,null,55625,null,3302,null,57113,null,3679,null,59736,null,3609,null,58462,null,3320,null,62666,null,3567,null,59175,null,3449,null,61665,null,3847,null,66705,null,3845,null,63954,null,3601,null,62148,null,3133,null,64713,null,3570,null,65866,null,4020,null,294317,null,9715,null,83774,null,4318,null,3762995,null,11901,null,0400000US51,Virginia,51
4773240,null,4208,null,1115063,null,11005,null,65353,null,3581,null,48296,null,3282,null,50398,null,3308,null,50334,null,3348,null,50509,null,3012,null,56135,null,3455,null,59716,null,3572,null,54277,null,3237,null,59858,null,3578,null,61980,null,3612,null,63085,null,3788,null,63638,null,3599,null,57920,null,3426,null,72043,null,5023,null,248885,null,8323,null,52636,null,3414,null,3658177,null,10568,null,0400000US53,Washington,53
1639757,null,2982,null,365193,null,5007,null,18857,null,2033,null,19832,null,2217,null,17243,null,2164,null,19424,null,2246,null,19607,null,1916,null,18106,null,2103,null,19627,null,2119,null,18690,null,2184,null,18717,null,1771,null,22043,null,1927,null,20170,null,2146,null,19179,null,1744,null,19068,null,1966,null,22257,null,2160,null,76739,null,3709,null,15634,null,2302,null,1274564,null,5276,null,0400000US54,West Virginia,54
4623964,null,3506,null,1141631,null,8604,null,65640,null,2946,null,54906,null,3035,null,49118,null,2705,null,49884,null,2936,null,54567,null,2791,null,56599,null,2568,null,50870,null,2836,null,57035,null,2412,null,57786,null,2480,null,58752,null,2880,null,59242,null,2651,null,61788,null,2676,null,60446,null,2837,null,69007,null,3254,null,277335,null,7821,null,58656,null,3805,null,3482333,null,8784,null,0400000US55,Wisconsin,55
444370,null,1324,null,107654,null,2559,null,7088,null,1132,null,4817,null,871,null,5890,null,1089,null,4556,null,900,null,5779,null,1281,null,5606,null,1000,null,5489,null,990,null,5137,null,1078,null,4279,null,861,null,5402,null,1372,null,6213,null,1122,null,5269,null,902,null,7060,null,871,null,6811,null,1162,null,23074,null,1896,null,5184,null,1208,null,336716,null,2328,null,0400000US56,Wyoming,56
30072,null,3316,null,8250,null,1813,null,499,null,403,null,359,null,305,null,99,null,163,null,572,null,497,null,543,null,417,null,208,null,179,null,309,null,271,null,0,null,289,null,92,null,145,null,399,null,352,null,512,null,324,null,552,null,376,null,209,null,306,null,301,null,242,null,3267,null,1090,null,329,null,292,null,21822,null,2680,null,0400000US72,Puerto Rico,72
