B14007H_001E,B14007H_001EA,B14007H_001M,B14007H_001MA,B14007H_002E,B14007H_002EA,B14007H_002M,B14007H_002MA,B14007H_003E,B14007H_003EA,B14007H_003M,B14007H_003MA,B14007H_004E,B14007H_004EA,B14007H_004M,B14007H_004MA,B14007H_005E,B14007H_005EA,B14007H_005M,B14007H_005MA,B14007H_006E,B14007H_006EA,B14007H_006M,B14007H_006MA,B14007H_007E,B14007H_007EA,B14007H_007M,B14007H_007MA,B14007H_008E,B14007H_008EA,B14007H_008M,B14007H_008MA,B14007H_009E,B14007H_009EA,B14007H_009M,B14007H_009MA,B14007H_010E,B14007H_010EA,B14007H_010M,B14007H_010MA,B14007H_011E,B14007H_011EA,B14007H_011M,B14007H_011MA,B14007H_012E,B14007H_012EA,B14007H_012M,B14007H_012MA,B14007H_013E,B14007H_013EA,B14007H_013M,B14007H_013MA,B14007H_014E,B14007H_014EA,B14007H_014M,B14007H_014MA,B14007H_015E,B14007H_015EA,B14007H_015M,B14007H_015MA,B14007H_016E,B14007H_016EA,B14007H_016M,B14007H_016MA,B14007H_017E,B14007H_017EA,B14007H_017M,B14007H_017MA,B14007H_018E,B14007H_018EA,B14007H_018M,B14007H_018MA,B14007H_019E,B14007H_019EA,B14007H_019M,B14007H_019MA,GEO_ID,NAME,state
3081319,null,3543,null,724482,null,7322,null,43624,null,3178,null,36201,null,3281,null,38698,null,2783,null,39108,null,3059,null,36163,null,2644,null,38151,null,2598,null,38405,null,2854,null,36901,null,2975,null,42332,null,2930,null,43280,null,3014,null,39168,null,2680,null,39055,null,2971,null,34656,null,3087,null,38131,null,2883,null,149560,null,5441,null,31049,null,2801,null,2356837,null,7563,null,0400000US01,Alabama,01
432645,null,1435,null,114939,null,3433,null,6506,null,1044,null,4493,null,971,null,4413,null,863,null,5135,null,1150,null,6720,null,1163,null,4633,null,849,null,4738,null,733,null,5767,null,865,null,5050,null,1006,null,6508,null,1143,null,5986,null,1146,null,6398,null,898,null,5458,null,966,null,7727,null,1381,null,26506,null,2732,null,8901,null,1481,null,317706,null,3152,null,0400000US02,Alaska,02
3658781,null,3849,null,835257,null,9283,null,46054,null,3468,null,34036,null,2787,null,39358,null,3248,null,37633,null,3303,null,40473,null,3596,null,40382,null,3194,null,40877,null,2802,null,42183,null,3504,null,40037,null,2970,null,39239,null,2926,null,39363,null,2794,null,40207,null,2617,null,39924,null,2635,null,46338,null,3586,null,215621,null,7855,null,53532,null,4374,null,2823524,null,9695,null,0400000US04,Arizona,04
2082989,null,2945,null,490651,null,6050,null,33475,null,2907,null,26363,null,2872,null,26070,null,2501,null,26688,null,2050,null,28708,null,2758,null,24923,null,2234,null,24936,null,2382,null,26585,null,2439,null,24408,null,2475,null,24937,null,2480,null,27057,null,2470,null,25652,null,2152,null,23735,null,2045,null,27802,null,2582,null,100333,null,4647,null,18979,null,2143,null,1592338,null,5712,null,0400000US05,Arkansas,05
15016702,null,10131,null,3583091,null,18359,null,206479,null,6689,null,144872,null,6457,null,137466,null,5404,null,142968,null,6460,null,149564,null,4837,null,155856,null,5665,null,146686,null,7036,null,154361,null,7363,null,164680,null,6378,null,161283,null,6072,null,164053,null,7439,null,173069,null,6517,null,181098,null,6752,null,214942,null,6445,null,1023008,null,15620,null,262706,null,9697,null,11433611,null,18199,null,0400000US06,California,06
3379090,null,4162,null,840662,null,8021,null,59148,null,3327,null,40786,null,3121,null,38940,null,2813,null,36192,null,3009,null,38400,null,3243,null,39923,null,2732,null,39751,null,3209,null,37541,null,2788,null,37293,null,2969,null,39519,null,2982,null,40160,null,2896,null,41466,null,2527,null,42541,null,2902,null,46719,null,3423,null,206182,null,6460,null,56101,null,3414,null,2538428,null,7388,null,0400000US08,Colorado,08
2504973,null,3159,null,633713,null,7063,null,43575,null,2588,null,25698,null,2163,null,24679,null,2685,null,27589,null,2460,null,31908,null,2902,null,29509,null,2341,null,29022,null,2297,null,32889,null,2798,null,31695,null,2096,null,31219,null,2502,null,33602,null,2125,null,32560,null,2099,null,33883,null,2182,null,39004,null,2485,null,145128,null,4920,null,41753,null,3270,null,1871260,null,6324,null,0400000US09,Connecticut,09
576653,null,1496,null,140883,null,3200,null,7966,null,1272,null,7580,null,1376,null,5610,null,1070,null,6767,null,1318,null,6933,null,1240,null,6578,null,968,null,5596,null,1054,null,6322,null,1176,null,7536,null,1156,null,7605,null,1326,null,8173,null,1095,null,6655,null,892,null,5829,null,1026,null,7857,null,1109,null,36440,null,2526,null,7436,null,1570,null,435770,null,3258,null,0400000US10,Delaware,10
187998,null,1276,null,48378,null,2044,null,3805,null,1000,null,910,null,534,null,816,null,433,null,1853,null,629,null,688,null,429,null,1514,null,698,null,709,null,426,null,1607,null,490,null,375,null,349,null,334,null,304,null,368,null,287,null,572,null,349,null,639,null,390,null,1131,null,425,null,19425,null,1762,null,13632,null,1678,null,139620,null,1785,null,0400000US11,District of Columbia,11
10711978,null,8229,null,2219083,null,14685,null,146594,null,6543,null,100535,null,4829,null,99396,null,5633,null,103309,null,5547,null,112539,null,4976,null,110335,null,5878,null,110713,null,6521,null,116577,null,5238,null,111822,null,4803,null,122640,null,5597,null,119706,null,5792,null,113856,null,5456,null,108787,null,4795,null,126301,null,6288,null,506151,null,11051,null,109822,null,5205,null,8492895,null,14814,null,0400000US12,Florida,12
5408393,null,5834,null,1380273,null,11467,null,107019,null,4690,null,67637,null,4103,null,73376,null,4221,null,66915,null,4630,null,71056,null,4101,null,71325,null,4036,null,71191,null,4202,null,72477,null,4442,null,67653,null,4423,null,76552,null,4786,null,72635,null,4302,null,68177,null,3943,null,72712,null,3762,null,77431,null,4192,null,283862,null,9487,null,60255,null,3952,null,4028120,null,11697,null,0400000US13,Georgia,13
310108,null,1526,null,68953,null,3786,null,3929,null,1114,null,4403,null,1126,null,2318,null,969,null,2898,null,1058,null,3915,null,1251,null,2546,null,882,null,3320,null,1213,null,2948,null,943,null,2712,null,1069,null,2511,null,707,null,1419,null,586,null,2870,null,738,null,2774,null,864,null,2191,null,822,null,22073,null,2838,null,6126,null,1466,null,241155,null,3271,null,0400000US15,Hawaii,15
1240322,null,1923,null,333641,null,4679,null,17549,null,1582,null,20193,null,1992,null,16754,null,1742,null,15406,null,1701,null,16292,null,1911,null,17141,null,1663,null,16567,null,1890,null,18044,null,1868,null,17418,null,1722,null,15329,null,1791,null,18455,null,1856,null,17660,null,1358,null,16376,null,1705,null,21365,null,2124,null,73274,null,4095,null,15818,null,2325,null,906681,null,4873,null,0400000US16,Idaho,16
8045443,null,10489,null,2060960,null,12758,null,147528,null,6069,null,91826,null,4444,null,86108,null,3875,null,95497,null,4350,null,95582,null,4814,null,94241,null,4143,null,94532,null,4293,null,99068,null,4678,null,96817,null,3993,null,99420,null,4539,null,105179,null,4415,null,105740,null,3514,null,105433,null,3548,null,116895,null,5347,null,506066,null,8971,null,121028,null,5365,null,5984483,null,14225,null,0400000US17,Illinois,17
5107759,null,5226,null,1313448,null,9918,null,78065,null,3923,null,65218,null,3722,null,65747,null,3893,null,63027,null,3310,null,67234,null,3707,null,66516,null,3393,null,68581,null,4003,null,69822,null,3601,null,73077,null,3782,null,72237,null,3757,null,69553,null,3138,null,67160,null,3134,null,70453,null,3465,null,69245,null,3276,null,293398,null,8058,null,54115,null,3352,null,3794311,null,11145,null,0400000US18,Indiana,18
2609111,null,3202,null,676082,null,6064,null,47496,null,3176,null,29359,null,2070,null,32578,null,2220,null,31072,null,2117,null,33961,null,2199,null,30556,null,2263,null,33871,null,2567,null,32806,null,2293,null,31967,null,1953,null,31367,null,2152,null,36318,null,2172,null,39368,null,2144,null,34511,null,2129,null,38605,null,2571,null,162403,null,5054,null,29844,null,2374,null,1933029,null,6306,null,0400000US19,Iowa,19
2162926,null,3835,null,569115,null,7461,null,38294,null,2484,null,26913,null,1915,null,26594,null,2327,null,26034,null,2034,null,29991,null,2344,null,26694,null,2362,null,28198,null,2175,null,26200,null,2160,null,29983,null,2559,null,26360,null,2368,null,28355,null,2085,null,30072,null,2214,null,28382,null,2067,null,34533,null,2699,null,129871,null,5770,null,32641,null,2991,null,1593811,null,7080,null,0400000US20,Kansas,20
