B20017E_001E,B20017E_001EA,B20017E_001M,B20017E_001MA,B20017E_002E,B20017E_002EA,B20017E_002M,B20017E_002MA,B20017E_003E,B20017E_003EA,B20017E_003M,B20017E_003MA,B20017E_004E,B20017E_004EA,B20017E_004M,B20017E_004MA,B20017E_005E,B20017E_005EA,B20017E_005M,B20017E_005MA,B20017E_006E,B20017E_006EA,B20017E_006M,B20017E_006MA,B20017E_007E,B20017E_007EA,B20017E_007M,B20017E_007MA,GEO_ID,NAME,state
35989,null,24657,null,27273,null,50032,null,25860,null,14465,null,80219,null,79212,null,-666666666,-,0,**,-666666666,-,0,**,-666666666,-,0,**,0400000US01,Alabama,01
22245,null,10338,null,35419,null,23571,null,50417,null,4643,null,24199,null,23211,null,19877,null,6831,null,30193,null,19588,null,4842,null,27432,null,0400000US02,Alaska,02
23438,null,6299,null,20975,null,5579,null,27476,null,21251,null,8183,null,10498,null,26772,null,7770,null,34840,null,7652,null,14052,null,11649,null,0400000US04,Arizona,04
18180,null,9038,null,7278,null,12884,null,22083,null,11533,null,5514,null,2139,null,25031,null,6554,null,29491,null,5238,null,4907,null,9853,null,0400000US05,Arkansas,05
28675,null,2858,null,30942,null,3081,null,40354,null,2984,null,12107,null,1082,null,26545,null,2321,null,35947,null,1862,null,9694,null,2189,null,0400000US06,California,06
22460,null,6381,null,24782,null,31824,null,37909,null,34236,null,-666666666,-,0,**,13169,null,25197,null,45316,null,19554,null,2890,null,4542,null,0400000US08,Colorado,08
19338,null,8729,null,-666666666,-,0,**,-666666666,-,0,**,-666666666,-,0,**,19133,null,6025,null,19517,null,22220,null,6647,null,30820,null,0400000US09,Connecticut,09
-666666666,-,0,**,-666666666,-,0,**,-666666666,-,0,**,-666666666,-,0,**,-666666666,-,0,**,-666666666,-,0,**,-666666666,-,0,**,0400000US10,Delaware,10
90250,null,43930,null,90556,null,34479,null,90556,null,34479,null,-666666666,-,0,**,-666666666,-,0,**,-666666666,-,0,**,-666666666,-,0,**,0400000US11,District of Columbia,11
26184,null,7130,null,29763,null,7001,null,35062,null,3223,null,4634,null,11036,null,20895,null,5843,null,25034,null,8205,null,7500,null,5954,null,0400000US12,Florida,12
