C21007_001E,C21007_001EA,C21007_001M,C21007_001MA,C21007_002E,C21007_002EA,C21007_002M,C21007_002MA,C21007_003E,C21007_003EA,C21007_003M,C21007_003MA,C21007_004E,C21007_004EA,C21007_004M,C21007_004MA,C21007_005E,C21007_005EA,C21007_005M,C21007_005MA,C21007_006E,C21007_006EA,C21007_006M,C21007_006MA,C21007_007E,C21007_007EA,C21007_007M,C21007_007MA,C21007_008E,C21007_008EA,C21007_008M,C21007_008MA,C21007_009E,C21007_009EA,C21007_009M,C21007_009MA,C21007_010E,C21007_010EA,C21007_010M,C21007_010MA,C21007_011E,C21007_011EA,C21007_011M,C21007_011MA,C21007_012E,C21007_012EA,C21007_012M,C21007_012MA,C21007_013E,C21007_013EA,C21007_013M,C21007_013MA,C21007_014E,C21007_014EA,C21007_014M,C21007_014MA,C21007_015E,C21007_015EA,C21007_015M,C21007_015MA,C21007_016E,C21007_016EA,C21007_016M,C21007_016MA,C21007_017E,C21007_017EA,C21007_017M,C21007_017MA,C21007_018E,C21007_018EA,C21007_018M,C21007_018MA,C21007_019E,C21007_019EA,C21007_019M,C21007_019MA,C21007_020E,C21007_020EA,C21007_020M,C21007_020MA,C21007_021E,C21007_021EA,C21007_021M,C21007_021MA,C21007_022E,C21007_022EA,C21007_022M,C21007_022MA,C21007_023E,C21007_023EA,C21007_023M,C21007_023MA,C21007_024E,C21007_024EA,C21007_024M,C21007_024MA,C21007_025E,C21007_025EA,C21007_025M,C21007_025MA,C21007_026E,C21007_026EA,C21007_026M,C21007_026MA,C21007_027E,C21007_027EA,C21007_027M,C21007_027MA,C21007_028E,C21007_028EA,C21007_028M,C21007_028MA,C21007_029E,C21007_029EA,C21007_029M,C21007_029MA,C21007_030E,C21007_030EA,C21007_030M,C21007_030MA,C21007_031E,C21007_031EA,C21007_031M,C21007_031MA,GEO_ID,NAME,state
3421167,null,3688,null,2807205,null,4078,null,245576,null,6784,null,18300,null,1967,null,7685,null,1524,null,10615,null,1557,null,227276,null,6358,null,43681,null,3545,null,183595,null,6247,null,2561629,null,7199,null,379507,null,11954,null,104266,null,6547,null,275241,null,9932,null,2182122,null,12371,null,259259,null,9453,null,1922863,null,13771,null,613962,null,2271,null,149556,null,3472,null,8737,null,1349,null,4718,null,1051,null,4019,null,910,null,140819,null,3427,null,58864,null,2946,null,81955,null,3425,null,464406,null,3701,null,65448,null,3604,null,41187,null,3157,null,24261,null,2205,null,398958,null,4597,null,171716,null,4459,null,227242,null,5134,null,0400000US01,Alabama,01
476351,null,2899,null,428636,null,3005,null,51280,null,3714,null,2600,null,983,null,1169,null,692,null,1431,null,635,null,48680,null,3405,null,8778,null,1666,null,39902,null,3475,null,377356,null,4555,null,32314,null,3314,null,6905,null,1473,null,25409,null,2901,null,345042,null,5037,null,35658,null,2839,null,309384,null,5228,null,47715,null,912,null,14629,null,1021,null,323,null,238,null,254,null,205,null,69,null,83,null,14306,null,1025,null,6476,null,1041,null,7830,null,1020,null,33086,null,1272,null,1466,null,525,null,643,null,265,null,823,null,385,null,31620,null,1427,null,11874,null,1275,null,19746,null,1713,null,0400000US02,Alaska,02
4679667,null,2949,null,3825251,null,4186,null,305550,null,9812,null,22373,null,3224,null,8296,null,2016,null,14077,null,2283,null,283177,null,9438,null,40696,null,2776,null,242481,null,9089,null,3519701,null,10386,null,493092,null,16229,null,89579,null,7015,null,403513,null,14538,null,3026609,null,18100,null,262541,null,8421,null,2764068,null,18633,null,854416,null,3030,null,237262,null,4584,null,12690,null,1945,null,6216,null,1259,null,6474,null,1381,null,224572,null,4883,null,84669,null,3948,null,139903,null,4721,null,617154,null,5327,null,61205,null,4499,null,30001,null,2965,null,31204,null,3090,null,555949,null,6641,null,188178,null,6961,null,367771,null,6928,null,0400000US04,Arizona,04
2076794,null,2522,null,1691530,null,3694,null,144413,null,5516,null,14062,null,1714,null,5756,null,1173,null,8306,null,1345,null,130351,null,5410,null,26831,null,2380,null,103520,null,4691,null,1547117,null,6533,null,246443,null,10615,null,70095,null,5112,null,176348,null,9125,null,1300674,null,11554,null,168437,null,6472,null,1132237,null,12800,null,385264,null,2567,null,94986,null,2425,null,5274,null,840,null,2917,null,674,null,2357,null,593,null,89712,null,2482,null,40181,null,2559,null,49531,null,2903,null,290278,null,3133,null,42923,null,2979,null,26801,null,2580,null,16122,null,1590,null,247355,null,4154,null,102252,null,3919,null,145103,null,4111,null,0400000US05,Arkansas,05
26664397,null,7083,null,22662434,null,9884,null,1135490,null,16942,null,76168,null,5148,null,27083,null,3422,null,49085,null,3656,null,1059322,null,16854,null,145892,null,5799,null,913430,null,15781,null,21526944,null,20392,null,2652695,null,44952,null,403362,null,13645,null,2249333,null,43387,null,18874249,null,45624,null,1291566,null,22681,null,17582683,null,46045,null,4001963,null,7473,null,855109,null,8793,null,39706,null,3654,null,19477,null,2570,null,20229,null,2351,null,815403,null,8878,null,311029,null,7154,null,504374,null,8519,null,3146854,null,9340,null,306474,null,10138,null,159462,null,7282,null,147012,null,7762,null,2840380,null,13997,null,1054906,null,14758,null,1785474,null,16799,null,0400000US06,California,06
3626087,null,2635,null,3130782,null,3096,null,268577,null,7903,null,16041,null,2427,null,5219,null,1452,null,10822,null,1895,null,252536,null,7292,null,32166,null,2763,null,220370,null,7086,null,2862205,null,8633,null,314895,null,12443,null,49796,null,4374,null,265099,null,11271,null,2547310,null,15532,null,167322,null,5667,null,2379988,null,16839,null,495305,null,2323,null,132855,null,3005,null,6564,null,1068,null,3299,null,867,null,3265,null,775,null,126291,null,2994,null,43627,null,2304,null,82664,null,2675,null,362450,null,3472,null,34894,null,3026,null,16264,null,2066,null,18630,null,2282,null,327556,null,4374,null,109373,null,3921,null,218183,null,4409,null,0400000US08,Colorado,08
2586352,null,1424,null,2135668,null,2177,null,124545,null,5790,null,6334,null,1561,null,1612,null,687,null,4722,null,1397,null,118211,null,5653,null,14012,null,1799,null,104199,null,5499,null,2011123,null,6000,null,174400,null,9004,null,40385,null,4335,null,134015,null,7646,null,1836723,null,10151,null,122471,null,5359,null,1714252,null,11038,null,450684,null,1479,null,107719,null,3387,null,4055,null,760,null,1190,null,445,null,2865,null,762,null,103664,null,3347,null,33445,null,2526,null,70219,null,2884,null,342965,null,3400,null,30346,null,2524,null,16031,null,1713,null,14315,null,2120,null,312619,null,3878,null,98063,null,3724,null,214556,null,4229,null,0400000US09,Connecticut,09
640928,null,1850,null,524541,null,2093,null,43450,null,2861,null,2140,null,803,null,856,null,530,null,1284,null,620,null,41310,null,2687,null,6029,null,1191,null,35281,null,2546,null,481091,null,3516,null,46294,null,4135,null,10624,null,1542,null,35670,null,3852,null,434797,null,5136,null,39548,null,3262,null,395249,null,5447,null,116387,null,879,null,31880,null,1718,null,1245,null,569,null,630,null,391,null,615,null,331,null,30635,null,1752,null,10811,null,1344,null,19824,null,1675,null,84507,null,1836,null,7682,null,1232,null,4708,null,1024,null,2974,null,697,null,76825,null,2125,null,28066,null,2116,null,48759,null,2403,null,0400000US10,Delaware,10
450052,null,1074,null,383738,null,1355,null,18979,null,2265,null,2209,null,785,null,645,null,510,null,1564,null,621,null,16770,null,2034,null,2031,null,861,null,14739,null,1919,null,364759,null,2745,null,56088,null,4344,null,10982,null,2310,null,45106,null,3822,null,308671,null,5003,null,21651,null,2656,null,287020,null,5308,null,66314,null,617,null,11644,null,1345,null,625,null,350,null,423,null,306,null,202,null,174,null,11019,null,1316,null,3207,null,850,null,7812,null,1052,null,54670,null,1443,null,9482,null,1568,null,4801,null,1059,null,4681,null,1161,null,45188,null,1899,null,14972,null,1887,null,30216,null,2297,null,0400000US11,District of Columbia,11
13934130,null,6780,null,10829326,null,8499,null,846968,null,13043,null,60923,null,5337,null,20912,null,3130,null,40011,null,4109,null,786045,null,12183,null,113315,null,4691,null,672730,null,11827,null,9982358,null,16852,null,1264668,null,26371,null,238938,null,13090,null,1025730,null,23209,null,8717690,null,30201,null,686003,null,14177,null,8031687,null,29800,null,3104804,null,4399,null,780747,null,8707,null,38829,null,2936,null,20706,null,2329,null,18123,null,2141,null,741918,null,8510,null,263650,null,6725,null,478268,null,8398,null,2324057,null,8915,null,284256,null,8933,null,128595,null,6177,null,155661,null,6708,null,2039801,null,12704,null,695300,null,12300,null,1344501,null,11911,null,0400000US12,Florida,12
