B18108_001E,B18108_001EA,B18108_001M,B18108_001MA,B18108_002E,B18108_002EA,B18108_002M,B18108_002MA,B18108_003E,B18108_003EA,B18108_003M,B18108_003MA,B18108_004E,B18108_004EA,B18108_004M,B18108_004MA,B18108_005E,B18108_005EA,B18108_005M,B18108_005MA,B18108_006E,B18108_006EA,B18108_006M,B18108_006MA,B18108_007E,B18108_007EA,B18108_007M,B18108_007MA,B18108_008E,B18108_008EA,B18108_008M,B18108_008MA,B18108_009E,B18108_009EA,B18108_009M,B18108_009MA,B18108_010E,B18108_010EA,B18108_010M,B18108_010MA,B18108_011E,B18108_011EA,B18108_011M,B18108_011MA,B18108_012E,B18108_012EA,B18108_012M,B18108_012MA,B18108_013E,B18108_013EA,B18108_013M,B18108_013MA,B18108_014E,B18108_014EA,B18108_014M,B18108_014MA,B18108_015E,B18108_015EA,B18108_015M,B18108_015MA,B18108_016E,B18108_016EA,B18108_016M,B18108_016MA,B18108_017E,B18108_017EA,B18108_017M,B18108_017MA,B18108_018E,B18108_018EA,B18108_018M,B18108_018MA,B18108_019E,B18108_019EA,B18108_019M,B18108_019MA,B18108_020E,B18108_020EA,B18108_020M,B18108_020MA,B18108_021E,B18108_021EA,B18108_021M,B18108_021MA,B18108_022E,B18108_022EA,B18108_022M,B18108_022MA,B18108_023E,B18108_023EA,B18108_023M,B18108_023MA,B18108_024E,B18108_024EA,B18108_024M,B18108_024MA,B18108_025E,B18108_025EA,B18108_025M,B18108_025MA,GEO_ID,NAME,state
4574185,null,1943,null,307133,null,2799,null,1650,null,591,null,416,null,290,null,305067,null,2697,null,812599,null,3130,null,37229,null,2999,null,12681,null,1925,null,762689,null,4503,null,1030178,null,4924,null,43288,null,3754,null,34165,null,3495,null,952725,null,7900,null,1810313,null,5802,null,168673,null,6371,null,169885,null,6459,null,1471755,null,10539,null,339815,null,2199,null,54924,null,2776,null,58633,null,3810,null,226258,null,4680,null,274147,null,2341,null,49814,null,3219,null,113114,null,4092,null,111219,null,4519,null,0400000US01,Alabama,01
659084,null,2654,null,51624,null,976,null,437,null,305,null,17,null,27,null,51170,null,983,null,128807,null,1601,null,4981,null,1157,null,1525,null,633,null,122301,null,2133,null,163159,null,3389,null,6411,null,1570,null,4280,null,1494,null,152468,null,3677,null,267779,null,3036,null,24428,null,2572,null,17567,null,2065,null,225784,null,3973,null,30960,null,1218,null,5483,null,1030,null,4008,null,893,null,21469,null,1503,null,16755,null,1152,null,3324,null,755,null,6432,null,1214,null,6999,null,800,null,0400000US02,Alaska,02
6402786,null,2692,null,515321,null,1678,null,3359,null,938,null,630,null,448,null,511332,null,1977,null,1190520,null,2062,null,42082,null,3718,null,15491,null,2222,null,1132947,null,4853,null,1478290,null,3203,null,55090,null,3964,null,32923,null,3949,null,1390277,null,6055,null,2364239,null,4162,null,173791,null,7634,null,140533,null,7107,null,2049915,null,10092,null,444483,null,1844,null,62320,null,3716,null,44136,null,3417,null,338027,null,4474,null,409933,null,2949,null,80871,null,4024,null,121737,null,5729,null,207325,null,5689,null,0400000US04,Arizona,04
2801628,null,1721,null,199082,null,2395,null,1417,null,710,null,476,null,493,null,197189,null,2479,null,502407,null,2520,null,28998,null,2415,null,11710,null,1737,null,461699,null,3884,null,625545,null,4746,null,30050,null,3093,null,25406,null,2872,null,570089,null,6741,null,1089330,null,4487,null,107883,null,5050,null,108378,null,5651,null,873069,null,6639,null,211723,null,2265,null,36862,null,2760,null,33965,null,2460,null,140896,null,3522,null,173541,null,2428,null,33962,null,2478,null,67362,null,3725,null,72217,null,3078,null,0400000US05,Arkansas,05
36160600,null,6633,null,2692536,null,2696,null,12528,null,2128,null,3233,null,1083,null,2676775,null,3794,null,6655178,null,3464,null,182371,null,7374,null,76798,null,4837,null,6396009,null,9327,null,8813108,null,9844,null,241465,null,8635,null,164260,null,8006,null,8407383,null,15726,null,13997758,null,10005,null,783677,null,15854,null,683417,null,16552,null,12530664,null,20969,null,2107039,null,4235,null,278760,null,7286,null,266249,null,8284,null,1562030,null,11858,null,1894981,null,6527,null,352156,null,8036,null,647709,null,13468,null,895116,null,14085,null,0400000US06,California,06
4853404,null,1990,null,355869,null,1802,null,1670,null,769,null,576,null,451,null,353623,null,2067,null,848067,null,2217,null,20103,null,2501,null,7469,null,1409,null,820495,null,3473,null,1168406,null,4759,null,38045,null,3375,null,15005,null,2146,null,1115356,null,6319,null,1985757,null,4831,null,118032,null,4877,null,84511,null,4674,null,1783214,null,7821,null,278039,null,2348,null,35449,null,2335,null,27472,null,2296,null,215118,null,3642,null,217266,null,2728,null,43179,null,2875,null,66463,null,3111,null,107624,null,3394,null,0400000US08,Colorado,08
3440844,null,1173,null,210653,null,1400,null,1497,null,650,null,398,null,375,null,208758,null,1506,null,599314,null,1949,null,21568,null,2811,null,5995,null,1292,null,571751,null,3347,null,713787,null,2615,null,21686,null,2657,null,12261,null,1975,null,679840,null,4696,null,1466406,null,2992,null,81547,null,4463,null,64226,null,4007,null,1320633,null,6748,null,232787,null,1809,null,26547,null,1685,null,20181,null,1837,null,186059,null,2795,null,217897,null,2276,null,39451,null,2681,null,62550,null,2830,null,115896,null,3092,null,0400000US09,Connecticut,09
856131,null,1689,null,59802,null,526,null,142,null,205,null,177,null,227,null,59483,null,651,null,146241,null,550,null,7436,null,1368,null,2280,null,813,null,136525,null,1671,null,185287,null,1902,null,7775,null,1274,null,4626,null,1194,null,172886,null,2668,null,348414,null,1365,null,26660,null,2208,null,18747,null,2056,null,303007,null,2919,null,63369,null,943,null,10624,null,1245,null,7283,null,1271,null,45462,null,1914,null,53018,null,836,null,11461,null,1450,null,14847,null,1817,null,26710,null,1639,null,0400000US10,Delaware,10
580464,null,653,null,36360,null,193,null,521,null,377,null,0,null,296,null,35839,null,336,null,74903,null,857,null,3872,null,1173,null,641,null,368,null,70390,null,1416,null,180675,null,1005,null,3834,null,1158,null,2870,null,1032,null,173971,null,1979,null,222212,null,935,null,14585,null,1992,null,14635,null,2234,null,192992,null,3205,null,35428,null,925,null,4423,null,1099,null,3534,null,835,null,27471,null,1420,null,30886,null,1002,null,4973,null,834,null,10473,null,1388,null,15440,null,1638,null,0400000US11,District of Columbia,11
17995843,null,3547,null,1139352,null,2961,null,6320,null,1490,null,1498,null,884,null,1131534,null,3531,null,2856980,null,6155,null,106705,null,5707,null,39005,null,3691,null,2711270,null,9231,null,3762973,null,10173,null,112924,null,6394,null,77134,null,5957,null,3572915,null,11881,null,7131734,null,8480,null,459158,null,11536,null,412049,null,13232,null,6260527,null,18897,null,1526744,null,4182,null,203753,null,6557,null,157600,null,5606,null,1165391,null,8403,null,1578060,null,4394,null,297824,null,8128,null,449074,null,10120,null,831162,null,10978,null,0400000US12,Florida,12
9473441,null,3655,null,731583,null,3917,null,4812,null,1377,null,2168,null,1129,null,724603,null,4028,null,1804475,null,4305,null,70912,null,5419,null,24294,null,2847,null,1709269,null,6968,null,2198068,null,8760,null,79544,null,5086,null,44739,null,3717,null,2073785,null,9693,null,3788878,null,10007,null,265361,null,7121,null,228151,null,7357,null,3295366,null,14621,null,556456,null,4839,null,84745,null,4100,null,79393,null,4215,null,392318,null,5650,null,393981,null,4425,null,71861,null,3408,null,156809,null,5939,null,165311,null,5453,null,0400000US13,Georgia,13
1236665,null,2981,null,85757,null,2211,null,861,null,592,null,0,null,275,null,84896,null,2254,null,198736,null,2279,null,5349,null,1226,null,1670,null,599,null,191717,null,2487,null,268210,null,3245,null,6162,null,1370,null,3871,null,1082,null,258177,null,3296,null,498214,null,2440,null,25631,null,2649,null,20700,null,2374,null,451883,null,3734,null,89320,null,907,null,12422,null,1436,null,8618,null,1436,null,68280,null,1806,null,96428,null,1023,null,17044,null,1745,null,29133,null,2253,null,50251,null,2430,null,0400000US15,Hawaii,15
1498787,null,900,null,121127,null,1725,null,1170,null,625,null,465,null,433,null,119492,null,1931,null,291843,null,1727,null,10507,null,1555,null,3166,null,854,null,278170,null,2757,null,351002,null,2551,null,11476,null,1948,null,7476,null,1565,null,332050,null,3508,null,561278,null,2797,null,43280,null,3049,null,30521,null,2610,null,487477,null,4686,null,95169,null,1082,null,16506,null,1370,null,11888,null,1829,null,66775,null,2118,null,78368,null,1423,null,16580,null,1583,null,25537,null,1876,null,36251,null,2165,null,0400000US16,Idaho,16
12709312,null,1736,null,894431,null,2074,null,4506,null,1116,null,1478,null,767,null,888447,null,2673,null,2281087,null,2837,null,72505,null,4148,null,22594,null,2484,null,2185988,null,5503,null,3029558,null,8772,null,77186,null,5597,null,52902,null,4482,null,2899470,null,9783,null,5008866,null,9176,null,284266,null,7734,null,246283,null,10246,null,4478317,null,15660,null,799025,null,3341,null,110482,null,4866,null,90244,null,4447,null,598299,null,5961,null,696345,null,4460,null,130661,null,4834,null,215617,null,5418,null,350067,null,6795,null,0400000US17,Illinois,17
6271184,null,1579,null,443611,null,2147,null,2857,null,1098,null,873,null,620,null,439881,null,2596,null,1136260,null,2561,null,47932,null,3926,null,17938,null,1974,null,1070390,null,4847,null,1428360,null,4827,null,55841,null,3602,null,37506,null,3739,null,1335013,null,6398,null,2496552,null,5294,null,172409,null,6511,null,165129,null,5568,null,2159014,null,9935,null,417113,null,2028,null,64913,null,2965,null,49078,null,2796,null,303122,null,4064,null,349288,null,3020,null,70363,null,2868,null,106365,null,3392,null,172560,null,4487,null,0400000US18,Indiana,18
2951468,null,887,null,198768,null,1892,null,963,null,468,null,0,null,226,null,197805,null,1960,null,509483,null,2326,null,22730,null,2523,null,7011,null,1384,null,479742,null,3275,null,668338,null,3571,null,20179,null,2105,null,13151,null,2105,null,635008,null,4640,null,1161700,null,3613,null,77577,null,3613,null,58729,null,3602,null,1025394,null,5130,null,210166,null,1639,null,29719,null,1966,null,20307,null,2103,null,160140,null,2930,null,203013,null,1695,null,43844,null,2097,null,51407,null,2496,null,107762,null,3057,null,0400000US19,Iowa,19
2738746,null,1925,null,202288,null,1983,null,1856,null,771,null,22,null,37,null,200410,null,2066,null,495935,null,2114,null,22171,null,2371,null,6500,null,1201,null,467264,null,3705,null,638478,null,4056,null,26624,null,2616,null,13306,null,2141,null,598548,null,5523,null,1059249,null,3652,null,75761,null,4319,null,58997,null,4228,null,924491,null,6032,null,178745,null,1882,null,26867,null,2041,null,18908,null,1918,null,132970,null,2828,null,164051,null,2104,null,35388,null,2186,null,49467,null,3066,null,79196,null,3199,null,0400000US20,Kansas,20
4187839,null,1726,null,282636,null,2455,null,1639,null,613,null,450,null,473,null,280547,null,2581,null,721810,null,3143,null,40942,null,3987,null,13135,null,1883,null,667733,null,5619,null,927706,null,4504,null,48615,null,4261,null,35533,null,3433,null,843558,null,6130,null,1718021,null,4795,null,166284,null,6260,null,167998,null,5626,null,1383739,null,8767,null,302031,null,2065,null,53600,null,3098,null,50880,null,2961,null,197551,null,4103,null,235635,null,2299,null,42084,null,2284,null,91118,null,3724,null,102433,null,3616,null,0400000US21,Kentucky,21
4312891,null,2506,null,308339,null,2195,null,1932,null,750,null,383,null,351,null,306024,null,2222,null,797267,null,2449,null,38005,null,3470,null,12112,null,1802,null,747150,null,4448,null,1017172,null,5323,null,42437,null,3012,null,28808,null,2991,null,945927,null,6766,null,1678706,null,5065,null,143782,null,5621,null,141176,null,6107,null,1393748,null,7614,null,286038,null,2424,null,49083,null,3381,null,48642,null,2765,null,188313,null,4135,null,225369,null,2570,null,44385,null,2834,null,90972,null,4069,null,90012,null,3812,null,0400000US22,Louisiana,22
1299288,null,1217,null,71263,null,1143,null,654,null,357,null,175,null,152,null,70434,null,1196,null,203307,null,1350,null,13529,null,1732,null,2952,null,773,null,186826,null,2352,null,255097,null,1881,null,16971,null,2009,null,8566,null,1273,null,229560,null,2746,null,578475,null,1720,null,49110,null,3169,null,38084,null,3105,null,491281,null,4681,null,100911,null,982,null,17432,null,1583,null,12299,null,1491,null,71180,null,2125,null,90235,null,825,null,19106,null,1628,null,27685,null,2038,null,43444,null,2312,null,0400000US23,Maine,23
