C25122_001E,C25122_001EA,C25122_001M,C25122_001MA,C25122_002E,C25122_002EA,C25122_002M,C25122_002MA,C25122_003E,C25122_003EA,C25122_003M,C25122_003MA,C25122_004E,C25122_004EA,C25122_004M,C25122_004MA,C25122_005E,C25122_005EA,C25122_005M,C25122_005MA,C25122_006E,C25122_006EA,C25122_006M,C25122_006MA,C25122_007E,C25122_007EA,C25122_007M,C25122_007MA,C25122_008E,C25122_008EA,C25122_008M,C25122_008MA,C25122_009E,C25122_009EA,C25122_009M,C25122_009MA,C25122_010E,C25122_010EA,C25122_010M,C25122_010MA,C25122_011E,C25122_011EA,C25122_011M,C25122_011MA,C25122_012E,C25122_012EA,C25122_012M,C25122_012MA,C25122_013E,C25122_013EA,C25122_013M,C25122_013MA,C25122_014E,C25122_014EA,C25122_014M,C25122_014MA,C25122_015E,C25122_015EA,C25122_015M,C25122_015MA,C25122_016E,C25122_016EA,C25122_016M,C25122_016MA,C25122_017E,C25122_017EA,C25122_017M,C25122_017MA,C25122_018E,C25122_018EA,C25122_018M,C25122_018MA,C25122_019E,C25122_019EA,C25122_019M,C25122_019MA,C25122_020E,C25122_020EA,C25122_020M,C25122_020MA,C25122_021E,C25122_021EA,C25122_021M,C25122_021MA,C25122_022E,C25122_022EA,C25122_022M,C25122_022MA,C25122_023E,C25122_023EA,C25122_023M,C25122_023MA,C25122_024E,C25122_024EA,C25122_024M,C25122_024MA,C25122_025E,C25122_025EA,C25122_025M,C25122_025MA,C25122_026E,C25122_026EA,C25122_026M,C25122_026MA,C25122_027E,C25122_027EA,C25122_027M,C25122_027MA,C25122_028E,C25122_028EA,C25122_028M,C25122_028MA,C25122_029E,C25122_029EA,C25122_029M,C25122_029MA,C25122_030E,C25122_030EA,C25122_030M,C25122_030MA,C25122_031E,C25122_031EA,C25122_031M,C25122_031MA,GEO_ID,NAME,state
1129540,null,15678,null,178355,null,8389,null,69100,null,4772,null,74340,null,5566,null,19186,null,2502,null,15729,null,2185,null,204778,null,7716,null,55974,null,4211,null,111872,null,5967,null,23235,null,2838,null,13697,null,1956,null,257821,null,8446,null,33085,null,3824,null,168879,null,6331,null,38248,null,3926,null,17609,null,2420,null,183685,null,7662,null,12886,null,1888,null,115022,null,6550,null,45617,null,3964,null,10160,null,1812,null,175614,null,7389,null,6083,null,1352,null,95379,null,5744,null,67081,null,4662,null,7071,null,1584,null,129287,null,6179,null,2911,null,880,null,49711,null,4128,null,70300,null,5361,null,6365,null,1302,null,0400000US13,Georgia,13
178740,null,5515,null,18250,null,2476,null,5455,null,1088,null,4946,null,1327,null,6417,null,1630,null,1432,null,536,null,21522,null,2721,null,4918,null,1256,null,5835,null,1355,null,8906,null,2036,null,1863,null,628,null,25639,null,2522,null,1288,null,480,null,7863,null,1446,null,14849,null,2282,null,1639,null,581,null,25322,null,2612,null,761,null,444,null,5297,null,1126,null,17974,null,2006,null,1290,null,504,null,35792,null,3186,null,843,null,489,null,6377,null,1369,null,26097,null,3012,null,2475,null,802,null,52215,null,3783,null,468,null,284,null,6363,null,1258,null,40419,null,3677,null,4965,null,1181,null,0400000US15,Hawaii,15
164906,null,5976,null,20364,null,2634,null,8683,null,1632,null,8717,null,1745,null,1090,null,640,null,1874,null,699,null,31349,null,2213,null,10949,null,1618,null,16597,null,1947,null,1522,null,706,null,2281,null,723,null,43506,null,3599,null,7727,null,1568,null,28091,null,2650,null,5008,null,1325,null,2680,null,765,null,28702,null,2559,null,2582,null,758,null,18468,null,2112,null,5738,null,1280,null,1914,null,614,null,27902,null,3326,null,2210,null,793,null,16317,null,2284,null,8228,null,1707,null,1147,null,421,null,13083,null,1941,null,388,null,321,null,5801,null,1298,null,5940,null,1354,null,954,null,390,null,0400000US16,Idaho,16
1464456,null,15431,null,232963,null,8334,null,81336,null,5195,null,101126,null,5202,null,36449,null,3485,null,14052,null,1940,null,259188,null,9131,null,70013,null,4395,null,137335,null,6788,null,41285,null,3421,null,10555,null,1348,null,313370,null,10385,null,37551,null,3173,null,196150,null,7922,null,66278,null,5399,null,13391,null,2021,null,231063,null,7686,null,16571,null,2334,null,141582,null,6405,null,63352,null,3678,null,9558,null,1146,null,226255,null,7459,null,9578,null,1722,null,119179,null,5569,null,88639,null,4473,null,8859,null,1378,null,201617,null,7289,null,6292,null,1315,null,68554,null,4488,null,119748,null,5533,null,7023,null,1207,null,0400000US17,Illinois,17
698851,null,11211,null,115950,null,5035,null,44537,null,3452,null,56554,null,3976,null,6072,null,1110,null,8787,null,1377,null,146488,null,5662,null,45475,null,3257,null,80218,null,4316,null,10346,null,1476,null,10449,null,2056,null,177451,null,6861,null,35235,null,2827,null,118203,null,5407,null,14724,null,1934,null,9289,null,1420,null,107903,null,5118,null,11113,null,1545,null,79553,null,4408,null,12662,null,1759,null,4575,null,852,null,95959,null,5283,null,5770,null,976,null,64916,null,3932,null,18852,null,2622,null,6421,null,1474,null,55100,null,3871,null,2921,null,950,null,30191,null,2927,null,17421,null,2112,null,4567,null,941,null,0400000US18,Indiana,18
329467,null,5945,null,54992,null,3699,null,26515,null,2434,null,21030,null,2809,null,3534,null,1074,null,3913,null,972,null,67925,null,3843,null,27889,null,2406,null,31941,null,2712,null,3565,null,676,null,4530,null,920,null,83120,null,4434,null,23942,null,2116,null,47038,null,3400,null,6788,null,1281,null,5352,null,935,null,53388,null,3256,null,8823,null,1167,null,37158,null,2591,null,3356,null,840,null,4051,null,814,null,45537,null,3171,null,6163,null,1075,null,29246,null,2830,null,5532,null,1042,null,4596,null,830,null,24505,null,2635,null,2318,null,627,null,13292,null,1860,null,6098,null,1426,null,2797,null,660,null,0400000US19,Iowa,19
339632,null,6031,null,47442,null,3424,null,22488,null,2228,null,17411,null,1930,null,3355,null,862,null,4188,null,920,null,63992,null,3907,null,24460,null,2279,null,32149,null,3301,null,3567,null,1069,null,3816,null,858,null,86609,null,4074,null,19672,null,2024,null,52715,null,3668,null,8369,null,1476,null,5853,null,1044,null,60039,null,4135,null,10503,null,1855,null,37312,null,3425,null,8717,null,1943,null,3507,null,839,null,52182,null,4101,null,5214,null,1133,null,31288,null,3097,null,12166,null,1754,null,3514,null,812,null,29368,null,2493,null,1582,null,612,null,14589,null,1975,null,11284,null,1717,null,1913,null,516,null,0400000US20,Kansas,20
513748,null,9137,null,113520,null,5586,null,59766,null,3894,null,37440,null,3194,null,2439,null,772,null,13875,null,1703,null,113815,null,5716,null,53124,null,4641,null,45243,null,3476,null,3696,null,991,null,11752,null,1942,null,116693,null,5444,null,33625,null,3167,null,66068,null,4195,null,5321,null,1393,null,11679,null,2056,null,72543,null,4325,null,12468,null,1905,null,46434,null,3677,null,6522,null,1369,null,7119,null,1512,null,58288,null,4116,null,6860,null,1485,null,39012,null,3467,null,7379,null,1392,null,5037,null,1098,null,38889,null,3268,null,3628,null,1069,null,19832,null,2500,null,11917,null,1920,null,3512,null,1026,null,0400000US21,Kentucky,21
511227,null,10638,null,99472,null,5357,null,40425,null,2985,null,34849,null,3597,null,8625,null,1719,null,15573,null,2121,null,101666,null,5456,null,31614,null,3311,null,46080,null,3508,null,10242,null,2041,null,13730,null,1973,null,113183,null,5626,null,16659,null,2291,null,66020,null,4589,null,16672,null,1940,null,13832,null,2494,null,77394,null,4628,null,8591,null,1482,null,43871,null,3573,null,14797,null,2146,null,10135,null,2037,null,68379,null,4512,null,4109,null,1119,null,39773,null,3857,null,17527,null,2396,null,6970,null,1336,null,51133,null,4489,null,3715,null,885,null,23260,null,2647,null,17800,null,2517,null,6358,null,1464,null,0400000US22,Louisiana,22
151101,null,5055,null,25567,null,2215,null,12254,null,1586,null,10324,null,1369,null,1481,null,646,null,1508,null,472,null,36728,null,2959,null,14205,null,1713,null,15934,null,1848,null,3426,null,961,null,3163,null,736,null,36967,null,2701,null,4959,null,1128,null,24001,null,2182,null,4886,null,1148,null,3121,null,883,null,22589,null,2529,null,1311,null,475,null,14743,null,2059,null,5212,null,1363,null,1323,null,504,null,18546,null,2090,null,867,null,429,null,11380,null,1735,null,5196,null,1153,null,1103,null,587,null,10704,null,1723,null,387,null,243,null,4933,null,1221,null,4115,null,951,null,1269,null,504,null,0400000US23,Maine,23
638959,null,10396,null,73282,null,4262,null,27475,null,2750,null,24622,null,2438,null,17490,null,2408,null,3695,null,1151,null,68413,null,4590,null,16669,null,2401,null,27492,null,2799,null,21727,null,2714,null,2525,null,804,null,118732,null,5896,null,6729,null,1297,null,55623,null,3988,null,51577,null,4234,null,4803,null,1112,null,113889,null,6142,null,2891,null,1020,null,45682,null,3790,null,61856,null,4993,null,3460,null,869,null,125281,null,5641,null,2355,null,786,null,36165,null,3358,null,82695,null,4430,null,4066,null,1080,null,139362,null,6216,null,1092,null,398,null,21859,null,2623,null,112271,null,5612,null,4140,null,1031,null,0400000US24,Maryland,24
874999,null,11805,null,127682,null,5463,null,58640,null,2908,null,30271,null,3403,null,34472,null,3510,null,4299,null,1003,null,143242,null,5959,null,53320,null,3502,null,46691,null,3671,null,36847,null,3193,null,6384,null,1180,null,159163,null,6654,null,16957,null,2095,null,74655,null,4752,null,59846,null,5058,null,7705,null,1335,null,124728,null,4845,null,6009,null,1366,null,52448,null,4105,null,61339,null,4078,null,4932,null,1201,null,142872,null,6254,null,4434,null,1140,null,49835,null,3581,null,84477,null,5518,null,4126,null,1249,null,177312,null,7097,null,3065,null,938,null,30825,null,3525,null,137557,null,6487,null,5865,null,1113,null,0400000US25,Massachusetts,25
991446,null,13127,null,190841,null,7284,null,70885,null,3797,null,88722,null,5205,null,18935,null,2254,null,12299,null,1504,null,208621,null,7465,null,61911,null,3556,null,111398,null,4458,null,25051,null,2626,null,10261,null,1343,null,234478,null,7317,null,32151,null,2818,null,152384,null,5243,null,37829,null,3926,null,12114,null,1765,null,150197,null,6770,null,11845,null,1870,null,100602,null,5610,null,29163,null,2826,null,8587,null,1391,null,125821,null,6510,null,5642,null,1360,null,77806,null,4828,null,36452,null,3151,null,5921,null,820,null,81488,null,4959,null,3307,null,762,null,35179,null,3122,null,37869,null,2724,null,5133,null,1172,null,0400000US26,Michigan,26
529510,null,8714,null,80331,null,4678,null,37838,null,3307,null,30991,null,2836,null,7674,null,1561,null,3828,null,679,null,105557,null,4514,null,39287,null,2833,null,51024,null,3314,null,11636,null,1805,null,3610,null,699,null,122995,null,5589,null,17451,null,1860,null,79866,null,4778,null,20121,null,2306,null,5557,null,930,null,90109,null,4275,null,7044,null,1353,null,57532,null,3601,null,20936,null,2193,null,4597,null,794,null,76296,null,4614,null,4016,null,914,null,42191,null,3590,null,27214,null,2617,null,2875,null,615,null,54222,null,3504,null,2503,null,745,null,19749,null,2149,null,29295,null,2619,null,2675,null,607,null,0400000US27,Minnesota,27
327232,null,9164,null,73227,null,4978,null,31758,null,3217,null,25414,null,2949,null,2948,null,862,null,13107,null,2124,null,75426,null,5248,null,24874,null,2588,null,35445,null,3819,null,3046,null,1162,null,12061,null,1957,null,73821,null,4238,null,14562,null,2192,null,43289,null,3382,null,4725,null,1215,null,11245,null,2072,null,45908,null,3810,null,6115,null,1349,null,26210,null,3067,null,7602,null,1759,null,5981,null,1240,null,34678,null,3149,null,2335,null,778,null,20968,null,2704,null,6932,null,1618,null,4443,null,1061,null,24172,null,3133,null,1574,null,681,null,9668,null,2043,null,8339,null,1871,null,4591,null,1193,null,0400000US28,Mississippi,28
696592,null,11799,null,107866,null,4769,null,46521,null,3254,null,44589,null,3592,null,5017,null,1133,null,11739,null,1567,null,144036,null,5917,null,52690,null,3353,null,71576,null,4103,null,8727,null,1585,null,11043,null,1609,null,172185,null,6731,null,37190,null,3471,null,110412,null,6330,null,14198,null,2144,null,10385,null,1330,null,121512,null,5362,null,15628,null,2040,null,82781,null,4115,null,16139,null,2022,null,6964,null,1160,null,90529,null,4783,null,8335,null,1411,null,59867,null,3727,null,16091,null,2115,null,6236,null,1162,null,60464,null,4837,null,4119,null,1122,null,31979,null,3348,null,20915,null,2210,null,3451,null,800,null,0400000US29,Missouri,29
118244,null,4595,null,17207,null,2027,null,9099,null,1607,null,5644,null,1351,null,663,null,498,null,1801,null,521,null,24644,null,2156,null,9997,null,1472,null,11163,null,1525,null,1204,null,557,null,2280,null,615,null,31581,null,2694,null,9043,null,1586,null,16964,null,2056,null,2745,null,779,null,2829,null,822,null,20098,null,2250,null,3656,null,992,null,10780,null,1846,null,3477,null,1075,null,2185,null,640,null,14575,null,1945,null,1678,null,546,null,7800,null,1427,null,3593,null,988,null,1504,null,462,null,10139,null,1669,null,1066,null,479,null,4376,null,1052,null,3262,null,894,null,1435,null,535,null,0400000US30,Montana,30
216152,null,5236,null,28576,null,2420,null,15487,null,1831,null,9590,null,1749,null,1764,null,710,null,1735,null,426,null,42735,null,3076,null,16853,null,1874,null,20513,null,2698,null,2651,null,805,null,2718,null,660,null,58024,null,3683,null,16314,null,1906,null,34115,null,3019,null,4092,null,1120,null,3503,null,666,null,36421,null,2574,null,5643,null,1036,null,24372,null,1939,null,3787,null,957,null,2619,null,479,null,31213,null,2678,null,3674,null,933,null,19658,null,2026,null,5683,null,1129,null,2198,null,513,null,19183,null,2138,null,2041,null,658,null,10272,null,1634,null,5246,null,1126,null,1624,null,573,null,0400000US31,Nebraska,31
384431,null,8328,null,34669,null,3518,null,7148,null,1489,null,16471,null,2528,null,9180,null,1762,null,1870,null,704,null,43961,null,3501,null,5958,null,1036,null,25136,null,2809,null,11045,null,1748,null,1822,null,649,null,81610,null,4988,null,2936,null,932,null,48590,null,3820,null,28288,null,3182,null,1796,null,787,null,70699,null,4561,null,1780,null,750,null,33235,null,3714,null,33809,null,3402,null,1875,null,634,null,77886,null,4139,null,964,null,621,null,25589,null,2663,null,48643,null,3497,null,2690,null,919,null,75606,null,4556,null,735,null,464,null,14047,null,2297,null,59183,null,4518,null,1641,null,805,null,0400000US32,Nevada,32
139836,null,5203,null,15063,null,2197,null,4923,null,1323,null,6274,null,1434,null,2974,null,1089,null,892,null,433,null,22624,null,2451,null,6479,null,1155,null,11390,null,1895,null,3287,null,939,null,1468,null,553,null,30976,null,3274,null,1672,null,565,null,19483,null,2388,null,8700,null,1805,null,1121,null,419,null,23263,null,2385,null,690,null,441,null,12997,null,1771,null,8909,null,1708,null,667,null,384,null,25478,null,2733,null,351,null,297,null,9691,null,1824,null,14650,null,1913,null,786,null,358,null,22432,null,2675,null,441,null,412,null,5899,null,1342,null,15091,null,2403,null,1001,null,446,null,0400000US33,New Hampshire,33
1040038,null,10046,null,122305,null,5853,null,41890,null,3556,null,38285,null,2873,null,38091,null,3649,null,4039,null,1053,null,141303,null,6054,null,30930,null,2481,null,58432,null,3706,null,46449,null,3383,null,5492,null,1297,null,185485,null,6670,null,10787,null,1532,null,82567,null,5446,null,85048,null,4385,null,7083,null,1702,null,164801,null,7704,null,4493,null,1052,null,66258,null,4952,null,90399,null,5820,null,3651,null,1143,null,191292,null,7155,null,2017,null,700,null,61181,null,3885,null,122499,null,5323,null,5595,null,1190,null,234852,null,8623,null,2404,null,771,null,40313,null,3310,null,184882,null,7947,null,7253,null,1089,null,0400000US34,New Jersey,34
228545,null,5316,null,34991,null,2597,null,15717,null,1991,null,13973,null,1946,null,1541,null,814,null,3760,null,861,null,48812,null,3745,null,15332,null,1891,null,25622,null,2862,null,3748,null,1062,null,4110,null,1036,null,53893,null,3458,null,10927,null,1913,null,33288,null,2830,null,5677,null,1403,null,4001,null,1044,null,36062,null,3011,null,4667,null,1221,null,21760,null,2388,null,6179,null,1439,null,3456,null,1010,null,31476,null,2861,null,3356,null,1017,null,17008,null,1828,null,8737,null,1795,null,2375,null,684,null,23311,null,2688,null,1101,null,530,null,9763,null,2102,null,10542,null,1814,null,1905,null,574,null,0400000US35,New Mexico,35
3191107,null,22691,null,474403,null,11817,null,175311,null,6652,null,166737,null,6628,null,115194,null,5718,null,17161,null,2088,null,503157,null,9789,null,141894,null,5930,null,213583,null,7696,null,130516,null,5245,null,17164,null,2044,null,581145,null,13481,null,63672,null,4232,null,297473,null,9965,null,198143,null,7446,null,21857,null,2620,null,451444,null,11723,null,26521,null,2695,null,216912,null,7868,null,191341,null,7832,null,16670,null,2353,null,515709,null,10674,null,17798,null,2160,null,192866,null,5826,null,287530,null,8737,null,17515,null,2311,null,665249,null,14087,null,15254,null,1939,null,132499,null,5914,null,496666,null,11343,null,20830,null,2659,null,0400000US36,New York,36
1144018,null,14306,null,185239,null,6597,null,74789,null,4651,null,78637,null,4634,null,10260,null,1537,null,21553,null,2587,null,214978,null,8697,null,60721,null,3634,null,118706,null,6571,null,13685,null,2225,null,21866,null,2651,null,277977,null,8421,null,44771,null,3796,null,187890,null,7556,null,26350,null,3323,null,18966,null,2582,null,195168,null,8197,null,20009,null,2657,null,135643,null,7180,null,28724,null,3106,null,10792,null,2046,null,163400,null,7542,null,9752,null,1461,null,100198,null,6325,null,42717,null,3718,null,10733,null,1872,null,107256,null,5534,null,5556,null,1465,null,48468,null,3970,null,46797,null,3506,null,6435,null,1328,null,0400000US37,North Carolina,37
91751,null,3244,null,13531,null,1692,null,8901,null,1359,null,3565,null,741,null,226,null,193,null,839,null,407,null,18783,null,2002,null,9089,null,1520,null,7294,null,1016,null,873,null,532,null,1527,null,540,null,24956,null,2342,null,9509,null,1473,null,11858,null,1736,null,1291,null,456,null,2298,null,674,null,16772,null,1764,null,4939,null,1156,null,9822,null,1618,null,1052,null,469,null,959,null,349,null,11719,null,1463,null,2185,null,485,null,7059,null,1285,null,1086,null,448,null,1389,null,470,null,5990,null,968,null,1594,null,583,null,2101,null,576,null,1206,null,488,null,1089,null,438,null,0400000US38,North Dakota,38
1395528,null,15973,null,262501,null,8956,null,114783,null,5089,null,115513,null,6346,null,16423,null,2343,null,15782,null,1937,null,278897,null,8962,null,97539,null,5322,null,145029,null,6838,null,19698,null,2550,null,16631,null,1765,null,339096,null,8666,null,62022,null,4114,null,227587,null,6745,null,32961,null,2927,null,16526,null,1917,null,210660,null,7432,null,24240,null,2329,null,149447,null,6783,null,27890,null,3062,null,9083,null,1256,null,190008,null,8094,null,13687,null,1955,null,122206,null,6465,null,44129,null,3867,null,9986,null,1640,null,114366,null,5277,null,5813,null,1206,null,54893,null,3643,null,47075,null,3557,null,6585,null,1291,null,0400000US39,Ohio,39
461234,null,8662,null,77454,null,4418,null,36591,null,2808,null,28720,null,2644,null,3682,null,1170,null,8461,null,1302,null,98955,null,4442,null,42181,null,3099,null,44253,null,3250,null,4643,null,1008,null,7878,null,1237,null,113392,null,5480,null,25109,null,2646,null,70521,null,4472,null,6782,null,1302,null,10980,null,1633,null,74475,null,5020,null,11916,null,2033,null,49794,null,4283,null,7636,null,1319,null,5129,null,788,null,61850,null,4400,null,6903,null,1206,null,37869,null,2789,null,11205,null,1949,null,5873,null,1246,null,35108,null,3496,null,2997,null,908,null,17960,null,2314,null,10609,null,1703,null,3542,null,1020,null,0400000US40,Oklahoma,40
525957,null,8894,null,76176,null,4723,null,23692,null,2772,null,40086,null,3326,null,7747,null,1457,null,4651,null,1094,null,97672,null,5268,null,23361,null,2670,null,58759,null,4420,null,11764,null,2273,null,3788,null,726,null,122189,null,5521,null,14461,null,1991,null,83920,null,4534,null,19174,null,2368,null,4634,null,1090,null,87820,null,5162,null,4749,null,1064,null,59572,null,4619,null,20875,null,2407,null,2624,null,845,null,87118,null,5016,null,3579,null,1128,null,46738,null,3812,null,32387,null,2605,null,4414,null,1089,null,54982,null,3848,null,1100,null,589,null,20412,null,2548,null,31173,null,2797,null,2297,null,784,null,0400000US41,Oregon,41
