B06004A_001E,B06004A_001EA,B06004A_001M,B06004A_001MA,B06004A_002E,B06004A_002EA,B06004A_002M,B06004A_002MA,B06004A_003E,B06004A_003EA,B06004A_003M,B06004A_003MA,B06004A_004E,B06004A_004EA,B06004A_004M,B06004A_004MA,B06004A_005E,B06004A_005EA,B06004A_005M,B06004A_005MA,GEO_ID,NAME,state
3276551,null,5764,null,2223422,null,17597,null,952935,null,16417,null,26251,null,2575,null,73943,null,5826,null,0400000US01,Alabama,01
474317,null,2992,null,135883,null,4786,null,316908,null,5702,null,7083,null,1341,null,14443,null,2054,null,0400000US02,Alaska,02
5203987,null,24782,null,1736582,null,22257,null,2757042,null,22903,null,56128,null,4350,null,654235,null,17859,null,0400000US04,Arizona,04
2247623,null,5990,null,1345914,null,13451,null,835572,null,12549,null,13036,null,1774,null,53101,null,3944,null,0400000US05,Arkansas,05
22961988,null,65263,null,13021697,null,51958,null,5489922,null,37100,null,229919,null,8004,null,4220450,null,44454,null,0400000US06,California,06
4185668,null,14863,null,1754551,null,21320,null,2068643,null,16063,null,49541,null,4258,null,312933,null,14261,null,0400000US08,Colorado,08
2805744,null,10563,null,1649547,null,15242,null,840847,null,14425,null,62626,null,5189,null,252724,null,10496,null,0400000US09,Connecticut,09
634981,null,3460,null,294488,null,7571,null,302225,null,7612,null,8489,null,1697,null,29779,null,3529,null,0400000US10,Delaware,10
221911,null,3817,null,31604,null,2213,null,151455,null,3110,null,5194,null,958,null,33658,null,3720,null,0400000US11,District of Columbia,11
14215502,null,25777,null,4386486,null,32172,null,7145440,null,35747,null,421606,null,16704,null,2261970,null,30839,null,0400000US12,Florida,12
5998817,null,17185,null,3298462,null,24857,null,2281135,null,24078,null,63227,null,4939,null,355993,null,15187,null,0400000US13,Georgia,13
348746,null,3714,null,66972,null,4983,null,245789,null,5843,null,9071,null,2064,null,26914,null,3198,null,0400000US15,Hawaii,15
1412637,null,5006,null,672619,null,9081,null,664360,null,9969,null,12937,null,2090,null,62721,null,5785,null,0400000US16,Idaho,16
9380332,null,28707,null,6562052,null,29673,null,1817840,null,19337,null,75279,null,5342,null,925161,null,21528,null,0400000US17,Illinois,17
5467562,null,9363,null,3877622,null,20987,null,1446059,null,18886,null,26519,null,2616,null,117362,null,7963,null,0400000US18,Indiana,18
2783128,null,5425,null,2103365,null,12031,null,618994,null,10998,null,11378,null,1516,null,49391,null,4443,null,0400000US19,Iowa,19
2416768,null,7426,null,1487824,null,14187,null,828420,null,12078,null,18190,null,1953,null,82334,null,5811,null,0400000US20,Kansas,20
3802285,null,4563,null,2753806,null,15205,null,971417,null,15574,null,18670,null,2484,null,58392,null,4339,null,0400000US21,Kentucky,21
2824780,null,5754,null,2173138,null,14132,null,575485,null,13879,null,16025,null,2148,null,60132,null,4901,null,0400000US22,Louisiana,22
1261279,null,1578,null,819392,null,8997,null,403082,null,9410,null,12429,null,1929,null,26376,null,2502,null,0400000US23,Maine,23
3449411,null,12091,null,1784287,null,18295,null,1376699,null,17026,null,46723,null,3289,null,241702,null,11211,null,0400000US24,Maryland,24
5363392,null,14558,null,3701073,null,20878,null,1122495,null,18023,null,90240,null,5780,null,449584,null,15241,null,0400000US25,Massachusetts,25
7964843,null,8719,null,6284055,null,21429,null,1302891,null,18202,null,51192,null,4913,null,326705,null,11377,null,0400000US26,Michigan,26
4601081,null,5961,null,3363074,null,16444,null,1089506,null,14955,null,22958,null,2183,null,125543,null,7210,null,0400000US27,Minnesota,27
1755352,null,4798,null,1135584,null,14819,null,579081,null,13743,null,11073,null,1730,null,29614,null,3866,null,0400000US28,Mississippi,28
4975446,null,6991,null,3331751,null,20156,null,1505764,null,17317,null,26889,null,2477,null,111042,null,7949,null,0400000US29,Missouri,29
867054,null,1763,null,457948,null,7559,null,388081,null,7624,null,7339,null,1724,null,13686,null,2041,null,0400000US30,Montana,30
1585708,null,4981,null,1082682,null,10022,null,444536,null,9415,null,8522,null,1619,null,49968,null,4448,null,0400000US31,Nebraska,31
2008916,null,11728,null,463542,null,12328,null,1204772,null,14788,null,25067,null,3343,null,315535,null,12336,null,0400000US32,Nevada,32
