B25091_001E,B25091_001EA,B25091_001M,B25091_001MA,B25091_002E,B25091_002EA,B25091_002M,B25091_002MA,B25091_003E,B25091_003EA,B25091_003M,B25091_003MA,B25091_004E,B25091_004EA,B25091_004M,B25091_004MA,B25091_005E,B25091_005EA,B25091_005M,B25091_005MA,B25091_006E,B25091_006EA,B25091_006M,B25091_006MA,B25091_007E,B25091_007EA,B25091_007M,B25091_007MA,B25091_008E,B25091_008EA,B25091_008M,B25091_008MA,B25091_009E,B25091_009EA,B25091_009M,B25091_009MA,B25091_010E,B25091_010EA,B25091_010M,B25091_010MA,B25091_011E,B25091_011EA,B25091_011M,B25091_011MA,B25091_012E,B25091_012EA,B25091_012M,B25091_012MA,B25091_013E,B25091_013EA,B25091_013M,B25091_013MA,B25091_014E,B25091_014EA,B25091_014M,B25091_014MA,B25091_015E,B25091_015EA,B25091_015M,B25091_015MA,B25091_016E,B25091_016EA,B25091_016M,B25091_016MA,B25091_017E,B25091_017EA,B25091_017M,B25091_017MA,B25091_018E,B25091_018EA,B25091_018M,B25091_018MA,B25091_019E,B25091_019EA,B25091_019M,B25091_019MA,B25091_020E,B25091_020EA,B25091_020M,B25091_020MA,B25091_021E,B25091_021EA,B25091_021M,B25091_021MA,B25091_022E,B25091_022EA,B25091_022M,B25091_022MA,B25091_023E,B25091_023EA,B25091_023M,B25091_023MA,GEO_ID,NAME,state
1289155,null,10987,null,790154,null,10443,null,55491,null,3568,null,137829,null,5441,null,156136,null,5616,null,126781,null,5747,null,83084,null,4855,null,57289,null,3546,null,38729,null,3191,null,48445,null,3803,null,82765,null,4005,null,3605,null,1054,null,499001,null,8099,null,221126,null,6105,null,95011,null,4884,null,55721,null,3487,null,33853,null,2430,null,19970,null,1994,null,16527,null,1760,null,9089,null,1520,null,13145,null,1755,null,28299,null,2399,null,6260,null,1152,null,0400000US01,Alabama,01
154334,null,3685,null,108729,null,3405,null,4866,null,786,null,14485,null,1570,null,19364,null,1864,null,18941,null,1798,null,15529,null,1838,null,10777,null,1823,null,7491,null,1312,null,8303,null,1215,null,8733,null,1234,null,240,null,211,null,45605,null,2720,null,20118,null,1765,null,9782,null,1366,null,5279,null,1073,null,3190,null,672,null,1568,null,532,null,1114,null,401,null,860,null,490,null,943,null,324,null,2658,null,753,null,93,null,153,null,0400000US02,Alaska,02
1548890,null,13720,null,1099783,null,13348,null,52766,null,3316,null,113248,null,5377,null,165021,null,6332,null,167976,null,6625,null,141125,null,6474,null,105441,null,5058,null,74329,null,4189,null,95873,null,5062,null,178718,null,5998,null,5286,null,1217,null,449107,null,8242,null,205953,null,5757,null,84125,null,4072,null,48056,null,3040,null,28315,null,2737,null,19898,null,1974,null,11373,null,1646,null,9998,null,1736,null,10903,null,1459,null,23195,null,1953,null,7291,null,1186,null,0400000US04,Arizona,04
750639,null,9276,null,442960,null,7617,null,31774,null,2451,null,81869,null,4786,null,91129,null,3938,null,67523,null,3768,null,46823,null,3301,null,30974,null,2675,null,18628,null,2294,null,28356,null,2714,null,43897,null,3159,null,1987,null,640,null,307679,null,6505,null,140574,null,3946,null,58012,null,3454,null,33794,null,2465,null,22271,null,2223,null,15490,null,1687,null,9421,null,1459,null,4748,null,927,null,6751,null,1177,null,14422,null,1980,null,2196,null,657,null,0400000US05,Arkansas,05
6946432,null,26955,null,5290276,null,28244,null,183800,null,6234,null,378913,null,8611,null,593369,null,11747,null,662224,null,13031,null,622289,null,10587,null,529754,null,12023,null,433665,null,9997,null,581475,null,10571,null,1277186,null,18244,null,27601,null,2675,null,1656156,null,16583,null,760467,null,12754,null,293828,null,8802,null,169947,null,4987,null,102825,null,4791,null,71012,null,3812,null,49076,null,3015,null,39840,null,3027,null,47828,null,3195,null,104421,null,4411,null,16912,null,2215,null,0400000US06,California,06
1280814,null,11274,null,978201,null,10802,null,49844,null,3257,null,106211,null,4006,null,162084,null,6375,null,165125,null,6056,null,129234,null,5811,null,93126,null,4184,null,64208,null,4027,null,72005,null,3677,null,131275,null,5636,null,5089,null,1298,null,302613,null,5946,null,154004,null,4873,null,54181,null,2766,null,28812,null,2072,null,17653,null,1833,null,10479,null,1614,null,9246,null,1478,null,5049,null,1051,null,6823,null,1362,null,13214,null,1602,null,3152,null,1043,null,0400000US08,Colorado,08
917062,null,7342,null,665816,null,7506,null,29729,null,2338,null,66175,null,3742,null,99644,null,3510,null,106590,null,4817,null,89404,null,3831,null,68593,null,3572,null,45870,null,3377,null,55866,null,3415,null,102096,null,4267,null,1849,null,598,null,251246,null,5244,null,68272,null,3694,null,48149,null,2733,null,33390,null,2344,null,22810,null,2209,null,16906,null,1546,null,12690,null,1572,null,7350,null,1289,null,12944,null,1758,null,26889,null,2420,null,1846,null,593,null,0400000US09,Connecticut,09
241544,null,5028,null,166894,null,4378,null,9462,null,1365,null,19287,null,1719,null,28216,null,2245,null,25931,null,2275,null,22876,null,2171,null,15975,null,1888,null,10370,null,1253,null,13672,null,1978,null,20867,null,1818,null,238,null,181,null,74650,null,3123,null,34398,null,2767,null,13412,null,1334,null,8078,null,1176,null,4449,null,774,null,2860,null,671,null,2490,null,810,null,2199,null,791,null,1489,null,442,null,5014,null,900,null,261,null,196,null,0400000US10,Delaware,10
108571,null,4051,null,84286,null,3988,null,5876,null,937,null,11175,null,1533,null,14499,null,1784,null,11737,null,1462,null,9201,null,1438,null,6171,null,1060,null,4708,null,878,null,7193,null,1461,null,13514,null,2012,null,212,null,221,null,24285,null,1763,null,11553,null,1441,null,4206,null,849,null,1999,null,608,null,1673,null,513,null,1135,null,463,null,1104,null,570,null,702,null,337,null,590,null,349,null,1323,null,616,null,0,null,296,null,0400000US11,District of Columbia,11
4916497,null,22392,null,3202449,null,22507,null,121508,null,5133,null,273579,null,7933,null,404897,null,9129,null,434137,null,9079,null,373313,null,10606,null,303135,null,9245,null,239279,null,7799,null,319568,null,9261,null,711248,null,14290,null,21785,null,2226,null,1714048,null,18727,null,597662,null,11874,null,329886,null,7775,null,210041,null,7667,null,135293,null,5456,null,97288,null,4824,null,69045,null,3674,null,46917,null,3000,null,59461,null,3834,null,141354,null,5447,null,27101,null,2691,null,0400000US12,Florida,12
2340305,null,15962,null,1702307,null,16316,null,90271,null,4321,null,227338,null,7589,null,307286,null,9699,null,285895,null,9292,null,204933,null,7401,null,144746,null,5940,null,98275,null,5731,null,114850,null,5927,null,221348,null,8461,null,7365,null,1684,null,637998,null,10969,null,300349,null,8511,null,115825,null,4517,null,61858,null,3445,null,39819,null,2812,null,28376,null,2672,null,17343,null,1974,null,14605,null,1852,null,16450,null,1844,null,35531,null,3340,null,7842,null,1454,null,0400000US13,Georgia,13
