B19013G_001E,B19013G_001EA,B19013G_001M,B19013G_001MA,GEO_ID,NAME,state
38151,null,7386,null,0400000US01,Alabama,01
57562,null,3375,null,0400000US02,Alaska,02
42015,null,3922,null,0400000US04,Arizona,04
32714,null,4288,null,0400000US05,Arkansas,05
59151,null,2261,null,0400000US06,California,06
47089,null,3285,null,0400000US08,Colorado,08
53023,null,4430,null,0400000US09,Connecticut,09
34751,null,21400,null,0400000US10,Delaware,10
73382,null,5803,null,0400000US11,District of Columbia,11
43213,null,3028,null,0400000US12,Florida,12
50620,null,3878,null,0400000US13,Georgia,13
66411,null,4876,null,0400000US15,Hawaii,15
39444,null,11374,null,0400000US16,Idaho,16
50030,null,4413,null,0400000US17,Illinois,17
35638,null,3018,null,0400000US18,Indiana,18
32517,null,5572,null,0400000US19,Iowa,19
40265,null,3645,null,0400000US20,Kansas,20
29825,null,5509,null,0400000US21,Kentucky,21
39598,null,3962,null,0400000US22,Louisiana,22
28789,null,9541,null,0400000US23,Maine,23
65058,null,5463,null,0400000US24,Maryland,24
52739,null,8749,null,0400000US25,Massachusetts,25
37965,null,5031,null,0400000US26,Michigan,26
51185,null,9237,null,0400000US27,Minnesota,27
27535,null,8319,null,0400000US28,Mississippi,28
36964,null,3262,null,0400000US29,Missouri,29
35781,null,4183,null,0400000US30,Montana,30
34758,null,15445,null,0400000US31,Nebraska,31
60527,null,7669,null,0400000US32,Nevada,32
59313,null,26914,null,0400000US33,New Hampshire,33
58885,null,4659,null,0400000US34,New Jersey,34
41057,null,6556,null,0400000US35,New Mexico,35
44559,null,2769,null,0400000US36,New York,36
42426,null,5280,null,0400000US37,North Carolina,37
32893,null,14315,null,0400000US38,North Dakota,38
35943,null,2553,null,0400000US39,Ohio,39
34482,null,1694,null,0400000US40,Oklahoma,40
43967,null,4683,null,0400000US41,Oregon,41
39968,null,3625,null,0400000US42,Pennsylvania,42
60806,null,7417,null,0400000US44,Rhode Island,44
40911,null,8551,null,0400000US45,South Carolina,45
31963,null,9366,null,0400000US46,South Dakota,46
34439,null,3693,null,0400000US47,Tennessee,47
45479,null,3164,null,0400000US48,Texas,48
56047,null,12537,null,0400000US49,Utah,49
40922,null,14651,null,0400000US50,Vermont,50
65540,null,6766,null,0400000US51,Virginia,51
49503,null,3062,null,0400000US53,Washington,53
27995,null,8868,null,0400000US54,West Virginia,54
37517,null,6687,null,0400000US55,Wisconsin,55
30311,null,12607,null,0400000US56,Wyoming,56
18728,null,873,null,0400000US72,Puerto Rico,72
