B15002H_001E,B15002H_001EA,B15002H_001M,B15002H_001MA,B15002H_002E,B15002H_002EA,B15002H_002M,B15002H_002MA,B15002H_003E,B15002H_003EA,B15002H_003M,B15002H_003MA,B15002H_004E,B15002H_004EA,B15002H_004M,B15002H_004MA,B15002H_005E,B15002H_005EA,B15002H_005M,B15002H_005MA,B15002H_006E,B15002H_006EA,B15002H_006M,B15002H_006MA,B15002H_007E,B15002H_007EA,B15002H_007M,B15002H_007MA,B15002H_008E,B15002H_008EA,B15002H_008M,B15002H_008MA,B15002H_009E,B15002H_009EA,B15002H_009M,B15002H_009MA,B15002H_010E,B15002H_010EA,B15002H_010M,B15002H_010MA,B15002H_011E,B15002H_011EA,B15002H_011M,B15002H_011MA,B15002H_012E,B15002H_012EA,B15002H_012M,B15002H_012MA,B15002H_013E,B15002H_013EA,B15002H_013M,B15002H_013MA,B15002H_014E,B15002H_014EA,B15002H_014M,B15002H_014MA,B15002H_015E,B15002H_015EA,B15002H_015M,B15002H_015MA,B15002H_016E,B15002H_016EA,B15002H_016M,B15002H_016MA,B15002H_017E,B15002H_017EA,B15002H_017M,B15002H_017MA,B15002H_018E,B15002H_018EA,B15002H_018M,B15002H_018MA,B15002H_019E,B15002H_019EA,B15002H_019M,B15002H_019MA,GEO_ID,NAME,state
2170570,null,1100,null,1049867,null,761,null,22822,null,2638,null,69041,null,4362,null,213019,null,6150,null,53038,null,3713,null,282724,null,8291,null,90624,null,4661,null,200865,null,6550,null,117734,null,5285,null,1120703,null,475,null,19485,null,2513,null,65336,null,4102,null,259312,null,6521,null,42317,null,3303,null,320769,null,7522,null,96511,null,4908,null,204797,null,5078,null,112176,null,4585,null,0400000US41,Oregon,41
7147338,null,3233,null,3403819,null,1685,null,112819,null,5851,null,261183,null,6928,null,1135021,null,12046,null,137390,null,4739,null,551055,null,11304,null,228748,null,6053,null,607872,null,10895,null,369731,null,8117,null,3743519,null,1775,null,128133,null,4359,null,278930,null,7006,null,1347613,null,12730,null,113551,null,4617,null,598376,null,9693,null,307761,null,7312,null,613214,null,10035,null,355941,null,8455,null,0400000US42,Pennsylvania,42
585700,null,1595,null,275700,null,1137,null,13027,null,1841,null,24264,null,2868,null,60227,null,3595,null,14527,null,1453,null,50209,null,3641,null,19499,null,1983,null,58220,null,3116,null,35727,null,2671,null,310000,null,779,null,14198,null,1797,null,23875,null,2251,null,80025,null,3762,null,10377,null,1544,null,58977,null,3246,null,27837,null,2463,null,58504,null,3079,null,36207,null,2724,null,0400000US44,Rhode Island,44
2041863,null,2401,null,974803,null,1862,null,45488,null,2658,null,88535,null,5180,null,221612,null,6795,null,53360,null,3244,null,195586,null,6553,null,79456,null,4190,null,189726,null,6586,null,101040,null,5200,null,1067060,null,1236,null,44438,null,3578,null,90550,null,4543,null,271411,null,6154,null,45710,null,3236,null,226263,null,6880,null,105359,null,4977,null,178879,null,5883,null,104450,null,4951,null,0400000US45,South Carolina,45
469773,null,2164,null,229359,null,1440,null,10648,null,1096,null,10919,null,1338,null,69445,null,3081,null,9664,null,1302,null,48609,null,2591,null,19901,null,1793,null,41066,null,2450,null,19107,null,1863,null,240414,null,1275,null,8414,null,1033,null,10376,null,1506,null,66593,null,3573,null,7842,null,1047,null,58497,null,3121,null,27088,null,2371,null,45881,null,2816,null,15723,null,1774,null,0400000US46,South Dakota,46
3356038,null,2310,null,1602847,null,1769,null,101258,null,4737,null,155715,null,5859,null,415902,null,7707,null,107514,null,5758,null,333119,null,8109,null,84614,null,4185,null,260921,null,6442,null,143804,null,5208,null,1753191,null,1574,null,103384,null,5627,null,162819,null,6322,null,474695,null,9289,null,105768,null,4500,null,384095,null,7946,null,119021,null,5596,null,264884,null,6704,null,138525,null,5238,null,0400000US47,Tennessee,47
7959684,null,11291,null,3846600,null,5547,null,93358,null,4913,null,223344,null,7490,null,726423,null,12527,null,194764,null,6956,null,971631,null,13282,null,263756,null,8602,null,901085,null,12120,null,472239,null,9029,null,4113084,null,7152,null,105767,null,4906,null,255238,null,6990,null,919129,null,11603,null,176333,null,6343,null,1074997,null,12966,null,298634,null,8944,null,897584,null,13416,null,385402,null,6868,null,0400000US48,Texas,48
1312402,null,1220,null,644896,null,708,null,5870,null,1275,null,31484,null,2716,null,127593,null,5082,null,21323,null,2264,null,174536,null,5310,null,59461,null,3639,null,140922,null,5083,null,83707,null,3512,null,667506,null,656,null,6468,null,1406,null,34699,null,3385,null,149750,null,5141,null,16546,null,1481,null,203756,null,5336,null,73409,null,3634,null,137409,null,5081,null,45469,null,2891,null,0400000US49,Utah,49
413780,null,657,null,199582,null,629,null,6238,null,846,null,12734,null,1328,null,64240,null,3254,null,9014,null,1239,null,30973,null,2166,null,15592,null,1830,null,37824,null,2307,null,22967,null,1690,null,214198,null,123,null,7208,null,790,null,11741,null,1578,null,57701,null,2771,null,7205,null,1098,null,37703,null,2355,null,20500,null,1598,null,44798,null,2566,null,27342,null,2050,null,0400000US50,Vermont,50
3598362,null,3724,null,1731972,null,2555,null,77677,null,4907,null,123290,null,5752,null,345385,null,7797,null,76725,null,4496,null,335891,null,8569,null,102682,null,4586,null,367027,null,8331,null,303295,null,7118,null,1866390,null,2734,null,69165,null,3680,null,118429,null,5729,null,417167,null,8467,null,58265,null,3444,null,396477,null,8591,null,144826,null,5243,null,409992,null,9076,null,252069,null,6274,null,0400000US51,Virginia,51
3485554,null,2285,null,1700912,null,1611,null,29178,null,3258,null,95825,null,4872,null,338802,null,8537,null,72340,null,4044,null,433910,null,7930,null,155481,null,5517,null,364503,null,8344,null,210873,null,6322,null,1784642,null,1371,null,27725,null,2558,null,89500,null,5204,null,374021,null,9380,null,57184,null,3751,null,508089,null,8738,null,186935,null,6265,null,355399,null,7169,null,185789,null,6170,null,0400000US53,Washington,53
1198768,null,2263,null,571842,null,1732,null,43458,null,2965,null,67505,null,3859,null,201876,null,4839,null,36592,null,2924,null,101217,null,4133,null,25606,null,2666,null,57388,null,3295,null,38200,null,3039,null,626926,null,1422,null,35886,null,2630,null,66728,null,3318,null,212611,null,5770,null,41183,null,3098,null,118207,null,4435,null,44726,null,3315,null,66056,null,3820,null,41529,null,3407,null,0400000US54,West Virginia,54
3322305,null,1878,null,1624797,null,693,null,42294,null,3086,null,102366,null,4274,null,490771,null,6814,null,69251,null,3592,null,350135,null,6876,null,140144,null,5515,null,282613,null,6093,null,147223,null,4973,null,1697508,null,1589,null,48749,null,3306,null,82381,null,3532,null,540475,null,7001,null,38670,null,2895,null,367171,null,7531,null,164535,null,5795,null,313564,null,6853,null,141963,null,4816,null,0400000US55,Wisconsin,55
313807,null,785,null,156177,null,355,null,2750,null,701,null,8903,null,1254,null,40596,null,2266,null,9460,null,1586,null,40814,null,2761,null,14897,null,1838,null,23927,null,2155,null,14830,null,1442,null,157630,null,758,null,2314,null,648,null,8494,null,1447,null,37409,null,2340,null,6839,null,1224,null,45212,null,2722,null,17661,null,1703,null,28582,null,2463,null,11119,null,1404,null,0400000US56,Wyoming,56
21279,null,2544,null,11618,null,1855,null,1741,null,811,null,689,null,402,null,1808,null,661,null,257,null,331,null,1806,null,634,null,938,null,406,null,2860,null,814,null,1519,null,539,null,9661,null,1400,null,1296,null,551,null,419,null,270,null,1463,null,639,null,214,null,223,null,1322,null,451,null,1125,null,533,null,2085,null,789,null,1737,null,703,null,0400000US72,Puerto Rico,72
