C17020F_001E,C17020F_001EA,C17020F_001M,C17020F_001MA,C17020F_002E,C17020F_002EA,C17020F_002M,C17020F_002MA,C17020F_003E,C17020F_003EA,C17020F_003M,C17020F_003MA,C17020F_004E,C17020F_004EA,C17020F_004M,C17020F_004MA,C17020F_005E,C17020F_005EA,C17020F_005M,C17020F_005MA,C17020F_006E,C17020F_006EA,C17020F_006M,C17020F_006MA,C17020F_007E,C17020F_007EA,C17020F_007M,C17020F_007MA,C17020F_008E,C17020F_008EA,C17020F_008M,C17020F_008MA,C17020F_009E,C17020F_009EA,C17020F_009M,C17020F_009MA,GEO_ID,NAME,state
32842,null,4929,null,9788,null,3591,null,5273,null,2161,null,4515,null,1692,null,0,null,271,null,23054,null,4494,null,8294,null,2402,null,14580,null,2635,null,180,null,190,null,0400000US01,Alabama,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US02,Alaska,02
435150,null,23623,null,93178,null,11191,null,44097,null,7344,null,45379,null,4661,null,3702,null,1421,null,341972,null,20322,null,108500,null,8229,null,219097,null,12745,null,14375,null,2199,null,0400000US04,Arizona,04
61371,null,5584,null,21392,null,5041,null,11419,null,2963,null,9552,null,2399,null,421,null,431,null,39979,null,5177,null,13564,null,2822,null,26059,null,3216,null,356,null,315,null,0400000US05,Arkansas,05
5117494,null,64228,null,1061246,null,40104,null,479505,null,21065,null,548513,null,21754,null,33228,null,3583,null,4056248,null,66459,null,1217771,null,29592,null,2659242,null,41749,null,179235,null,7155,null,0400000US06,California,06
224540,null,13641,null,54629,null,9114,null,24280,null,5300,null,28993,null,4905,null,1356,null,617,null,169911,null,11982,null,52094,null,5728,null,109951,null,7674,null,7866,null,1292,null,0400000US08,Colorado,08
152918,null,9835,null,43686,null,6640,null,19169,null,3931,null,23139,null,3342,null,1378,null,540,null,109232,null,8460,null,28876,null,3700,null,76637,null,6102,null,3719,null,946,null,0400000US09,Connecticut,09
15251,null,3298,null,3126,null,1620,null,1677,null,1117,null,1449,null,661,null,0,null,263,null,12125,null,2919,null,3751,null,1320,null,8104,null,1974,null,270,null,264,null,0400000US10,Delaware,10
18716,null,3735,null,3524,null,2195,null,763,null,728,null,2702,null,1624,null,59,null,99,null,15192,null,3299,null,4560,null,1483,null,10077,null,2197,null,555,null,396,null,0400000US11,District of Columbia,11
472122,null,23680,null,86836,null,11293,null,34313,null,6489,null,48778,null,6058,null,3745,null,1124,null,385286,null,20806,null,106714,null,8820,null,258992,null,14032,null,19580,null,3002,null,0400000US12,Florida,12
339506,null,18683,null,91152,null,9731,null,43422,null,5418,null,46808,null,5728,null,922,null,557,null,248354,null,17207,null,89437,null,8599,null,155390,null,10846,null,3527,null,1238,null,0400000US13,Georgia,13
17124,null,3466,null,2122,null,1337,null,652,null,710,null,1354,null,720,null,116,null,125,null,15002,null,3294,null,4173,null,1874,null,10233,null,1992,null,596,null,290,null,0400000US15,Hawaii,15
27280,null,4131,null,4942,null,1727,null,1663,null,1053,null,2671,null,868,null,608,null,407,null,22338,null,3867,null,7585,null,1772,null,14099,null,2440,null,654,null,432,null,0400000US16,Idaho,16
832204,null,29149,null,155471,null,13160,null,71296,null,7317,null,80200,null,7392,null,3975,null,1295,null,676733,null,25418,null,211173,null,11706,null,441572,null,15620,null,23988,null,2991,null,0400000US17,Illinois,17
132237,null,7955,null,34516,null,6011,null,15794,null,3212,null,18236,null,3489,null,486,null,390,null,97721,null,7626,null,33383,null,3818,null,61016,null,4664,null,3322,null,1258,null,0400000US18,Indiana,18
38135,null,4886,null,6470,null,1731,null,2307,null,1028,null,4111,null,991,null,52,null,100,null,31665,null,4669,null,11873,null,2298,null,19233,null,2847,null,559,null,384,null,0400000US19,Iowa,19
68308,null,7166,null,12687,null,3322,null,6218,null,2101,null,6415,null,1639,null,54,null,89,null,55621,null,6425,null,17565,null,3049,null,35766,null,4254,null,2290,null,787,null,0400000US20,Kansas,20
33305,null,3958,null,12927,null,3089,null,7010,null,1824,null,5917,null,1612,null,0,null,271,null,20378,null,3361,null,7153,null,1845,null,12605,null,2210,null,620,null,443,null,0400000US21,Kentucky,21
35650,null,5367,null,6605,null,2273,null,3372,null,1594,null,3052,null,1034,null,181,null,131,null,29045,null,5274,null,8019,null,2316,null,19207,null,3251,null,1819,null,634,null,0400000US22,Louisiana,22
3394,null,1394,null,626,null,423,null,338,null,285,null,171,null,202,null,117,null,128,null,2768,null,1337,null,942,null,586,null,1673,null,952,null,153,null,187,null,0400000US23,Maine,23
134103,null,10851,null,19287,null,4128,null,6636,null,2082,null,12278,null,2622,null,373,null,275,null,114816,null,9332,null,38377,null,4457,null,73796,null,6043,null,2643,null,1051,null,0400000US24,Maryland,24
249964,null,15049,null,80845,null,8231,null,36951,null,4809,null,39560,null,4785,null,4334,null,1090,null,169119,null,12907,null,48908,null,5420,null,114346,null,8603,null,5865,null,1452,null,0400000US25,Massachusetts,25
139450,null,9967,null,45405,null,7207,null,18293,null,3548,null,26322,null,4640,null,790,null,479,null,94045,null,7728,null,27860,null,3563,null,63062,null,5231,null,3123,null,940,null,0400000US26,Michigan,26
54134,null,5947,null,9270,null,2752,null,4295,null,1708,null,4687,null,1367,null,288,null,228,null,44864,null,5619,null,14593,null,2910,null,29279,null,3355,null,992,null,553,null,0400000US27,Minnesota,27
18238,null,3562,null,5644,null,2321,null,2069,null,1228,null,3570,null,1323,null,5,null,10,null,12594,null,2690,null,3041,null,1156,null,9365,null,2052,null,188,null,280,null,0400000US28,Mississippi,28
49103,null,6064,null,11010,null,3844,null,4962,null,2244,null,5624,null,1904,null,424,null,356,null,38093,null,5287,null,13747,null,3405,null,23298,null,2812,null,1048,null,574,null,0400000US29,Missouri,29
5763,null,1852,null,1884,null,896,null,1225,null,700,null,641,null,468,null,18,null,34,null,3879,null,1553,null,693,null,663,null,3173,null,1063,null,13,null,35,null,0400000US30,Montana,30
45437,null,4837,null,10157,null,2961,null,5741,null,1999,null,4258,null,1211,null,158,null,178,null,35280,null,4568,null,11552,null,2552,null,22411,null,2741,null,1317,null,758,null,0400000US31,Nebraska,31
