B08412_001E,B08412_001EA,B08412_001M,B08412_001MA,B08412_002E,B08412_002EA,B08412_002M,B08412_002MA,B08412_003E,B08412_003EA,B08412_003M,B08412_003MA,B08412_004E,B08412_004EA,B08412_004M,B08412_004MA,B08412_005E,B08412_005EA,B08412_005M,B08412_005MA,B08412_006E,B08412_006EA,B08412_006M,B08412_006MA,B08412_007E,B08412_007EA,B08412_007M,B08412_007MA,B08412_008E,B08412_008EA,B08412_008M,B08412_008MA,B08412_009E,B08412_009EA,B08412_009M,B08412_009MA,B08412_010E,B08412_010EA,B08412_010M,B08412_010MA,B08412_011E,B08412_011EA,B08412_011M,B08412_011MA,B08412_012E,B08412_012EA,B08412_012M,B08412_012MA,B08412_013E,B08412_013EA,B08412_013M,B08412_013MA,B08412_014E,B08412_014EA,B08412_014M,B08412_014MA,B08412_015E,B08412_015EA,B08412_015M,B08412_015MA,B08412_016E,B08412_016EA,B08412_016M,B08412_016MA,B08412_017E,B08412_017EA,B08412_017M,B08412_017MA,B08412_018E,B08412_018EA,B08412_018M,B08412_018MA,B08412_019E,B08412_019EA,B08412_019M,B08412_019MA,B08412_020E,B08412_020EA,B08412_020M,B08412_020MA,B08412_021E,B08412_021EA,B08412_021M,B08412_021MA,B08412_022E,B08412_022EA,B08412_022M,B08412_022MA,B08412_023E,B08412_023EA,B08412_023M,B08412_023MA,B08412_024E,B08412_024EA,B08412_024M,B08412_024MA,B08412_025E,B08412_025EA,B08412_025M,B08412_025MA,B08412_026E,B08412_026EA,B08412_026M,B08412_026MA,B08412_027E,B08412_027EA,B08412_027M,B08412_027MA,B08412_028E,B08412_028EA,B08412_028M,B08412_028MA,B08412_029E,B08412_029EA,B08412_029M,B08412_029MA,B08412_030E,B08412_030EA,B08412_030M,B08412_030MA,B08412_031E,B08412_031EA,B08412_031M,B08412_031MA,B08412_032E,B08412_032EA,B08412_032M,B08412_032MA,B08412_033E,B08412_033EA,B08412_033M,B08412_033MA,B08412_034E,B08412_034EA,B08412_034M,B08412_034MA,B08412_035E,B08412_035EA,B08412_035M,B08412_035MA,B08412_036E,B08412_036EA,B08412_036M,B08412_036MA,B08412_037E,B08412_037EA,B08412_037M,B08412_037MA,B08412_038E,B08412_038EA,B08412_038M,B08412_038MA,B08412_039E,B08412_039EA,B08412_039M,B08412_039MA,GEO_ID,NAME,state
1971857,null,15967,null,64838,null,4669,null,213510,null,7547,null,294306,null,9796,null,333747,null,8861,null,302851,null,8342,null,122746,null,6676,null,275957,null,7060,null,53174,null,4163,null,59428,null,4251,null,135503,null,6168,null,79272,null,4727,null,36525,null,3356,null,1048711,null,10370,null,34235,null,3364,null,104524,null,5221,null,143851,null,5776,null,167139,null,5934,null,158260,null,6365,null,64178,null,4492,null,154660,null,6187,null,30279,null,3168,null,33089,null,3442,null,79226,null,4491,null,54152,null,3559,null,25118,null,2489,null,923146,null,11103,null,30603,null,2901,null,108986,null,5250,null,150455,null,6033,null,166608,null,5698,null,144591,null,5677,null,58568,null,4352,null,121297,null,5043,null,22895,null,2329,null,26339,null,2651,null,56277,null,3916,null,25120,null,2767,null,11407,null,1767,null,0400000US01,Alabama,01
326774,null,5308,null,27718,null,2438,null,58331,null,3851,null,62642,null,4025,null,62326,null,4254,null,43094,null,3292,null,14244,null,2256,null,23292,null,2575,null,4499,null,1180,null,4353,null,921,null,11268,null,2066,null,9293,null,1472,null,5714,null,1167,null,181175,null,4311,null,14561,null,1803,null,31865,null,2541,null,34766,null,2766,null,33518,null,3111,null,23182,null,2460,null,8315,null,1882,null,12558,null,1891,null,2508,null,1064,null,2217,null,705,null,7122,null,1570,null,6088,null,1021,null,4475,null,1195,null,145599,null,3048,null,13157,null,1627,null,26466,null,2780,null,27876,null,2591,null,28808,null,2583,null,19912,null,2096,null,5929,null,1219,null,10734,null,1585,null,1991,null,640,null,2136,null,602,null,4146,null,999,null,3205,null,975,null,1239,null,537,null,0400000US02,Alaska,02
2732805,null,18101,null,73937,null,5417,null,270892,null,9861,null,382018,null,12002,null,420602,null,11830,null,412042,null,11836,null,166195,null,6027,null,435981,null,14463,null,77966,null,5051,null,106557,null,6728,null,208066,null,8416,null,132291,null,6927,null,46258,null,4223,null,1513018,null,12509,null,37800,null,3904,null,128788,null,6248,null,189771,null,8546,null,223055,null,8571,null,234226,null,9182,null,94180,null,5019,null,263021,null,10421,null,45598,null,3936,null,64021,null,5108,null,118924,null,5776,null,82991,null,6023,null,30643,null,3315,null,1219787,null,13076,null,36137,null,3027,null,142104,null,6938,null,192247,null,7769,null,197547,null,8199,null,177816,null,7924,null,72015,null,4168,null,172960,null,7374,null,32368,null,2829,null,42536,null,3810,null,89142,null,5411,null,49300,null,4111,null,15615,null,2267,null,0400000US04,Arizona,04
1216968,null,11941,null,62154,null,5082,null,174802,null,6445,null,212064,null,7990,null,213535,null,7436,null,168538,null,6437,null,62361,null,3967,null,142864,null,7163,null,24997,null,2071,null,26389,null,2901,null,67752,null,4541,null,39629,null,3913,null,21883,null,2672,null,646662,null,9159,null,32760,null,3293,null,82295,null,4840,null,108829,null,5880,null,111795,null,4476,null,84820,null,4882,null,32705,null,3126,null,81800,null,5246,null,14363,null,1843,null,14824,null,1876,null,40037,null,3660,null,25390,null,2883,null,17044,null,2292,null,570306,null,7847,null,29394,null,3333,null,92507,null,4798,null,103235,null,4688,null,101740,null,5459,null,83718,null,4322,null,29656,null,2604,null,61064,null,3979,null,10634,null,1582,null,11565,null,1621,null,27715,null,2390,null,14239,null,1977,null,4839,null,1092,null,0400000US05,Arkansas,05
16005840,null,47258,null,383599,null,12359,null,1438928,null,20432,null,2221017,null,24547,null,2506111,null,27086,null,2322447,null,26771,null,892883,null,15929,null,2353608,null,28432,null,401354,null,12010,null,624445,null,12825,null,1255504,null,19922,null,1104546,null,19399,null,501398,null,14880,null,8929576,null,31971,null,197112,null,8108,null,709148,null,14582,null,1153696,null,16612,null,1320664,null,20778,null,1288328,null,19336,null,497076,null,12828,null,1370698,null,19945,null,230795,null,9320,null,368166,null,10209,null,761709,null,15930,null,697104,null,15846,null,335080,null,12451,null,7076264,null,31396,null,186487,null,9420,null,729780,null,14390,null,1067321,null,18493,null,1185447,null,16184,null,1034119,null,18525,null,395807,null,10278,null,982910,null,17863,null,170559,null,7501,null,256279,null,8163,null,493795,null,12781,null,407442,null,12484,null,166318,null,6616,null,0400000US06,California,06
2379275,null,14409,null,92052,null,5828,null,258971,null,9515,null,336089,null,10310,null,355610,null,9338,null,358394,null,9594,null,172179,null,6351,null,325748,null,9594,null,66302,null,4225,null,83996,null,5066,null,181574,null,8021,null,101313,null,5719,null,47047,null,4822,null,1315991,null,10457,null,47438,null,4495,null,126853,null,6104,null,172215,null,6757,null,191877,null,6513,null,195107,null,6752,null,92963,null,4909,null,188486,null,6981,null,39071,null,3333,null,51242,null,3641,null,109880,null,6441,null,65390,null,4810,null,35469,null,4010,null,1063284,null,10309,null,44614,null,2979,null,132118,null,5557,null,163874,null,6723,null,163733,null,6368,null,163287,null,6017,null,79216,null,4127,null,137262,null,5481,null,27231,null,2731,null,32754,null,2926,null,71694,null,4405,null,35923,null,3244,null,11578,null,1618,null,0400000US08,Colorado,08
1664618,null,14284,null,48267,null,3730,null,179402,null,7214,null,254158,null,8066,null,261483,null,8543,null,275948,null,8436,null,108530,null,4817,null,205483,null,7447,null,51270,null,4279,null,60691,null,3538,null,113526,null,5349,null,72217,null,4207,null,33643,null,3118,null,870124,null,10279,null,22241,null,2116,null,85524,null,4859,null,123132,null,6075,null,126601,null,6019,null,146886,null,6137,null,56312,null,3440,null,110669,null,5033,null,31550,null,3219,null,31479,null,2610,null,67896,null,4154,null,45446,null,3556,null,22388,null,2526,null,794494,null,9400,null,26026,null,3122,null,93878,null,4916,null,131026,null,5107,null,134882,null,5170,null,129062,null,5240,null,52218,null,3587,null,94814,null,5320,null,19720,null,2290,null,29212,null,2563,null,45630,null,3359,null,26771,null,2198,null,11255,null,1718,null,0400000US09,Connecticut,09
413321,null,7558,null,11741,null,1907,null,37802,null,2788,null,63379,null,4261,null,68638,null,4557,null,67221,null,3893,null,27994,null,2462,null,52738,null,3629,null,12099,null,1745,null,15712,null,1951,null,29643,null,2718,null,18436,null,2390,null,7918,null,1353,null,214854,null,5310,null,6911,null,1244,null,18189,null,1924,null,30733,null,3286,null,35129,null,3203,null,33749,null,2484,null,14413,null,2116,null,26706,null,2663,null,6943,null,1251,null,8310,null,1281,null,18562,null,2382,null,10129,null,1574,null,5080,null,1211,null,198467,null,4587,null,4830,null,1218,null,19613,null,1906,null,32646,null,2896,null,33509,null,2761,null,33472,null,3109,null,13581,null,1469,null,26032,null,2699,null,5156,null,1044,null,7402,null,1368,null,11081,null,1581,null,8307,null,1413,null,2838,null,845,null,0400000US10,Delaware,10
742732,null,11897,null,5623,null,1675,null,15455,null,2079,null,30916,null,2935,null,51841,null,3933,null,75590,null,4781,null,41965,null,3216,null,131463,null,5972,null,31697,null,3104,null,53764,null,4012,null,124668,null,5496,null,129711,null,5981,null,50039,null,3281,null,382304,null,9055,null,3305,null,1109,null,7195,null,1381,null,16531,null,2298,null,25889,null,2815,null,40657,null,2937,null,25168,null,2458,null,65431,null,3665,null,16317,null,1953,null,27135,null,2839,null,63914,null,3946,null,63225,null,3874,null,27537,null,2432,null,360428,null,8174,null,2318,null,1139,null,8260,null,1554,null,14385,null,1691,null,25952,null,2709,null,34933,null,3226,null,16797,null,2228,null,66032,null,3761,null,15380,null,2061,null,26629,null,2865,null,60754,null,3299,null,66486,null,4554,null,22502,null,2164,null,0400000US11,District of Columbia,11
7852234,null,29413,null,176825,null,8287,null,671317,null,14198,null,1043725,null,20340,null,1212158,null,17385,null,1249579,null,22986,null,500948,null,14855,null,1271548,null,25353,null,240281,null,10441,null,306092,null,9724,null,628055,null,14797,null,402681,null,14634,null,149025,null,7024,null,4144401,null,22604,null,90842,null,5973,null,328904,null,9993,null,517441,null,11834,null,603761,null,11777,null,654579,null,17121,null,256566,null,10594,null,692299,null,16396,null,129637,null,7406,null,167896,null,8786,null,358461,null,10940,null,245248,null,13013,null,98767,null,5203,null,3707833,null,21265,null,85983,null,4891,null,342413,null,10021,null,526284,null,12990,null,608397,null,13651,null,595000,null,13643,null,244382,null,7747,null,579249,null,14891,null,110644,null,6268,null,138196,null,5145,null,269594,null,9507,null,157433,null,6887,null,50258,null,3837,null,0400000US12,Florida,12
4289897,null,24623,null,116869,null,5724,null,370201,null,11120,null,573381,null,12244,null,660195,null,15108,null,623903,null,14340,null,267320,null,8544,null,616015,null,16100,null,132491,null,6721,null,149670,null,7141,null,381816,null,12140,null,286681,null,10777,null,111355,null,6690,null,2280636,null,17819,null,60088,null,4532,null,180076,null,8866,null,284275,null,9805,null,333659,null,10562,null,320051,null,10015,null,142158,null,7433,null,340368,null,11852,null,74615,null,5421,null,86073,null,5832,null,216810,null,8710,null,173246,null,8346,null,69217,null,4978,null,2009261,null,16592,null,56781,null,4203,null,190125,null,8016,null,289106,null,8907,null,326536,null,8917,null,303852,null,9627,null,125162,null,5895,null,275647,null,9158,null,57876,null,4129,null,63597,null,3667,null,165006,null,7511,null,113435,null,6568,null,42138,null,3572,null,0400000US13,Georgia,13
627341,null,8295,null,14858,null,2354,null,61007,null,4772,null,82254,null,4504,null,92452,null,5629,null,85893,null,5656,null,35964,null,2792,null,110184,null,6137,null,14556,null,1604,null,24463,null,2954,null,51526,null,4022,null,39948,null,3759,null,14236,null,2175,null,342744,null,5096,null,7643,null,1464,null,31161,null,2591,null,42904,null,3368,null,50291,null,4193,null,48637,null,3571,null,20147,null,2111,null,61605,null,3553,null,7952,null,1315,null,13145,null,1989,null,27705,null,2500,null,23877,null,2725,null,7677,null,1333,null,284597,null,5554,null,7215,null,1421,null,29846,null,3007,null,39350,null,3260,null,42161,null,3002,null,37256,null,3338,null,15817,null,1912,null,48579,null,4207,null,6604,null,1169,null,11318,null,1720,null,23821,null,2574,null,16071,null,2080,null,6559,null,1594,null,0400000US15,Hawaii,15
659704,null,7885,null,37856,null,2750,null,112634,null,5062,null,128755,null,6160,null,120806,null,6388,null,84841,null,4828,null,30096,null,2955,null,59973,null,4291,null,9622,null,1641,null,14797,null,1630,null,29782,null,2630,null,20363,null,1899,null,10179,null,1679,null,365558,null,6294,null,20681,null,1890,null,60798,null,3927,null,65841,null,4244,null,66815,null,4743,null,45916,null,3716,null,17556,null,1881,null,33745,null,3042,null,5541,null,1018,null,8429,null,1331,null,18697,null,2081,null,14660,null,1699,null,6879,null,1388,null,294146,null,5969,null,17175,null,2219,null,51836,null,3003,null,62914,null,4114,null,53991,null,3596,null,38925,null,2767,null,12540,null,1842,null,26228,null,2642,null,4081,null,988,null,6368,null,1243,null,11085,null,1555,null,5703,null,972,null,3300,null,747,null,0400000US16,Idaho,16
5954531,null,28488,null,181790,null,6496,null,576048,null,13846,null,763744,null,15351,null,780359,null,14566,null,747040,null,13622,null,320052,null,9624,null,821007,null,15602,null,182383,null,6489,null,280467,null,8390,null,578782,null,13545,null,522338,null,13082,null,200521,null,7096,null,3181483,null,17271,null,91400,null,4188,null,271994,null,9284,null,378825,null,9841,null,400444,null,10491,null,386051,null,8971,null,167924,null,6963,null,457401,null,11597,null,102268,null,5118,null,159892,null,6665,null,336734,null,10062,null,307925,null,8972,null,120625,null,5389,null,2773048,null,20515,null,90390,null,4604,null,304054,null,8084,null,384919,null,10650,null,379915,null,9140,null,360989,null,9730,null,152128,null,5810,null,363606,null,10142,null,80115,null,4092,null,120575,null,5265,null,242048,null,9116,null,214413,null,7984,null,79896,null,4256,null,0400000US17,Illinois,17
2876541,null,18658,null,117046,null,5184,null,358274,null,10232,null,460019,null,11576,null,479665,null,10952,null,443218,null,9765,null,196210,null,6953,null,331279,null,9169,null,79884,null,3782,null,95233,null,4619,null,168428,null,6621,null,94709,null,5190,null,52576,null,3556,null,1519478,null,11403,null,57999,null,3418,null,170556,null,6055,null,227525,null,8331,null,242680,null,7065,null,231929,null,7249,null,104197,null,5012,null,181620,null,6920,null,45394,null,3443,null,55401,null,3251,null,104464,null,4847,null,60877,null,4124,null,36836,null,2716,null,1357063,null,13512,null,59047,null,3518,null,187718,null,6869,null,232494,null,6304,null,236985,null,7712,null,211289,null,7329,null,92013,null,4448,null,149659,null,5996,null,34490,null,2512,null,39832,null,3200,null,63964,null,4160,null,33832,null,2758,null,15740,null,1681,null,0400000US18,Indiana,18
1497131,null,10537,null,102475,null,4847,null,279092,null,8497,null,288398,null,8218,null,252241,null,6689,null,206589,null,6162,null,81901,null,3708,null,124687,null,5156,null,27919,null,2328,null,30588,null,2478,null,53543,null,2738,null,28408,null,2416,null,21290,null,2096,null,793096,null,8370,null,54422,null,3054,null,138731,null,6329,null,147173,null,6429,null,136080,null,4945,null,105707,null,4418,null,43918,null,2759,null,69478,null,3991,null,15325,null,1729,null,17401,null,1742,null,31729,null,2085,null,18312,null,1730,null,14820,null,1723,null,704035,null,7945,null,48053,null,3135,null,140361,null,4737,null,141225,null,5437,null,116161,null,3880,null,100882,null,4075,null,37983,null,2620,null,55209,null,3536,null,12594,null,1556,null,13187,null,1474,null,21814,null,1895,null,10096,null,1457,null,6470,null,1033,null,0400000US19,Iowa,19
1390582,null,10400,null,93652,null,4144,null,236058,null,7561,null,245582,null,7223,null,235989,null,6994,null,200602,null,6176,null,79586,null,4706,null,131930,null,5753,null,28358,null,2586,null,31119,null,2332,null,57367,null,3819,null,31281,null,2667,null,19058,null,1882,null,748879,null,7592,null,45372,null,2729,null,116895,null,5163,null,127372,null,4964,null,126535,null,5213,null,108316,null,4551,null,44561,null,3524,null,75446,null,4340,null,16754,null,1823,null,17605,null,1840,null,34309,null,2508,null,21962,null,2505,null,13752,null,1638,null,641703,null,7602,null,48280,null,2997,null,119163,null,5042,null,118210,null,4805,null,109454,null,4276,null,92286,null,4343,null,35025,null,3344,null,56484,null,3430,null,11604,null,1426,null,13514,null,1710,null,23058,null,2507,null,9319,null,1357,null,5306,null,958,null,0400000US20,Kansas,20
1839792,null,15652,null,73415,null,5221,null,219061,null,8610,null,294645,null,8337,null,316024,null,7871,null,298750,null,8584,null,117873,null,5617,null,220414,null,7732,null,46783,null,3896,null,49817,null,3269,null,104744,null,5221,null,62727,null,3710,null,35539,null,3168,null,970242,null,9160,null,39282,null,3677,null,107621,null,5806,null,141773,null,5486,null,155824,null,5835,null,154241,null,5907,null,62040,null,3808,null,126287,null,5436,null,28759,null,2847,null,26667,null,2467,null,61924,null,3832,null,40994,null,2981,null,24830,null,2613,null,869550,null,11412,null,34133,null,3033,null,111440,null,5528,null,152872,null,6273,null,160200,null,5321,null,144509,null,5222,null,55833,null,3890,null,94127,null,5155,null,18024,null,2297,null,23150,null,2107,null,42820,null,3290,null,21733,null,2310,null,10709,null,1601,null,0400000US21,Kentucky,21
1929733,null,16173,null,66750,null,4057,null,225045,null,9787,null,300271,null,9483,null,321900,null,10163,null,276956,null,9046,null,101389,null,5521,null,251296,null,10010,null,47609,null,3495,null,49423,null,3979,null,129570,null,5416,null,90514,null,5240,null,69010,null,3924,null,1025305,null,11761,null,35825,null,2934,null,105924,null,7165,null,145211,null,7076,null,156106,null,6946,null,139300,null,6520,null,51938,null,3466,null,139518,null,7100,null,25513,null,2640,null,30059,null,3445,null,76167,null,4268,null,62056,null,4207,null,57688,null,3485,null,904428,null,10811,null,30925,null,2730,null,119121,null,6560,null,155060,null,6855,null,165794,null,6661,null,137656,null,5935,null,49451,null,3984,null,111778,null,5776,null,22096,null,2407,null,19364,null,2308,null,53403,null,3353,null,28458,null,2835,null,11322,null,1691,null,0400000US22,Louisiana,22
