C12002H_001E,C12002H_001EA,C12002H_001M,C12002H_001MA,C12002H_002E,C12002H_002EA,C12002H_002M,C12002H_002MA,C12002H_003E,C12002H_003EA,C12002H_003M,C12002H_003MA,C12002H_004E,C12002H_004EA,C12002H_004M,C12002H_004MA,C12002H_005E,C12002H_005EA,C12002H_005M,C12002H_005MA,C12002H_006E,C12002H_006EA,C12002H_006M,C12002H_006MA,GEO_ID,NAME,state
2622484,null,1045,null,562965,null,8722,null,1494880,null,16588,null,42039,null,3320,null,205363,null,4860,null,317237,null,11962,null,0400000US01,Alabama,01
368632,null,639,null,111099,null,4012,null,189095,null,5567,null,7220,null,1869,null,12734,null,1387,null,48484,null,3839,null,0400000US02,Alaska,02
3181315,null,2278,null,817606,null,14425,null,1653680,null,19260,null,42296,null,4032,null,223881,null,7695,null,443852,null,12104,null,0400000US04,Arizona,04
1772031,null,1596,null,377106,null,8336,null,1002793,null,13649,null,31671,null,2986,null,135332,null,4202,null,225129,null,8110,null,0400000US05,Arkansas,05
13200437,null,6575,null,3925191,null,24583,null,6509026,null,33723,null,222954,null,7970,null,903520,null,11567,null,1639746,null,20058,null,0400000US06,California,06
2905585,null,1773,null,799973,null,14277,null,1556430,null,17889,null,37240,null,3570,null,146798,null,5327,null,365144,null,11093,null,0400000US08,Colorado,08
2152852,null,1472,null,605558,null,10246,null,1155671,null,13474,null,19350,null,2485,null,155805,null,5406,null,216468,null,8119,null,0400000US09,Connecticut,09
497482,null,629,null,135428,null,4091,null,264878,null,6693,null,6722,null,1416,null,35350,null,1955,null,55104,null,4156,null,0400000US10,Delaware,10
174910,null,632,null,99529,null,3459,null,56854,null,3290,null,1883,null,771,null,5192,null,998,null,11452,null,1597,null,0400000US11,District of Columbia,11
9410956,null,4827,null,2233208,null,19605,null,4964649,null,30250,null,158631,null,9116,null,823508,null,13425,null,1230960,null,19425,null,0400000US12,Florida,12
4545572,null,3187,null,1094737,null,16560,null,2553327,null,23913,null,68080,null,5417,null,289190,null,6210,null,540238,null,13768,null,0400000US13,Georgia,13
274629,null,491,null,83962,null,4143,null,141872,null,5772,null,2722,null,778,null,12502,null,1603,null,33571,null,3236,null,0400000US15,Hawaii,15
1030729,null,906,null,241640,null,6742,null,595861,null,10502,null,12616,null,1857,null,54034,null,2962,null,126578,null,5398,null,0400000US16,Idaho,16
6897275,null,8516,null,1971922,null,15603,null,3671428,null,23511,null,71934,null,4606,null,489924,null,9114,null,692067,null,12288,null,0400000US17,Illinois,17
4298221,null,2226,null,1094202,null,13029,null,2338080,null,23194,null,48735,null,3312,null,283234,null,7445,null,533970,null,12994,null,0400000US18,Indiana,18
