B19301A_001E,B19301A_001EA,B19301A_001M,B19301A_001MA,GEO_ID,NAME,state
26622,null,432,null,0400000US01,Alabama,01
36756,null,1213,null,0400000US02,Alaska,02
27574,null,310,null,0400000US04,Arizona,04
23162,null,357,null,0400000US05,Arkansas,05
33661,null,223,null,0400000US06,California,06
32456,null,342,null,0400000US08,Colorado,08
41015,null,625,null,0400000US09,Connecticut,09
32338,null,994,null,0400000US10,Delaware,10
71303,null,3290,null,0400000US11,District of Columbia,11
29399,null,265,null,0400000US12,Florida,12
30427,null,378,null,0400000US13,Georgia,13
37646,null,1428,null,0400000US15,Hawaii,15
23412,null,397,null,0400000US16,Idaho,16
32470,null,304,null,0400000US17,Illinois,17
25928,null,249,null,0400000US18,Indiana,18
26321,null,310,null,0400000US19,Iowa,19
27758,null,332,null,0400000US20,Kansas,20
23344,null,282,null,0400000US21,Kentucky,21
28336,null,405,null,0400000US22,Louisiana,22
25648,null,453,null,0400000US23,Maine,23
39489,null,379,null,0400000US24,Maryland,24
37123,null,423,null,0400000US25,Massachusetts,25
27282,null,209,null,0400000US26,Michigan,26
32018,null,319,null,0400000US27,Minnesota,27
25090,null,546,null,0400000US28,Mississippi,28
26473,null,247,null,0400000US29,Missouri,29
25121,null,554,null,0400000US30,Montana,30
26550,null,333,null,0400000US31,Nebraska,31
29230,null,510,null,0400000US32,Nevada,32
31738,null,495,null,0400000US33,New Hampshire,33
39036,null,343,null,0400000US34,New Jersey,34
25576,null,540,null,0400000US35,New Mexico,35
36440,null,246,null,0400000US36,New York,36
28908,null,274,null,0400000US37,North Carolina,37
27675,null,797,null,0400000US38,North Dakota,38
26876,null,171,null,0400000US39,Ohio,39
25436,null,396,null,0400000US40,Oklahoma,40
27655,null,359,null,0400000US41,Oregon,41
29106,null,173,null,0400000US42,Pennsylvania,42
31367,null,913,null,0400000US44,Rhode Island,44
27696,null,459,null,0400000US45,South Carolina,45
26567,null,724,null,0400000US46,South Dakota,46
26055,null,286,null,0400000US47,Tennessee,47
27461,null,189,null,0400000US48,Texas,48
23913,null,372,null,0400000US49,Utah,49
28087,null,650,null,0400000US50,Vermont,50
36407,null,338,null,0400000US51,Virginia,51
32371,null,349,null,0400000US53,Washington,53
21516,null,459,null,0400000US54,West Virginia,54
28421,null,227,null,0400000US55,Wisconsin,55
29011,null,943,null,0400000US56,Wyoming,56
10358,null,200,null,0400000US72,Puerto Rico,72
