B25007_001E,B25007_001EA,B25007_001M,B25007_001MA,B25007_002E,B25007_002EA,B25007_002M,B25007_002MA,B25007_003E,B25007_003EA,B25007_003M,B25007_003MA,B25007_004E,B25007_004EA,B25007_004M,B25007_004MA,B25007_005E,B25007_005EA,B25007_005M,B25007_005MA,B25007_006E,B25007_006EA,B25007_006M,B25007_006MA,B25007_007E,B25007_007EA,B25007_007M,B25007_007MA,B25007_008E,B25007_008EA,B25007_008M,B25007_008MA,B25007_009E,B25007_009EA,B25007_009M,B25007_009MA,B25007_010E,B25007_010EA,B25007_010M,B25007_010MA,B25007_011E,B25007_011EA,B25007_011M,B25007_011MA,B25007_012E,B25007_012EA,B25007_012M,B25007_012MA,B25007_013E,B25007_013EA,B25007_013M,B25007_013MA,B25007_014E,B25007_014EA,B25007_014M,B25007_014MA,B25007_015E,B25007_015EA,B25007_015M,B25007_015MA,B25007_016E,B25007_016EA,B25007_016M,B25007_016MA,B25007_017E,B25007_017EA,B25007_017M,B25007_017MA,B25007_018E,B25007_018EA,B25007_018M,B25007_018MA,B25007_019E,B25007_019EA,B25007_019M,B25007_019MA,B25007_020E,B25007_020EA,B25007_020M,B25007_020MA,B25007_021E,B25007_021EA,B25007_021M,B25007_021MA,GEO_ID,NAME,state
1815865,null,10024,null,1289155,null,10987,null,19683,null,2113,null,137974,null,5402,null,233251,null,5858,null,288208,null,5528,null,137246,null,4153,null,125320,null,4346,null,190122,null,3634,null,117588,null,3710,null,39763,null,2744,null,526710,null,11922,null,75835,null,4912,null,135933,null,6967,null,100533,null,5259,null,92158,null,4470,null,30664,null,2716,null,25795,null,2837,null,30384,null,2500,null,24175,null,2520,null,11233,null,1590,null,0400000US01,Alabama,01
237607,null,2898,null,154334,null,3685,null,2663,null,799,null,17284,null,1918,null,30677,null,1770,null,45015,null,1870,null,21739,null,1519,null,13448,null,1229,null,15253,null,1100,null,6996,null,845,null,1259,null,394,null,83273,null,3590,null,13418,null,1583,null,24976,null,2248,null,17348,null,2059,null,13734,null,1923,null,5474,null,1015,null,3039,null,833,null,3398,null,694,null,1658,null,525,null,228,null,169,null,0400000US02,Alaska,02
2273842,null,11467,null,1548890,null,13720,null,17963,null,2188,null,175315,null,6882,null,277241,null,6855,null,331857,null,7307,null,163225,null,5719,null,146777,null,5497,null,229404,null,4421,null,159912,null,4589,null,47196,null,2981,null,724952,null,12371,null,82748,null,4288,null,209232,null,7085,null,157581,null,6275,null,120247,null,5755,null,40465,null,3081,null,33502,null,2942,null,31845,null,2632,null,29268,null,2845,null,20064,null,2034,null,0400000US04,Arizona,04
1114041,null,8021,null,750639,null,9276,null,13046,null,2201,null,85176,null,4033,null,131163,null,4570,null,155514,null,4706,null,74827,null,3504,null,80208,null,3523,null,114054,null,3213,null,74397,null,2817,null,22254,null,1991,null,363402,null,7994,null,53987,null,4354,null,91130,null,5026,null,70093,null,4751,null,65561,null,3920,null,20726,null,2106,null,16213,null,1991,null,19852,null,1737,null,17926,null,1988,null,7914,null,1129,null,0400000US05,Arkansas,05
12176760,null,21139,null,6946432,null,26955,null,48934,null,3912,null,594437,null,11114,null,1370085,null,15843,null,1759053,null,15900,null,777752,null,11643,null,659506,null,10844,null,898722,null,8566,null,613536,null,10810,null,224407,null,6152,null,5230328,null,29953,null,445972,null,9501,null,1387077,null,18305,null,1248963,null,15299,null,970991,null,14192,null,330298,null,8855,null,238496,null,7192,null,299653,null,6974,null,208051,null,6608,null,100827,null,4277,null,0400000US06,California,06
1897835,null,9244,null,1280814,null,11274,null,16245,null,1797,null,158550,null,5821,null,264483,null,5629,null,326714,null,6165,null,145793,null,4159,null,119229,null,4029,null,143076,null,3301,null,82097,null,3587,null,24627,null,1925,null,617021,null,9872,null,90043,null,3357,null,186969,null,5740,null,127606,null,6067,null,96246,null,5004,null,32653,null,2887,null,25234,null,2713,null,25182,null,2271,null,20088,null,1764,null,13000,null,1618,null,0400000US08,Colorado,08
1329305,null,5895,null,917062,null,7342,null,5126,null,1096,null,84006,null,3676,null,184000,null,4646,null,239896,null,4935,null,96546,null,3458,null,88806,null,3301,null,113057,null,3025,null,77015,null,2740,null,28610,null,2020,null,412243,null,8075,null,36032,null,2837,null,96677,null,4326,null,86117,null,4374,null,74299,null,4144,null,25910,null,2337,null,20401,null,2089,null,30003,null,2386,null,25619,null,2234,null,17185,null,1819,null,0400000US09,Connecticut,09
328654,null,3672,null,241544,null,5028,null,3292,null,830,null,23759,null,2253,null,45314,null,2489,null,57269,null,2267,null,24887,null,1829,null,26112,null,1775,null,34500,null,1392,null,20278,null,1719,null,6133,null,950,null,87110,null,4274,null,10284,null,1520,null,23476,null,2261,null,17595,null,2012,null,14678,null,1845,null,4587,null,971,null,3834,null,956,null,5166,null,1228,null,4684,null,965,null,2806,null,555,null,0400000US10,Delaware,10
249996,null,3353,null,108571,null,4051,null,448,null,251,null,12123,null,1711,null,24163,null,2175,null,20939,null,1934,null,10892,null,1288,null,11866,null,1209,null,13904,null,1163,null,9932,null,1151,null,4304,null,838,null,141425,null,4835,null,13689,null,1459,null,42983,null,2681,null,25863,null,2658,null,23331,null,2001,null,9703,null,1459,null,7658,null,1309,null,10141,null,1378,null,5803,null,887,null,2254,null,637,null,0400000US11,District of Columbia,11
7057285,null,24241,null,4916497,null,22392,null,44954,null,3973,null,414337,null,10361,null,814360,null,13254,null,1041902,null,11603,null,502916,null,8704,null,482240,null,8988,null,777792,null,7515,null,636644,null,9235,null,201352,null,6306,null,2140788,null,22439,null,230291,null,7726,null,557139,null,11899,null,461037,null,11917,null,371950,null,11556,null,125021,null,6113,null,99319,null,5257,null,127595,null,4421,null,103368,null,4993,null,65068,null,4572,null,0400000US12,Florida,12
3469845,null,17452,null,2340305,null,15962,null,26510,null,2714,null,272921,null,7482,null,519968,null,9442,null,574966,null,8167,null,249585,null,6077,null,210807,null,6058,null,282780,null,4620,null,156998,null,4729,null,45770,null,2750,null,1129540,null,15678,null,133789,null,6792,null,324816,null,9220,null,264118,null,9717,null,187640,null,7611,null,65552,null,3614,null,51291,null,4060,null,55936,null,3985,null,31039,null,2133,null,15359,null,1819,null,0400000US13,Georgia,13
437105,null,4492,null,258365,null,5142,null,1577,null,708,null,17066,null,2081,null,40385,null,2905,null,59472,null,2350,null,30915,null,2342,null,27077,null,1800,null,39190,null,1799,null,31834,null,1908,null,10849,null,1251,null,178740,null,5515,null,18449,null,2800,null,42732,null,3217,null,39323,null,3110,null,30275,null,2083,null,13556,null,1804,null,8980,null,1205,null,11348,null,1669,null,10395,null,1383,null,3682,null,949,null,0400000US15,Hawaii,15
566004,null,4603,null,401098,null,5593,null,7041,null,1453,null,53301,null,2398,null,72806,null,3376,null,93392,null,3036,null,45334,null,2530,null,35273,null,2041,null,52252,null,1982,null,31066,null,1732,null,10633,null,1073,null,164906,null,5976,null,33483,null,2666,null,46728,null,2942,null,29658,null,3255,null,21285,null,2569,null,9653,null,1486,null,6990,null,1424,null,7386,null,1513,null,5987,null,1015,null,3736,null,888,null,0400000US16,Idaho,16
4766252,null,13014,null,3301796,null,17730,null,36796,null,3084,null,390702,null,8715,null,670901,null,11020,null,803303,null,8662,null,347927,null,7353,null,277030,null,6924,null,404718,null,6039,null,270980,null,5105,null,99439,null,3957,null,1464456,null,15431,null,171022,null,5451,null,399927,null,8454,null,290483,null,9590,null,234164,null,6743,null,93301,null,5053,null,69630,null,3977,null,93445,null,4669,null,74618,null,3454,null,37866,null,2143,null,0400000US17,Illinois,17
2480570,null,10473,null,1781719,null,13690,null,25555,null,2598,null,226383,null,6159,null,339579,null,6704,null,422319,null,5200,null,186738,null,4654,null,161629,null,4010,null,221837,null,3706,null,152980,null,4167,null,44699,null,2776,null,698851,null,11211,null,100422,null,4628,null,185716,null,6657,null,137126,null,5849,null,111907,null,4446,null,40099,null,3080,null,32059,null,2486,null,41224,null,2485,null,32432,null,2352,null,17866,null,1804,null,0400000US18,Indiana,18
1215351,null,6468,null,885884,null,7709,null,19813,null,2197,null,109512,null,3724,null,158356,null,3881,null,201349,null,3771,null,95152,null,3259,null,77117,null,2546,null,112599,null,2500,null,83989,null,2318,null,27997,null,1579,null,329467,null,5945,null,63950,null,3651,null,75581,null,3951,null,55795,null,3705,null,48893,null,3057,null,17271,null,1720,null,14086,null,1506,null,18790,null,1610,null,20724,null,1760,null,14377,null,1662,null,0400000US19,Iowa,19
1110829,null,6612,null,771197,null,8214,null,18323,null,2038,null,98411,null,4166,null,136387,null,4438,null,186156,null,3843,null,81131,null,2995,null,66844,null,2626,null,93449,null,2439,null,66259,null,2083,null,24237,null,1789,null,339632,null,6031,null,60826,null,3591,null,89393,null,3802,null,61534,null,3695,null,51255,null,3530,null,16256,null,1754,null,13918,null,1569,null,18255,null,1963,null,17164,null,1793,null,11031,null,1421,null,0400000US20,Kansas,20
1686277,null,9662,null,1172529,null,11446,null,14933,null,2437,null,135946,null,4640,null,218060,null,5938,null,270017,null,5143,null,126283,null,3930,null,112217,null,3669,null,161393,null,3487,null,103418,null,3487,null,30262,null,2337,null,513748,null,9137,null,64997,null,3699,null,135672,null,5621,null,105152,null,4866,null,85098,null,4031,null,32926,null,3249,null,24947,null,2340,null,31521,null,2684,null,21768,null,1797,null,11667,null,1587,null,0400000US21,Kentucky,21
1625153,null,9520,null,1113926,null,11194,null,22451,null,2768,null,128992,null,4867,null,198992,null,5684,null,262248,null,6643,null,121595,null,4775,null,104979,null,3769,null,150816,null,3541,null,95672,null,3070,null,28181,null,2393,null,511227,null,10638,null,75860,null,4441,null,135813,null,6000,null,96895,null,5636,null,89000,null,3968,null,30489,null,2088,null,25079,null,2900,null,30618,null,2200,null,18981,null,1848,null,8492,null,1215,null,0400000US22,Louisiana,22
542363,null,5056,null,391262,null,5743,null,2362,null,744,null,34872,null,2108,null,71644,null,2806,null,100020,null,2967,null,47666,null,2540,null,42575,null,2048,null,48672,null,1898,null,33384,null,1670,null,10067,null,1271,null,151101,null,5055,null,17333,null,1969,null,36826,null,2625,null,26912,null,2463,null,25097,null,2725,null,8365,null,1512,null,6410,null,1081,null,13397,null,1435,null,11189,null,1269,null,5572,null,994,null,0400000US23,Maine,23
2092692,null,7904,null,1453733,null,11476,null,10289,null,1795,null,147814,null,5316,null,300851,null,6096,null,371606,null,6826,null,163529,null,4475,null,138197,null,4498,null,182329,null,3509,null,106754,null,3433,null,32364,null,2245,null,638959,null,10396,null,62466,null,4114,null,162372,null,5385,null,139004,null,5760,null,114457,null,5537,null,41160,null,3330,null,29415,null,2687,null,38791,null,2852,null,31754,null,2272,null,19540,null,1566,null,0400000US24,Maryland,24
2467323,null,8171,null,1592324,null,11735,null,8404,null,1333,null,140812,null,4579,null,321581,null,5716,null,411883,null,5935,null,181840,null,5352,null,157131,null,3744,null,194775,null,3804,null,131732,null,3799,null,44166,null,2841,null,874999,null,11805,null,73750,null,4737,null,221291,null,6134,null,182205,null,6535,null,147485,null,6636,null,53586,null,3286,null,43666,null,3371,null,66563,null,3450,null,54484,null,3297,null,31969,null,2819,null,0400000US25,Massachusetts,25
