C24010F_001E,C24010F_001EA,C24010F_001M,C24010F_001MA,C24010F_002E,C24010F_002EA,C24010F_002M,C24010F_002MA,C24010F_003E,C24010F_003EA,C24010F_003M,C24010F_003MA,C24010F_004E,C24010F_004EA,C24010F_004M,C24010F_004MA,C24010F_005E,C24010F_005EA,C24010F_005M,C24010F_005MA,C24010F_006E,C24010F_006EA,C24010F_006M,C24010F_006MA,C24010F_007E,C24010F_007EA,C24010F_007M,C24010F_007MA,C24010F_008E,C24010F_008EA,C24010F_008M,C24010F_008MA,C24010F_009E,C24010F_009EA,C24010F_009M,C24010F_009MA,C24010F_010E,C24010F_010EA,C24010F_010M,C24010F_010MA,C24010F_011E,C24010F_011EA,C24010F_011M,C24010F_011MA,C24010F_012E,C24010F_012EA,C24010F_012M,C24010F_012MA,C24010F_013E,C24010F_013EA,C24010F_013M,C24010F_013MA,C24010F_014E,C24010F_014EA,C24010F_014M,C24010F_014MA,C24010F_015E,C24010F_015EA,C24010F_015M,C24010F_015MA,GEO_ID,NAME,state
15176,null,2640,null,10593,null,1960,null,698,null,546,null,1519,null,662,null,655,null,448,null,126,null,189,null,5355,null,1629,null,2240,null,817,null,4583,null,1223,null,755,null,368,null,1567,null,993,null,524,null,254,null,0,null,271,null,124,null,145,null,1613,null,841,null,0400000US01,Alabama,01
4674,null,1339,null,2862,null,1051,null,540,null,403,null,265,null,256,null,293,null,244,null,0,null,240,null,71,null,91,null,1693,null,949,null,1812,null,715,null,168,null,179,null,556,null,476,null,791,null,451,null,0,null,240,null,0,null,240,null,297,null,258,null,0400000US02,Alaska,02
202155,null,11904,null,118736,null,8257,null,13108,null,2230,null,27349,null,3821,null,17326,null,3077,null,3511,null,1707,null,38548,null,4946,null,18894,null,2865,null,83419,null,5926,null,18517,null,2309,null,26694,null,3430,null,30061,null,3235,null,495,null,399,null,727,null,418,null,6925,null,1899,null,0400000US04,Arizona,04
27683,null,2938,null,18864,null,2106,null,1128,null,642,null,4029,null,1462,null,589,null,532,null,613,null,417,null,6481,null,1323,null,6024,null,1528,null,8819,null,1407,null,1112,null,493,null,2328,null,842,null,2156,null,833,null,46,null,94,null,220,null,337,null,2957,null,762,null,0400000US05,Arkansas,05
2362664,null,34203,null,1413673,null,22775,null,173282,null,8251,null,298656,null,11109,null,222276,null,8820,null,47939,null,5675,null,330070,null,12605,null,341450,null,10681,null,948991,null,17053,null,182504,null,6951,null,288154,null,10614,null,328626,null,11817,null,15999,null,2615,null,6807,null,1812,null,126901,null,7479,null,0400000US06,California,06
105927,null,6192,null,63491,null,5179,null,8090,null,1622,null,12721,null,2209,null,7764,null,1525,null,1756,null,954,null,21651,null,3220,null,11509,null,1821,null,42436,null,3210,null,8604,null,1820,null,14899,null,2057,null,13789,null,1927,null,535,null,415,null,938,null,805,null,3671,null,1099,null,0400000US08,Colorado,08
71176,null,5713,null,38474,null,4058,null,5700,null,1466,null,10801,null,1920,null,5423,null,1282,null,601,null,415,null,9710,null,2213,null,6239,null,1654,null,32702,null,3056,null,7517,null,1389,null,10886,null,1835,null,9650,null,1662,null,330,null,471,null,438,null,415,null,3881,null,1097,null,0400000US09,Connecticut,09
6631,null,1569,null,4279,null,1022,null,395,null,354,null,644,null,374,null,257,null,220,null,0,null,263,null,1882,null,611,null,1101,null,580,null,2352,null,769,null,603,null,366,null,641,null,475,null,678,null,391,null,0,null,263,null,109,null,112,null,321,null,260,null,0400000US10,Delaware,10
10372,null,2231,null,5907,null,1314,null,1693,null,789,null,2019,null,862,null,439,null,382,null,0,null,296,null,1124,null,664,null,632,null,456,null,4465,null,1345,null,1015,null,524,null,2494,null,853,null,956,null,618,null,0,null,296,null,0,null,296,null,0,null,296,null,0400000US11,District of Columbia,11
232247,null,12422,null,137230,null,8553,null,17419,null,2282,null,28424,null,3522,null,24177,null,3194,null,5573,null,2780,null,38575,null,4832,null,23062,null,3232,null,95017,null,6147,null,20035,null,2567,null,28506,null,2707,null,36076,null,4544,null,1643,null,736,null,1678,null,883,null,7079,null,1570,null,0400000US12,Florida,12
