B11003_001E,B11003_001EA,B11003_001M,B11003_001MA,B11003_002E,B11003_002EA,B11003_002M,B11003_002MA,B11003_003E,B11003_003EA,B11003_003M,B11003_003MA,B11003_004E,B11003_004EA,B11003_004M,B11003_004MA,B11003_005E,B11003_005EA,B11003_005M,B11003_005MA,B11003_006E,B11003_006EA,B11003_006M,B11003_006MA,B11003_007E,B11003_007EA,B11003_007M,B11003_007MA,B11003_008E,B11003_008EA,B11003_008M,B11003_008MA,B11003_009E,B11003_009EA,B11003_009M,B11003_009MA,B11003_010E,B11003_010EA,B11003_010M,B11003_010MA,B11003_011E,B11003_011EA,B11003_011M,B11003_011MA,B11003_012E,B11003_012EA,B11003_012M,B11003_012MA,B11003_013E,B11003_013EA,B11003_013M,B11003_013MA,B11003_014E,B11003_014EA,B11003_014M,B11003_014MA,B11003_015E,B11003_015EA,B11003_015M,B11003_015MA,B11003_016E,B11003_016EA,B11003_016M,B11003_016MA,B11003_017E,B11003_017EA,B11003_017M,B11003_017MA,B11003_018E,B11003_018EA,B11003_018M,B11003_018MA,B11003_019E,B11003_019EA,B11003_019M,B11003_019MA,B11003_020E,B11003_020EA,B11003_020M,B11003_020MA,GEO_ID,NAME,state
791790,null,7894,null,634984,null,8018,null,253803,null,6130,null,59165,null,3799,null,55846,null,3422,null,138792,null,4370,null,381181,null,5634,null,156806,null,4843,null,48785,null,3059,null,28265,null,2307,null,9938,null,1739,null,3805,null,996,null,14522,null,1779,null,20520,null,2148,null,108021,null,4061,null,72687,null,3798,null,18028,null,2483,null,12134,null,1527,null,42525,null,2904,null,35334,null,2256,null,0400000US19,Iowa,19
736264,null,8496,null,577155,null,8081,null,243605,null,5825,null,56418,null,3450,null,57092,null,3519,null,130095,null,4520,null,333550,null,5598,null,159109,null,5961,null,43583,null,3443,null,24072,null,2858,null,6472,null,1596,null,3486,null,1050,null,14114,null,1880,null,19511,null,2019,null,115526,null,4880,null,77461,null,4092,null,18608,null,2403,null,14434,null,2227,null,44419,null,2955,null,38065,null,2589,null,0400000US20,Kansas,20
1125630,null,12346,null,848676,null,12580,null,337329,null,8141,null,76870,null,4491,null,73731,null,3768,null,186728,null,6139,null,511347,null,9330,null,276954,null,8942,null,72883,null,4103,null,40704,null,3465,null,12142,null,1799,null,5056,null,1191,null,23506,null,2551,null,32179,null,2505,null,204071,null,7160,null,118879,null,5144,null,25232,null,2764,null,20003,null,2627,null,73644,null,4409,null,85192,null,4189,null,0400000US21,Kentucky,21
1094141,null,10371,null,759125,null,8741,null,306235,null,7283,null,67583,null,4114,null,62005,null,4474,null,176647,null,5492,null,452890,null,7172,null,335016,null,8120,null,74442,null,4937,null,37754,null,3943,null,14598,null,2833,null,6495,null,1657,null,16661,null,2336,null,36688,null,3167,null,260574,null,8026,null,149766,null,7159,null,32431,null,3147,null,30477,null,3627,null,86858,null,5184,null,110808,null,5004,null,0400000US22,Louisiana,22
343822,null,6405,null,271130,null,5504,null,98076,null,4203,null,23977,null,2526,null,17268,null,1798,null,56831,null,2921,null,173054,null,4537,null,72692,null,4248,null,21779,null,2241,null,12680,null,2014,null,3448,null,810,null,1382,null,503,null,7850,null,1676,null,9099,null,1289,null,50913,null,3256,null,33791,null,3007,null,6501,null,1313,null,5926,null,1340,null,21364,null,2368,null,17122,null,1728,null,0400000US23,Maine,23
1395778,null,10754,null,1007120,null,12297,null,445901,null,7572,null,109636,null,5655,null,85244,null,4109,null,251021,null,6432,null,561219,null,8737,null,388658,null,9279,null,93019,null,5166,null,43557,null,3509,null,10546,null,1729,null,4613,null,1237,null,28398,null,2923,null,49462,null,3724,null,295639,null,8514,null,163836,null,6508,null,29135,null,3047,null,26907,null,3149,null,107794,null,5347,null,131803,null,5172,null,0400000US24,Maryland,24
1568641,null,11431,null,1168273,null,12084,null,509229,null,9779,null,127151,null,5272,null,89168,null,4037,null,292910,null,6789,null,659044,null,9712,null,400368,null,10334,null,99085,null,5488,null,45459,null,3237,null,12955,null,2235,null,5410,null,1265,null,27094,null,2492,null,53626,null,3811,null,301283,null,9841,null,176311,null,7405,null,34263,null,3870,null,27869,null,2704,null,114179,null,5780,null,124972,null,5638,null,0400000US25,Massachusetts,25
2525388,null,15908,null,1888417,null,14072,null,785093,null,10023,null,164390,null,5227,null,168021,null,6149,null,452682,null,7042,null,1103324,null,9755,null,636971,null,11366,null,155038,null,5529,null,78009,null,4071,null,19726,null,2206,null,10022,null,1750,null,48261,null,3301,null,77029,null,3351,null,481933,null,10160,null,289283,null,7918,null,54860,null,4429,null,50563,null,3596,null,183860,null,5732,null,192650,null,6273,null,0400000US26,Michigan,26
1342724,null,10410,null,1072999,null,10981,null,469051,null,6905,null,114148,null,4102,null,99870,null,3963,null,255033,null,4922,null,603948,null,8546,null,269725,null,6549,null,80863,null,3945,null,48502,null,3239,null,15898,null,2016,null,6395,null,1494,null,26209,null,2436,null,32361,null,2363,null,188862,null,5294,null,123616,null,4343,null,31711,null,3006,null,19708,null,2129,null,72197,null,3758,null,65246,null,3004,null,0400000US27,Minnesota,27
755248,null,9226,null,509669,null,9511,null,204945,null,6794,null,41955,null,3524,null,43079,null,3878,null,119911,null,5063,null,304724,null,6814,null,245579,null,7452,null,52336,null,4210,null,24807,null,3059,null,6416,null,1632,null,4563,null,1524,null,13828,null,2080,null,27529,null,3182,null,193243,null,5737,null,113420,null,5115,null,18329,null,2422,null,25232,null,2952,null,69859,null,3754,null,79823,null,3739,null,0400000US28,Mississippi,28
1529540,null,12558,null,1160333,null,12634,null,477538,null,9049,null,112220,null,5988,null,100050,null,4368,null,265268,null,6686,null,682795,null,8589,null,369207,null,8769,null,99672,null,4778,null,54565,null,3705,null,16682,null,2118,null,5889,null,1103,null,31994,null,3048,null,45107,null,3460,null,269535,null,7626,null,164733,null,7189,null,36566,null,3071,null,30028,null,2836,null,98139,null,4980,null,104802,null,4127,null,0400000US29,Missouri,29
237574,null,4616,null,192351,null,4879,null,70306,null,3207,null,14478,null,1708,null,16103,null,1886,null,39725,null,2606,null,122045,null,4020,null,45223,null,3215,null,13146,null,1670,null,8212,null,1466,null,2306,null,813,null,1425,null,687,null,4481,null,1062,null,4934,null,1095,null,32077,null,2673,null,21114,null,2270,null,5074,null,1189,null,4066,null,1054,null,11974,null,1466,null,10963,null,1447,null,0400000US30,Montana,30
457459,null,6358,null,365064,null,5839,null,154102,null,3833,null,36031,null,2375,null,37189,null,2567,null,80882,null,3168,null,210962,null,4398,null,92395,null,4740,null,29104,null,2678,null,16295,null,2288,null,4544,null,1176,null,2819,null,796,null,8932,null,1487,null,12809,null,1959,null,63291,null,3557,null,40152,null,2768,null,11283,null,1610,null,7622,null,1309,null,21247,null,2090,null,23139,null,2370,null,0400000US31,Nebraska,31
615019,null,7728,null,449712,null,8476,null,200251,null,6439,null,44176,null,3222,null,47919,null,4236,null,108156,null,4909,null,249461,null,6288,null,165307,null,6787,null,53772,null,4427,null,29530,null,2862,null,8317,null,1621,null,5287,null,1149,null,15926,null,2264,null,24242,null,2963,null,111535,null,4589,null,67243,null,4108,null,10984,null,2184,null,14037,null,2142,null,42222,null,3160,null,44292,null,2925,null,0400000US32,Nevada,32
345324,null,5671,null,276104,null,5508,null,116079,null,4545,null,29228,null,2537,null,18321,null,2015,null,68530,null,3463,null,160025,null,4320,null,69220,null,3383,null,21331,null,2628,null,11826,null,1732,null,1801,null,881,null,1647,null,696,null,8378,null,1411,null,9505,null,1835,null,47889,null,2813,null,28706,null,2345,null,5265,null,1371,null,4924,null,1270,null,18517,null,2096,null,19183,null,2040,null,0400000US33,New Hampshire,33
2168377,null,15461,null,1624835,null,13698,null,755725,null,9922,null,175587,null,6838,null,150744,null,5483,null,429394,null,8233,null,869110,null,11042,null,543542,null,10410,null,144136,null,6994,null,58167,null,4466,null,13890,null,2070,null,9167,null,1579,null,35110,null,3473,null,85969,null,5601,null,399406,null,9023,null,215720,null,6271,null,39003,null,3554,null,34842,null,3148,null,141875,null,5746,null,183686,null,6457,null,0400000US34,New Jersey,34
482159,null,7286,null,340242,null,6570,null,133964,null,5076,null,27737,null,2885,null,30677,null,3162,null,75550,null,3736,null,206278,null,4758,null,141917,null,6010,null,40782,null,3464,null,21425,null,2865,null,5956,null,1412,null,3000,null,1067,null,12469,null,1830,null,19357,null,1897,null,101135,null,5083,null,61213,null,3965,null,13788,null,1907,null,13383,null,2074,null,34042,null,3027,null,39922,null,3303,null,0400000US35,New Mexico,35
4582314,null,18991,null,3213293,null,21291,null,1391122,null,16815,null,319712,null,8369,null,280769,null,8169,null,790641,null,14040,null,1822171,null,16117,null,1369021,null,18308,null,333967,null,9670,null,142504,null,5944,null,38125,null,3473,null,19542,null,2239,null,84837,null,4614,null,191463,null,7187,null,1035054,null,13740,null,561200,null,10927,null,99073,null,5013,null,98715,null,5408,null,363412,null,9308,null,473854,null,10317,null,0400000US36,New York,36
2397731,null,16444,null,1777054,null,16361,null,730170,null,12320,null,178034,null,6662,null,148876,null,7236,null,403260,null,9400,null,1046884,null,12278,null,620677,null,11272,null,154724,null,6720,null,78365,null,5340,null,20859,null,2487,null,11278,null,1610,null,46228,null,4121,null,76359,null,4958,null,465953,null,9185,null,282963,null,8438,null,60676,null,4853,null,48393,null,4055,null,173894,null,6941,null,182990,null,5876,null,0400000US37,North Carolina,37
170921,null,3624,null,140566,null,3581,null,56769,null,2505,null,14043,null,1720,null,12738,null,1342,null,29988,null,1652,null,83797,null,2828,null,30355,null,2179,null,8555,null,1309,null,4390,null,875,null,1682,null,710,null,566,null,339,null,2142,null,545,null,4165,null,975,null,21800,null,1905,null,14860,null,1768,null,4631,null,1245,null,2887,null,839,null,7342,null,1137,null,6940,null,910,null,0400000US38,North Dakota,38
2936172,null,14572,null,2178163,null,15662,null,869547,null,12378,null,190930,null,6604,null,186188,null,5641,null,492429,null,8789,null,1308616,null,11621,null,758009,null,12469,null,189984,null,6475,null,101897,null,4723,null,25978,null,2913,null,12320,null,2263,null,63599,null,3583,null,88087,null,4286,null,568025,null,11625,null,344727,null,8654,null,73565,null,4414,null,63216,null,4450,null,207946,null,6471,null,223298,null,6465,null,0400000US39,Ohio,39
936539,null,8665,null,707507,null,8599,null,286906,null,7377,null,65853,null,4569,null,63993,null,3948,null,157060,null,5636,null,420601,null,5953,null,229032,null,6499,null,63636,null,3629,null,33885,null,2928,null,8091,null,1967,null,5720,null,1191,null,20074,null,2089,null,29751,null,2466,null,165396,null,5404,null,100264,null,4297,null,21859,null,2374,null,20255,null,2563,null,58150,null,3302,null,65132,null,3253,null,0400000US40,Oklahoma,40
939487,null,9653,null,731752,null,10319,null,291726,null,7860,null,71874,null,4162,null,65090,null,4173,null,154762,null,5900,null,440026,null,7639,null,207735,null,6416,null,60498,null,3765,null,34571,null,3008,null,7873,null,1732,null,5260,null,1462,null,21438,null,2356,null,25927,null,2650,null,147237,null,5393,null,89836,null,4457,null,19339,null,2692,null,15951,null,2036,null,54546,null,3735,null,57401,null,3643,null,0400000US41,Oregon,41
3205114,null,13915,null,2400211,null,12010,null,945650,null,10568,null,207829,null,5537,null,185388,null,5862,null,552433,null,9537,null,1454561,null,12356,null,804903,null,12482,null,216422,null,6888,null,107325,null,5500,null,31443,null,2795,null,12808,null,1643,null,63074,null,4474,null,109097,null,5535,null,588481,null,10099,null,337282,null,7704,null,69225,null,4592,null,61314,null,4573,null,206743,null,6348,null,251199,null,7081,null,0400000US42,Pennsylvania,42
247759,null,5390,null,180723,null,5284,null,74975,null,3631,null,18507,null,2414,null,13059,null,1745,null,43409,null,2791,null,105748,null,4144,null,67036,null,3841,null,17763,null,2212,null,8627,null,1623,null,2042,null,863,null,971,null,582,null,5614,null,1226,null,9136,null,1398,null,49273,null,3319,null,30071,null,2815,null,4776,null,1258,null,6261,null,1246,null,19034,null,2209,null,19202,null,1717,null,0400000US44,Rhode Island,44
1142172,null,10246,null,822091,null,10948,null,315767,null,8492,null,71239,null,3686,null,66353,null,4433,null,178175,null,6628,null,506324,null,7583,null,320081,null,8147,null,72115,null,4257,null,32885,null,2983,null,10177,null,1759,null,4168,null,1260,null,18540,null,2228,null,39230,null,3039,null,247966,null,7436,null,143061,null,6238,null,31398,null,3385,null,24787,null,2843,null,86876,null,4564,null,104905,null,4538,null,0400000US45,South Carolina,45
206239,null,4077,null,164530,null,3836,null,65604,null,3098,null,16195,null,1952,null,15067,null,1505,null,34342,null,2409,null,98926,null,3243,null,41709,null,2912,null,11301,null,1696,null,7144,null,1417,null,2496,null,824,null,1098,null,526,null,3550,null,1062,null,4157,null,904,null,30408,null,1950,null,20527,null,1654,null,4812,null,1088,null,4462,null,1059,null,11253,null,1360,null,9881,null,1320,null,0400000US46,South Dakota,46
1623272,null,13245,null,1209120,null,13865,null,478767,null,9299,null,112501,null,4841,null,97655,null,4688,null,268611,null,7848,null,730353,null,10414,null,414152,null,9579,null,99563,null,5385,null,52379,null,4150,null,14470,null,2179,null,6035,null,1546,null,31874,null,3001,null,47184,null,3395,null,314589,null,7642,null,182326,null,7352,null,39729,null,3910,null,33816,null,3505,null,108781,null,5620,null,132263,null,5440,null,0400000US47,Tennessee,47
5868201,null,25101,null,4296464,null,25444,null,2057839,null,21146,null,453708,null,11277,null,506851,null,10898,null,1097280,null,15569,null,2238625,null,18637,null,1571737,null,19895,null,412917,null,11176,null,198885,null,8181,null,56387,null,4461,null,33843,null,3772,null,108655,null,5836,null,214032,null,8075,null,1158820,null,17018,null,707422,null,16135,null,137951,null,6513,null,150025,null,7378,null,419446,null,11145,null,451398,null,10376,null,0400000US48,Texas,48
632317,null,7233,null,517016,null,7696,null,268826,null,6666,null,66736,null,3564,null,83031,null,4145,null,119059,null,4531,null,248190,null,4659,null,115301,null,5129,null,36593,null,3523,null,17887,null,2389,null,3280,null,985,null,3185,null,1050,null,11422,null,1982,null,18706,null,2692,null,78708,null,3796,null,47063,null,3019,null,8935,null,1538,null,8271,null,1635,null,29857,null,2481,null,31645,null,2602,null,0400000US49,Utah,49
160454,null,3355,null,126429,null,3638,null,47358,null,2594,null,11746,null,1353,null,7297,null,1176,null,28315,null,1810,null,79071,null,2762,null,34025,null,2625,null,9947,null,1414,null,6242,null,1180,null,1894,null,668,null,466,null,260,null,3882,null,782,null,3705,null,799,null,24078,null,2212,null,16766,null,1768,null,2879,null,811,null,2718,null,813,null,11169,null,1408,null,7312,null,1151,null,0400000US50,Vermont,50
1999409,null,13933,null,1518624,null,13963,null,654321,null,9985,null,160753,null,6407,null,129241,null,5278,null,364327,null,8038,null,864303,null,12264,null,480785,null,9624,null,120065,null,5919,null,56795,null,4551,null,16508,null,2691,null,5668,null,1495,null,34619,null,2856,null,63270,null,4450,null,360720,null,8304,null,210629,null,7195,null,44021,null,3919,null,32636,null,3440,null,133972,null,6261,null,150091,null,5538,null,0400000US51,Virginia,51
1636755,null,14806,null,1270730,null,14073,null,546597,null,10043,null,133803,null,5852,null,115857,null,5085,null,296937,null,5204,null,724133,null,10672,null,366025,null,9232,null,111432,null,6460,null,64747,null,4868,null,17135,null,2621,null,7268,null,1321,null,40344,null,3540,null,46685,null,3559,null,254593,null,7858,null,162781,null,6392,null,31544,null,2866,null,25654,null,2851,null,105583,null,5335,null,91812,null,4785,null,0400000US53,Washington,53
491152,null,6977,null,377539,null,6903,null,131490,null,4804,null,29327,null,2472,null,26001,null,2530,null,76162,null,4304,null,246049,null,5727,null,113613,null,5465,null,32210,null,2714,null,16506,null,2028,null,5965,null,1216,null,1228,null,644,null,9313,null,1590,null,15704,null,1842,null,81403,null,4495,null,45098,null,3626,null,11124,null,1834,null,7838,null,1692,null,26136,null,2861,null,36305,null,2775,null,0400000US54,West Virginia,54
1467796,null,10918,null,1150134,null,10090,null,469953,null,6700,null,111083,null,4557,null,97835,null,3877,null,261035,null,5790,null,680181,null,8245,null,317662,null,7433,null,91512,null,4415,null,50723,null,3166,null,14638,null,2108,null,5332,null,1232,null,30753,null,2448,null,40789,null,3029,null,226150,null,5853,null,145517,null,4914,null,35314,null,2469,null,27075,null,2767,null,83128,null,3818,null,80633,null,3355,null,0400000US55,Wisconsin,55
135678,null,3475,null,109390,null,3767,null,42762,null,2689,null,10221,null,1723,null,10879,null,1685,null,21662,null,1738,null,66628,null,2910,null,26288,null,2381,null,8480,null,1340,null,5484,null,1148,null,1277,null,635,null,796,null,445,null,3411,null,935,null,2996,null,755,null,17808,null,2211,null,12100,null,1837,null,3255,null,947,null,2267,null,958,null,6578,null,1206,null,5708,null,1145,null,0400000US56,Wyoming,56
878424,null,9462,null,512928,null,7243,null,190678,null,5500,null,34617,null,2916,null,33965,null,2703,null,122096,null,4841,null,322250,null,5646,null,365496,null,7236,null,70751,null,3885,null,25412,null,2241,null,6364,null,1186,null,5335,null,1069,null,13713,null,1768,null,45339,null,2969,null,294745,null,6452,null,144743,null,5347,null,17488,null,1778,null,30408,null,2548,null,96847,null,4392,null,150002,null,4290,null,0400000US72,Puerto Rico,72
