B11003_001E,B11003_001EA,B11003_001M,B11003_001MA,B11003_002E,B11003_002EA,B11003_002M,B11003_002MA,B11003_003E,B11003_003EA,B11003_003M,B11003_003MA,B11003_004E,B11003_004EA,B11003_004M,B11003_004MA,B11003_005E,B11003_005EA,B11003_005M,B11003_005MA,B11003_006E,B11003_006EA,B11003_006M,B11003_006MA,B11003_007E,B11003_007EA,B11003_007M,B11003_007MA,B11003_008E,B11003_008EA,B11003_008M,B11003_008MA,B11003_009E,B11003_009EA,B11003_009M,B11003_009MA,B11003_010E,B11003_010EA,B11003_010M,B11003_010MA,B11003_011E,B11003_011EA,B11003_011M,B11003_011MA,B11003_012E,B11003_012EA,B11003_012M,B11003_012MA,B11003_013E,B11003_013EA,B11003_013M,B11003_013MA,B11003_014E,B11003_014EA,B11003_014M,B11003_014MA,B11003_015E,B11003_015EA,B11003_015M,B11003_015MA,B11003_016E,B11003_016EA,B11003_016M,B11003_016MA,B11003_017E,B11003_017EA,B11003_017M,B11003_017MA,B11003_018E,B11003_018EA,B11003_018M,B11003_018MA,B11003_019E,B11003_019EA,B11003_019M,B11003_019MA,B11003_020E,B11003_020EA,B11003_020M,B11003_020MA,GEO_ID,NAME,state
1216612,null,11381,null,886645,null,11111,null,351761,null,9633,null,77191,null,4627,null,69688,null,4037,null,204882,null,7522,null,534884,null,7473,null,329967,null,9064,null,71745,null,4438,null,31771,null,2534,null,7216,null,1372,null,4001,null,1146,null,20554,null,1952,null,39974,null,3163,null,258222,null,8180,null,146169,null,6082,null,31094,null,3090,null,24782,null,2798,null,90293,null,4961,null,112053,null,5054,null,0400000US01,Alabama,01
157273,null,3920,null,116181,null,3856,null,54225,null,3267,null,12241,null,1894,null,12728,null,1944,null,29256,null,2382,null,61956,null,2550,null,41092,null,3123,null,16013,null,1939,null,9768,null,1678,null,2413,null,887,null,2346,null,726,null,5009,null,1230,null,6245,null,1077,null,25079,null,2388,null,17555,null,2116,null,4144,null,869,null,3306,null,846,null,10105,null,1716,null,7524,null,1219,null,0400000US02,Alaska,02
1489192,null,13955,null,1107600,null,13347,null,458988,null,10333,null,102126,null,5427,null,110665,null,5490,null,246197,null,5962,null,648612,null,8816,null,381592,null,9543,null,116607,null,5998,null,61375,null,4324,null,16527,null,2695,null,9760,null,1863,null,35088,null,3137,null,55232,null,4121,null,264985,null,7433,null,161509,null,5765,null,28261,null,2928,null,35265,null,4024,null,97983,null,5011,null,103476,null,4879,null,0400000US04,Arizona,04
751956,null,8609,null,553088,null,9408,null,210304,null,6765,null,45925,null,3147,null,46546,null,3317,null,117833,null,5103,null,342784,null,7189,null,198868,null,5769,null,45516,null,3015,null,21804,null,2050,null,5060,null,1337,null,3006,null,1131,null,13738,null,1862,null,23712,null,2344,null,153352,null,5277,null,92136,null,4440,null,21826,null,2423,null,17904,null,2640,null,52406,null,3541,null,61216,null,3551,null,0400000US05,Arkansas,05
8265877,null,24391,null,5983545,null,26241,null,2895134,null,22086,null,639912,null,12786,null,678576,null,12294,null,1576646,null,17257,null,3088411,null,19538,null,2282332,null,21674,null,702907,null,16437,null,331657,null,10136,null,82761,null,5337,null,54167,null,4006,null,194729,null,7208,null,371250,null,12130,null,1579425,null,17002,null,890466,null,16203,null,153905,null,7501,null,163728,null,6962,null,572833,null,13709,null,688959,null,12461,null,0400000US06,California,06
1208994,null,12292,null,946659,null,10636,null,420669,null,8733,null,113832,null,5326,null,88260,null,4897,null,218577,null,6142,null,525990,null,8672,null,262335,null,7932,null,79301,null,4219,null,42791,null,3949,null,11584,null,2024,null,4975,null,1284,null,26232,null,2858,null,36510,null,2902,null,183034,null,6633,null,113790,null,5576,null,23613,null,2959,null,19511,null,2678,null,70666,null,4535,null,69244,null,4174,null,0400000US08,Colorado,08
888825,null,8063,null,668884,null,8268,null,294685,null,6596,null,66957,null,3519,null,58004,null,3780,null,169724,null,5286,null,374199,null,6145,null,219941,null,8097,null,53631,null,4167,null,23576,null,2441,null,8913,null,1902,null,2762,null,1087,null,11901,null,1562,null,30055,null,2956,null,166310,null,6918,null,95833,null,5596,null,16455,null,2199,null,16358,null,2516,null,63020,null,4869,null,70477,null,4054,null,0400000US09,Connecticut,09
222044,null,4500,null,162828,null,4147,null,62131,null,3402,null,14193,null,1623,null,12614,null,1640,null,35324,null,2478,null,100697,null,3062,null,59216,null,3527,null,15394,null,1910,null,7679,null,1549,null,2991,null,1137,null,803,null,431,null,3885,null,1140,null,7715,null,1355,null,43822,null,3072,null,24131,null,2602,null,4678,null,1075,null,3832,null,1154,null,15621,null,2278,null,19691,null,2052,null,0400000US10,Delaware,10
107365,null,3934,null,54439,null,3312,null,19474,null,2108,null,7022,null,1116,null,3515,null,933,null,8937,null,1608,null,34965,null,2559,null,52926,null,2812,null,9943,null,1492,null,4267,null,1156,null,1291,null,605,null,0,null,296,null,2976,null,939,null,5676,null,1165,null,42983,null,2824,null,22150,null,2150,null,3289,null,920,null,4851,null,1209,null,14010,null,1970,null,20833,null,1985,null,0400000US11,District of Columbia,11
4577227,null,27336,null,3372168,null,24601,null,1222740,null,17987,null,276770,null,9208,null,240819,null,8234,null,705151,null,13904,null,2149428,null,18466,null,1205059,null,20021,null,329361,null,11815,null,152094,null,7460,null,40823,null,3712,null,19850,null,3070,null,91421,null,5329,null,177267,null,8459,null,875698,null,14770,null,496436,null,10378,null,95391,null,4305,null,84566,null,5366,null,316479,null,8483,null,379262,null,9786,null,0400000US12,Florida,12
2364041,null,20337,null,1685437,null,18613,null,758820,null,12155,null,171204,null,7297,null,167623,null,7028,null,419993,null,9113,null,926617,null,12964,null,678604,null,11336,null,157946,null,8241,null,71515,null,5343,null,17349,null,2681,null,8730,null,2211,null,45436,null,4133,null,86431,null,5622,null,520658,null,9701,null,309884,null,9094,null,60668,null,4324,null,61946,null,5609,null,187270,null,7133,null,210774,null,7094,null,0400000US13,Georgia,13
303344,null,5137,null,224330,null,4831,null,90680,null,4038,null,23717,null,2377,null,17038,null,2094,null,49925,null,3226,null,133650,null,4526,null,79014,null,4326,null,25233,null,2379,null,9499,null,1705,null,2875,null,996,null,1447,null,731,null,5177,null,1186,null,15734,null,1819,null,53781,null,3727,null,23483,null,2438,null,4863,null,1313,null,3048,null,850,null,15572,null,2185,null,30298,null,2391,null,0400000US15,Hawaii,15
396253,null,6996,null,318498,null,6118,null,144293,null,4545,null,37279,null,3041,null,34378,null,2534,null,72636,null,3530,null,174205,null,4354,null,77755,null,5020,null,23442,null,2769,null,13849,null,1986,null,4188,null,1111,null,1451,null,578,null,8210,null,1805,null,9593,null,1603,null,54313,null,3430,null,36951,null,3201,null,7933,null,1399,null,8078,null,1586,null,20940,null,2195,null,17362,null,1787,null,0400000US16,Idaho,16
3138757,null,18424,null,2323793,null,17413,null,1048931,null,12992,null,240127,null,7649,null,227247,null,7548,null,581557,null,10341,null,1274862,null,13468,null,814964,null,13417,null,218343,null,8215,null,104546,null,5640,null,28777,null,2985,null,14406,null,2327,null,61363,null,4319,null,113797,null,5901,null,596621,null,10722,null,343202,null,9562,null,68173,null,4348,null,65837,null,3946,null,209192,null,8101,null,253419,null,7328,null,0400000US17,Illinois,17
1648431,null,15271,null,1250483,null,14648,null,520616,null,10450,null,114565,null,5323,null,113733,null,5178,null,292318,null,7204,null,729867,null,10653,null,397948,null,9517,null,106555,null,4985,null,59947,null,4297,null,16482,null,2232,null,8673,null,1748,null,34792,null,2987,null,46608,null,3463,null,291393,null,8713,null,188862,null,6781,null,39886,null,3202,null,35126,null,3437,null,113850,null,5495,null,102531,null,5029,null,0400000US18,Indiana,18
