C24010I_001E,C24010I_001EA,C24010I_001M,C24010I_001MA,C24010I_002E,C24010I_002EA,C24010I_002M,C24010I_002MA,C24010I_003E,C24010I_003EA,C24010I_003M,C24010I_003MA,C24010I_004E,C24010I_004EA,C24010I_004M,C24010I_004MA,C24010I_005E,C24010I_005EA,C24010I_005M,C24010I_005MA,C24010I_006E,C24010I_006EA,C24010I_006M,C24010I_006MA,C24010I_007E,C24010I_007EA,C24010I_007M,C24010I_007MA,C24010I_008E,C24010I_008EA,C24010I_008M,C24010I_008MA,C24010I_009E,C24010I_009EA,C24010I_009M,C24010I_009MA,C24010I_010E,C24010I_010EA,C24010I_010M,C24010I_010MA,C24010I_011E,C24010I_011EA,C24010I_011M,C24010I_011MA,C24010I_012E,C24010I_012EA,C24010I_012M,C24010I_012MA,C24010I_013E,C24010I_013EA,C24010I_013M,C24010I_013MA,C24010I_014E,C24010I_014EA,C24010I_014M,C24010I_014MA,C24010I_015E,C24010I_015EA,C24010I_015M,C24010I_015MA,GEO_ID,NAME,state
15413,null,1112,null,8720,null,908,null,2289,null,787,null,1565,null,804,null,1519,null,648,null,0,null,253,null,1578,null,1025,null,1769,null,762,null,6693,null,897,null,1945,null,712,null,1519,null,578,null,2065,null,663,null,0,null,253,null,0,null,253,null,1164,null,611,null,0400000US33,New Hampshire,33
703790,null,8639,null,400470,null,4835,null,64251,null,4374,null,89250,null,5731,null,60413,null,3432,null,1638,null,1071,null,77047,null,5893,null,107871,null,6106,null,303320,null,6687,null,72067,null,4772,null,82852,null,4806,null,100425,null,5501,null,291,null,261,null,1856,null,718,null,45829,null,3344,null,0400000US34,New Jersey,34
392860,null,6659,null,209368,null,3930,null,41012,null,3195,null,31968,null,3098,null,29381,null,3253,null,6425,null,1293,null,61442,null,4609,null,39140,null,3237,null,183492,null,5194,null,51604,null,2955,null,52963,null,3914,null,66187,null,4086,null,622,null,371,null,2161,null,886,null,9955,null,1653,null,0400000US35,New Mexico,35
1448941,null,12195,null,791030,null,8963,null,125394,null,6909,null,218083,null,9992,null,138780,null,7933,null,3195,null,1366,null,142846,null,8245,null,162732,null,8673,null,657911,null,9267,null,163514,null,7411,null,233085,null,8325,null,202681,null,7828,null,335,null,319,null,3506,null,1054,null,54790,null,4188,null,0400000US36,New York,36
294665,null,5296,null,203865,null,3368,null,18491,null,2797,null,30742,null,3620,null,13783,null,2369,null,15649,null,3339,null,84820,null,4478,null,40380,null,3664,null,90800,null,4135,null,17222,null,1870,null,28276,null,2858,null,21355,null,2602,null,1198,null,620,null,1431,null,763,null,21318,null,2486,null,0400000US37,North Carolina,37
6153,null,959,null,3331,null,819,null,537,null,386,null,811,null,474,null,227,null,212,null,248,null,265,null,851,null,431,null,657,null,383,null,2822,null,666,null,653,null,377,null,815,null,366,null,1275,null,626,null,0,null,208,null,0,null,208,null,79,null,141,null,0400000US38,North Dakota,38
123697,null,3473,null,73417,null,3044,null,14797,null,1992,null,16773,null,2073,null,8615,null,1723,null,2110,null,1135,null,11868,null,1901,null,19254,null,2591,null,50280,null,2219,null,13463,null,1285,null,13243,null,1552,null,14511,null,1959,null,481,null,416,null,199,null,189,null,8383,null,1752,null,0400000US39,Ohio,39
117862,null,3095,null,73791,null,2361,null,7635,null,1358,null,13273,null,2023,null,5411,null,1148,null,3525,null,1174,null,24883,null,2511,null,19064,null,2299,null,44071,null,2633,null,10235,null,1576,null,14372,null,1766,null,12891,null,1431,null,423,null,273,null,473,null,304,null,5677,null,1129,null,0400000US40,Oklahoma,40
184018,null,3694,null,115241,null,2802,null,13726,null,2240,null,25975,null,3480,null,13710,null,2203,null,14806,null,2534,null,23921,null,3059,null,23103,null,3161,null,68777,null,2759,null,14460,null,1993,null,23254,null,2306,null,19282,null,2019,null,3187,null,1040,null,333,null,270,null,8261,null,1528,null,0400000US41,Oregon,41
224875,null,5167,null,127652,null,3677,null,23751,null,2816,null,25776,null,3343,null,16914,null,2387,null,5609,null,2355,null,20593,null,2805,null,35009,null,2906,null,97223,null,3827,null,24227,null,2396,null,23851,null,1953,null,31523,null,2948,null,1001,null,610,null,754,null,399,null,15867,null,2256,null,0400000US42,Pennsylvania,42
44425,null,2733,null,24332,null,1965,null,2717,null,773,null,7142,null,2023,null,3184,null,1087,null,308,null,369,null,3581,null,1076,null,7400,null,1528,null,20093,null,1693,null,3884,null,795,null,4801,null,1028,null,6020,null,1193,null,238,null,290,null,225,null,282,null,4925,null,1326,null,0400000US44,Rhode Island,44
75537,null,2918,null,51487,null,2593,null,4653,null,1125,null,11009,null,2118,null,2637,null,842,null,1000,null,572,null,22630,null,2360,null,9558,null,1573,null,24050,null,2011,null,4421,null,921,null,9253,null,1523,null,5863,null,1164,null,101,null,137,null,527,null,406,null,3885,null,987,null,0400000US45,South Carolina,45
7826,null,1080,null,4509,null,754,null,940,null,696,null,295,null,292,null,1023,null,713,null,128,null,110,null,568,null,390,null,1555,null,723,null,3317,null,778,null,751,null,375,null,535,null,352,null,1157,null,641,null,0,null,223,null,83,null,148,null,791,null,424,null,0400000US46,South Dakota,46
99672,null,3109,null,68660,null,2126,null,6641,null,1488,null,13409,null,2243,null,4258,null,1225,null,3844,null,1402,null,24365,null,2739,null,16143,null,2572,null,31012,null,2087,null,6006,null,1166,null,10618,null,1670,null,7780,null,1067,null,367,null,315,null,218,null,180,null,6023,null,1267,null,0400000US47,Tennessee,47
3870999,null,20350,null,2312939,null,12626,null,337230,null,9816,null,382493,null,12085,null,336808,null,10513,null,31577,null,3216,null,712665,null,17008,null,512166,null,13523,null,1558060,null,15106,null,374251,null,8769,null,486380,null,10674,null,552022,null,11889,null,4504,null,1255,null,11766,null,2137,null,129137,null,5916,null,0400000US48,Texas,48
148949,null,3102,null,89472,null,2020,null,12540,null,1892,null,17850,null,2688,null,11984,null,1943,null,1253,null,631,null,24541,null,2911,null,21304,null,2612,null,59477,null,2563,null,11559,null,1515,null,17737,null,2213,null,19056,null,2074,null,234,null,243,null,339,null,288,null,10552,null,1783,null,0400000US49,Utah,49
4147,null,707,null,2197,null,694,null,644,null,328,null,173,null,190,null,593,null,472,null,243,null,284,null,348,null,250,null,196,null,197,null,1950,null,577,null,606,null,275,null,374,null,287,null,915,null,366,null,0,null,211,null,0,null,211,null,55,null,68,null,0400000US50,Vermont,50
261165,null,5602,null,154750,null,3722,null,31321,null,3261,null,28226,null,3478,null,13990,null,2119,null,2802,null,1038,null,60250,null,4514,null,18161,null,3216,null,106415,null,3695,null,28929,null,3106,null,39186,null,3506,null,30516,null,2530,null,419,null,319,null,1545,null,1034,null,5820,null,1218,null,0400000US51,Virginia,51
272688,null,4125,null,162428,null,3398,null,21153,null,2557,null,35721,null,3796,null,16222,null,2197,null,24126,null,2977,null,35722,null,4113,null,29484,null,2651,null,110260,null,2611,null,26238,null,2710,null,33081,null,2527,null,28234,null,2648,null,8707,null,1809,null,668,null,377,null,13332,null,1697,null,0400000US53,Washington,53
7095,null,1181,null,3189,null,704,null,1137,null,498,null,786,null,388,null,537,null,351,null,36,null,62,null,241,null,207,null,452,null,340,null,3906,null,908,null,1231,null,542,null,1256,null,537,null,1169,null,724,null,0,null,265,null,0,null,265,null,250,null,319,null,0400000US54,West Virginia,54
122729,null,3134,null,74810,null,1871,null,10172,null,1559,null,18023,null,2450,null,7017,null,1254,null,3351,null,965,null,9272,null,1558,null,26975,null,2540,null,47919,null,2239,null,9211,null,1438,null,12258,null,1538,null,13790,null,1598,null,1241,null,586,null,508,null,457,null,10911,null,1704,null,0400000US55,Wisconsin,55
18286,null,1684,null,10215,null,1286,null,1060,null,594,null,1055,null,462,null,1361,null,629,null,616,null,512,null,3698,null,969,null,2425,null,794,null,8071,null,1017,null,2059,null,783,null,2746,null,890,null,3154,null,908,null,0,null,261,null,0,null,261,null,112,null,141,null,0400000US56,Wyoming,56
1231092,null,14009,null,666630,null,8881,null,154149,null,5885,null,134150,null,5837,null,124476,null,5677,null,10385,null,1635,null,127799,null,4992,null,115671,null,5718,null,564462,null,9151,null,211262,null,6495,null,109561,null,4557,null,204236,null,6597,null,634,null,417,null,3163,null,1397,null,35606,null,3425,null,0400000US72,Puerto Rico,72
