C24010I_001E,C24010I_001EA,C24010I_001M,C24010I_001MA,C24010I_002E,C24010I_002EA,C24010I_002M,C24010I_002MA,C24010I_003E,C24010I_003EA,C24010I_003M,C24010I_003MA,C24010I_004E,C24010I_004EA,C24010I_004M,C24010I_004MA,C24010I_005E,C24010I_005EA,C24010I_005M,C24010I_005MA,C24010I_006E,C24010I_006EA,C24010I_006M,C24010I_006MA,C24010I_007E,C24010I_007EA,C24010I_007M,C24010I_007MA,C24010I_008E,C24010I_008EA,C24010I_008M,C24010I_008MA,C24010I_009E,C24010I_009EA,C24010I_009M,C24010I_009MA,C24010I_010E,C24010I_010EA,C24010I_010M,C24010I_010MA,C24010I_011E,C24010I_011EA,C24010I_011M,C24010I_011MA,C24010I_012E,C24010I_012EA,C24010I_012M,C24010I_012MA,C24010I_013E,C24010I_013EA,C24010I_013M,C24010I_013MA,C24010I_014E,C24010I_014EA,C24010I_014M,C24010I_014MA,C24010I_015E,C24010I_015EA,C24010I_015M,C24010I_015MA,GEO_ID,NAME,state
54367,null,2711,null,37560,null,2443,null,2541,null,835,null,6433,null,1502,null,1313,null,498,null,530,null,465,null,14762,null,2288,null,11981,null,2130,null,16807,null,1897,null,3058,null,890,null,4842,null,1174,null,2978,null,733,null,0,null,271,null,411,null,301,null,5518,null,1211,null,0400000US01,Alabama,01
18157,null,2116,null,10800,null,1797,null,2206,null,1040,null,1868,null,785,null,1619,null,836,null,0,null,240,null,1759,null,889,null,3348,null,1544,null,7357,null,910,null,1647,null,545,null,1704,null,618,null,3489,null,890,null,0,null,240,null,8,null,17,null,509,null,392,null,0400000US02,Alaska,02
817899,null,10562,null,488006,null,6926,null,63121,null,5323,null,115156,null,8200,null,74002,null,5245,null,7738,null,2037,null,146596,null,7752,null,81393,null,5538,null,329893,null,8148,null,76011,null,4708,null,106625,null,5982,null,117292,null,5463,null,2050,null,808,null,3409,null,849,null,24506,null,2851,null,0400000US04,Arizona,04
67030,null,2702,null,43863,null,1836,null,3598,null,1085,null,7907,null,1962,null,3440,null,1218,null,1333,null,644,null,11523,null,1494,null,16062,null,2298,null,23167,null,1818,null,3253,null,804,null,5854,null,1262,null,5128,null,1091,null,154,null,108,null,371,null,392,null,8407,null,1291,null,0400000US05,Arkansas,05
5796287,null,22860,null,3398220,null,17409,null,473811,null,11791,null,697643,null,14324,null,534619,null,14205,null,154317,null,9978,null,748765,null,15858,null,789065,null,14558,null,2398067,null,16200,null,531278,null,10736,null,700409,null,12882,null,829103,null,15126,null,52146,null,3841,null,15370,null,2578,null,269761,null,8962,null,0400000US06,California,06
443230,null,5968,null,262780,null,4041,null,38401,null,3256,null,55450,null,4802,null,35186,null,3103,null,5177,null,1448,null,82107,null,5894,null,46459,null,3946,null,180450,null,4418,null,40366,null,3012,null,64873,null,4472,null,57598,null,3802,null,1360,null,665,null,1827,null,759,null,14426,null,2436,null,0400000US08,Colorado,08
185720,null,4292,null,101182,null,2701,null,15770,null,1828,null,28073,null,3041,null,13664,null,1900,null,750,null,455,null,23513,null,2781,null,19412,null,2849,null,84538,null,3231,null,18583,null,1970,null,27710,null,2795,null,26157,null,2020,null,477,null,540,null,748,null,510,null,10863,null,1660,null,0400000US09,Connecticut,09
24857,null,1280,null,15975,null,740,null,1796,null,774,null,3380,null,986,null,1991,null,720,null,244,null,194,null,5238,null,1227,null,3326,null,827,null,8882,null,1153,null,1547,null,488,null,3376,null,974,null,2437,null,763,null,38,null,52,null,36,null,30,null,1448,null,526,null,0400000US10,Delaware,10
27808,null,1561,null,15779,null,933,null,4998,null,1290,null,5415,null,1394,null,1363,null,635,null,0,null,296,null,2965,null,942,null,1038,null,602,null,12029,null,1266,null,3513,null,859,null,6126,null,1043,null,2315,null,920,null,0,null,296,null,0,null,296,null,75,null,123,null,0400000US11,District of Columbia,11
1826996,null,15196,null,1036291,null,12665,null,217401,null,8654,null,185208,null,8462,null,193858,null,7748,null,34270,null,11125,null,248460,null,10131,null,157094,null,7370,null,790705,null,11184,null,218666,null,6917,null,207432,null,7474,null,303008,null,9620,null,6121,null,1442,null,5979,null,1451,null,49499,null,3674,null,0400000US12,Florida,12
349691,null,5618,null,243104,null,4261,null,27087,null,2827,null,43568,null,5026,null,15293,null,2319,null,7144,null,1724,null,96490,null,6440,null,53522,null,4675,null,106587,null,4666,null,22431,null,2650,null,35098,null,3353,null,29355,null,3023,null,1242,null,715,null,1250,null,675,null,17211,null,2445,null,0400000US13,Georgia,13
45323,null,2128,null,24170,null,1618,null,5655,null,1407,null,5575,null,1429,null,3040,null,898,null,336,null,416,null,7266,null,1906,null,2298,null,891,null,21153,null,1500,null,6413,null,1286,null,6317,null,1319,null,7551,null,1238,null,72,null,108,null,13,null,23,null,787,null,478,null,0400000US15,Hawaii,15
64908,null,2815,null,41179,null,1726,null,4536,null,1138,null,5082,null,1378,null,5468,null,1169,null,8357,null,1773,null,8547,null,1447,null,9189,null,1661,null,23729,null,2145,null,4407,null,946,null,7376,null,1101,null,7282,null,1573,null,1004,null,572,null,375,null,400,null,3285,null,1084,null,0400000US16,Idaho,16
904717,null,9696,null,550221,null,6168,null,71590,null,4592,null,124050,null,6796,null,75699,null,5521,null,3442,null,1270,null,95753,null,6461,null,179687,null,7446,null,354496,null,7390,null,71816,null,4182,null,85903,null,5257,null,121776,null,6415,null,1602,null,695,null,1600,null,804,null,71799,null,5431,null,0400000US17,Illinois,17
136554,null,3416,null,88602,null,2525,null,11338,null,1835,null,16416,null,2560,null,8005,null,1638,null,3354,null,1034,null,18219,null,2180,null,31270,null,2840,null,47952,null,2516,null,10417,null,1493,null,12802,null,1792,null,12899,null,1490,null,538,null,421,null,521,null,310,null,10775,null,1482,null,0400000US18,Indiana,18
54761,null,1971,null,34240,null,1561,null,5718,null,1203,null,6269,null,1270,null,3010,null,844,null,1482,null,542,null,6798,null,1230,null,10963,null,1225,null,20521,null,1664,null,4410,null,1001,null,6070,null,1193,null,4000,null,901,null,149,null,135,null,220,null,204,null,5672,null,909,null,0400000US19,Iowa,19
113525,null,2594,null,67990,null,2092,null,8352,null,1450,null,11582,null,1964,null,8133,null,1342,null,2046,null,782,null,18699,null,2250,null,19178,null,2808,null,45535,null,2282,null,9867,null,1352,null,13896,null,1850,null,13280,null,1826,null,203,null,145,null,279,null,193,null,8010,null,1420,null,0400000US20,Kansas,20
41073,null,2365,null,27568,null,1916,null,3419,null,921,null,6137,null,1297,null,2282,null,897,null,3831,null,1129,null,5194,null,1368,null,6705,null,1504,null,13505,null,1688,null,2573,null,773,null,4289,null,1143,null,3636,null,926,null,248,null,198,null,17,null,39,null,2742,null,880,null,0400000US21,Kentucky,21
66278,null,2770,null,40418,null,1815,null,6344,null,1120,null,6782,null,1303,null,4002,null,1079,null,620,null,510,null,16766,null,2199,null,5904,null,1302,null,25860,null,2162,null,6904,null,1227,null,7302,null,1395,null,8911,null,1371,null,260,null,301,null,818,null,490,null,1665,null,601,null,0400000US22,Louisiana,22
6386,null,1032,null,2403,null,623,null,398,null,383,null,375,null,365,null,454,null,354,null,0,null,228,null,491,null,332,null,685,null,325,null,3983,null,988,null,1000,null,558,null,954,null,575,null,1657,null,826,null,0,null,228,null,0,null,228,null,372,null,478,null,0400000US23,Maine,23
189879,null,3701,null,113329,null,2586,null,19547,null,1726,null,25491,null,2781,null,11566,null,1549,null,1440,null,1037,null,42318,null,2930,null,12967,null,2402,null,76550,null,2769,null,18183,null,1979,null,33342,null,2447,null,20180,null,2365,null,240,null,212,null,1391,null,613,null,3214,null,969,null,0400000US24,Maryland,24
241185,null,5925,null,127166,null,4189,null,24217,null,3112,null,33268,null,3280,null,19367,null,2532,null,618,null,610,null,16942,null,2541,null,32754,null,3346,null,114019,null,3528,null,28472,null,2397,null,39676,null,3163,null,31394,null,3105,null,0,null,281,null,310,null,301,null,14167,null,2196,null,0400000US25,Massachusetts,25
168008,null,4654,null,98833,null,3333,null,17966,null,2084,null,19631,null,2546,null,10324,null,1786,null,7439,null,2873,null,14410,null,2441,null,29063,null,2913,null,69175,null,3119,null,16250,null,1861,null,17975,null,2167,null,19106,null,1876,null,2918,null,1301,null,898,null,569,null,12028,null,1672,null,0400000US26,Michigan,26
94203,null,2614,null,57877,null,1825,null,8933,null,1402,null,13120,null,2163,null,7377,null,1477,null,2146,null,823,null,8105,null,1794,null,18196,null,2222,null,36326,null,1972,null,8836,null,1144,null,11275,null,1569,null,9276,null,1476,null,408,null,290,null,443,null,465,null,6088,null,1034,null,0400000US27,Minnesota,27
24026,null,2071,null,17245,null,2059,null,1508,null,603,null,2923,null,784,null,1306,null,606,null,414,null,263,null,7262,null,1743,null,3832,null,1207,null,6781,null,1117,null,1445,null,591,null,2867,null,825,null,1088,null,485,null,53,null,97,null,337,null,414,null,991,null,470,null,0400000US28,Mississippi,28
79014,null,2544,null,47751,null,1867,null,7078,null,1308,null,10495,null,1621,null,5599,null,1145,null,821,null,457,null,11992,null,1738,null,11766,null,1693,null,31263,null,1814,null,7671,null,1097,null,9120,null,1434,null,9228,null,1497,null,40,null,51,null,194,null,140,null,5010,null,1328,null,0400000US29,Missouri,29
9710,null,1242,null,4830,null,869,null,946,null,508,null,807,null,532,null,810,null,492,null,178,null,215,null,921,null,374,null,1168,null,475,null,4880,null,948,null,1570,null,739,null,1302,null,522,null,1845,null,729,null,0,null,235,null,0,null,235,null,163,null,157,null,0400000US30,Montana,30
62461,null,2198,null,39152,null,1473,null,4473,null,898,null,7601,null,1880,null,4262,null,1165,null,1533,null,624,null,7166,null,1305,null,14117,null,1719,null,23309,null,1755,null,4162,null,867,null,6752,null,1228,null,6150,null,1114,null,451,null,310,null,129,null,162,null,5665,null,1109,null,0400000US31,Nebraska,31
303600,null,4592,null,182199,null,3192,null,16721,null,2305,null,58053,null,4354,null,18669,null,2265,null,1338,null,706,null,55941,null,4081,null,31477,null,3054,null,121401,null,3666,null,19353,null,2588,null,51218,null,2823,null,38763,null,3046,null,379,null,461,null,1256,null,515,null,10432,null,1905,null,0400000US32,Nevada,32
