B07009_001E,B07009_001EA,B07009_001M,B07009_001MA,B07009_002E,B07009_002EA,B07009_002M,B07009_002MA,B07009_003E,B07009_003EA,B07009_003M,B07009_003MA,B07009_004E,B07009_004EA,B07009_004M,B07009_004MA,B07009_005E,B07009_005EA,B07009_005M,B07009_005MA,B07009_006E,B07009_006EA,B07009_006M,B07009_006MA,B07009_007E,B07009_007EA,B07009_007M,B07009_007MA,B07009_008E,B07009_008EA,B07009_008M,B07009_008MA,B07009_009E,B07009_009EA,B07009_009M,B07009_009MA,B07009_010E,B07009_010EA,B07009_010M,B07009_010MA,B07009_011E,B07009_011EA,B07009_011M,B07009_011MA,B07009_012E,B07009_012EA,B07009_012M,B07009_012MA,B07009_013E,B07009_013EA,B07009_013M,B07009_013MA,B07009_014E,B07009_014EA,B07009_014M,B07009_014MA,B07009_015E,B07009_015EA,B07009_015M,B07009_015MA,B07009_016E,B07009_016EA,B07009_016M,B07009_016MA,B07009_017E,B07009_017EA,B07009_017M,B07009_017MA,B07009_018E,B07009_018EA,B07009_018M,B07009_018MA,B07009_019E,B07009_019EA,B07009_019M,B07009_019MA,B07009_020E,B07009_020EA,B07009_020M,B07009_020MA,B07009_021E,B07009_021EA,B07009_021M,B07009_021MA,B07009_022E,B07009_022EA,B07009_022M,B07009_022MA,B07009_023E,B07009_023EA,B07009_023M,B07009_023MA,B07009_024E,B07009_024EA,B07009_024M,B07009_024MA,B07009_025E,B07009_025EA,B07009_025M,B07009_025MA,B07009_026E,B07009_026EA,B07009_026M,B07009_026MA,B07009_027E,B07009_027EA,B07009_027M,B07009_027MA,B07009_028E,B07009_028EA,B07009_028M,B07009_028MA,B07009_029E,B07009_029EA,B07009_029M,B07009_029MA,B07009_030E,B07009_030EA,B07009_030M,B07009_030MA,B07009_031E,B07009_031EA,B07009_031M,B07009_031MA,B07009_032E,B07009_032EA,B07009_032M,B07009_032MA,B07009_033E,B07009_033EA,B07009_033M,B07009_033MA,B07009_034E,B07009_034EA,B07009_034M,B07009_034MA,B07009_035E,B07009_035EA,B07009_035M,B07009_035MA,B07009_036E,B07009_036EA,B07009_036M,B07009_036MA,GEO_ID,NAME,state
3078499,null,6085,null,557535,null,12281,null,974088,null,14155,null,869806,null,12793,null,439587,null,10668,null,237483,null,8149,null,2693785,null,12000,null,479026,null,11278,null,855100,null,12058,null,760138,null,12153,null,386061,null,10813,null,213460,null,7767,null,224076,null,8871,null,47733,null,4139,null,70827,null,4743,null,66204,null,4442,null,27180,null,2987,null,12132,null,2151,null,82616,null,5816,null,18661,null,2588,null,28902,null,3564,null,20245,null,2613,null,11200,null,1884,null,3608,null,999,null,67820,null,5312,null,9301,null,1733,null,17399,null,2321,null,21353,null,3182,null,13193,null,1849,null,6574,null,1500,null,10202,null,2356,null,2814,null,1191,null,1860,null,809,null,1866,null,610,null,1953,null,756,null,1709,null,725,null,0400000US01,Alabama,01
424901,null,2418,null,35557,null,2702,null,112556,null,4942,null,160754,null,4996,null,74728,null,3787,null,41306,null,3165,null,344864,null,5850,null,28435,null,2084,null,92149,null,4450,null,128969,null,4830,null,61842,null,3118,null,33469,null,2878,null,45182,null,4246,null,3217,null,1040,null,13068,null,1919,null,20194,null,3309,null,6177,null,1193,null,2526,null,770,null,10832,null,2057,null,1517,null,612,null,2540,null,800,null,3795,null,1281,null,1873,null,846,null,1107,null,699,null,20993,null,3031,null,2190,null,1030,null,4224,null,1207,null,6599,null,1740,null,4039,null,1160,null,3941,null,1331,null,3030,null,903,null,198,null,216,null,575,null,416,null,1197,null,596,null,797,null,476,null,263,null,244,null,0400000US02,Alaska,02
4192547,null,3658,null,678105,null,15834,null,1048111,null,17265,null,1413998,null,15719,null,667004,null,13808,null,385329,null,9345,null,3484385,null,18076,null,559004,null,13612,null,857828,null,17824,null,1174980,null,13918,null,561012,null,13418,null,331561,null,8658,null,457721,null,15929,null,86414,null,8968,null,126341,null,7963,null,154006,null,8229,null,62280,null,4964,null,28680,null,2852,null,67709,null,5445,null,9720,null,1725,null,21678,null,3074,null,25752,null,3591,null,6103,null,1450,null,4456,null,1083,null,156941,null,9899,null,16709,null,3375,null,37362,null,4234,null,53456,null,4726,null,32434,null,3525,null,16980,null,2186,null,25791,null,3742,null,6258,null,1487,null,4902,null,1489,null,5804,null,1482,null,5175,null,1701,null,3652,null,996,null,0400000US04,Arizona,04
1872814,null,5105,null,336960,null,8571,null,663108,null,12614,null,520806,null,10082,null,234355,null,6694,null,117585,null,5217,null,1600464,null,11903,null,279287,null,7759,null,568378,null,11927,null,444823,null,10343,null,204759,null,6403,null,103217,null,4696,null,160351,null,8193,null,36370,null,3962,null,59988,null,4194,null,43026,null,3992,null,13895,null,2448,null,7072,null,1639,null,56219,null,4067,null,11775,null,1695,null,18440,null,2474,null,17005,null,2276,null,6917,null,1400,null,2082,null,707,null,51238,null,4332,null,8219,null,1751,null,15313,null,2522,null,15456,null,2334,null,7612,null,1910,null,4638,null,1176,null,4542,null,1117,null,1309,null,555,null,989,null,423,null,496,null,316,null,1172,null,696,null,576,null,436,null,0400000US05,Arkansas,05
23528476,null,7194,null,4651663,null,35393,null,4903309,null,38910,null,7011378,null,35045,null,4432116,null,30368,null,2530010,null,27807,null,20323652,null,40862,null,4011728,null,34140,null,4221142,null,35243,null,6064717,null,34836,null,3814368,null,32595,null,2211697,null,25704,null,2127381,null,32950,null,461559,null,15082,null,471001,null,17710,null,654656,null,18081,null,368374,null,12878,null,171791,null,7256,null,615418,null,15324,null,104740,null,6398,null,134077,null,6624,null,183633,null,8454,null,125309,null,7813,null,67659,null,4712,null,271283,null,11383,null,19633,null,2554,null,47647,null,4614,null,72446,null,5361,null,79949,null,6134,null,51608,null,3970,null,190742,null,12048,null,54003,null,6853,null,29442,null,3531,null,35926,null,3447,null,44116,null,5006,null,27255,null,3077,null,0400000US06,California,06
3263026,null,4054,null,363496,null,9407,null,746933,null,11920,null,991130,null,13315,null,748494,null,11142,null,412973,null,8742,null,2717482,null,14225,null,289697,null,8164,null,622639,null,11557,null,817155,null,13619,null,634718,null,11464,null,353273,null,8773,null,265476,null,10054,null,38882,null,4456,null,64113,null,5096,null,88010,null,5245,null,49897,null,4028,null,24574,null,2573,null,142648,null,6104,null,21449,null,4223,null,32981,null,3648,null,43704,null,3564,null,31359,null,3765,null,13155,null,1821,null,115217,null,6487,null,7322,null,1733,null,22727,null,2879,null,37354,null,3427,null,28754,null,2921,null,19060,null,2371,null,22203,null,3334,null,6146,null,1564,null,4473,null,1582,null,4907,null,1458,null,3766,null,1227,null,2911,null,1034,null,0400000US08,Colorado,08
2364317,null,2053,null,268553,null,7611,null,661750,null,13174,null,592104,null,11053,null,481976,null,10641,null,359934,null,7753,null,2112579,null,10310,null,231637,null,6937,null,591737,null,12099,null,535631,null,10751,null,428230,null,9854,null,325344,null,7532,null,153396,null,9361,null,24388,null,3594,null,47496,null,4598,null,36035,null,3568,null,30566,null,3203,null,14911,null,2292,null,42113,null,3775,null,6026,null,1622,null,13069,null,2163,null,9467,null,1720,null,8379,null,1759,null,5172,null,1210,null,41006,null,4319,null,3399,null,1188,null,6925,null,1772,null,8906,null,1937,null,11452,null,1949,null,10324,null,1916,null,15223,null,2611,null,3103,null,1332,null,2523,null,851,null,2065,null,925,null,3349,null,923,null,4183,null,1276,null,0400000US09,Connecticut,09
581811,null,1097,null,74353,null,4483,null,182263,null,5661,null,165217,null,5766,null,96864,null,5341,null,63114,null,3756,null,509963,null,5413,null,63550,null,4013,null,163082,null,5323,null,144789,null,5672,null,83420,null,5109,null,55122,null,3516,null,38846,null,4077,null,7737,null,1882,null,12236,null,1982,null,11117,null,1965,null,5271,null,1311,null,2485,null,880,null,3987,null,1003,null,748,null,349,null,1090,null,508,null,1302,null,609,null,264,null,191,null,583,null,395,null,26004,null,3551,null,1624,null,547,null,5116,null,1184,null,7704,null,1818,null,7061,null,1935,null,4499,null,1354,null,3011,null,1109,null,694,null,691,null,739,null,591,null,305,null,243,null,848,null,554,null,425,null,515,null,0400000US10,Delaware,10
403768,null,570,null,57450,null,5075,null,80069,null,4525,null,71490,null,4492,null,87093,null,4280,null,107666,null,4592,null,334914,null,4259,null,48486,null,4622,null,68336,null,4513,null,60463,null,4458,null,67038,null,3997,null,90591,null,4268,null,37063,null,3873,null,6400,null,1631,null,8007,null,1678,null,6132,null,1591,null,8640,null,1565,null,7884,null,1594,null,0,null,296,null,0,null,296,null,0,null,296,null,0,null,296,null,0,null,296,null,0,null,296,null,25762,null,3247,null,1839,null,647,null,3001,null,1080,null,4248,null,1103,null,8966,null,1923,null,7708,null,1512,null,6029,null,1632,null,725,null,593,null,725,null,618,null,647,null,512,null,2449,null,1062,null,1483,null,630,null,0400000US11,District of Columbia,11
12699412,null,7907,null,1876816,null,22939,null,3802995,null,33113,null,3741154,null,26704,null,2134466,null,23922,null,1143981,null,18078,null,10905033,null,30597,null,1563728,null,21638,null,3252118,null,30173,null,3218671,null,25990,null,1858779,null,23960,null,1011737,null,16253,null,1036392,null,21989,null,184315,null,9421,null,338003,null,14475,null,308439,null,11277,null,143309,null,6978,null,62326,null,4744,null,343993,null,13766,null,65537,null,4860,null,101377,null,6439,null,101337,null,7013,null,51663,null,5160,null,24079,null,2732,null,310495,null,11765,null,38698,null,4147,null,85312,null,6462,null,91286,null,5268,null,60787,null,4965,null,34412,null,2976,null,103499,null,9527,null,24538,null,4608,null,26185,null,4181,null,21421,null,2862,null,19928,null,3000,null,11427,null,2083,null,0400000US12,Florida,12
6191871,null,8738,null,996599,null,21624,null,1817100,null,24143,null,1675706,null,19763,null,1100034,null,16987,null,602432,null,11735,null,5293339,null,20226,null,835565,null,18019,null,1548244,null,20410,null,1419709,null,16459,null,961850,null,15504,null,527971,null,10401,null,440838,null,15438,null,80842,null,6022,null,146049,null,9312,null,125421,null,7045,null,59892,null,5031,null,28634,null,3512,null,272691,null,11618,null,58052,null,5433,null,81083,null,5978,null,72959,null,5742,null,40160,null,4384,null,20437,null,2708,null,154530,null,8029,null,18376,null,2791,null,35625,null,3441,null,50574,null,4809,null,30967,null,3308,null,18988,null,2713,null,30473,null,3267,null,3764,null,1105,null,6099,null,1708,null,7043,null,1573,null,7165,null,1599,null,6402,null,1468,null,0400000US13,Georgia,13
873046,null,2596,null,84846,null,4586,null,250825,null,8852,null,283202,null,8105,null,167681,null,6106,null,86492,null,4809,null,761616,null,6880,null,76234,null,4291,null,220348,null,8094,null,243591,null,8265,null,146493,null,5790,null,74950,null,4525,null,71086,null,5524,null,7339,null,1462,null,22614,null,3318,null,24106,null,3040,null,11337,null,1892,null,5690,null,1494,null,4287,null,1130,null,0,null,275,null,1325,null,598,null,1188,null,539,null,1410,null,746,null,364,null,245,null,26132,null,3435,null,783,null,400,null,4710,null,1481,null,10149,null,2074,null,5928,null,1299,null,4562,null,1085,null,9925,null,1897,null,490,null,363,null,1828,null,838,null,4168,null,1125,null,2513,null,879,null,926,null,549,null,0400000US15,Hawaii,15
959162,null,2120,null,116354,null,5539,null,266100,null,6607,null,346551,null,7577,null,159133,null,5837,null,71024,null,3668,null,810756,null,7880,null,95144,null,5466,null,224837,null,6175,null,293996,null,7192,null,135890,null,5470,null,60889,null,3197,null,82406,null,6213,null,10782,null,1890,null,24669,null,2759,null,30904,null,3940,null,11546,null,1712,null,4505,null,1081,null,27907,null,3471,null,3416,null,941,null,8782,null,1743,null,10094,null,1935,null,4199,null,1037,null,1416,null,602,null,32462,null,3833,null,4104,null,1277,null,7445,null,1705,null,10748,null,1789,null,6504,null,1448,null,3661,null,803,null,5631,null,1795,null,2908,null,1406,null,367,null,278,null,809,null,521,null,994,null,759,null,553,null,360,null,0400000US16,Idaho,16
8393247,null,9864,null,1185424,null,18811,null,2295552,null,25151,null,2404577,null,21430,null,1565010,null,17310,null,942684,null,15050,null,7448627,null,22296,null,1026388,null,18845,null,2047604,null,23455,null,2146477,null,22243,null,1387183,null,17071,null,840975,null,14671,null,600646,null,16733,null,110191,null,8030,null,167692,null,8930,null,170283,null,8596,null,100111,null,5487,null,52369,null,3834,null,181906,null,8508,null,29000,null,3215,null,50093,null,4680,null,49791,null,4095,null,34976,null,3353,null,18046,null,2175,null,122820,null,8052,null,12479,null,2551,null,23213,null,2949,null,30830,null,3565,null,32545,null,3324,null,23753,null,2618,null,39248,null,4517,null,7366,null,1875,null,6950,null,1776,null,7196,null,1621,null,10195,null,2255,null,7541,null,1665,null,0400000US17,Illinois,17
4177420,null,4657,null,574735,null,11672,null,1466600,null,16202,null,1179714,null,14721,null,617092,null,11060,null,339279,null,9696,null,3632790,null,16957,null,478826,null,11456,null,1293438,null,14896,null,1015374,null,14483,null,540474,null,10131,null,304678,null,9095,null,323587,null,12559,null,61537,null,4994,null,108026,null,6546,null,101811,null,4900,null,38385,null,3364,null,13828,null,1948,null,120527,null,5753,null,19720,null,2734,null,39066,null,3133,null,36113,null,3616,null,18078,null,2380,null,7550,null,1516,null,87113,null,5031,null,12056,null,2116,null,23531,null,2874,null,23786,null,2445,null,16752,null,2176,null,10988,null,1934,null,13403,null,2447,null,2596,null,1249,null,2539,null,872,null,2630,null,822,null,3403,null,971,null,2235,null,964,null,0400000US18,Indiana,18
1979224,null,3332,null,192889,null,6614,null,668417,null,9748,null,637678,null,9919,null,335245,null,7895,null,144995,null,5345,null,1735776,null,10279,null,162284,null,5898,null,596016,null,9728,null,556479,null,8985,null,294223,null,7802,null,126774,null,4839,null,148291,null,8001,null,18069,null,2227,null,46441,null,3311,null,52500,null,4199,null,23463,null,2296,null,7818,null,1383,null,50907,null,3865,null,7249,null,1545,null,16110,null,1938,null,15878,null,2002,null,8978,null,1492,null,2692,null,730,null,38612,null,4022,null,4280,null,1030,null,8937,null,1734,null,11562,null,1791,null,7558,null,1321,null,6275,null,1507,null,5638,null,1207,null,1007,null,569,null,913,null,469,null,1259,null,563,null,1023,null,446,null,1436,null,796,null,0400000US19,Iowa,19
1806450,null,3846,null,189506,null,6490,null,504656,null,9219,null,577333,null,9009,null,353290,null,6812,null,181665,null,6162,null,1560472,null,9978,null,159678,null,6088,null,434060,null,9745,null,497583,null,7581,null,310654,null,6853,null,158497,null,5386,null,141377,null,7364,null,18771,null,2525,null,42315,null,3560,null,45951,null,4310,null,24420,null,2708,null,9920,null,1514,null,44726,null,3779,null,5786,null,1357,null,14559,null,2284,null,13050,null,2134,null,7239,null,1544,null,4092,null,897,null,51001,null,4549,null,4565,null,1136,null,11778,null,2012,null,18747,null,2892,null,9011,null,1531,null,6900,null,1532,null,8874,null,2012,null,706,null,455,null,1944,null,849,null,2002,null,940,null,1966,null,806,null,2256,null,868,null,0400000US20,Kansas,20
2872922,null,5170,null,536690,null,11777,null,989402,null,11627,null,781542,null,11388,null,337111,null,7366,null,228177,null,6755,null,2515409,null,12213,null,465568,null,10058,null,870632,null,12079,null,677788,null,11854,null,297421,null,7377,null,204000,null,5856,null,200416,null,8418,null,41590,null,4068,null,69632,null,5174,null,59567,null,4581,null,19763,null,2206,null,9864,null,1928,null,88408,null,5987,null,19528,null,2706,null,28662,null,3407,null,26152,null,2761,null,8386,null,1502,null,5680,null,1387,null,57049,null,5353,null,8903,null,1882,null,15601,null,2510,null,15897,null,2401,null,9378,null,1530,null,7270,null,1579,null,11640,null,2299,null,1101,null,646,null,4875,null,1588,null,2138,null,712,null,2163,null,877,null,1363,null,583,null,0400000US21,Kentucky,21
