B07009_001E,B07009_001EA,B07009_001M,B07009_001MA,B07009_002E,B07009_002EA,B07009_002M,B07009_002MA,B07009_003E,B07009_003EA,B07009_003M,B07009_003MA,B07009_004E,B07009_004EA,B07009_004M,B07009_004MA,B07009_005E,B07009_005EA,B07009_005M,B07009_005MA,B07009_006E,B07009_006EA,B07009_006M,B07009_006MA,B07009_007E,B07009_007EA,B07009_007M,B07009_007MA,B07009_008E,B07009_008EA,B07009_008M,B07009_008MA,B07009_009E,B07009_009EA,B07009_009M,B07009_009MA,B07009_010E,B07009_010EA,B07009_010M,B07009_010MA,B07009_011E,B07009_011EA,B07009_011M,B07009_011MA,B07009_012E,B07009_012EA,B07009_012M,B07009_012MA,B07009_013E,B07009_013EA,B07009_013M,B07009_013MA,B07009_014E,B07009_014EA,B07009_014M,B07009_014MA,B07009_015E,B07009_015EA,B07009_015M,B07009_015MA,B07009_016E,B07009_016EA,B07009_016M,B07009_016MA,B07009_017E,B07009_017EA,B07009_017M,B07009_017MA,B07009_018E,B07009_018EA,B07009_018M,B07009_018MA,B07009_019E,B07009_019EA,B07009_019M,B07009_019MA,B07009_020E,B07009_020EA,B07009_020M,B07009_020MA,B07009_021E,B07009_021EA,B07009_021M,B07009_021MA,B07009_022E,B07009_022EA,B07009_022M,B07009_022MA,B07009_023E,B07009_023EA,B07009_023M,B07009_023MA,B07009_024E,B07009_024EA,B07009_024M,B07009_024MA,B07009_025E,B07009_025EA,B07009_025M,B07009_025MA,B07009_026E,B07009_026EA,B07009_026M,B07009_026MA,B07009_027E,B07009_027EA,B07009_027M,B07009_027MA,B07009_028E,B07009_028EA,B07009_028M,B07009_028MA,B07009_029E,B07009_029EA,B07009_029M,B07009_029MA,B07009_030E,B07009_030EA,B07009_030M,B07009_030MA,B07009_031E,B07009_031EA,B07009_031M,B07009_031MA,B07009_032E,B07009_032EA,B07009_032M,B07009_032MA,B07009_033E,B07009_033EA,B07009_033M,B07009_033MA,B07009_034E,B07009_034EA,B07009_034M,B07009_034MA,B07009_035E,B07009_035EA,B07009_035M,B07009_035MA,B07009_036E,B07009_036EA,B07009_036M,B07009_036MA,GEO_ID,NAME,state
2830500,null,5067,null,531559,null,10383,null,990785,null,12425,null,734306,null,12053,null,389972,null,9875,null,183878,null,7273,null,2475196,null,14331,null,461565,null,10448,null,874173,null,12507,null,634163,null,12936,null,341125,null,8797,null,164170,null,6819,null,203645,null,9373,null,41169,null,3820,null,68611,null,5041,null,58183,null,4378,null,26166,null,2798,null,9516,null,1621,null,80850,null,5543,null,17791,null,2159,null,29021,null,3077,null,19329,null,2299,null,11185,null,2290,null,3524,null,876,null,63033,null,6119,null,9564,null,2120,null,17529,null,3097,null,20639,null,3042,null,8930,null,1992,null,6371,null,1500,null,7776,null,1453,null,1470,null,729,null,1451,null,692,null,1992,null,806,null,2566,null,994,null,297,null,195,null,0400000US22,Louisiana,22
928594,null,1725,null,95454,null,4259,null,324960,null,7871,null,272662,null,6704,null,153102,null,6142,null,82416,null,4394,null,822231,null,6506,null,82274,null,3450,null,288796,null,7582,null,239685,null,6341,null,136819,null,5880,null,74657,null,4099,null,62485,null,4822,null,8687,null,2165,null,23308,null,2522,null,19408,null,2457,null,7689,null,1243,null,3393,null,896,null,22816,null,2805,null,2218,null,966,null,8091,null,1544,null,7365,null,1399,null,3294,null,900,null,1848,null,756,null,19539,null,2728,null,2213,null,679,null,4448,null,1367,null,5538,null,1136,null,5092,null,1450,null,2248,null,659,null,1523,null,586,null,62,null,85,null,317,null,205,null,666,null,420,null,208,null,156,null,270,null,251,null,0400000US23,Maine,23
3741795,null,3580,null,449261,null,10990,null,986866,null,13942,null,989226,null,14503,null,739285,null,12724,null,577157,null,11278,null,3307518,null,14038,null,388163,null,10568,null,876748,null,13079,null,873764,null,13588,null,653171,null,11402,null,515672,null,10274,null,218517,null,9492,null,36370,null,3654,null,60345,null,4461,null,64733,null,5111,null,33750,null,3451,null,23319,null,2456,null,96087,null,6087,null,12787,null,2182,null,27647,null,3164,null,24983,null,3185,null,20970,null,2904,null,9700,null,1672,null,90538,null,5270,null,7512,null,1630,null,16922,null,2607,null,19231,null,2551,null,24932,null,2994,null,21941,null,2430,null,29135,null,3845,null,4429,null,1282,null,5204,null,1410,null,6515,null,1677,null,6462,null,1601,null,6525,null,1738,null,0400000US24,Maryland,24
4397927,null,3221,null,496627,null,11141,null,1172132,null,14559,null,1053901,null,14680,null,956049,null,14644,null,719218,null,13453,null,3869792,null,15783,null,423586,null,11839,null,1042191,null,14403,null,938981,null,14209,null,837063,null,14157,null,627971,null,13000,null,305139,null,10133,null,49336,null,4280,null,85988,null,7145,null,72631,null,5098,null,57493,null,4868,null,39691,null,3873,null,105647,null,8156,null,11919,null,2178,null,26300,null,3963,null,20649,null,2258,null,27296,null,3247,null,19483,null,2616,null,80996,null,5419,null,5555,null,1247,null,11188,null,1890,null,16213,null,2218,null,24134,null,3339,null,23906,null,2854,null,36353,null,4879,null,6231,null,1591,null,6465,null,1913,null,5427,null,1564,null,10063,null,1990,null,8167,null,1537,null,0400000US25,Massachusetts,25
6627768,null,5124,null,788503,null,15523,null,2064234,null,18504,null,2134858,null,20221,null,1015678,null,13772,null,624495,null,10260,null,5847698,null,19167,null,664038,null,14319,null,1822280,null,17845,null,1884421,null,20073,null,910892,null,12511,null,566067,null,9488,null,495776,null,14572,null,82524,null,5910,null,163907,null,7728,null,164150,null,7567,null,55948,null,4438,null,29247,null,3050,null,187932,null,8082,null,27993,null,3345,null,57001,null,3840,null,61007,null,4206,null,27900,null,2570,null,14031,null,1902,null,70393,null,4655,null,8346,null,1744,null,15861,null,2099,null,20901,null,2262,null,14079,null,1696,null,11206,null,1752,null,25969,null,4198,null,5602,null,3315,null,5185,null,1091,null,4379,null,1065,null,6859,null,1504,null,3944,null,826,null,0400000US26,Michigan,26
3456013,null,3781,null,290765,null,7650,null,950861,null,11286,null,1125033,null,12464,null,744626,null,10513,null,344728,null,6766,null,3073635,null,10823,null,246693,null,7147,null,855259,null,11817,null,1001758,null,11947,null,661354,null,10712,null,308571,null,5975,null,209220,null,8160,null,27079,null,3304,null,55937,null,3930,null,70122,null,4960,null,40362,null,3295,null,15720,null,1878,null,106610,null,5458,null,10437,null,1391,null,27842,null,2664,null,36600,null,3037,null,23902,null,2377,null,7829,null,1565,null,52899,null,4226,null,4231,null,1405,null,9015,null,1569,null,13670,null,1776,null,15722,null,2082,null,10261,null,1612,null,13649,null,2147,null,2325,null,801,null,2808,null,1255,null,2883,null,778,null,3286,null,928,null,2347,null,942,null,0400000US27,Minnesota,27
1862456,null,7273,null,374441,null,10522,null,559994,null,11117,null,566970,null,13006,null,234364,null,8758,null,126687,null,5398,null,1631406,null,11492,null,322831,null,9718,null,495094,null,11541,null,494162,null,12193,null,206520,null,7750,null,112799,null,5118,null,132461,null,7835,null,32541,null,3275,null,38152,null,3428,null,43323,null,3912,null,12550,null,2169,null,5895,null,1525,null,53524,null,4293,null,12519,null,1892,null,13738,null,1804,null,15992,null,2318,null,7957,null,1520,null,3318,null,900,null,39637,null,4563,null,5846,null,1546,null,11935,null,2186,null,11535,null,2022,null,6175,null,1835,null,4146,null,1162,null,5428,null,1660,null,704,null,436,null,1075,null,494,null,1958,null,1043,null,1162,null,869,null,529,null,370,null,0400000US28,Mississippi,28
3915849,null,6310,null,529450,null,11440,null,1253360,null,15233,null,1153832,null,15576,null,621851,null,10947,null,357356,null,8626,null,3380642,null,12390,null,438707,null,10687,null,1082655,null,13938,null,994328,null,14828,null,545552,null,11421,null,319400,null,8932,null,299163,null,11046,null,54477,null,3957,null,101868,null,5751,null,91988,null,6334,null,33290,null,3105,null,17540,null,2149,null,140498,null,6467,null,24228,null,2412,null,44912,null,3682,null,40576,null,3581,null,21457,null,2346,null,9325,null,1589,null,84615,null,6082,null,10700,null,2156,null,21443,null,2393,null,24523,null,3167,null,19565,null,2717,null,8384,null,1483,null,10931,null,1796,null,1338,null,581,null,2482,null,805,null,2417,null,694,null,1987,null,674,null,2707,null,787,null,0400000US29,Missouri,29
648277,null,2676,null,58766,null,3769,null,200319,null,6237,null,213361,null,6823,null,121576,null,4732,null,54255,null,3815,null,561479,null,5845,null,52052,null,3414,null,175122,null,5748,null,179897,null,6006,null,107467,null,4566,null,46941,null,3403,null,43801,null,4403,null,3912,null,997,null,13893,null,2369,null,16840,null,2669,null,6541,null,1399,null,2615,null,781,null,16482,null,2164,null,1505,null,542,null,5625,null,1286,null,5776,null,1384,null,2327,null,655,null,1249,null,568,null,25033,null,3278,null,1200,null,595,null,5272,null,1346,null,10258,null,1912,null,5088,null,1192,null,3215,null,1070,null,1482,null,577,null,97,null,149,null,407,null,285,null,590,null,306,null,153,null,142,null,235,null,194,null,0400000US30,Montana,30
1151267,null,2670,null,113566,null,4825,null,340895,null,7115,null,384394,null,7438,null,213091,null,6523,null,99321,null,3755,null,1001601,null,7734,null,96396,null,4757,null,301390,null,6817,null,332813,null,7336,null,184270,null,6151,null,86732,null,3596,null,86850,null,5723,null,10785,null,1707,null,25435,null,2341,null,31152,null,3175,null,14347,null,2001,null,5131,null,1037,null,32984,null,3494,null,3017,null,801,null,7913,null,1327,null,12173,null,1904,null,7484,null,1488,null,2397,null,767,null,26037,null,2829,null,2771,null,1013,null,5510,null,1127,null,7367,null,1321,null,6074,null,1451,null,4315,null,1097,null,3795,null,1228,null,597,null,371,null,647,null,559,null,889,null,461,null,916,null,468,null,746,null,672,null,0400000US31,Nebraska,31
1710130,null,3891,null,281648,null,9664,null,486603,null,10307,null,568064,null,10274,null,254739,null,8488,null,119076,null,5024,null,1388897,null,13888,null,222156,null,10221,null,393845,null,10115,null,463632,null,10154,null,208177,null,8440,null,101087,null,4770,null,218603,null,10620,null,44421,null,4500,null,67993,null,5747,null,68585,null,4692,null,27651,null,3149,null,9953,null,1490,null,13949,null,3130,null,2197,null,965,null,4960,null,1454,null,4633,null,1792,null,1357,null,722,null,802,null,618,null,76671,null,7625,null,9506,null,2383,null,17586,null,2708,null,28430,null,4534,null,15160,null,2365,null,5989,null,1343,null,12010,null,2599,null,3368,null,1449,null,2219,null,907,null,2784,null,864,null,2394,null,911,null,1245,null,601,null,0400000US32,Nevada,32
903088,null,1899,null,82239,null,4583,null,262528,null,7554,null,257434,null,6952,null,192469,null,6299,null,108418,null,5039,null,803020,null,5489,null,71102,null,3967,null,230494,null,6766,null,229774,null,6842,null,172621,null,5518,null,99029,null,4727,null,54249,null,4296,null,7137,null,1635,null,18696,null,2837,null,15250,null,1994,null,9501,null,1590,null,3665,null,1229,null,17265,null,2729,null,1320,null,565,null,5535,null,1717,null,6017,null,1396,null,3071,null,922,null,1322,null,620,null,27000,null,3965,null,2680,null,1034,null,7613,null,1796,null,6288,null,1772,null,6677,null,1745,null,3742,null,902,null,1554,null,540,null,0,null,253,null,190,null,153,null,105,null,135,null,599,null,314,null,660,null,423,null,0400000US33,New Hampshire,33
5864395,null,2575,null,740588,null,13488,null,1727649,null,19727,null,1378534,null,14999,null,1266033,null,16352,null,751591,null,13036,null,5289736,null,14747,null,662098,null,12640,null,1569788,null,20340,null,1245104,null,14003,null,1137424,null,16361,null,675322,null,12905,null,308299,null,11410,null,49444,null,4157,null,96421,null,5972,null,73745,null,4789,null,58558,null,4483,null,30131,null,3370,null,130806,null,7119,null,15057,null,2257,null,34693,null,3395,null,31150,null,3381,null,32171,null,3417,null,17735,null,2401,null,95247,null,5858,null,6781,null,1654,null,19076,null,2730,null,23055,null,2715,null,25743,null,2762,null,20592,null,2478,null,40307,null,3780,null,7208,null,1729,null,7671,null,1590,null,5480,null,1590,null,12137,null,2222,null,7811,null,1698,null,0400000US34,New Jersey,34
