C23023_001E,C23023_001EA,C23023_001M,C23023_001MA,C23023_002E,C23023_002EA,C23023_002M,C23023_002MA,C23023_003E,C23023_003EA,C23023_003M,C23023_003MA,C23023_004E,C23023_004EA,C23023_004M,C23023_004MA,C23023_005E,C23023_005EA,C23023_005M,C23023_005MA,C23023_006E,C23023_006EA,C23023_006M,C23023_006MA,C23023_007E,C23023_007EA,C23023_007M,C23023_007MA,C23023_008E,C23023_008EA,C23023_008M,C23023_008MA,C23023_009E,C23023_009EA,C23023_009M,C23023_009MA,C23023_010E,C23023_010EA,C23023_010M,C23023_010MA,C23023_011E,C23023_011EA,C23023_011M,C23023_011MA,C23023_012E,C23023_012EA,C23023_012M,C23023_012MA,C23023_013E,C23023_013EA,C23023_013M,C23023_013MA,C23023_014E,C23023_014EA,C23023_014M,C23023_014MA,C23023_015E,C23023_015EA,C23023_015M,C23023_015MA,C23023_016E,C23023_016EA,C23023_016M,C23023_016MA,C23023_017E,C23023_017EA,C23023_017M,C23023_017MA,C23023_018E,C23023_018EA,C23023_018M,C23023_018MA,C23023_019E,C23023_019EA,C23023_019M,C23023_019MA,C23023_020E,C23023_020EA,C23023_020M,C23023_020MA,C23023_021E,C23023_021EA,C23023_021M,C23023_021MA,C23023_022E,C23023_022EA,C23023_022M,C23023_022MA,C23023_023E,C23023_023EA,C23023_023M,C23023_023MA,GEO_ID,NAME,state
3030934,null,4015,null,1487405,null,3785,null,216587,null,7324,null,94583,null,4916,null,58485,null,3553,null,36098,null,3341,null,122004,null,5317,null,1270818,null,7859,null,1098632,null,9412,null,800032,null,10870,null,298600,null,8159,null,172186,null,6929,null,1543529,null,3885,null,221284,null,7974,null,78537,null,5049,null,37615,null,3305,null,40922,null,3162,null,142747,null,6409,null,1322245,null,7568,null,1004920,null,9877,null,600969,null,8722,null,403951,null,9133,null,317325,null,7506,null,0400000US01,Alabama,01
478124,null,2379,null,251750,null,1916,null,32923,null,3027,null,21821,null,2641,null,11439,null,1977,null,10382,null,1594,null,11102,null,2011,null,218827,null,3557,null,199699,null,3599,null,116311,null,4014,null,83388,null,3950,null,19128,null,1892,null,226374,null,1574,null,24599,null,2408,null,13956,null,1800,null,6230,null,1326,null,7726,null,1465,null,10643,null,1560,null,201775,null,2742,null,168878,null,3121,null,88034,null,3408,null,80844,null,3254,null,32897,null,2316,null,0400000US02,Alaska,02
4109244,null,4244,null,2086423,null,3765,null,222302,null,8370,null,116213,null,6250,null,62020,null,4524,null,54193,null,4985,null,106089,null,5590,null,1864121,null,8580,null,1614328,null,11393,null,1164519,null,14113,null,449809,null,11276,null,249793,null,8598,null,2022821,null,3132,null,207130,null,6951,null,93583,null,5482,null,46709,null,3705,null,46874,null,4185,null,113547,null,5331,null,1815691,null,7696,null,1346486,null,11822,null,796690,null,12430,null,549796,null,11604,null,469205,null,10824,null,0400000US04,Arizona,04
1829088,null,3653,null,905293,null,3470,null,150657,null,6023,null,66124,null,4882,null,34030,null,3502,null,32094,null,3393,null,84533,null,4881,null,754636,null,6962,null,654157,null,8266,null,471312,null,8070,null,182845,null,6142,null,100479,null,5420,null,923795,null,3319,null,140082,null,5763,null,51165,null,3660,null,22988,null,2521,null,28177,null,2802,null,88917,null,4389,null,783713,null,6374,null,615476,null,6858,null,365478,null,6395,null,249998,null,8016,null,168237,null,6170,null,0400000US05,Arkansas,05
24381695,null,10659,null,12398666,null,7611,null,1041566,null,19407,null,478007,null,11479,null,252401,null,8866,null,225606,null,7378,null,563559,null,13991,null,11357100,null,20153,null,9651205,null,28720,null,6718738,null,34245,null,2932467,null,30752,null,1705895,null,20590,null,11983029,null,7303,null,988486,null,18670,null,390921,null,11596,null,174368,null,6675,null,216553,null,8160,null,597565,null,14284,null,10994543,null,20127,null,8006239,null,28660,null,4456397,null,26467,null,3549842,null,25770,null,2988304,null,27409,null,0400000US06,California,06
3352912,null,3943,null,1716469,null,3815,null,150517,null,6348,null,92752,null,4896,null,50261,null,4023,null,42491,null,3661,null,57765,null,3249,null,1565952,null,7241,null,1427475,null,9044,null,1020082,null,11102,null,407393,null,9492,null,138477,null,6404,null,1636443,null,3909,null,129462,null,4794,null,63528,null,3995,null,26633,null,2397,null,36895,null,3218,null,65934,null,4651,null,1506981,null,6624,null,1220129,null,9173,null,691146,null,11048,null,528983,null,11284,null,286852,null,7907,null,0400000US08,Colorado,08
2311028,null,3129,null,1144069,null,2551,null,98484,null,5168,null,49255,null,3393,null,26817,null,2603,null,22438,null,2685,null,49229,null,4231,null,1045585,null,5475,null,933217,null,6785,null,668174,null,8702,null,265043,null,6524,null,112368,null,5639,null,1166959,null,2229,null,95824,null,4364,null,42060,null,3181,null,19501,null,2103,null,22559,null,2555,null,53764,null,3799,null,1071135,null,4707,null,866751,null,7886,null,478810,null,7709,null,387941,null,6984,null,204384,null,7291,null,0400000US09,Connecticut,09
570585,null,1809,null,277801,null,1644,null,30147,null,3057,null,17070,null,2321,null,9060,null,1847,null,8010,null,1351,null,13077,null,1609,null,247654,null,3146,null,218714,null,3848,null,155505,null,3732,null,63209,null,2982,null,28940,null,2731,null,292784,null,1324,null,32232,null,2737,null,15618,null,1881,null,7895,null,1328,null,7723,null,1484,null,16614,null,1949,null,260552,null,3072,null,210055,null,3718,null,132711,null,4156,null,77344,null,3524,null,50497,null,3095,null,0400000US10,Delaware,10
422235,null,1060,null,201769,null,830,null,17924,null,2356,null,7006,null,1290,null,2951,null,995,null,4055,null,1019,null,10918,null,2216,null,183845,null,2442,null,156877,null,3873,null,111610,null,3355,null,45267,null,3861,null,26968,null,3183,null,220466,null,1003,null,20445,null,2455,null,8101,null,1442,null,4363,null,1153,null,3738,null,959,null,12344,null,2011,null,200021,null,2755,null,163603,null,3589,null,106228,null,3297,null,57375,null,3838,null,36418,null,3005,null,0400000US11,District of Columbia,11
11605453,null,9943,null,5781471,null,9069,null,599573,null,14540,null,270038,null,10805,null,139289,null,6658,null,130749,null,8129,null,329535,null,10075,null,5181898,null,18443,null,4423440,null,19119,null,3167754,null,22959,null,1255686,null,20586,null,758458,null,14857,null,5823982,null,6284,null,549529,null,11450,null,225821,null,6755,null,109217,null,5861,null,116604,null,4972,null,323708,null,8284,null,5274453,null,12387,null,4014066,null,19374,null,2486539,null,22014,null,1527527,null,18041,null,1260387,null,17831,null,0400000US12,Florida,12
