C08528_001E,C08528_001EA,C08528_001M,C08528_001MA,C08528_002E,C08528_002EA,C08528_002M,C08528_002MA,C08528_003E,C08528_003EA,C08528_003M,C08528_003MA,C08528_004E,C08528_004EA,C08528_004M,C08528_004MA,C08528_005E,C08528_005EA,C08528_005M,C08528_005MA,C08528_006E,C08528_006EA,C08528_006M,C08528_006MA,C08528_007E,C08528_007EA,C08528_007M,C08528_007MA,C08528_008E,C08528_008EA,C08528_008M,C08528_008MA,C08528_009E,C08528_009EA,C08528_009M,C08528_009MA,C08528_010E,C08528_010EA,C08528_010M,C08528_010MA,C08528_011E,C08528_011EA,C08528_011M,C08528_011MA,C08528_012E,C08528_012EA,C08528_012M,C08528_012MA,C08528_013E,C08528_013EA,C08528_013M,C08528_013MA,C08528_014E,C08528_014EA,C08528_014M,C08528_014MA,C08528_015E,C08528_015EA,C08528_015M,C08528_015MA,C08528_016E,C08528_016EA,C08528_016M,C08528_016MA,C08528_017E,C08528_017EA,C08528_017M,C08528_017MA,C08528_018E,C08528_018EA,C08528_018M,C08528_018MA,C08528_019E,C08528_019EA,C08528_019M,C08528_019MA,C08528_020E,C08528_020EA,C08528_020M,C08528_020MA,C08528_021E,C08528_021EA,C08528_021M,C08528_021MA,C08528_022E,C08528_022EA,C08528_022M,C08528_022MA,C08528_023E,C08528_023EA,C08528_023M,C08528_023MA,C08528_024E,C08528_024EA,C08528_024M,C08528_024MA,C08528_025E,C08528_025EA,C08528_025M,C08528_025MA,C08528_026E,C08528_026EA,C08528_026M,C08528_026MA,C08528_027E,C08528_027EA,C08528_027M,C08528_027MA,C08528_028E,C08528_028EA,C08528_028M,C08528_028MA,C08528_029E,C08528_029EA,C08528_029M,C08528_029MA,C08528_030E,C08528_030EA,C08528_030M,C08528_030MA,GEO_ID,NAME,state
2018956,null,15858,null,1553894,null,14861,null,344450,null,9687,null,118048,null,5744,null,2564,null,778,null,1677420,null,17355,null,1300765,null,16814,null,293611,null,8998,null,81519,null,4838,null,1525,null,649,null,236895,null,9426,null,186092,null,8688,null,37295,null,3351,null,13182,null,1774,null,326,null,223,null,10200,null,1839,null,7415,null,1680,null,2652,null,815,null,133,null,154,null,0,null,271,null,47342,null,4261,null,34614,null,3392,null,8612,null,2103,null,3873,null,890,null,243,null,245,null,47099,null,3439,null,25008,null,2744,null,2280,null,869,null,19341,null,2282,null,470,null,252,null,0400000US01,Alabama,01
346972,null,5192,null,224522,null,7350,null,99191,null,6194,null,22033,null,2238,null,1226,null,759,null,226782,null,5878,null,150485,null,5940,null,65003,null,4177,null,10831,null,1609,null,463,null,468,null,49545,null,3950,null,32699,null,3477,null,14286,null,1983,null,2465,null,947,null,95,null,112,null,5959,null,1351,null,5049,null,1348,null,866,null,407,null,44,null,59,null,0,null,271,null,44488,null,2750,null,27264,null,2477,null,14955,null,1806,null,2143,null,706,null,126,null,147,null,20198,null,3521,null,9025,null,1562,null,4081,null,2628,null,6550,null,1334,null,542,null,554,null,0400000US02,Alaska,02
2873827,null,16529,null,2256326,null,20050,null,441841,null,13331,null,170412,null,8052,null,5248,null,1611,null,2165002,null,20637,null,1722213,null,21272,null,344993,null,11296,null,94561,null,5881,null,3235,null,1092,null,377077,null,13363,null,297428,null,10866,null,58367,null,4243,null,20592,null,3424,null,690,null,562,null,66779,null,5663,null,55540,null,5770,null,9090,null,1696,null,1960,null,737,null,189,null,235,null,123947,null,7401,null,94755,null,6935,null,22483,null,2561,null,6427,null,1345,null,282,null,284,null,141022,null,6203,null,86390,null,5797,null,6908,null,1569,null,46872,null,3733,null,852,null,432,null,0400000US04,Arizona,04
1258196,null,11855,null,973044,null,12758,null,197135,null,6697,null,85154,null,5780,null,2863,null,922,null,1007134,null,12588,null,787395,null,11865,null,163273,null,6057,null,54749,null,4753,null,1717,null,777,null,160012,null,7223,null,125449,null,6995,null,24633,null,2309,null,9634,null,1985,null,296,null,245,null,5539,null,1494,null,4427,null,1381,null,834,null,437,null,278,null,296,null,0,null,271,null,44283,null,3512,null,33320,null,3389,null,5818,null,1218,null,4713,null,1348,null,432,null,379,null,41228,null,3842,null,22453,null,2558,null,2577,null,792,null,15780,null,2308,null,418,null,250,null,0400000US05,Arkansas,05
16811097,null,46380,null,12818178,null,51271,null,2546177,null,24261,null,1415107,null,20303,null,31635,null,3219,null,12228747,null,47546,null,9469800,null,44505,null,1920111,null,24969,null,821509,null,15943,null,17327,null,2571,null,2009386,null,26836,null,1568805,null,25648,null,282927,null,9513,null,151806,null,6937,null,5848,null,1256,null,884770,null,18628,null,718917,null,16253,null,121625,null,6622,null,43515,null,5078,null,713,null,613,null,882937,null,19062,null,661118,null,18197,null,144563,null,7597,null,74825,null,5456,null,2431,null,817,null,805257,null,18388,null,399538,null,12322,null,76951,null,5911,null,323452,null,10080,null,5316,null,1157,null,0400000US06,California,06
2540846,null,14808,null,1991683,null,16701,null,365498,null,8896,null,179640,null,7206,null,4025,null,1049,null,1874591,null,14975,null,1496126,null,15347,null,281629,null,8401,null,94791,null,5291,null,2045,null,861,null,285782,null,11489,null,228926,null,10379,null,38635,null,3520,null,17759,null,2602,null,462,null,281,null,87436,null,5960,null,71472,null,5437,null,12754,null,1776,null,3143,null,1014,null,67,null,94,null,131466,null,6170,null,94800,null,4919,null,25191,null,2480,null,11419,null,2224,null,56,null,61,null,161571,null,5613,null,100359,null,4801,null,7289,null,1319,null,52528,null,3939,null,1395,null,596,null,0400000US08,Colorado,08
1735519,null,14783,null,1390463,null,13940,null,234317,null,9372,null,107685,null,4652,null,3054,null,1076,null,1381582,null,13655,null,1111559,null,12126,null,199884,null,8517,null,68748,null,4059,null,1391,null,594,null,154966,null,7185,null,127740,null,6793,null,18485,null,2547,null,8416,null,1428,null,325,null,430,null,56238,null,4431,null,50673,null,4254,null,3651,null,1071,null,1914,null,872,null,0,null,271,null,71832,null,4916,null,58611,null,4440,null,8815,null,1572,null,3704,null,806,null,702,null,651,null,70901,null,4363,null,41880,null,3500,null,3482,null,742,null,24903,null,2558,null,636,null,458,null,0400000US09,Connecticut,09
425838,null,7387,null,347563,null,7883,null,62108,null,5046,null,15811,null,2131,null,356,null,251,null,338563,null,7670,null,279134,null,7573,null,50158,null,4155,null,9094,null,1607,null,177,null,171,null,44360,null,3589,null,35964,null,3169,null,6470,null,1641,null,1926,null,647,null,0,null,271,null,13946,null,2352,null,12397,null,2283,null,1495,null,689,null,54,null,89,null,0,null,271,null,16452,null,2123,null,12065,null,1676,null,3230,null,1364,null,1036,null,508,null,121,null,145,null,12517,null,1613,null,8003,null,1242,null,755,null,354,null,3701,null,916,null,58,null,79,null,0400000US10,Delaware,10
756816,null,11962,null,454460,null,9687,null,273184,null,8863,null,28700,null,2721,null,472,null,407,null,339323,null,9050,null,205391,null,7130,null,120844,null,4995,null,12952,null,1753,null,136,null,174,null,79993,null,5083,null,42756,null,3919,null,34109,null,2881,null,3039,null,851,null,89,null,158,null,268924,null,8956,null,161944,null,7095,null,101890,null,6450,null,5048,null,1102,null,42,null,71,null,54492,null,3858,null,36597,null,3362,null,14994,null,2288,null,2696,null,865,null,205,null,329,null,14084,null,1723,null,7772,null,1263,null,1347,null,412,null,4965,null,1041,null,0,null,271,null,0400000US11,District of Columbia,11
8222779,null,29739,null,6602974,null,33873,null,1120724,null,16513,null,487407,null,13400,null,11674,null,2118,null,6540791,null,33870,null,5289180,null,32166,null,951152,null,15224,null,295340,null,10317,null,5119,null,1125,null,847880,null,17144,null,693953,null,14060,null,106269,null,5375,null,45915,null,5047,null,1743,null,816,null,160373,null,11929,null,133730,null,11911,null,15489,null,1859,null,11154,null,2176,null,0,null,271,null,303190,null,12347,null,248453,null,10339,null,31800,null,4410,null,21190,null,2946,null,1747,null,651,null,370545,null,10598,null,237658,null,9509,null,16014,null,2643,null,113808,null,6918,null,3065,null,1061,null,0400000US12,Florida,12
