B19001I_001E,B19001I_001EA,B19001I_001M,B19001I_001MA,B19001I_002E,B19001I_002EA,B19001I_002M,B19001I_002MA,B19001I_003E,B19001I_003EA,B19001I_003M,B19001I_003MA,B19001I_004E,B19001I_004EA,B19001I_004M,B19001I_004MA,B19001I_005E,B19001I_005EA,B19001I_005M,B19001I_005MA,B19001I_006E,B19001I_006EA,B19001I_006M,B19001I_006MA,B19001I_007E,B19001I_007EA,B19001I_007M,B19001I_007MA,B19001I_008E,B19001I_008EA,B19001I_008M,B19001I_008MA,B19001I_009E,B19001I_009EA,B19001I_009M,B19001I_009MA,B19001I_010E,B19001I_010EA,B19001I_010M,B19001I_010MA,B19001I_011E,B19001I_011EA,B19001I_011M,B19001I_011MA,B19001I_012E,B19001I_012EA,B19001I_012M,B19001I_012MA,B19001I_013E,B19001I_013EA,B19001I_013M,B19001I_013MA,B19001I_014E,B19001I_014EA,B19001I_014M,B19001I_014MA,B19001I_015E,B19001I_015EA,B19001I_015M,B19001I_015MA,B19001I_016E,B19001I_016EA,B19001I_016M,B19001I_016MA,B19001I_017E,B19001I_017EA,B19001I_017M,B19001I_017MA,GEO_ID,NAME,state
33075,null,1934,null,2934,null,956,null,2166,null,878,null,4574,null,1347,null,2358,null,662,null,2355,null,1040,null,2321,null,957,null,2486,null,741,null,1795,null,701,null,1868,null,791,null,2562,null,713,null,1795,null,604,null,2955,null,788,null,1688,null,775,null,514,null,296,null,591,null,372,null,113,null,143,null,0400000US01,Alabama,01
10340,null,1595,null,451,null,447,null,265,null,188,null,299,null,366,null,375,null,295,null,483,null,437,null,448,null,392,null,272,null,247,null,849,null,741,null,1024,null,577,null,1136,null,596,null,1947,null,856,null,1097,null,434,null,510,null,269,null,450,null,363,null,444,null,389,null,290,null,206,null,0400000US02,Alaska,02
487626,null,7502,null,41464,null,3196,null,32710,null,3205,null,30693,null,3081,null,36946,null,3472,null,35564,null,3370,null,35081,null,3501,null,31491,null,3333,null,25474,null,2758,null,27223,null,2775,null,40773,null,3748,null,48952,null,3478,null,50663,null,3709,null,24190,null,2882,null,12002,null,2151,null,9759,null,1496,null,4641,null,966,null,0400000US04,Arizona,04
39466,null,2384,null,4086,null,1230,null,2736,null,1131,null,4635,null,1206,null,4948,null,1302,null,2639,null,895,null,2595,null,844,null,3136,null,791,null,3966,null,1029,null,1951,null,678,null,2462,null,751,null,2160,null,697,null,2545,null,806,null,676,null,430,null,525,null,413,null,296,null,229,null,110,null,116,null,0400000US05,Arkansas,05
3260557,null,14714,null,181568,null,6452,null,186106,null,7557,null,198834,null,7771,null,223925,null,7433,null,199546,null,7515,null,203120,null,9138,null,181262,null,7424,null,183578,null,6418,null,164797,null,7052,null,292417,null,8556,null,359412,null,9408,null,378823,null,9806,null,224041,null,6844,null,115542,null,6107,null,104315,null,4981,null,63271,null,4427,null,0400000US06,California,06
283980,null,4760,null,24928,null,2926,null,25577,null,2801,null,19166,null,2554,null,22672,null,2490,null,19455,null,2260,null,19249,null,2148,null,17847,null,2125,null,15707,null,2013,null,13275,null,1822,null,24077,null,2449,null,26952,null,2862,null,27190,null,2890,null,14707,null,2267,null,5659,null,1420,null,5015,null,1169,null,2504,null,818,null,0400000US08,Colorado,08
127048,null,3706,null,18276,null,2141,null,9989,null,1683,null,7990,null,1583,null,7706,null,1653,null,6257,null,1402,null,7494,null,1524,null,6904,null,1494,null,5289,null,1262,null,5760,null,1304,null,9992,null,1451,null,11185,null,1826,null,13783,null,2324,null,5994,null,1294,null,3628,null,948,null,2780,null,863,null,4021,null,1037,null,0400000US09,Connecticut,09
15705,null,1292,null,832,null,410,null,917,null,638,null,920,null,556,null,899,null,511,null,1497,null,851,null,1305,null,624,null,803,null,522,null,1022,null,535,null,841,null,511,null,1086,null,515,null,1887,null,714,null,1550,null,579,null,1341,null,549,null,457,null,339,null,164,null,162,null,184,null,163,null,0400000US10,Delaware,10
18671,null,1407,null,1931,null,807,null,1190,null,729,null,806,null,379,null,1347,null,689,null,731,null,528,null,1043,null,696,null,1275,null,600,null,1474,null,801,null,441,null,354,null,1997,null,720,null,1595,null,670,null,1632,null,827,null,685,null,414,null,837,null,582,null,618,null,429,null,1069,null,518,null,0400000US11,District of Columbia,11
1207966,null,11670,null,106155,null,4793,null,80696,null,5032,null,81954,null,4664,null,83411,null,4549,null,79776,null,5220,null,77697,null,4980,null,69410,null,4906,null,69098,null,4149,null,56338,null,4207,null,107696,null,5266,null,119094,null,5139,null,119396,null,5283,null,65148,null,4005,null,33320,null,2844,null,29758,null,2718,null,29019,null,2638,null,0400000US12,Florida,12
