B12504_001E,B12504_001EA,B12504_001M,B12504_001MA,B12504_002E,B12504_002EA,B12504_002M,B12504_002MA,B12504_003E,B12504_003EA,B12504_003M,B12504_003MA,B12504_004E,B12504_004EA,B12504_004M,B12504_004MA,B12504_005E,B12504_005EA,B12504_005M,B12504_005MA,B12504_006E,B12504_006EA,B12504_006M,B12504_006MA,B12504_007E,B12504_007EA,B12504_007M,B12504_007MA,B12504_008E,B12504_008EA,B12504_008M,B12504_008MA,B12504_009E,B12504_009EA,B12504_009M,B12504_009MA,GEO_ID,NAME,state
18.2,null,0.3,null,18.1,null,0.4,null,18.7,null,0.3,null,10.6,null,1.2,null,11.9,null,1.0,null,18.3,null,0.3,null,18.9,null,0.3,null,11.3,null,2.4,null,12.1,null,1.0,null,0400000US01,Alabama,01
15.6,null,0.6,null,15.6,null,0.7,null,16.0,null,0.7,null,11.8,null,5.1,null,14.1,null,4.3,null,15.7,null,0.6,null,16.2,null,0.7,null,11.0,null,3.5,null,13.3,null,2.2,null,0400000US02,Alaska,02
18.1,null,0.3,null,18.0,null,0.4,null,18.7,null,0.4,null,10.8,null,0.9,null,11.6,null,1.4,null,18.2,null,0.3,null,18.8,null,0.3,null,11.4,null,1.5,null,13.0,null,1.4,null,0400000US04,Arizona,04
18.4,null,0.4,null,18.5,null,0.4,null,19.3,null,0.4,null,8.6,null,1.8,null,11.0,null,1.2,null,18.3,null,0.5,null,19.4,null,0.5,null,10.5,null,2.1,null,10.7,null,1.2,null,0400000US05,Arkansas,05
17.0,null,0.1,null,16.8,null,0.2,null,17.4,null,0.1,null,11.8,null,0.5,null,15.3,null,0.6,null,17.2,null,0.1,null,17.6,null,0.2,null,12.6,null,0.5,null,15.8,null,0.5,null,0400000US06,California,06
16.5,null,0.3,null,16.3,null,0.3,null,16.9,null,0.4,null,10.7,null,1.3,null,10.8,null,1.9,null,16.7,null,0.3,null,17.2,null,0.3,null,10.0,null,1.1,null,12.7,null,1.4,null,0400000US08,Colorado,08
19.3,null,0.4,null,19.0,null,0.4,null,19.4,null,0.4,null,13.4,null,1.8,null,13.5,null,2.8,null,19.5,null,0.3,null,19.8,null,0.4,null,16.8,null,3.2,null,15.0,null,1.5,null,0400000US09,Connecticut,09
18.7,null,0.5,null,18.8,null,0.6,null,19.4,null,0.8,null,15.6,null,9.2,null,12.5,null,5.1,null,18.6,null,0.6,null,19.0,null,0.7,null,10.5,null,6.9,null,12.3,null,4.8,null,0400000US10,Delaware,10
13.9,null,1.3,null,13.9,null,1.4,null,14.1,null,1.6,null,13.4,null,3.4,null,12.8,null,6.9,null,14.0,null,1.5,null,14.0,null,1.6,null,12.0,null,7.0,null,17.3,null,5.6,null,0400000US11,District of Columbia,11
19.0,null,0.2,null,19.1,null,0.3,null,19.7,null,0.2,null,12.8,null,1.1,null,13.9,null,0.9,null,18.9,null,0.3,null,19.7,null,0.3,null,12.7,null,0.9,null,13.2,null,0.8,null,0400000US12,Florida,12
16.2,null,0.2,null,16.0,null,0.3,null,16.7,null,0.3,null,10.0,null,1.0,null,12.0,null,1.0,null,16.4,null,0.3,null,17.0,null,0.2,null,10.6,null,1.1,null,13.1,null,0.7,null,0400000US13,Georgia,13
18.3,null,0.6,null,18.0,null,0.7,null,18.5,null,0.7,null,11.8,null,4.0,null,14.4,null,3.4,null,18.5,null,0.6,null,19.2,null,0.7,null,9.8,null,2.8,null,18.3,null,2.2,null,0400000US15,Hawaii,15
17.6,null,0.6,null,17.4,null,0.6,null,17.7,null,0.6,null,14.0,null,6.4,null,13.4,null,3.0,null,17.7,null,0.6,null,18.1,null,0.5,null,12.7,null,6.4,null,11.1,null,2.7,null,0400000US16,Idaho,16
18.7,null,0.2,null,18.5,null,0.2,null,19.0,null,0.2,null,12.9,null,0.9,null,15.2,null,0.9,null,18.9,null,0.2,null,19.3,null,0.3,null,14.2,null,1.7,null,15.2,null,1.4,null,0400000US17,Illinois,17
18.8,null,0.3,null,18.5,null,0.3,null,19.0,null,0.3,null,11.3,null,1.3,null,10.7,null,1.3,null,19.1,null,0.3,null,19.6,null,0.4,null,14.7,null,3.0,null,11.6,null,1.2,null,0400000US18,Indiana,18
20.8,null,0.3,null,20.9,null,0.3,null,21.2,null,0.4,null,17.2,null,4.1,null,12.4,null,1.7,null,20.8,null,0.3,null,21.0,null,0.3,null,23.0,null,4.0,null,12.9,null,1.1,null,0400000US19,Iowa,19
18.6,null,0.4,null,18.5,null,0.4,null,18.8,null,0.4,null,15.0,null,3.7,null,10.8,null,1.1,null,18.8,null,0.5,null,19.1,null,0.4,null,18.8,null,4.2,null,11.3,null,1.1,null,0400000US20,Kansas,20
18.8,null,0.3,null,18.8,null,0.4,null,19.3,null,0.4,null,11.7,null,1.1,null,12.9,null,1.6,null,18.8,null,0.3,null,19.5,null,0.4,null,13.8,null,1.6,null,11.6,null,0.9,null,0400000US21,Kentucky,21
18.3,null,0.3,null,18.4,null,0.4,null,19.0,null,0.4,null,13.0,null,1.5,null,11.6,null,1.1,null,18.2,null,0.4,null,19.2,null,0.4,null,10.1,null,1.9,null,12.1,null,0.9,null,0400000US22,Louisiana,22
20.7,null,0.5,null,20.9,null,0.5,null,21.0,null,0.5,null,20.5,null,6.6,null,16.4,null,5.2,null,20.6,null,0.5,null,20.8,null,0.5,null,14.3,null,6.0,null,14.6,null,4.4,null,0400000US23,Maine,23
18.0,null,0.3,null,17.8,null,0.3,null,18.5,null,0.4,null,10.5,null,1.4,null,13.8,null,0.9,null,18.1,null,0.3,null,18.6,null,0.4,null,10.6,null,1.5,null,15.6,null,1.9,null,0400000US24,Maryland,24
19.4,null,0.3,null,19.2,null,0.3,null,19.6,null,0.3,null,13.7,null,1.3,null,13.8,null,1.8,null,19.6,null,0.3,null,19.9,null,0.3,null,15.6,null,1.4,null,18.0,null,0.8,null,0400000US25,Massachusetts,25
19.7,null,0.2,null,19.6,null,0.2,null,20.1,null,0.2,null,13.4,null,1.7,null,11.5,null,1.2,null,19.7,null,0.2,null,20.1,null,0.3,null,13.1,null,1.5,null,13.7,null,1.5,null,0400000US26,Michigan,26
19.8,null,0.3,null,19.7,null,0.3,null,19.9,null,0.3,null,16.4,null,2.2,null,12.9,null,2.0,null,19.8,null,0.3,null,20.1,null,0.2,null,14.5,null,2.3,null,12.2,null,2.6,null,0400000US27,Minnesota,27
18.0,null,0.5,null,17.6,null,0.5,null,18.4,null,0.7,null,11.0,null,1.6,null,13.1,null,2.8,null,18.5,null,0.6,null,19.3,null,0.7,null,14.0,null,4.0,null,13.8,null,1.9,null,0400000US28,Mississippi,28
18.7,null,0.2,null,18.6,null,0.3,null,19.1,null,0.3,null,13.2,null,1.0,null,11.9,null,1.3,null,18.8,null,0.3,null,19.3,null,0.3,null,13.6,null,3.1,null,11.9,null,1.0,null,0400000US29,Missouri,29
20.8,null,0.5,null,20.9,null,0.7,null,21.4,null,0.8,null,12.7,null,6.5,null,14.3,null,3.8,null,20.6,null,0.5,null,21.2,null,0.7,null,14.8,null,4.4,null,14.1,null,2.2,null,0400000US30,Montana,30
19.8,null,0.4,null,19.8,null,0.4,null,20.3,null,0.5,null,8.7,null,6.4,null,13.6,null,5.5,null,19.9,null,0.4,null,20.3,null,0.5,null,17.5,null,6.6,null,9.9,null,2.5,null,0400000US31,Nebraska,31
15.3,null,0.4,null,15.3,null,0.4,null,15.7,null,0.5,null,12.3,null,1.2,null,14.0,null,1.9,null,15.4,null,0.5,null,15.9,null,0.5,null,12.6,null,2.0,null,11.5,null,1.8,null,0400000US32,Nevada,32
19.9,null,0.5,null,20.0,null,0.5,null,20.2,null,0.4,null,15.4,null,6.0,null,16.1,null,4.1,null,19.9,null,0.5,null,20.2,null,0.5,null,16.9,null,7.5,null,10.6,null,3.0,null,0400000US33,New Hampshire,33
19.2,null,0.2,null,19.0,null,0.3,null,19.4,null,0.2,null,12.4,null,1.2,null,16.3,null,2.3,null,19.4,null,0.2,null,19.8,null,0.3,null,14.8,null,2.0,null,16.9,null,1.2,null,0400000US34,New Jersey,34
18.8,null,0.5,null,18.8,null,0.5,null,19.5,null,0.6,null,13.0,null,4.0,null,14.1,null,1.6,null,18.8,null,0.6,null,19.5,null,0.6,null,11.3,null,2.5,null,14.9,null,2.5,null,0400000US35,New Mexico,35
19.4,null,0.2,null,19.2,null,0.2,null,20.0,null,0.2,null,11.7,null,0.6,null,16.8,null,1.0,null,19.7,null,0.2,null,20.2,null,0.2,null,13.0,null,0.8,null,18.8,null,0.5,null,0400000US36,New York,36
17.8,null,0.3,null,17.7,null,0.3,null,18.3,null,0.3,null,11.5,null,1.2,null,13.1,null,0.7,null,17.9,null,0.3,null,18.5,null,0.2,null,11.8,null,1.0,null,13.2,null,0.8,null,0400000US37,North Carolina,37
21.6,null,0.8,null,21.5,null,0.9,null,21.4,null,0.9,null,29.3,null,2.0,null,13.3,null,7.6,null,21.8,null,0.9,null,21.7,null,0.8,null,27.1,null,7.5,null,14.8,null,5.3,null,0400000US38,North Dakota,38
19.7,null,0.2,null,19.7,null,0.2,null,20.1,null,0.2,null,15.5,null,1.9,null,12.6,null,0.7,null,19.7,null,0.2,null,20.3,null,0.2,null,15.4,null,2.6,null,12.2,null,1.0,null,0400000US39,Ohio,39
17.6,null,0.3,null,17.5,null,0.4,null,18.2,null,0.4,null,10.4,null,0.8,null,11.3,null,1.3,null,17.8,null,0.3,null,18.4,null,0.3,null,9.4,null,1.4,null,12.1,null,1.4,null,0400000US40,Oklahoma,40
17.8,null,0.3,null,17.6,null,0.3,null,18.1,null,0.4,null,12.5,null,1.4,null,13.4,null,0.9,null,18.0,null,0.4,null,18.3,null,0.4,null,15.4,null,3.6,null,12.2,null,1.3,null,0400000US41,Oregon,41
21.0,null,0.2,null,20.8,null,0.2,null,21.3,null,0.2,null,14.0,null,1.1,null,16.7,null,1.0,null,21.2,null,0.3,null,21.6,null,0.3,null,18.9,null,2.0,null,15.8,null,0.7,null,0400000US42,Pennsylvania,42
20.2,null,0.7,null,20.1,null,0.8,null,20.6,null,0.7,null,12.4,null,8.6,null,16.9,null,4.0,null,20.2,null,0.7,null,20.6,null,0.7,null,13.2,null,5.4,null,17.1,null,4.2,null,0400000US44,Rhode Island,44
18.9,null,0.3,null,18.8,null,0.3,null,19.5,null,0.3,null,11.2,null,1.1,null,13.6,null,1.1,null,18.9,null,0.4,null,19.7,null,0.3,null,10.6,null,1.8,null,14.3,null,1.3,null,0400000US45,South Carolina,45
21.6,null,0.6,null,21.2,null,0.6,null,21.5,null,0.6,null,17.2,null,6.3,null,12.8,null,2.6,null,22.0,null,0.8,null,22.3,null,0.9,null,21.8,null,7.0,null,8.8,null,4.0,null,0400000US46,South Dakota,46
17.9,null,0.2,null,17.8,null,0.3,null,18.4,null,0.3,null,10.7,null,1.2,null,11.4,null,0.7,null,18.0,null,0.3,null,18.6,null,0.3,null,10.5,null,1.0,null,12.4,null,1.1,null,0400000US47,Tennessee,47
