B01001I_001E,B01001I_001EA,B01001I_001M,B01001I_001MA,B01001I_002E,B01001I_002EA,B01001I_002M,B01001I_002MA,B01001I_003E,B01001I_003EA,B01001I_003M,B01001I_003MA,B01001I_004E,B01001I_004EA,B01001I_004M,B01001I_004MA,B01001I_005E,B01001I_005EA,B01001I_005M,B01001I_005MA,B01001I_006E,B01001I_006EA,B01001I_006M,B01001I_006MA,B01001I_007E,B01001I_007EA,B01001I_007M,B01001I_007MA,B01001I_008E,B01001I_008EA,B01001I_008M,B01001I_008MA,B01001I_009E,B01001I_009EA,B01001I_009M,B01001I_009MA,B01001I_010E,B01001I_010EA,B01001I_010M,B01001I_010MA,B01001I_011E,B01001I_011EA,B01001I_011M,B01001I_011MA,B01001I_012E,B01001I_012EA,B01001I_012M,B01001I_012MA,B01001I_013E,B01001I_013EA,B01001I_013M,B01001I_013MA,B01001I_014E,B01001I_014EA,B01001I_014M,B01001I_014MA,B01001I_015E,B01001I_015EA,B01001I_015M,B01001I_015MA,B01001I_016E,B01001I_016EA,B01001I_016M,B01001I_016MA,B01001I_017E,B01001I_017EA,B01001I_017M,B01001I_017MA,B01001I_018E,B01001I_018EA,B01001I_018M,B01001I_018MA,B01001I_019E,B01001I_019EA,B01001I_019M,B01001I_019MA,B01001I_020E,B01001I_020EA,B01001I_020M,B01001I_020MA,B01001I_021E,B01001I_021EA,B01001I_021M,B01001I_021MA,B01001I_022E,B01001I_022EA,B01001I_022M,B01001I_022MA,B01001I_023E,B01001I_023EA,B01001I_023M,B01001I_023MA,B01001I_024E,B01001I_024EA,B01001I_024M,B01001I_024MA,B01001I_025E,B01001I_025EA,B01001I_025M,B01001I_025MA,B01001I_026E,B01001I_026EA,B01001I_026M,B01001I_026MA,B01001I_027E,B01001I_027EA,B01001I_027M,B01001I_027MA,B01001I_028E,B01001I_028EA,B01001I_028M,B01001I_028MA,B01001I_029E,B01001I_029EA,B01001I_029M,B01001I_029MA,B01001I_030E,B01001I_030EA,B01001I_030M,B01001I_030MA,B01001I_031E,B01001I_031EA,B01001I_031M,B01001I_031MA,GEO_ID,NAME,state
769982,null,2566,null,437731,null,3995,null,59996,null,2618,null,42475,null,2746,null,35119,null,2792,null,18125,null,1935,null,10984,null,1629,null,37884,null,2540,null,48652,null,2228,null,49939,null,2161,null,76461,null,2812,null,34662,null,1840,null,14047,null,1650,null,6519,null,1275,null,2407,null,716,null,461,null,293,null,332251,null,3613,null,54507,null,1513,null,41614,null,2662,null,29490,null,2350,null,12878,null,1233,null,8134,null,1220,null,23327,null,2418,null,30922,null,1518,null,31133,null,1677,null,50653,null,2254,null,27080,null,1775,null,11172,null,1329,null,7977,null,1319,null,2664,null,820,null,700,null,431,null,0400000US13,Georgia,13
112320,null,0,*****,58801,null,737,null,8257,null,570,null,5349,null,737,null,5379,null,778,null,2538,null,463,null,2281,null,736,null,6519,null,787,null,5842,null,658,null,4993,null,354,null,7691,null,634,null,4721,null,354,null,2889,null,202,null,1497,null,306,null,589,null,171,null,256,null,148,null,53519,null,737,null,7208,null,570,null,4833,null,997,null,5834,null,875,null,2760,null,355,null,1673,null,390,null,4405,null,634,null,4857,null,535,null,4050,null,306,null,6565,null,606,null,5059,null,316,null,3150,null,257,null,1757,null,260,null,1106,null,274,null,262,null,176,null,0400000US15,Hawaii,15
155831,null,0,*****,83301,null,1524,null,11084,null,829,null,10518,null,1098,null,7172,null,1265,null,5212,null,875,null,3317,null,846,null,6559,null,1073,null,7598,null,929,null,6319,null,999,null,11121,null,1388,null,8566,null,1164,null,3333,null,666,null,1228,null,380,null,995,null,358,null,279,null,357,null,72530,null,1525,null,9315,null,613,null,7662,null,1041,null,8778,null,1132,null,4873,null,785,null,2706,null,735,null,5869,null,1014,null,5605,null,768,null,5948,null,686,null,9498,null,1065,null,6445,null,938,null,3244,null,740,null,922,null,432,null,1366,null,638,null,299,null,345,null,0400000US16,Idaho,16
1967568,null,1742,null,1039870,null,2247,null,113435,null,1107,null,101091,null,3715,null,89170,null,3716,null,49692,null,987,null,34279,null,1235,null,88270,null,1835,null,100136,null,1263,null,102489,null,1736,null,164872,null,1801,null,104024,null,1286,null,55093,null,994,null,24256,null,890,null,10760,null,933,null,2303,null,696,null,927698,null,2338,null,111078,null,1418,null,96295,null,3704,null,83726,null,3454,null,47158,null,1139,null,30846,null,1064,null,73544,null,1404,null,80780,null,1150,null,82430,null,1074,null,134323,null,1280,null,91242,null,1117,null,52104,null,965,null,26052,null,1214,null,14969,null,1275,null,3151,null,750,null,0400000US17,Illinois,17
328725,null,1643,null,178034,null,2640,null,25246,null,1523,null,19029,null,1437,null,14125,null,1462,null,8219,null,924,null,5731,null,932,null,14369,null,1351,null,17118,null,1218,null,18151,null,1237,null,26746,null,1759,null,16899,null,1274,null,7469,null,868,null,2499,null,465,null,2052,null,458,null,381,null,241,null,150691,null,2444,null,21147,null,1248,null,18862,null,1515,null,13324,null,1382,null,7539,null,921,null,4819,null,762,null,12616,null,1231,null,12499,null,1039,null,11109,null,1175,null,20606,null,1564,null,13561,null,1173,null,7194,null,1340,null,4525,null,853,null,2233,null,459,null,657,null,615,null,0400000US18,Indiana,18
123895,null,1250,null,64732,null,1867,null,8445,null,915,null,7682,null,1147,null,6131,null,1152,null,3080,null,739,null,1824,null,714,null,5772,null,1148,null,8036,null,1223,null,4806,null,778,null,9107,null,1358,null,5331,null,726,null,3179,null,704,null,950,null,522,null,359,null,224,null,30,null,58,null,59163,null,1929,null,9069,null,991,null,6705,null,1084,null,6009,null,1116,null,3581,null,826,null,2113,null,614,null,5381,null,992,null,4749,null,879,null,5018,null,930,null,7450,null,1187,null,4656,null,1051,null,2380,null,635,null,1031,null,383,null,507,null,250,null,514,null,384,null,0400000US19,Iowa,19
254297,null,790,null,133571,null,1860,null,15955,null,868,null,15454,null,1340,null,11691,null,1339,null,6290,null,969,null,5466,null,1134,null,10943,null,1042,null,13175,null,1122,null,12091,null,958,null,19218,null,1408,null,13198,null,1229,null,5920,null,899,null,2435,null,638,null,1632,null,619,null,103,null,128,null,120726,null,1865,null,16951,null,1115,null,14846,null,1452,null,11323,null,1301,null,5867,null,673,null,3647,null,745,null,10812,null,1231,null,8853,null,881,null,10378,null,779,null,15732,null,1288,null,11690,null,1206,null,4648,null,836,null,3471,null,698,null,1843,null,567,null,665,null,414,null,0400000US20,Kansas,20
98346,null,2334,null,55146,null,2538,null,6884,null,862,null,6545,null,1283,null,4857,null,1220,null,2112,null,619,null,1504,null,606,null,5265,null,1166,null,5447,null,1154,null,5083,null,625,null,9544,null,1297,null,5004,null,977,null,1787,null,639,null,735,null,432,null,379,null,324,null,0,null,271,null,43200,null,2289,null,7068,null,1198,null,5935,null,1226,null,4624,null,985,null,2253,null,659,null,1130,null,416,null,2351,null,549,null,3705,null,712,null,3510,null,836,null,6694,null,1239,null,2894,null,840,null,1555,null,536,null,710,null,461,null,506,null,316,null,265,null,282,null,0400000US21,Kentucky,21
149401,null,1942,null,76964,null,2190,null,7582,null,1204,null,6723,null,1100,null,5928,null,1003,null,2719,null,701,null,2250,null,700,null,8342,null,1160,null,6702,null,1047,null,7044,null,1143,null,12153,null,1305,null,8101,null,1096,null,5235,null,673,null,2346,null,434,null,1542,null,318,null,297,null,228,null,72437,null,2078,null,7313,null,981,null,7084,null,1119,null,5891,null,1166,null,2177,null,576,null,2896,null,872,null,6831,null,1104,null,4562,null,904,null,6065,null,1231,null,9665,null,1141,null,7148,null,1148,null,5231,null,661,null,3499,null,563,null,2510,null,617,null,1565,null,672,null,0400000US22,Louisiana,22
13350,null,697,null,5592,null,773,null,885,null,464,null,625,null,360,null,390,null,217,null,246,null,184,null,166,null,192,null,246,null,228,null,823,null,374,null,400,null,348,null,784,null,463,null,481,null,316,null,196,null,167,null,79,null,128,null,167,null,165,null,104,null,169,null,7758,null,977,null,455,null,287,null,846,null,336,null,593,null,268,null,900,null,655,null,551,null,356,null,720,null,545,null,220,null,202,null,437,null,428,null,1451,null,497,null,636,null,415,null,430,null,268,null,205,null,164,null,88,null,145,null,226,null,295,null,0400000US23,Maine,23
374011,null,1149,null,198325,null,1784,null,26999,null,1384,null,15652,null,1492,null,15236,null,1575,null,8081,null,594,null,5841,null,620,null,16029,null,925,null,20216,null,967,null,20423,null,937,null,34261,null,1302,null,20103,null,1112,null,9177,null,714,null,3322,null,446,null,2392,null,590,null,593,null,327,null,175686,null,1581,null,22697,null,826,null,17249,null,1262,null,12658,null,1414,null,7060,null,601,null,4988,null,669,null,13576,null,800,null,13964,null,584,null,15547,null,746,null,27498,null,1039,null,19912,null,959,null,10901,null,613,null,5581,null,531,null,3426,null,559,null,629,null,333,null,0400000US24,Maryland,24
556898,null,0,*****,279598,null,796,null,29493,null,374,null,24882,null,2027,null,25727,null,1932,null,15969,null,421,null,11028,null,1008,null,25823,null,1229,null,26409,null,811,null,26434,null,616,null,42967,null,855,null,26972,null,648,null,13851,null,487,null,7883,null,680,null,1584,null,488,null,576,null,308,null,277300,null,796,null,28776,null,421,null,25414,null,1669,null,22561,null,1797,null,14480,null,348,null,10469,null,600,null,24343,null,785,null,23323,null,588,null,23412,null,689,null,43359,null,825,null,30074,null,831,null,17195,null,570,null,8594,null,571,null,3861,null,736,null,1439,null,543,null,0400000US25,Massachusetts,25
413286,null,1183,null,215736,null,1975,null,24200,null,1051,null,22570,null,1602,null,20402,null,1768,null,10882,null,929,null,9337,null,1301,null,17109,null,1159,null,19617,null,2047,null,19881,null,1306,null,32553,null,1809,null,19947,null,1332,null,11541,null,927,null,4854,null,746,null,2194,null,503,null,649,null,295,null,197550,null,2015,null,23929,null,1195,null,22582,null,1684,null,18269,null,1705,null,10735,null,889,null,7447,null,1177,null,15534,null,1317,null,14819,null,1071,null,15780,null,1229,null,28177,null,1548,null,18760,null,1408,null,10719,null,1024,null,5629,null,856,null,3864,null,764,null,1306,null,639,null,0400000US26,Michigan,26
215821,null,324,null,113093,null,1674,null,15277,null,766,null,11338,null,1220,null,10485,null,1190,null,4782,null,598,null,3660,null,748,null,9423,null,1146,null,11013,null,812,null,11580,null,1238,null,18444,null,1248,null,10991,null,1000,null,3899,null,526,null,1451,null,358,null,602,null,262,null,148,null,134,null,102728,null,1680,null,16028,null,815,null,11701,null,1237,null,10675,null,1157,null,5550,null,688,null,3626,null,796,null,8164,null,973,null,7498,null,917,null,9569,null,1033,null,13756,null,1322,null,7932,null,965,null,4353,null,781,null,1800,null,495,null,1529,null,573,null,547,null,302,null,0400000US27,Minnesota,27
58385,null,3459,null,33464,null,2709,null,3347,null,871,null,2291,null,825,null,2685,null,670,null,1183,null,646,null,2043,null,969,null,4042,null,904,null,4441,null,1041,null,4435,null,1285,null,3850,null,981,null,2667,null,884,null,1696,null,634,null,288,null,229,null,288,null,212,null,208,null,294,null,24921,null,2272,null,3806,null,1306,null,3315,null,1014,null,1598,null,624,null,1000,null,637,null,839,null,510,null,2373,null,798,null,2877,null,826,null,1968,null,788,null,3409,null,1018,null,1698,null,613,null,1008,null,423,null,776,null,468,null,206,null,182,null,48,null,66,null,0400000US28,Mississippi,28
186829,null,1223,null,97513,null,1827,null,13411,null,1119,null,10361,null,1375,null,8549,null,1452,null,4704,null,775,null,2806,null,480,null,9389,null,1308,null,8514,null,1015,null,9396,null,1125,null,13310,null,1054,null,9674,null,1232,null,4259,null,694,null,1740,null,512,null,1113,null,388,null,287,null,264,null,89316,null,1777,null,13292,null,1238,null,9845,null,1286,null,7552,null,1013,null,5076,null,809,null,2752,null,797,null,7835,null,1223,null,6455,null,872,null,7674,null,1090,null,10538,null,1006,null,8806,null,817,null,4849,null,684,null,2155,null,496,null,2061,null,531,null,426,null,234,null,0400000US29,Missouri,29
27318,null,427,null,12374,null,1226,null,1846,null,748,null,1721,null,620,null,910,null,432,null,783,null,530,null,651,null,434,null,1120,null,518,null,742,null,395,null,897,null,514,null,1560,null,618,null,971,null,451,null,602,null,340,null,311,null,254,null,204,null,211,null,56,null,76,null,14944,null,1214,null,1934,null,741,null,3118,null,1009,null,1604,null,817,null,488,null,225,null,634,null,399,null,808,null,567,null,808,null,514,null,715,null,471,null,1466,null,447,null,1643,null,631,null,1128,null,534,null,221,null,176,null,87,null,119,null,290,null,219,null,0400000US30,Montana,30
139771,null,452,null,75024,null,1501,null,10082,null,847,null,8636,null,1167,null,7055,null,1202,null,3879,null,651,null,2036,null,595,null,5670,null,710,null,7280,null,1034,null,7431,null,1060,null,11507,null,1006,null,6734,null,902,null,2949,null,822,null,1162,null,447,null,465,null,297,null,138,null,225,null,64747,null,1439,null,9396,null,767,null,7726,null,1358,null,7428,null,1137,null,2452,null,425,null,2064,null,604,null,4135,null,696,null,5855,null,875,null,6171,null,943,null,9346,null,861,null,4829,null,772,null,2589,null,462,null,1945,null,734,null,636,null,335,null,175,null,219,null,0400000US31,Nebraska,31
668532,null,0,*****,353066,null,1807,null,41157,null,848,null,35458,null,2313,null,34487,null,2308,null,18412,null,749,null,9761,null,1043,null,23620,null,641,null,33606,null,965,null,33974,null,697,null,59278,null,1542,null,34019,null,1249,null,17093,null,812,null,7746,null,647,null,3500,null,554,null,955,null,634,null,315466,null,1807,null,39554,null,1004,null,37100,null,2543,null,28374,null,2436,null,17311,null,702,null,9205,null,684,null,21123,null,962,null,26290,null,716,null,27492,null,1020,null,48744,null,1311,null,28599,null,709,null,17396,null,595,null,8358,null,362,null,4280,null,725,null,1640,null,699,null,0400000US32,Nevada,32
34605,null,935,null,17039,null,1084,null,1885,null,540,null,1473,null,714,null,2006,null,602,null,740,null,424,null,452,null,298,null,1538,null,695,null,1456,null,715,null,1556,null,832,null,2867,null,785,null,1810,null,814,null,1065,null,492,null,191,null,207,null,0,null,253,null,0,null,253,null,17566,null,1116,null,1946,null,567,null,2065,null,832,null,1477,null,687,null,1125,null,498,null,471,null,293,null,1555,null,547,null,973,null,378,null,1496,null,669,null,2656,null,831,null,1742,null,648,null,908,null,560,null,649,null,429,null,322,null,215,null,181,null,257,null,0400000US33,New Hampshire,33
1418545,null,0,*****,723557,null,1232,null,73598,null,454,null,55847,null,2950,null,56116,null,2918,null,31904,null,635,null,21737,null,1081,null,55639,null,1103,null,64866,null,843,null,66660,null,876,null,124428,null,1254,null,86239,null,1122,null,47564,null,1290,null,25107,null,1052,null,11885,null,1351,null,1967,null,708,null,694988,null,1233,null,69986,null,718,null,51363,null,2577,null,55449,null,2625,null,29955,null,896,null,19505,null,755,null,51911,null,881,null,53320,null,577,null,56488,null,1062,null,112683,null,985,null,88061,null,695,null,52755,null,691,null,31428,null,957,null,17650,null,1316,null,4434,null,1047,null,0400000US34,New Jersey,34
891011,null,0,*****,445799,null,1344,null,44058,null,1337,null,38241,null,2747,null,35821,null,2688,null,23025,null,815,null,14809,null,1430,null,36638,null,1563,null,35790,null,1278,null,30734,null,1286,null,60940,null,1728,null,53613,null,1356,null,35992,null,812,null,21590,null,860,null,11904,null,991,null,2644,null,694,null,445212,null,1344,null,39490,null,996,null,35987,null,2272,null,36115,null,2117,null,21663,null,910,null,15613,null,1272,null,35104,null,1500,null,33312,null,1176,null,30019,null,1429,null,58968,null,1271,null,55159,null,963,null,37747,null,479,null,23755,null,812,null,16127,null,1276,null,6153,null,1123,null,0400000US35,New Mexico,35
3248527,null,1362,null,1609944,null,2577,null,152325,null,1209,null,124186,null,3735,null,126582,null,3477,null,76912,null,887,null,58082,null,1517,null,130985,null,1598,null,144809,null,1162,null,138848,null,1390,null,253676,null,1609,null,192345,null,1656,null,116088,null,1078,null,60832,null,931,null,27799,null,1254,null,6475,null,1219,null,1638583,null,2148,null,144199,null,955,null,118263,null,4737,null,121776,null,4374,null,73616,null,869,null,55058,null,1327,null,128571,null,1397,null,127574,null,903,null,124198,null,926,null,250393,null,1221,null,207378,null,1261,null,142266,null,1078,null,81050,null,921,null,47972,null,2016,null,16269,null,2048,null,0400000US36,New York,36
682516,null,991,null,378237,null,4005,null,54595,null,2783,null,39795,null,2906,null,29562,null,2505,null,12571,null,1622,null,11097,null,1610,null,30706,null,2561,null,42650,null,3015,null,49044,null,2880,null,63060,null,3340,null,28097,null,2326,null,11933,null,1385,null,3157,null,827,null,1604,null,714,null,366,null,316,null,304279,null,4049,null,52371,null,2650,null,39245,null,2785,null,27939,null,2554,null,12175,null,1465,null,7710,null,1506,null,24006,null,2120,null,28587,null,2341,null,30777,null,2328,null,40769,null,2605,null,21425,null,2040,null,11591,null,1321,null,3928,null,1014,null,2987,null,886,null,769,null,314,null,0400000US37,North Carolina,37
12946,null,961,null,6710,null,950,null,817,null,322,null,865,null,505,null,530,null,211,null,217,null,154,null,323,null,254,null,530,null,330,null,1229,null,535,null,784,null,454,null,358,null,259,null,556,null,292,null,407,null,266,null,74,null,79,null,20,null,40,null,0,null,208,null,6236,null,839,null,863,null,382,null,631,null,391,null,478,null,297,null,156,null,145,null,106,null,143,null,808,null,414,null,574,null,359,null,978,null,584,null,458,null,291,null,727,null,365,null,387,null,265,null,46,null,67,null,0,null,208,null,24,null,41,null,0400000US38,North Dakota,38
299778,null,2377,null,156719,null,2332,null,22662,null,1649,null,16672,null,1784,null,13741,null,1319,null,6578,null,862,null,4842,null,793,null,11930,null,907,null,14931,null,987,null,12602,null,1258,null,21072,null,1237,null,16174,null,1445,null,8880,null,1072,null,4043,null,743,null,2061,null,603,null,531,null,308,null,143059,null,2627,null,17805,null,1225,null,14925,null,1632,null,13652,null,1603,null,8745,null,963,null,4473,null,942,null,11126,null,1316,null,11039,null,1066,null,11459,null,1140,null,18468,null,1402,null,14986,null,1010,null,8497,null,796,null,4040,null,608,null,2830,null,598,null,1014,null,436,null,0400000US39,Ohio,39
278760,null,1072,null,148744,null,2145,null,18056,null,995,null,17441,null,1574,null,13157,null,1248,null,7955,null,999,null,5827,null,991,null,12760,null,1095,null,15048,null,1275,null,12916,null,985,null,20700,null,1494,null,13998,null,1353,null,6328,null,760,null,3171,null,657,null,1218,null,507,null,169,null,158,null,130016,null,2323,null,20120,null,1098,null,17398,null,1599,null,10601,null,1307,null,6820,null,780,null,4741,null,736,null,8781,null,869,null,10834,null,1080,null,10831,null,1002,null,17151,null,1119,null,11682,null,1118,null,5395,null,615,null,3789,null,810,null,1565,null,545,null,308,null,243,null,0400000US40,Oklahoma,40
416044,null,0,*****,227382,null,1985,null,28840,null,1298,null,25118,null,1975,null,21001,null,2020,null,11638,null,779,null,6815,null,896,null,18130,null,1580,null,22445,null,1387,null,22434,null,1263,null,34834,null,1519,null,21531,null,1557,null,8825,null,845,null,3553,null,850,null,1914,null,717,null,304,null,255,null,188662,null,1986,null,24983,null,1149,null,22402,null,2109,null,20007,null,2079,null,10447,null,763,null,4961,null,848,null,14333,null,1313,null,17513,null,1092,null,16248,null,1175,null,26348,null,1470,null,15706,null,1260,null,8873,null,886,null,4168,null,1009,null,2357,null,707,null,316,null,346,null,0400000US41,Oregon,41
595128,null,1090,null,305193,null,2227,null,40140,null,1138,null,30873,null,2436,null,26497,null,2238,null,16346,null,1093,null,11478,null,1151,null,24077,null,1485,null,26791,null,1617,null,25691,null,1673,null,44573,null,1933,null,31027,null,1807,null,16197,null,964,null,7548,null,852,null,2706,null,676,null,1249,null,671,null,289935,null,1950,null,37969,null,877,null,28633,null,1825,null,27522,null,2056,null,16259,null,1216,null,11425,null,1514,null,20935,null,1595,null,21667,null,1275,null,21383,null,1149,null,42722,null,1354,null,29834,null,1333,null,17457,null,1149,null,7889,null,798,null,4411,null,753,null,1829,null,651,null,0400000US42,Pennsylvania,42
