B06008_001E,B06008_001EA,B06008_001M,B06008_001MA,B06008_002E,B06008_002EA,B06008_002M,B06008_002MA,B06008_003E,B06008_003EA,B06008_003M,B06008_003MA,B06008_004E,B06008_004EA,B06008_004M,B06008_004MA,B06008_005E,B06008_005EA,B06008_005M,B06008_005MA,B06008_006E,B06008_006EA,B06008_006M,B06008_006MA,B06008_007E,B06008_007EA,B06008_007M,B06008_007MA,B06008_008E,B06008_008EA,B06008_008M,B06008_008MA,B06008_009E,B06008_009EA,B06008_009M,B06008_009MA,B06008_010E,B06008_010EA,B06008_010M,B06008_010MA,B06008_011E,B06008_011EA,B06008_011M,B06008_011MA,B06008_012E,B06008_012EA,B06008_012M,B06008_012MA,B06008_013E,B06008_013EA,B06008_013M,B06008_013MA,B06008_014E,B06008_014EA,B06008_014M,B06008_014MA,B06008_015E,B06008_015EA,B06008_015M,B06008_015MA,B06008_016E,B06008_016EA,B06008_016M,B06008_016MA,B06008_017E,B06008_017EA,B06008_017M,B06008_017MA,B06008_018E,B06008_018EA,B06008_018M,B06008_018MA,B06008_019E,B06008_019EA,B06008_019M,B06008_019MA,B06008_020E,B06008_020EA,B06008_020M,B06008_020MA,B06008_021E,B06008_021EA,B06008_021M,B06008_021MA,B06008_022E,B06008_022EA,B06008_022M,B06008_022MA,B06008_023E,B06008_023EA,B06008_023M,B06008_023MA,B06008_024E,B06008_024EA,B06008_024M,B06008_024MA,B06008_025E,B06008_025EA,B06008_025M,B06008_025MA,B06008_026E,B06008_026EA,B06008_026M,B06008_026MA,B06008_027E,B06008_027EA,B06008_027M,B06008_027MA,B06008_028E,B06008_028EA,B06008_028M,B06008_028MA,B06008_029E,B06008_029EA,B06008_029M,B06008_029MA,B06008_030E,B06008_030EA,B06008_030M,B06008_030MA,GEO_ID,NAME,state
3735070,null,2776,null,1028115,null,12901,null,1881236,null,21616,null,449254,null,13636,null,92292,null,4925,null,284173,null,5961,null,2555202,null,17260,null,750596,null,12956,null,1208992,null,18209,null,309995,null,10093,null,69355,null,4256,null,216264,null,5034,null,1029803,null,16068,null,234215,null,9403,null,584722,null,12506,null,126808,null,6881,null,20294,null,2451,null,63764,null,3831,null,30120,null,2415,null,10370,null,1910,null,15513,null,1872,null,3558,null,920,null,266,null,187,null,413,null,285,null,119945,null,6223,null,32934,null,3766,null,72009,null,5740,null,8893,null,1588,null,2377,null,712,null,3732,null,933,null,0400000US01,Alabama,01
537334,null,1673,null,185152,null,5775,null,254277,null,7398,null,66616,null,4438,null,12380,null,2131,null,18909,null,1712,null,156268,null,4860,null,90531,null,4060,null,44416,null,3204,null,14308,null,1833,null,3499,null,1085,null,3514,null,717,null,327839,null,4756,null,83009,null,4913,null,178703,null,5733,null,46254,null,3850,null,7166,null,1578,null,12707,null,1388,null,11346,null,1765,null,3583,null,952,null,5771,null,1375,null,1610,null,730,null,365,null,366,null,17,null,24,null,41881,null,2997,null,8029,null,1468,null,25387,null,2486,null,4444,null,1023,null,1350,null,584,null,2671,null,691,null,0400000US02,Alaska,02
5065307,null,1822,null,1594745,null,20676,null,2456187,null,24220,null,623710,null,14149,null,94210,null,5316,null,296455,null,8341,null,1285533,null,18856,null,660237,null,15725,null,432108,null,11430,null,132149,null,7082,null,22364,null,3239,null,38675,null,3159,null,2843255,null,23442,null,673000,null,16180,null,1491754,null,20318,null,415717,null,13598,null,47825,null,4146,null,214959,null,6907,null,66619,null,3968,null,22486,null,2882,null,31287,null,2894,null,8344,null,1806,null,1466,null,865,null,3036,null,1114,null,869900,null,18158,null,239022,null,11016,null,501038,null,14365,null,67500,null,5705,null,22555,null,3102,null,39785,null,3428,null,0400000US04,Arizona,04
2273362,null,2617,null,588242,null,10908,null,1179997,null,16830,null,284385,null,8089,null,53949,null,3868,null,166789,null,5227,null,1303523,null,14101,null,366202,null,11095,null,637207,null,12505,null,165186,null,6848,null,30302,null,2756,null,104626,null,4271,null,852259,null,13606,null,189292,null,8274,null,472299,null,9968,null,110679,null,5410,null,21862,null,2827,null,58127,null,3603,null,15370,null,2176,null,4773,null,1229,null,7886,null,1293,null,2373,null,794,null,248,null,159,null,90,null,167,null,102210,null,4139,null,27975,null,3100,null,62605,null,3877,null,6147,null,1638,null,1537,null,652,null,3946,null,1120,null,0400000US05,Arkansas,05
29026913,null,3327,null,10197546,null,39978,null,13770246,null,48035,null,2816972,null,26950,null,678822,null,13422,null,1563327,null,18505,null,12727950,null,47242,null,6200087,null,34063,null,4681549,null,30949,null,1204802,null,20346,null,257891,null,7696,null,383621,null,9561,null,6480685,null,35254,null,1499361,null,22393,null,3270514,null,29698,null,944945,null,17304,null,131358,null,6196,null,634507,null,11539,null,369057,null,10930,null,132425,null,7190,null,171126,null,6839,null,40870,null,3610,null,7687,null,1492,null,16949,null,2361,null,9449221,null,41760,null,2365673,null,35016,null,5647057,null,33150,null,626355,null,13442,null,281886,null,9778,null,528250,null,12610,null,0400000US06,California,06
3932272,null,2038,null,1168494,null,17647,null,2039640,null,19991,null,469273,null,12345,null,67130,null,4983,null,187735,null,6567,null,1309902,null,18341,null,532488,null,12168,null,562500,null,12104,null,139915,null,7130,null,21416,null,2319,null,53583,null,2898,null,2106462,null,15426,null,505478,null,12556,null,1169195,null,16378,null,288241,null,8992,null,32241,null,3192,null,111307,null,4533,null,54887,null,4301,null,19750,null,2728,null,26114,null,2949,null,7261,null,1513,null,759,null,416,null,1003,null,563,null,461021,null,13219,null,110778,null,6667,null,281831,null,9109,null,33856,null,3336,null,12714,null,2436,null,21842,null,2878,null,0400000US08,Colorado,08
2839699,null,1329,null,903207,null,12251,null,1429748,null,16102,null,283994,null,8553,null,41074,null,3454,null,181676,null,5853,null,1419655,null,13814,null,548029,null,10541,null,633226,null,11757,null,137774,null,6033,null,14082,null,2386,null,86544,null,3932,null,887714,null,13694,null,220304,null,8788,null,495275,null,10536,null,98082,null,5356,null,11048,null,1869,null,63005,null,3488,null,99645,null,5211,null,34566,null,3945,null,38774,null,3816,null,13739,null,1955,null,6542,null,1377,null,6024,null,1394,null,432685,null,11865,null,100308,null,6276,null,262473,null,8002,null,34399,null,3102,null,9402,null,1694,null,26103,null,2426,null,0400000US09,Connecticut,09
702906,null,499,null,224412,null,6078,null,344917,null,8798,null,76900,null,4758,null,12281,null,1816,null,44396,null,2694,null,278842,null,7508,null,111761,null,5790,null,114865,null,5476,null,32378,null,3847,null,4589,null,1039,null,15249,null,1627,null,351500,null,7454,null,91706,null,5039,null,188351,null,6567,null,39267,null,3062,null,6147,null,1393,null,26029,null,2059,null,10854,null,1526,null,4173,null,1150,null,4858,null,1102,null,1077,null,511,null,157,null,203,null,589,null,547,null,61710,null,4336,null,16772,null,2699,null,36843,null,3090,null,4178,null,1035,null,1388,null,704,null,2529,null,972,null,0400000US10,Delaware,10
499036,null,287,null,278099,null,5907,null,126553,null,6187,null,49952,null,3574,null,15178,null,2095,null,29254,null,1924,null,164392,null,5473,null,106021,null,4672,null,23585,null,2729,null,21226,null,2354,null,5887,null,1391,null,7673,null,1452,null,252548,null,5650,null,135724,null,5294,null,69156,null,3935,null,22885,null,2666,null,6997,null,1340,null,17786,null,1583,null,7529,null,1358,null,4533,null,1059,null,2549,null,740,null,207,null,210,null,51,null,83,null,189,null,237,null,74567,null,4314,null,31821,null,3260,null,31263,null,3309,null,5634,null,1053,null,2243,null,1022,null,3606,null,1164,null,0400000US11,District of Columbia,11
15023092,null,5532,null,4302705,null,27637,null,7384007,null,43084,null,1866276,null,26307,null,353719,null,13545,null,1116385,null,16418,null,3763996,null,27837,null,1872074,null,22396,null,1262346,null,22645,null,403526,null,11717,null,91568,null,6121,null,134482,null,6056,null,7524266,null,34570,null,1556910,null,25093,null,4050610,null,30569,null,1046659,null,19317,null,145009,null,7868,null,725078,null,13287,null,482252,null,16283,null,133006,null,7840,null,240766,null,9870,null,62738,null,5619,null,19003,null,2394,null,26739,null,3354,null,3252578,null,29874,null,740715,null,19817,null,1830285,null,24891,null,353353,null,12131,null,98139,null,6486,null,230086,null,8220,null,0400000US12,Florida,12
