B18107_001E,B18107_001EA,B18107_001M,B18107_001MA,B18107_002E,B18107_002EA,B18107_002M,B18107_002MA,B18107_003E,B18107_003EA,B18107_003M,B18107_003MA,B18107_004E,B18107_004EA,B18107_004M,B18107_004MA,B18107_005E,B18107_005EA,B18107_005M,B18107_005MA,B18107_006E,B18107_006EA,B18107_006M,B18107_006MA,B18107_007E,B18107_007EA,B18107_007M,B18107_007MA,B18107_008E,B18107_008EA,B18107_008M,B18107_008MA,B18107_009E,B18107_009EA,B18107_009M,B18107_009MA,B18107_010E,B18107_010EA,B18107_010M,B18107_010MA,B18107_011E,B18107_011EA,B18107_011M,B18107_011MA,B18107_012E,B18107_012EA,B18107_012M,B18107_012MA,B18107_013E,B18107_013EA,B18107_013M,B18107_013MA,B18107_014E,B18107_014EA,B18107_014M,B18107_014MA,B18107_015E,B18107_015EA,B18107_015M,B18107_015MA,B18107_016E,B18107_016EA,B18107_016M,B18107_016MA,B18107_017E,B18107_017EA,B18107_017M,B18107_017MA,B18107_018E,B18107_018EA,B18107_018M,B18107_018MA,B18107_019E,B18107_019EA,B18107_019M,B18107_019MA,B18107_020E,B18107_020EA,B18107_020M,B18107_020MA,B18107_021E,B18107_021EA,B18107_021M,B18107_021MA,B18107_022E,B18107_022EA,B18107_022M,B18107_022MA,B18107_023E,B18107_023EA,B18107_023M,B18107_023MA,B18107_024E,B18107_024EA,B18107_024M,B18107_024MA,B18107_025E,B18107_025EA,B18107_025M,B18107_025MA,B18107_026E,B18107_026EA,B18107_026M,B18107_026MA,B18107_027E,B18107_027EA,B18107_027M,B18107_027MA,GEO_ID,NAME,state
3454453,null,3292,null,1625917,null,3933,null,505102,null,4022,null,14805,null,1923,null,490297,null,4543,null,864784,null,4785,null,54578,null,3146,null,810206,null,5072,null,153316,null,1653,null,13971,null,1608,null,139345,null,2436,null,102715,null,1606,null,27989,null,2183,null,74726,null,2567,null,1828536,null,3147,null,525076,null,2778,null,13716,null,1856,null,511360,null,3255,null,945529,null,3566,null,68007,null,4109,null,877522,null,5527,null,186499,null,1459,null,24938,null,2274,null,161561,null,2353,null,171432,null,1989,null,70201,null,3043,null,101231,null,3173,null,0400000US01,Alabama,01
478653,null,2899,null,241324,null,2802,null,84325,null,3055,null,1703,null,782,null,82622,null,3118,null,133862,null,2532,null,5103,null,1133,null,128759,null,2699,null,15814,null,715,null,839,null,335,null,14975,null,734,null,7323,null,667,null,1296,null,483,null,6027,null,640,null,237329,null,1252,null,78834,null,1426,null,1702,null,970,null,77132,null,1637,null,133917,null,1602,null,6055,null,1235,null,127862,null,2083,null,15146,null,916,null,1399,null,430,null,13747,null,975,null,9432,null,800,null,3618,null,937,null,5814,null,642,null,0400000US02,Alaska,02
4696945,null,2947,null,2304357,null,3293,null,760069,null,2900,null,15044,null,2405,null,745025,null,3713,null,1159797,null,3106,null,45115,null,3926,null,1114682,null,4787,null,208608,null,1644,null,12057,null,1957,null,196551,null,2252,null,175883,null,1573,null,30185,null,2861,null,145698,null,3061,null,2392588,null,2402,null,718221,null,2240,null,12664,null,2174,null,705557,null,3034,null,1204442,null,2651,null,59890,null,5139,null,1144552,null,5735,null,235875,null,1171,null,16409,null,2071,null,219466,null,2194,null,234050,null,1835,null,67057,null,3979,null,166993,null,4003,null,0400000US04,Arizona,04
2100139,null,2626,null,1005161,null,3276,null,309705,null,3083,null,12840,null,2164,null,296865,null,3819,null,528281,null,3628,null,35067,null,2922,null,493214,null,4254,null,98686,null,1532,null,9487,null,1789,null,89199,null,1914,null,68489,null,1341,null,16022,null,1583,null,52467,null,1827,null,1094978,null,3322,null,315840,null,3093,null,9839,null,1806,null,306001,null,3944,null,561049,null,2688,null,41462,null,3045,null,519587,null,3836,null,113037,null,1739,null,13574,null,1561,null,99463,null,2212,null,105052,null,2073,null,37414,null,2711,null,67638,null,2627,null,0400000US05,Arkansas,05
26812886,null,6878,null,13157196,null,8364,null,4499199,null,8391,null,84054,null,4678,null,4415145,null,8973,null,6932716,null,7527,null,232678,null,9811,null,6700038,null,10643,null,969273,null,2877,null,72023,null,4375,null,897250,null,5343,null,756008,null,2907,null,173130,null,6355,null,582878,null,6268,null,13655690,null,7324,null,4313909,null,5742,null,71162,null,5378,null,4242747,null,8999,null,7065042,null,6019,null,299306,null,11388,null,6765736,null,12435,null,1137766,null,2876,null,140042,null,6013,null,997724,null,6380,null,1138973,null,5806,null,398548,null,10489,null,740425,null,10806,null,0400000US06,California,06
3649468,null,2613,null,1810749,null,3436,null,601313,null,3700,null,7410,null,1593,null,593903,null,3851,null,990584,null,3787,null,25895,null,2429,null,964689,null,4624,null,131966,null,1466,null,7387,null,1090,null,124579,null,1604,null,86886,null,1722,null,16500,null,1662,null,70386,null,2299,null,1838719,null,2949,null,567093,null,2765,null,6287,null,1375,null,560806,null,2982,null,995173,null,2915,null,35071,null,2993,null,960102,null,4318,null,146073,null,1958,null,10379,null,1426,null,135694,null,2257,null,130380,null,2316,null,39064,null,2405,null,91316,null,2677,null,0400000US08,Colorado,08
2630877,null,1444,null,1259148,null,2261,null,357464,null,2181,null,6461,null,1390,null,351003,null,2619,null,711100,null,2580,null,21128,null,2135,null,689972,null,3297,null,107426,null,986,null,5475,null,1126,null,101951,null,1250,null,83158,null,970,null,13639,null,1409,null,69519,null,1621,null,1371729,null,1868,null,356323,null,1730,null,5793,null,1036,null,350530,null,2123,null,755306,null,2145,null,27624,null,2483,null,727682,null,3013,null,125361,null,1415,null,9329,null,1296,null,116032,null,1733,null,134739,null,1834,null,38526,null,2465,null,96213,null,2641,null,0400000US09,Connecticut,09
650088,null,1728,null,307138,null,1558,null,89565,null,1429,null,1827,null,706,null,87738,null,1516,null,166308,null,1073,null,5433,null,1165,null,160875,null,1482,null,29052,null,609,null,2486,null,662,null,26566,null,940,null,22213,null,496,null,3094,null,742,null,19119,null,851,null,342950,null,1049,null,95722,null,851,null,2113,null,756,null,93609,null,1172,null,182106,null,827,null,8983,null,1429,null,173123,null,1642,null,34317,null,634,null,2445,null,616,null,31872,null,828,null,30805,null,702,null,9387,null,1098,null,21418,null,1097,null,0400000US10,Delaware,10
469201,null,1068,null,215434,null,1561,null,83871,null,859,null,1422,null,704,null,82449,null,968,null,105741,null,821,null,4335,null,1023,null,101406,null,1273,null,15046,null,987,null,763,null,518,null,14283,null,1021,null,10776,null,537,null,2118,null,694,null,8658,null,819,null,253767,null,1153,null,96804,null,565,null,1431,null,751,null,95373,null,963,null,116471,null,482,null,6132,null,1548,null,110339,null,1648,null,20382,null,605,null,1392,null,584,null,18990,null,779,null,20110,null,882,null,7131,null,1161,null,12979,null,1223,null,0400000US11,District of Columbia,11
13999511,null,6418,null,6709589,null,8909,null,1889246,null,8458,null,40802,null,4662,null,1848444,null,9268,null,3443740,null,6897,null,141861,null,7783,null,3301879,null,9931,null,706973,null,3011,null,42405,null,3222,null,664568,null,4317,null,669630,null,2779,null,113156,null,5528,null,556474,null,4936,null,7289922,null,5870,null,1873727,null,5592,null,31976,null,3585,null,1841751,null,5699,null,3687994,null,5046,null,167031,null,7026,null,3520963,null,8339,null,819771,null,2690,null,71046,null,3355,null,748725,null,4072,null,908430,null,3467,null,252052,null,7456,null,656378,null,7978,null,0400000US12,Florida,12
6937383,null,4666,null,3301856,null,5363,null,1079656,null,6688,null,24465,null,3286,null,1055191,null,7501,null,1826577,null,6646,null,74420,null,5072,null,1752157,null,8611,null,251466,null,3163,null,19967,null,2078,null,231499,null,3587,null,144157,null,2519,null,31946,null,2292,null,112211,null,2973,null,3635527,null,4965,null,1118412,null,5319,null,18333,null,2689,null,1100079,null,5601,null,1962301,null,7152,null,89732,null,5004,null,1872569,null,8701,null,304990,null,3025,null,34939,null,2500,null,270051,null,3576,null,249824,null,3390,null,98784,null,5135,null,151040,null,4618,null,0400000US13,Georgia,13
952172,null,2951,null,459605,null,3073,null,132794,null,3379,null,1571,null,717,null,131223,null,3381,null,246134,null,1959,null,7179,null,1391,null,238955,null,2475,null,41666,null,605,null,2989,null,666,null,38677,null,779,null,39011,null,647,null,8942,null,1256,null,30069,null,1373,null,492567,null,2060,null,135416,null,1733,null,1653,null,694,null,133763,null,1787,null,252080,null,1337,null,9841,null,1562,null,242239,null,1732,null,47654,null,581,null,4097,null,1018,null,43557,null,1204,null,57417,null,891,null,16046,null,1598,null,41371,null,1887,null,0400000US15,Hawaii,15
1085817,null,1520,null,539231,null,3146,null,179617,null,2575,null,2708,null,862,null,176909,null,2693,null,279278,null,2367,null,9423,null,1438,null,269855,null,2920,null,46792,null,626,null,2715,null,797,null,44077,null,929,null,33544,null,868,null,7484,null,1163,null,26060,null,1341,null,546586,null,3103,null,171385,null,1621,null,4267,null,1288,null,167118,null,1982,null,282000,null,2487,null,11590,null,1567,null,270410,null,3044,null,48377,null,862,null,5123,null,1043,null,43254,null,1252,null,44824,null,1186,null,13081,null,1575,null,31743,null,1766,null,0400000US16,Idaho,16
9533794,null,3136,null,4616351,null,4734,null,1529253,null,3920,null,26596,null,2990,null,1502657,null,5078,null,2461776,null,5230,null,83906,null,6011,null,2377870,null,7275,null,363433,null,1688,null,25408,null,2438,null,338025,null,2961,null,261889,null,1787,null,51055,null,2858,null,210834,null,2958,null,4917443,null,4112,null,1500305,null,7478,null,23349,null,2358,null,1476956,null,7912,null,2547090,null,5708,null,101773,null,5813,null,2445317,null,8157,null,435592,null,2579,null,41067,null,2562,null,394525,null,3413,null,434456,null,4432,null,128574,null,4502,null,305882,null,5776,null,0400000US17,Illinois,17
4691313,null,3004,null,2270814,null,4060,null,716750,null,3251,null,19816,null,2902,null,696934,null,3951,null,1227921,null,3879,null,51437,null,3607,null,1176484,null,5053,null,191822,null,1415,null,12047,null,1359,null,179775,null,1968,null,134321,null,1565,null,25252,null,2059,null,109069,null,2616,null,2420499,null,3783,null,711610,null,3167,null,14372,null,1761,null,697238,null,3320,null,1268631,null,2944,null,65286,null,3500,null,1203345,null,4548,null,225291,null,1441,null,21478,null,1992,null,203813,null,2494,null,214967,null,2970,null,57616,null,2980,null,157351,null,3916,null,0400000US18,Indiana,18
2243217,null,1899,null,1095648,null,2746,null,339703,null,3053,null,6430,null,1253,null,333273,null,3205,null,579063,null,2485,null,17341,null,1897,null,561722,null,2928,null,97580,null,964,null,5439,null,898,null,92141,null,1266,null,79302,null,1128,null,12059,null,1290,null,67243,null,1612,null,1147569,null,2317,null,328635,null,1864,null,6135,null,1337,null,322500,null,2345,null,582637,null,2570,null,23999,null,2495,null,558638,null,3238,null,112586,null,1184,null,7643,null,1209,null,104943,null,1511,null,123711,null,1336,null,27102,null,2250,null,96609,null,2369,null,0400000US19,Iowa,19
2040523,null,2655,null,992936,null,2781,null,323567,null,2977,null,6859,null,1318,null,316708,null,3473,null,522913,null,2633,null,19125,null,2340,null,503788,null,3089,null,83363,null,1311,null,4708,null,913,null,78655,null,1496,null,63093,null,1200,null,9677,null,1236,null,53416,null,1540,null,1047587,null,1856,null,314911,null,2563,null,4823,null,1098,null,310088,null,2920,null,536336,null,2678,null,22357,null,1806,null,513979,null,2790,null,95382,null,1288,null,6976,null,1062,null,88406,null,1426,null,100958,null,1844,null,28085,null,2441,null,72873,null,2380,null,0400000US20,Kansas,20
