B14007A_001E,B14007A_001EA,B14007A_001M,B14007A_001MA,B14007A_002E,B14007A_002EA,B14007A_002M,B14007A_002MA,B14007A_003E,B14007A_003EA,B14007A_003M,B14007A_003MA,B14007A_004E,B14007A_004EA,B14007A_004M,B14007A_004MA,B14007A_005E,B14007A_005EA,B14007A_005M,B14007A_005MA,B14007A_006E,B14007A_006EA,B14007A_006M,B14007A_006MA,B14007A_007E,B14007A_007EA,B14007A_007M,B14007A_007MA,B14007A_008E,B14007A_008EA,B14007A_008M,B14007A_008MA,B14007A_009E,B14007A_009EA,B14007A_009M,B14007A_009MA,B14007A_010E,B14007A_010EA,B14007A_010M,B14007A_010MA,B14007A_011E,B14007A_011EA,B14007A_011M,B14007A_011MA,B14007A_012E,B14007A_012EA,B14007A_012M,B14007A_012MA,B14007A_013E,B14007A_013EA,B14007A_013M,B14007A_013MA,B14007A_014E,B14007A_014EA,B14007A_014M,B14007A_014MA,B14007A_015E,B14007A_015EA,B14007A_015M,B14007A_015MA,B14007A_016E,B14007A_016EA,B14007A_016M,B14007A_016MA,B14007A_017E,B14007A_017EA,B14007A_017M,B14007A_017MA,B14007A_018E,B14007A_018EA,B14007A_018M,B14007A_018MA,B14007A_019E,B14007A_019EA,B14007A_019M,B14007A_019MA,GEO_ID,NAME,state
2677182,null,5259,null,704305,null,6326,null,50138,null,3143,null,30634,null,2062,null,34500,null,2284,null,33062,null,2141,null,35232,null,2338,null,32024,null,2358,null,36452,null,2567,null,34877,null,2309,null,32957,null,1935,null,32784,null,2161,null,38120,null,2288,null,40382,null,2228,null,35279,null,2090,null,40181,null,2613,null,167435,null,5034,null,30248,null,2374,null,1972877,null,6754,null,0400000US19,Iowa,19
2317404,null,7320,null,623790,null,7954,null,42439,null,2765,null,31632,null,2095,null,30500,null,2509,null,29657,null,2192,null,34642,null,2730,null,30497,null,2581,null,31655,null,2386,null,28816,null,2345,null,33191,null,2827,null,28964,null,2363,null,30434,null,2209,null,32393,null,2260,null,30583,null,2084,null,37841,null,3042,null,136174,null,6155,null,34372,null,3140,null,1693614,null,8424,null,0400000US20,Kansas,20
3663090,null,5430,null,898496,null,8946,null,56469,null,3654,null,45985,null,3369,null,45362,null,3678,null,46568,null,3524,null,48753,null,3215,null,48999,null,3350,null,46083,null,3169,null,45493,null,3438,null,51317,null,3116,null,48473,null,3293,null,51903,null,3400,null,48383,null,2559,null,45511,null,3145,null,48779,null,3229,null,182528,null,6953,null,37890,null,2982,null,2764594,null,9067,null,0400000US21,Kentucky,21
2720003,null,6106,null,670845,null,8494,null,44998,null,3006,null,35525,null,2861,null,34367,null,2976,null,35151,null,2882,null,36083,null,2960,null,33970,null,3116,null,35044,null,2828,null,39809,null,3031,null,33375,null,2748,null,35157,null,2445,null,34000,null,2702,null,34945,null,2720,null,31826,null,2397,null,37368,null,2911,null,143230,null,6681,null,25997,null,3109,null,2049158,null,9186,null,0400000US22,Louisiana,22
1221757,null,2224,null,280025,null,4187,null,13991,null,1712,null,13549,null,1680,null,11867,null,1461,null,14020,null,1386,null,12720,null,1485,null,13070,null,1581,null,14634,null,1609,null,12232,null,1593,null,14635,null,1625,null,17087,null,1713,null,15402,null,1692,null,17107,null,1568,null,15667,null,1680,null,15449,null,1755,null,64473,null,3078,null,14122,null,1989,null,941732,null,4497,null,0400000US23,Maine,23
3330887,null,11225,null,840624,null,9587,null,56201,null,3391,null,40816,null,3088,null,36610,null,3136,null,35929,null,2730,null,38264,null,2884,null,37895,null,2542,null,40619,null,3034,null,43048,null,2694,null,43248,null,3175,null,44190,null,3084,null,41258,null,2883,null,43777,null,2506,null,46539,null,3182,null,45653,null,2969,null,186107,null,7313,null,60470,null,3934,null,2490263,null,10681,null,0400000US24,Maryland,24
5197194,null,15079,null,1325862,null,12010,null,93495,null,3808,null,59501,null,3837,null,53764,null,3054,null,56038,null,3766,null,61941,null,3513,null,60853,null,3592,null,64298,null,3755,null,59926,null,3445,null,63802,null,3671,null,65256,null,4055,null,61904,null,3427,null,67810,null,3569,null,65194,null,3449,null,71727,null,4551,null,316997,null,8654,null,103356,null,6307,null,3871332,null,13464,null,0400000US25,Massachusetts,25
7696424,null,8981,null,2048871,null,11833,null,115096,null,5023,null,98534,null,3827,null,95386,null,4403,null,93658,null,3859,null,99853,null,3490,null,93531,null,3542,null,98335,null,3667,null,102075,null,4341,null,100540,null,3736,null,100619,null,4321,null,107782,null,3476,null,108383,null,3300,null,112616,null,3828,null,116617,null,4809,null,507147,null,9898,null,98699,null,4556,null,5647553,null,11802,null,0400000US26,Michigan,26
4435066,null,6251,null,1124211,null,9383,null,77955,null,3547,null,50309,null,2687,null,51524,null,2846,null,53360,null,2865,null,56537,null,3369,null,54004,null,2467,null,55875,null,2959,null,54264,null,2940,null,58526,null,2942,null,56034,null,3193,null,61064,null,2852,null,58774,null,2424,null,60853,null,2490,null,66484,null,3024,null,253546,null,6936,null,55102,null,4172,null,3310855,null,10145,null,0400000US27,Minnesota,27
1684831,null,5244,null,416590,null,7385,null,22267,null,2282,null,25401,null,2548,null,21559,null,2142,null,22633,null,2388,null,19543,null,2368,null,21381,null,2122,null,21378,null,2133,null,20979,null,2233,null,22419,null,2758,null,21778,null,2035,null,22251,null,2445,null,21324,null,1905,null,19081,null,2135,null,23098,null,2647,null,94751,null,5155,null,16747,null,2194,null,1268241,null,7575,null,0400000US28,Mississippi,28
4790540,null,7880,null,1204271,null,9473,null,76242,null,4414,null,59681,null,3814,null,56801,null,3357,null,61556,null,2962,null,63251,null,3275,null,60240,null,3552,null,62485,null,3549,null,61794,null,3055,null,62055,null,3792,null,64665,null,3697,null,63833,null,3896,null,69591,null,3981,null,63727,null,3183,null,65727,null,3701,null,249954,null,6672,null,62669,null,3033,null,3586269,null,9581,null,0400000US29,Missouri,29
836777,null,2723,null,196923,null,4304,null,10048,null,1543,null,11272,null,1526,null,10333,null,1524,null,8956,null,1357,null,11174,null,1363,null,10278,null,1307,null,8410,null,1033,null,9857,null,1197,null,9884,null,1299,null,7586,null,1323,null,11133,null,1319,null,12390,null,1332,null,9957,null,1080,null,12267,null,1855,null,45292,null,3550,null,8086,null,1508,null,639854,null,4659,null,0400000US30,Montana,30
1520017,null,4870,null,411238,null,6057,null,27113,null,1829,null,20672,null,2023,null,21173,null,2007,null,19121,null,1603,null,17898,null,1638,null,18187,null,1725,null,18744,null,1798,null,20394,null,1968,null,21983,null,1940,null,18975,null,1497,null,21431,null,1766,null,21689,null,1422,null,20973,null,1403,null,23355,null,2223,null,97718,null,4304,null,21812,null,1755,null,1108779,null,5611,null,0400000US31,Nebraska,31
1919642,null,11226,null,463888,null,8728,null,19692,null,2444,null,26945,null,2458,null,29200,null,3032,null,28583,null,2743,null,25204,null,2531,null,24966,null,2469,null,24153,null,2605,null,28533,null,2975,null,24622,null,2515,null,24640,null,3083,null,24440,null,2519,null,29215,null,3022,null,23845,null,2812,null,26951,null,3379,null,79837,null,4568,null,23062,null,2249,null,1455754,null,9843,null,0400000US32,Nevada,32
1208050,null,3296,null,301553,null,4032,null,18702,null,1882,null,14549,null,1610,null,12368,null,1634,null,13242,null,2001,null,12671,null,1495,null,13207,null,1532,null,15868,null,1858,null,15433,null,1597,null,16236,null,1911,null,20101,null,2038,null,14918,null,1916,null,16904,null,1674,null,18321,null,1696,null,19089,null,1999,null,65106,null,3126,null,14838,null,2145,null,906497,null,4508,null,0400000US33,New Hampshire,33
5940253,null,16750,null,1500749,null,12015,null,118838,null,4950,null,77662,null,4601,null,69247,null,3589,null,78668,null,4732,null,70141,null,4349,null,71951,null,4022,null,71489,null,3793,null,72545,null,3898,null,75217,null,3693,null,73414,null,3589,null,80102,null,4234,null,83914,null,3441,null,79457,null,3273,null,84899,null,3766,null,312509,null,7718,null,80696,null,4452,null,4439504,null,14552,null,0400000US34,New Jersey,34
1400007,null,11394,null,367951,null,8558,null,20128,null,2160,null,19084,null,2258,null,17963,null,2283,null,17014,null,2177,null,19644,null,2252,null,16848,null,1863,null,17389,null,2471,null,18411,null,2401,null,19389,null,2268,null,19724,null,2399,null,20937,null,2304,null,19082,null,2110,null,17952,null,2239,null,20271,null,2690,null,84736,null,5843,null,19379,null,2339,null,1032056,null,8536,null,0400000US35,New Mexico,35
12667957,null,29293,null,3168614,null,18496,null,198131,null,7251,null,142940,null,6015,null,137604,null,6040,null,140494,null,5511,null,140213,null,5931,null,148852,null,6277,null,144493,null,5942,null,146205,null,5669,null,162738,null,5760,null,160066,null,5501,null,159504,null,6223,null,167215,null,5164,null,167924,null,5580,null,185982,null,5836,null,754376,null,13300,null,211877,null,10007,null,9499343,null,26664,null,0400000US36,New York,36
6258538,null,14482,null,1535215,null,13775,null,102920,null,4916,null,81044,null,5377,null,76706,null,4489,null,76031,null,4414,null,80776,null,4408,null,78651,null,4437,null,78922,null,4240,null,81666,null,4381,null,76902,null,5248,null,83676,null,4455,null,82568,null,4898,null,72092,null,3267,null,71699,null,3642,null,85070,null,5231,null,336058,null,9008,null,70434,null,4963,null,4723323,null,14580,null,0400000US37,North Carolina,37
562471,null,1755,null,143243,null,3359,null,7412,null,1201,null,6218,null,880,null,6334,null,1000,null,6610,null,909,null,6173,null,912,null,7135,null,814,null,5094,null,824,null,7456,null,1037,null,6629,null,962,null,5393,null,800,null,7049,null,940,null,7101,null,991,null,6861,null,854,null,7545,null,969,null,43416,null,2606,null,6817,null,1248,null,419228,null,3565,null,0400000US38,North Dakota,38
9315150,null,8882,null,2386793,null,12560,null,150039,null,5287,null,119823,null,4643,null,115398,null,4466,null,124706,null,4934,null,115255,null,4461,null,120187,null,4949,null,113438,null,5023,null,116255,null,4496,null,126825,null,5409,null,126328,null,5010,null,124045,null,4994,null,127504,null,4854,null,120297,null,4659,null,136530,null,5636,null,534756,null,9623,null,115407,null,5888,null,6928357,null,13813,null,0400000US39,Ohio,39
2655811,null,8934,null,655315,null,8603,null,45240,null,3195,null,34800,null,2658,null,38045,null,2735,null,32949,null,2510,null,32280,null,2866,null,34600,null,2613,null,31749,null,2188,null,33095,null,2875,null,33611,null,2520,null,30695,null,2318,null,34678,null,2757,null,34199,null,2206,null,31795,null,2137,null,38911,null,3362,null,143015,null,6536,null,25653,null,3052,null,2000496,null,10130,null,0400000US40,Oklahoma,40
3171953,null,10516,null,748089,null,9652,null,43398,null,3014,null,35782,null,2590,null,38225,null,2870,null,38107,null,2803,null,37246,null,3168,null,36967,null,2979,null,38934,null,3193,null,35260,null,3096,null,38281,null,2578,null,40701,null,2913,null,39414,null,2798,null,40568,null,2623,null,41027,null,3037,null,42709,null,2995,null,163709,null,7600,null,37761,null,3574,null,2423864,null,11758,null,0400000US41,Oregon,41
10097079,null,12037,null,2413285,null,12759,null,151304,null,4941,null,110133,null,5214,null,107981,null,4069,null,113115,null,4472,null,118703,null,4783,null,117370,null,4307,null,115441,null,4808,null,118152,null,5088,null,119943,null,4476,null,128258,null,4997,null,125393,null,4051,null,133778,null,4614,null,126870,null,4392,null,138475,null,5095,null,564713,null,10683,null,123656,null,5333,null,7683794,null,13991,null,0400000US42,Pennsylvania,42
850110,null,5481,null,219926,null,5262,null,15475,null,1826,null,8451,null,1384,null,9124,null,1544,null,8752,null,1215,null,7278,null,1279,null,10058,null,1442,null,9244,null,1151,null,10860,null,1687,null,8496,null,1233,null,9672,null,1577,null,10118,null,1717,null,11154,null,1289,null,10730,null,1363,null,11286,null,1619,null,64545,null,3748,null,14683,null,2334,null,630184,null,5998,null,0400000US44,Rhode Island,44
2917900,null,6047,null,694140,null,8274,null,44043,null,3380,null,41677,null,3068,null,34831,null,3148,null,32885,null,2697,null,35104,null,2458,null,37007,null,2365,null,32565,null,2668,null,36113,null,2925,null,36524,null,3505,null,38652,null,2867,null,39819,null,3125,null,36301,null,2704,null,32775,null,2219,null,34653,null,2594,null,153494,null,6398,null,27697,null,2420,null,2223760,null,9100,null,0400000US45,South Carolina,45
675819,null,2643,null,167261,null,3325,null,10603,null,1268,null,8171,null,1266,null,6680,null,1015,null,7395,null,1193,null,8278,null,1035,null,8675,null,1261,null,8422,null,1335,null,9311,null,1248,null,8213,null,1195,null,7294,null,1046,null,9097,null,1309,null,10937,null,1521,null,7730,null,979,null,9796,null,1367,null,40228,null,2853,null,6431,null,1009,null,508558,null,3551,null,0400000US46,South Dakota,46
4756519,null,8143,null,1125260,null,9550,null,67287,null,3536,null,61690,null,3715,null,59103,null,3381,null,61974,null,3768,null,60705,null,3627,null,57642,null,4100,null,56182,null,3497,null,60896,null,4284,null,59522,null,3727,null,61471,null,3401,null,59805,null,3364,null,63060,null,3359,null,59210,null,3576,null,65172,null,4364,null,222616,null,6544,null,48925,null,3715,null,3631259,null,11033,null,0400000US47,Tennessee,47
17127389,null,39023,null,4756222,null,25007,null,320332,null,8326,null,262403,null,8116,null,262328,null,8711,null,269924,null,8198,null,268451,null,8998,null,255376,null,6622,null,260935,null,8422,null,258689,null,8762,null,252598,null,8302,null,252954,null,7347,null,258500,null,8273,null,246713,null,7926,null,238533,null,6516,null,260710,null,8274,null,921070,null,17352,null,166706,null,7282,null,12371167,null,34896,null,0400000US48,Texas,48
2345667,null,7611,null,772996,null,9814,null,49839,null,3527,null,44519,null,2657,null,41329,null,2708,null,39175,null,2753,null,43202,null,3067,null,41079,null,2419,null,36862,null,2749,null,37830,null,2585,null,37245,null,2540,null,36956,null,2870,null,35632,null,2434,null,40317,null,2353,null,35900,null,2360,null,39640,null,3165,null,187783,null,6750,null,25688,null,2456,null,1572671,null,9521,null,0400000US49,Utah,49
577892,null,1398,null,140682,null,2975,null,8064,null,1188,null,6347,null,1010,null,5569,null,799,null,6682,null,1092,null,6971,null,1115,null,6062,null,912,null,5986,null,909,null,5833,null,829,null,7659,null,963,null,6516,null,920,null,8128,null,1071,null,8030,null,896,null,7982,null,851,null,8479,null,1169,null,34592,null,2454,null,7782,null,1132,null,437210,null,3049,null,0400000US50,Vermont,50
5304386,null,13445,null,1346436,null,13650,null,86313,null,4523,null,65254,null,3284,null,60931,null,3715,null,63778,null,3919,null,64890,null,3602,null,64254,null,3653,null,67533,null,3767,null,64368,null,3717,null,65840,null,3950,null,71202,null,3969,null,68719,null,3873,null,66285,null,3315,null,68496,null,3616,null,70124,null,4300,null,310371,null,10112,null,88078,null,4374,null,3957950,null,15020,null,0400000US51,Virginia,51
5079109,null,12840,null,1221864,null,11820,null,72429,null,3804,null,55706,null,3868,null,57134,null,3426,null,56674,null,3234,null,58616,null,3501,null,63880,null,3745,null,65488,null,3698,null,60864,null,3501,null,65762,null,3845,null,69501,null,4184,null,68308,null,4090,null,70026,null,3918,null,62894,null,3547,null,77552,null,4920,null,261741,null,8528,null,55289,null,3594,null,3857245,null,13269,null,0400000US53,Washington,53
1654978,null,3487,null,370955,null,5134,null,19222,null,2041,null,19943,null,2230,null,17735,null,2209,null,19694,null,2266,null,19836,null,1934,null,18530,null,2125,null,19824,null,2138,null,18999,null,2192,null,18879,null,1743,null,22396,null,1922,null,20774,null,2275,null,19828,null,1783,null,19113,null,1970,null,22709,null,2181,null,77667,null,3730,null,15806,null,2337,null,1284023,null,5436,null,0400000US54,West Virginia,54
4801188,null,6850,null,1203308,null,9448,null,69876,null,3278,null,61385,null,3096,null,53436,null,2792,null,54175,null,2972,null,57876,null,2861,null,59455,null,2791,null,55079,null,3108,null,60898,null,2610,null,61142,null,2530,null,62128,null,2908,null,62210,null,2721,null,64779,null,2784,null,62652,null,2932,null,73089,null,3407,null,285435,null,7884,null,59693,null,3794,null,3597880,null,9047,null,0400000US55,Wisconsin,55
470042,null,2289,null,116527,null,3067,null,7835,null,1207,null,5313,null,958,null,6559,null,1235,null,5084,null,962,null,6537,null,1374,null,5907,null,1007,null,5802,null,1015,null,5511,null,1076,null,4744,null,889,null,5716,null,1403,null,6635,null,1087,null,5949,null,983,null,7782,null,976,null,7466,null,1151,null,24483,null,1923,null,5204,null,1204,null,353515,null,2797,null,0400000US56,Wyoming,56
2884834,null,19957,null,828907,null,11947,null,40261,null,3242,null,35720,null,3094,null,40759,null,3144,null,38137,null,2603,null,40621,null,3221,null,44731,null,2841,null,45627,null,2811,null,44469,null,2908,null,44692,null,3746,null,47553,null,3082,null,44718,null,2887,null,45410,null,2748,null,39688,null,3026,null,49094,null,2831,null,192673,null,6876,null,34754,null,3544,null,2055927,null,15672,null,0400000US72,Puerto Rico,72
