B10053_001E,B10053_001EA,B10053_001M,B10053_001MA,B10053_002E,B10053_002EA,B10053_002M,B10053_002MA,B10053_003E,B10053_003EA,B10053_003M,B10053_003MA,B10053_004E,B10053_004EA,B10053_004M,B10053_004MA,B10053_005E,B10053_005EA,B10053_005M,B10053_005MA,B10053_006E,B10053_006EA,B10053_006M,B10053_006MA,B10053_007E,B10053_007EA,B10053_007M,B10053_007MA,B10053_008E,B10053_008EA,B10053_008M,B10053_008MA,B10053_009E,B10053_009EA,B10053_009M,B10053_009MA,B10053_010E,B10053_010EA,B10053_010M,B10053_010MA,B10053_011E,B10053_011EA,B10053_011M,B10053_011MA,GEO_ID,NAME,state
105283,null,5919,null,103552,null,5888,null,59720,null,4137,null,39418,null,3373,null,20302,null,2893,null,43832,null,3820,null,1731,null,655,null,366,null,255,null,233,null,201,null,133,null,173,null,1365,null,604,null,0400000US01,Alabama,01
12579,null,1833,null,10532,null,1768,null,5567,null,985,null,3553,null,851,null,2014,null,644,null,4965,null,1259,null,2047,null,677,null,545,null,477,null,198,null,220,null,347,null,390,null,1502,null,575,null,0400000US02,Alaska,02
148798,null,8079,null,95955,null,6181,null,43991,null,4205,null,30329,null,3477,null,13662,null,1956,null,51964,null,4110,null,52843,null,5530,null,14718,null,2685,null,11205,null,2337,null,3513,null,1270,null,38125,null,4839,null,0400000US04,Arizona,04
68947,null,4485,null,64551,null,4533,null,38737,null,3539,null,27290,null,2831,null,11447,null,1856,null,25814,null,3050,null,4396,null,1219,null,1899,null,945,null,1718,null,894,null,181,null,219,null,2497,null,887,null,0400000US05,Arkansas,05
1004904,null,21186,null,403195,null,12071,null,162835,null,8476,null,95691,null,6698,null,67144,null,4085,null,240360,null,7806,null,601709,null,16789,null,131892,null,6953,null,84353,null,5090,null,47539,null,4734,null,469817,null,13657,null,0400000US06,California,06
91284,null,6882,null,71486,null,6484,null,33312,null,3705,null,21791,null,2896,null,11521,null,2043,null,38174,null,4820,null,19798,null,2508,null,6677,null,1707,null,5119,null,1543,null,1558,null,696,null,13121,null,1941,null,0400000US08,Colorado,08
57687,null,4050,null,42708,null,3546,null,16770,null,2441,null,11408,null,2174,null,5362,null,1002,null,25938,null,2824,null,14979,null,2242,null,2784,null,896,null,1626,null,679,null,1158,null,507,null,12195,null,1932,null,0400000US09,Connecticut,09
20830,null,2781,null,17909,null,2683,null,7312,null,1654,null,5049,null,1514,null,2263,null,722,null,10597,null,1895,null,2921,null,1024,null,864,null,598,null,800,null,606,null,64,null,95,null,2057,null,839,null,0400000US10,Delaware,10
11011,null,1840,null,9553,null,1555,null,4119,null,964,null,2007,null,702,null,2112,null,655,null,5434,null,1376,null,1458,null,989,null,452,null,391,null,372,null,340,null,80,null,138,null,1006,null,912,null,0400000US11,District of Columbia,11
393605,null,14019,null,251844,null,10557,null,117493,null,6424,null,77619,null,5604,null,39874,null,3644,null,134351,null,7326,null,141761,null,8186,null,31826,null,4344,null,18068,null,3196,null,13758,null,2594,null,109935,null,7385,null,0400000US12,Florida,12
241808,null,10250,null,204701,null,8712,null,103535,null,6137,null,69935,null,4733,null,33600,null,3232,null,101166,null,5521,null,37107,null,4658,null,8073,null,1975,null,4270,null,1206,null,3803,null,1603,null,29034,null,4453,null,0400000US13,Georgia,13
50244,null,4103,null,31517,null,3084,null,7641,null,1509,null,4477,null,1305,null,3164,null,835,null,23876,null,2808,null,18727,null,2602,null,4019,null,1511,null,2016,null,1100,null,2003,null,810,null,14708,null,2137,null,0400000US15,Hawaii,15
25046,null,3355,null,23266,null,3153,null,12837,null,2623,null,7948,null,1838,null,4889,null,1282,null,10429,null,1625,null,1780,null,770,null,750,null,517,null,339,null,296,null,411,null,328,null,1030,null,500,null,0400000US16,Idaho,16
257252,null,9640,null,175032,null,7597,null,78182,null,5551,null,53162,null,4375,null,25020,null,2702,null,96850,null,5312,null,82220,null,6909,null,15489,null,2329,null,10218,null,1988,null,5271,null,1457,null,66731,null,6106,null,0400000US17,Illinois,17
112538,null,7500,null,102829,null,6946,null,57310,null,4386,null,40182,null,3343,null,17128,null,2354,null,45519,null,4674,null,9709,null,1783,null,1992,null,776,null,1152,null,555,null,840,null,429,null,7717,null,1629,null,0400000US18,Indiana,18
33370,null,2867,null,30366,null,2867,null,15912,null,2005,null,11448,null,1668,null,4464,null,1039,null,14454,null,1838,null,3004,null,834,null,940,null,597,null,817,null,529,null,123,null,154,null,2064,null,637,null,0400000US19,Iowa,19
40928,null,3424,null,34770,null,3251,null,18749,null,2224,null,12209,null,1759,null,6540,null,1112,null,16021,null,1958,null,6158,null,1644,null,1246,null,731,null,1141,null,706,null,105,null,133,null,4912,null,1437,null,0400000US20,Kansas,20
86497,null,5606,null,83682,null,5428,null,48819,null,4100,null,34926,null,3868,null,13893,null,1496,null,34863,null,3143,null,2815,null,1036,null,671,null,446,null,365,null,352,null,306,null,251,null,2144,null,910,null,0400000US21,Kentucky,21
122542,null,6656,null,117831,null,6918,null,68583,null,4625,null,47552,null,3760,null,21031,null,2501,null,49248,null,5401,null,4711,null,1700,null,936,null,474,null,726,null,437,null,210,null,195,null,3775,null,1579,null,0400000US22,Louisiana,22
19397,null,2583,null,18763,null,2562,null,7901,null,1870,null,5817,null,1554,null,2084,null,771,null,10862,null,1827,null,634,null,472,null,132,null,122,null,102,null,123,null,30,null,41,null,502,null,491,null,0400000US23,Maine,23
120448,null,6638,null,97275,null,5681,null,42489,null,3660,null,28376,null,2741,null,14113,null,2011,null,54786,null,4150,null,23173,null,2774,null,4908,null,1097,null,2903,null,827,null,2005,null,822,null,18265,null,2398,null,0400000US24,Maryland,24
109300,null,6083,null,74759,null,5063,null,24444,null,2796,null,15521,null,2331,null,8923,null,1761,null,50315,null,3902,null,34541,null,3714,null,6751,null,1653,null,4196,null,1284,null,2555,null,820,null,27790,null,3658,null,0400000US25,Massachusetts,25
