C23002A_001E,C23002A_001EA,C23002A_001M,C23002A_001MA,C23002A_002E,C23002A_002EA,C23002A_002M,C23002A_002MA,C23002A_003E,C23002A_003EA,C23002A_003M,C23002A_003MA,C23002A_004E,C23002A_004EA,C23002A_004M,C23002A_004MA,C23002A_005E,C23002A_005EA,C23002A_005M,C23002A_005MA,C23002A_006E,C23002A_006EA,C23002A_006M,C23002A_006MA,C23002A_007E,C23002A_007EA,C23002A_007M,C23002A_007MA,C23002A_008E,C23002A_008EA,C23002A_008M,C23002A_008MA,C23002A_009E,C23002A_009EA,C23002A_009M,C23002A_009MA,C23002A_010E,C23002A_010EA,C23002A_010M,C23002A_010MA,C23002A_011E,C23002A_011EA,C23002A_011M,C23002A_011MA,C23002A_012E,C23002A_012EA,C23002A_012M,C23002A_012MA,C23002A_013E,C23002A_013EA,C23002A_013M,C23002A_013MA,C23002A_014E,C23002A_014EA,C23002A_014M,C23002A_014MA,C23002A_015E,C23002A_015EA,C23002A_015M,C23002A_015MA,C23002A_016E,C23002A_016EA,C23002A_016M,C23002A_016MA,C23002A_017E,C23002A_017EA,C23002A_017M,C23002A_017MA,C23002A_018E,C23002A_018EA,C23002A_018M,C23002A_018MA,C23002A_019E,C23002A_019EA,C23002A_019M,C23002A_019MA,C23002A_020E,C23002A_020EA,C23002A_020M,C23002A_020MA,C23002A_021E,C23002A_021EA,C23002A_021M,C23002A_021MA,C23002A_022E,C23002A_022EA,C23002A_022M,C23002A_022MA,C23002A_023E,C23002A_023EA,C23002A_023M,C23002A_023MA,C23002A_024E,C23002A_024EA,C23002A_024M,C23002A_024MA,C23002A_025E,C23002A_025EA,C23002A_025M,C23002A_025MA,C23002A_026E,C23002A_026EA,C23002A_026M,C23002A_026MA,C23002A_027E,C23002A_027EA,C23002A_027M,C23002A_027MA,GEO_ID,NAME,state
2217561,null,5947,null,1081219,null,3838,null,900917,null,4011,null,729242,null,6389,null,14342,null,1556,null,714900,null,6545,null,686094,null,6202,null,28806,null,3293,null,171675,null,5966,null,180302,null,735,null,38837,null,2368,null,38126,null,2346,null,711,null,315,null,141465,null,2308,null,1136342,null,3298,null,892621,null,3322,null,616467,null,6265,null,1687,null,696,null,614780,null,6409,null,590366,null,6364,null,24414,null,2589,null,276154,null,7239,null,243721,null,588,null,29870,null,2025,null,29299,null,2009,null,571,null,286,null,213851,null,2138,null,0400000US40,Oklahoma,40
2672099,null,6416,null,1310101,null,4793,null,1100538,null,4876,null,887526,null,7748,null,2015,null,760,null,885511,null,7735,null,825823,null,8190,null,59688,null,4154,null,213012,null,6292,null,209563,null,853,null,33126,null,2127,null,31566,null,2147,null,1560,null,517,null,176437,null,2481,null,1361998,null,3626,null,1095566,null,3684,null,785674,null,7474,null,481,null,391,null,785193,null,7368,null,736925,null,8065,null,48268,null,3537,null,309892,null,6771,null,266432,null,946,null,26385,null,2333,null,25050,null,2222,null,1335,null,555,null,240047,null,2437,null,0400000US41,Oregon,41
8560566,null,9566,null,4124910,null,6211,null,3406498,null,6291,null,2778138,null,12049,null,8781,null,1603,null,2769357,null,12275,null,2628268,null,12343,null,141089,null,6629,null,628360,null,12903,null,718412,null,1179,null,148626,null,4299,null,143779,null,4127,null,4847,null,935,null,569786,null,4316,null,4435656,null,5945,null,3410037,null,5978,null,2472080,null,11801,null,1197,null,511,null,2470883,null,11893,null,2351597,null,12102,null,119286,null,5201,null,937957,null,11186,null,1025619,null,1066,null,115055,null,4038,null,111256,null,4031,null,3799,null,741,null,910564,null,4205,null,0400000US42,Pennsylvania,42
727148,null,4320,null,347060,null,2796,null,291129,null,2696,null,236553,null,3525,null,4640,null,3494,null,231913,null,4443,null,212836,null,4656,null,19077,null,2716,null,54576,null,3425,null,55931,null,509,null,12482,null,1325,null,12094,null,1310,null,388,null,253,null,43449,null,1311,null,380088,null,2428,null,297967,null,2399,null,227056,null,4345,null,779,null,645,null,226277,null,4387,null,214824,null,4333,null,11453,null,1746,null,70911,null,3984,null,82121,null,585,null,9368,null,1205,null,9059,null,1180,null,309,null,256,null,72753,null,1261,null,0400000US44,Rhode Island,44
2452454,null,4404,null,1194246,null,3227,null,993153,null,3306,null,808008,null,6260,null,21118,null,2538,null,786890,null,6540,null,742122,null,7724,null,44768,null,3874,null,185145,null,6226,null,201093,null,620,null,37863,null,2460,null,36257,null,2479,null,1606,null,582,null,163230,null,2529,null,1258208,null,2676,null,993517,null,2591,null,674774,null,8665,null,4816,null,1060,null,669958,null,8822,null,626882,null,8749,null,43076,null,3572,null,318743,null,8676,null,264691,null,729,null,30297,null,2620,null,29550,null,2593,null,747,null,316,null,234394,null,2645,null,0400000US45,South Carolina,45
563360,null,2318,null,278073,null,1724,null,230115,null,1730,null,199185,null,2530,null,3242,null,1055,null,195943,null,2721,null,191463,null,2642,null,4480,null,985,null,30930,null,2196,null,47958,null,298,null,13022,null,1188,null,12864,null,1181,null,158,null,140,null,34936,null,1223,null,285287,null,1153,null,222496,null,1134,null,182530,null,2897,null,534,null,479,null,181996,null,2868,null,177592,null,2807,null,4404,null,981,null,39966,null,2752,null,62791,null,237,null,9133,null,1137,null,8944,null,1182,null,189,null,179,null,53658,null,1126,null,0400000US46,South Dakota,46
3974926,null,6137,null,1925792,null,4433,null,1619775,null,4491,null,1313588,null,7794,null,10412,null,1603,null,1303176,null,7983,null,1225147,null,8700,null,78029,null,4392,null,306187,null,7191,null,306017,null,920,null,61866,null,3144,null,59627,null,3175,null,2239,null,596,null,244151,null,3043,null,2049134,null,3662,null,1632640,null,3515,null,1107736,null,9374,null,1334,null,698,null,1106402,null,9335,null,1038145,null,10058,null,68257,null,4372,null,524904,null,9695,null,416494,null,812,null,46796,null,2906,null,45346,null,2820,null,1450,null,492,null,369698,null,2997,null,0400000US47,Tennessee,47
13732400,null,28880,null,6781909,null,17299,null,5887507,null,17029,null,4880730,null,17787,null,64928,null,4149,null,4815802,null,18683,null,4600669,null,17696,null,215133,null,8556,null,1006777,null,13527,null,894402,null,3544,null,211987,null,5961,null,205402,null,5793,null,6585,null,1195,null,682415,null,7070,null,6950491,null,17702,null,5759520,null,16843,null,3856973,null,21624,null,11493,null,1873,null,3845480,null,21562,null,3658965,null,22202,null,186515,null,6715,null,1902547,null,21960,null,1190971,null,4149,null,147980,null,5601,null,144857,null,5520,null,3123,null,820,null,1042991,null,6740,null,0400000US48,Texas,48
1810993,null,5501,null,905352,null,3742,null,799601,null,3720,null,688200,null,6069,null,8319,null,1796,null,679881,null,6000,null,653206,null,6165,null,26675,null,2839,null,111401,null,5310,null,105751,null,486,null,22121,null,1860,null,21488,null,1774,null,633,null,337,null,83630,null,1897,null,905641,null,2616,null,776400,null,2621,null,542010,null,6816,null,1251,null,612,null,540759,null,6858,null,519936,null,7187,null,20823,null,2322,null,234390,null,6676,null,129241,null,511,null,14057,null,1441,null,13725,null,1461,null,332,null,214,null,115184,null,1556,null,0400000US49,Utah,49
492608,null,1147,null,239175,null,981,null,202345,null,994,null,168607,null,2415,null,439,null,301,null,168168,null,2461,null,158615,null,2590,null,9553,null,1364,null,33738,null,2278,null,36830,null,160,null,9796,null,933,null,9002,null,860,null,794,null,343,null,27034,null,922,null,253433,null,939,null,205076,null,894,null,159985,null,2766,null,56,null,72,null,159929,null,2760,null,153930,null,2686,null,5999,null,992,null,45091,null,2695,null,48357,null,268,null,8094,null,981,null,7871,null,993,null,223,null,210,null,40263,null,1014,null,0400000US50,Vermont,50
4447485,null,10120,null,2176760,null,6569,null,1854680,null,6591,null,1550217,null,9394,null,84559,null,3919,null,1465658,null,9643,null,1406025,null,10357,null,59633,null,3949,null,304463,null,6501,null,322080,null,974,null,77555,null,3178,null,75335,null,3068,null,2220,null,749,null,244525,null,3247,null,2270725,null,5625,null,1838582,null,5438,null,1332413,null,8375,null,14764,null,2356,null,1317649,null,8271,null,1263321,null,8164,null,54328,null,3869,null,506169,null,9559,null,432143,null,1350,null,55951,null,3231,null,55051,null,3185,null,900,null,468,null,376192,null,3661,null,0400000US51,Virginia,51
4268932,null,9469,null,2108868,null,6004,null,1797525,null,5978,null,1477426,null,9203,null,45646,null,3582,null,1431780,null,9579,null,1351288,null,9663,null,80492,null,4823,null,320099,null,8408,null,311343,null,910,null,56277,null,2878,null,54056,null,2835,null,2221,null,647,null,255066,null,2994,null,2160064,null,4976,null,1767275,null,5186,null,1259809,null,10100,null,5147,null,1449,null,1254662,null,9817,null,1190876,null,10632,null,63786,null,4876,null,507466,null,10304,null,392789,null,1100,null,41922,null,2354,null,40925,null,2399,null,997,null,399,null,350867,null,2548,null,0400000US53,Washington,53
1401624,null,3027,null,675549,null,2281,null,558328,null,2232,null,406659,null,5331,null,1927,null,776,null,404732,null,5298,null,380337,null,5902,null,24395,null,2424,null,151669,null,5370,null,117221,null,489,null,15670,null,1574,null,15370,null,1562,null,300,null,186,null,101551,null,1532,null,726075,null,2104,null,568025,null,2147,null,356052,null,5583,null,407,null,399,null,355645,null,5606,null,337031,null,5565,null,18614,null,2111,null,211973,null,5664,null,158050,null,473,null,14615,null,1365,null,14140,null,1348,null,475,null,318,null,143435,null,1436,null,0400000US54,West Virginia,54
4032978,null,4682,null,1991668,null,3330,null,1684697,null,3227,null,1439998,null,5832,null,4612,null,1117,null,1435386,null,6066,null,1363001,null,7205,null,72385,null,3701,null,244699,null,5873,null,306971,null,484,null,60183,null,2642,null,58017,null,2583,null,2166,null,615,null,246788,null,2649,null,2041310,null,2856,null,1631582,null,2799,null,1294537,null,6935,null,856,null,418,null,1293681,null,6930,null,1238857,null,7249,null,54824,null,3285,null,337045,null,6819,null,409728,null,578,null,51194,null,2601,null,49813,null,2509,null,1381,null,483,null,358534,null,2560,null,0400000US55,Wisconsin,55
390632,null,1847,null,196541,null,1434,null,167824,null,1453,null,144358,null,2427,null,1806,null,854,null,142552,null,2440,null,138063,null,2754,null,4489,null,1146,null,23466,null,2042,null,28717,null,350,null,7500,null,1029,null,7418,null,1021,null,82,null,89,null,21217,null,987,null,194091,null,1332,null,159944,null,1372,null,118461,null,2646,null,487,null,297,null,117974,null,2671,null,114122,null,2746,null,3852,null,922,null,41483,null,2530,null,34147,null,384,null,6594,null,775,null,6358,null,751,null,236,null,206,null,27553,null,838,null,0400000US56,Wyoming,56
2345492,null,16013,null,1086728,null,9312,null,899090,null,8549,null,552657,null,8558,null,2094,null,808,null,550563,null,8369,null,479864,null,8393,null,70699,null,4724,null,346433,null,8965,null,187638,null,2884,null,20239,null,1691,null,19643,null,1693,null,596,null,356,null,167399,null,2829,null,1258764,null,9894,null,1011093,null,8936,null,492116,null,8708,null,532,null,411,null,491584,null,8825,null,420017,null,9029,null,71567,null,4444,null,518977,null,9035,null,247671,null,3390,null,9767,null,1375,null,9349,null,1338,null,418,null,286,null,237904,null,3763,null,0400000US72,Puerto Rico,72
