B19301G_001E,B19301G_001EA,B19301G_001M,B19301G_001MA,GEO_ID,NAME,state
15138,null,2016,null,0400000US01,Alabama,01
16226,null,1890,null,0400000US02,Alaska,02
12447,null,916,null,0400000US04,Arizona,04
13335,null,1430,null,0400000US05,Arkansas,05
17102,null,649,null,0400000US06,California,06
15752,null,1038,null,0400000US08,Colorado,08
19689,null,2538,null,0400000US09,Connecticut,09
17468,null,6181,null,0400000US10,Delaware,10
31379,null,6072,null,0400000US11,District of Columbia,11
14765,null,1024,null,0400000US12,Florida,12
14718,null,1471,null,0400000US13,Georgia,13
21112,null,1281,null,0400000US15,Hawaii,15
10998,null,1392,null,0400000US16,Idaho,16
14077,null,1292,null,0400000US17,Illinois,17
11997,null,2180,null,0400000US18,Indiana,18
10537,null,1617,null,0400000US19,Iowa,19
15719,null,3193,null,0400000US20,Kansas,20
10998,null,1833,null,0400000US21,Kentucky,21
15148,null,2559,null,0400000US22,Louisiana,22
11378,null,1762,null,0400000US23,Maine,23
19140,null,1446,null,0400000US24,Maryland,24
16319,null,1402,null,0400000US25,Massachusetts,25
11554,null,861,null,0400000US26,Michigan,26
13369,null,1529,null,0400000US27,Minnesota,27
12860,null,3842,null,0400000US28,Mississippi,28
12212,null,869,null,0400000US29,Missouri,29
10696,null,1688,null,0400000US30,Montana,30
10804,null,2179,null,0400000US31,Nebraska,31
16449,null,1479,null,0400000US32,Nevada,32
22107,null,9181,null,0400000US33,New Hampshire,33
18299,null,1520,null,0400000US34,New Jersey,34
14037,null,1715,null,0400000US35,New Mexico,35
17872,null,1052,null,0400000US36,New York,36
12781,null,1399,null,0400000US37,North Carolina,37
11557,null,3950,null,0400000US38,North Dakota,38
11583,null,1616,null,0400000US39,Ohio,39
13739,null,746,null,0400000US40,Oklahoma,40
13579,null,1214,null,0400000US41,Oregon,41
12431,null,1125,null,0400000US42,Pennsylvania,42
17277,null,7834,null,0400000US44,Rhode Island,44
10958,null,1476,null,0400000US45,South Carolina,45
9672,null,2087,null,0400000US46,South Dakota,46
13442,null,2748,null,0400000US47,Tennessee,47
16235,null,987,null,0400000US48,Texas,48
11992,null,1825,null,0400000US49,Utah,49
15535,null,3106,null,0400000US50,Vermont,50
17500,null,1772,null,0400000US51,Virginia,51
15899,null,999,null,0400000US53,Washington,53
9715,null,1583,null,0400000US54,West Virginia,54
11295,null,1564,null,0400000US55,Wisconsin,55
12878,null,3097,null,0400000US56,Wyoming,56
8754,null,412,null,0400000US72,Puerto Rico,72
