B17010A_001E,B17010A_001EA,B17010A_001M,B17010A_001MA,B17010A_002E,B17010A_002EA,B17010A_002M,B17010A_002MA,B17010A_003E,B17010A_003EA,B17010A_003M,B17010A_003MA,B17010A_004E,B17010A_004EA,B17010A_004M,B17010A_004MA,B17010A_005E,B17010A_005EA,B17010A_005M,B17010A_005MA,B17010A_006E,B17010A_006EA,B17010A_006M,B17010A_006MA,B17010A_007E,B17010A_007EA,B17010A_007M,B17010A_007MA,B17010A_008E,B17010A_008EA,B17010A_008M,B17010A_008MA,B17010A_009E,B17010A_009EA,B17010A_009M,B17010A_009MA,B17010A_010E,B17010A_010EA,B17010A_010M,B17010A_010MA,B17010A_011E,B17010A_011EA,B17010A_011M,B17010A_011MA,B17010A_012E,B17010A_012EA,B17010A_012M,B17010A_012MA,B17010A_013E,B17010A_013EA,B17010A_013M,B17010A_013MA,B17010A_014E,B17010A_014EA,B17010A_014M,B17010A_014MA,B17010A_015E,B17010A_015EA,B17010A_015M,B17010A_015MA,B17010A_016E,B17010A_016EA,B17010A_016M,B17010A_016MA,B17010A_017E,B17010A_017EA,B17010A_017M,B17010A_017MA,B17010A_018E,B17010A_018EA,B17010A_018M,B17010A_018MA,B17010A_019E,B17010A_019EA,B17010A_019M,B17010A_019MA,B17010A_020E,B17010A_020EA,B17010A_020M,B17010A_020MA,B17010A_021E,B17010A_021EA,B17010A_021M,B17010A_021MA,B17010A_022E,B17010A_022EA,B17010A_022M,B17010A_022MA,B17010A_023E,B17010A_023EA,B17010A_023M,B17010A_023MA,B17010A_024E,B17010A_024EA,B17010A_024M,B17010A_024MA,B17010A_025E,B17010A_025EA,B17010A_025M,B17010A_025MA,B17010A_026E,B17010A_026EA,B17010A_026M,B17010A_026MA,B17010A_027E,B17010A_027EA,B17010A_027M,B17010A_027MA,B17010A_028E,B17010A_028EA,B17010A_028M,B17010A_028MA,B17010A_029E,B17010A_029EA,B17010A_029M,B17010A_029MA,B17010A_030E,B17010A_030EA,B17010A_030M,B17010A_030MA,B17010A_031E,B17010A_031EA,B17010A_031M,B17010A_031MA,B17010A_032E,B17010A_032EA,B17010A_032M,B17010A_032MA,B17010A_033E,B17010A_033EA,B17010A_033M,B17010A_033MA,B17010A_034E,B17010A_034EA,B17010A_034M,B17010A_034MA,B17010A_035E,B17010A_035EA,B17010A_035M,B17010A_035MA,B17010A_036E,B17010A_036EA,B17010A_036M,B17010A_036MA,B17010A_037E,B17010A_037EA,B17010A_037M,B17010A_037MA,B17010A_038E,B17010A_038EA,B17010A_038M,B17010A_038MA,B17010A_039E,B17010A_039EA,B17010A_039M,B17010A_039MA,B17010A_040E,B17010A_040EA,B17010A_040M,B17010A_040MA,B17010A_041E,B17010A_041EA,B17010A_041M,B17010A_041MA,GEO_ID,NAME,state
1558081,null,14467,null,111252,null,6675,null,51127,null,3876,null,31501,null,3055,null,7124,null,1843,null,11576,null,2131,null,12801,null,1856,null,19626,null,2458,null,60125,null,4797,null,10366,null,2131,null,7829,null,1687,null,1933,null,988,null,1279,null,621,null,4617,null,1326,null,2537,null,970,null,49759,null,4419,null,41845,null,4147,null,8198,null,2060,null,11802,null,2179,null,21845,null,2599,null,7914,null,1447,null,1446829,null,13944,null,1213806,null,14703,null,538251,null,10124,null,107286,null,5049,null,104255,null,5466,null,326710,null,8436,null,675555,null,11471,null,233023,null,8209,null,79372,null,5800,null,42736,null,4218,null,7339,null,1493,null,4011,null,1239,null,31386,null,3668,null,36636,null,3871,null,153651,null,6237,null,87373,null,5436,null,10580,null,1928,null,11698,null,2052,null,65095,null,4519,null,66278,null,4254,null,0400000US13,Georgia,13
92447,null,2961,null,4533,null,1121,null,1850,null,765,null,1337,null,710,null,1017,null,657,null,105,null,125,null,215,null,212,null,513,null,256,null,2683,null,822,null,238,null,222,null,192,null,206,null,50,null,88,null,59,null,76,null,83,null,128,null,46,null,77,null,2445,null,811,null,2173,null,754,null,648,null,419,null,367,null,365,null,1158,null,657,null,272,null,310,null,87914,null,2994,null,72479,null,3263,null,28822,null,2615,null,7519,null,1348,null,5727,null,1093,null,15576,null,2081,null,43657,null,2855,null,15435,null,2178,null,5341,null,900,null,2936,null,1033,null,597,null,407,null,250,null,332,null,2089,null,895,null,2405,null,785,null,10094,null,1901,null,6120,null,1444,null,904,null,646,null,666,null,475,null,4550,null,1309,null,3974,null,943,null,0400000US15,Hawaii,15
373820,null,6449,null,33097,null,3317,null,15122,null,1946,null,9827,null,1598,null,2907,null,956,null,4313,null,1063,null,2607,null,719,null,5295,null,1160,null,17975,null,2423,null,2415,null,822,null,1742,null,661,null,585,null,406,null,10,null,18,null,1147,null,526,null,673,null,456,null,15560,null,2235,null,14483,null,2255,null,4141,null,1059,null,3059,null,1014,null,7283,null,1520,null,1077,null,483,null,340723,null,6719,null,287534,null,6353,null,131184,null,4834,null,26562,null,2388,null,30227,null,2306,null,74395,null,3761,null,156350,null,4136,null,53189,null,3955,null,19232,null,2399,null,12752,null,1972,null,3214,null,987,null,1074,null,515,null,8464,null,1738,null,6480,null,1374,null,33957,null,2706,null,22697,null,2478,null,3146,null,956,null,2728,null,891,null,16823,null,1965,null,11260,null,1385,null,0400000US16,Idaho,16
2386648,null,15961,null,142093,null,5570,null,57975,null,3622,null,37273,null,2995,null,5497,null,871,null,14367,null,2025,null,17409,null,2280,null,20702,null,2238,null,84118,null,4940,null,13860,null,2366,null,9641,null,2054,null,3077,null,1088,null,2202,null,911,null,4362,null,1312,null,4219,null,1219,null,70258,null,4045,null,63391,null,3800,null,17147,null,2346,null,15581,null,1722,null,30663,null,2231,null,6867,null,1269,null,2244555,null,15225,null,1856669,null,13883,null,815613,null,10536,null,160755,null,5609,null,157769,null,5334,null,497089,null,8680,null,1041056,null,12349,null,387886,null,9989,null,131956,null,5938,null,68671,null,4599,null,16308,null,2374,null,9393,null,1869,null,42970,null,3544,null,63285,null,3802,null,255930,null,7339,null,140481,null,5907,null,21823,null,2282,null,16143,null,2232,null,102515,null,5450,null,115449,null,5522,null,0400000US17,Illinois,17
1453411,null,13202,null,114452,null,5608,null,41355,null,3310,null,24739,null,2279,null,4383,null,872,null,9972,null,1634,null,10384,null,1613,null,16616,null,1959,null,73097,null,4279,null,12448,null,1830,null,10549,null,1783,null,3195,null,1066,null,2482,null,775,null,4872,null,1292,null,1899,null,748,null,60649,null,3996,null,53835,null,3724,null,13866,null,1721,null,13404,null,1857,null,26565,null,2831,null,6814,null,1374,null,1338959,null,12239,null,1109725,null,12142,null,469883,null,8595,null,89633,null,4345,null,91159,null,4085,null,289091,null,7101,null,639842,null,9567,null,229234,null,6808,null,74908,null,4107,null,43850,null,3357,null,9052,null,1595,null,4277,null,1268,null,30521,null,2786,null,31058,null,2803,null,154326,null,5558,null,98576,null,4157,null,15185,null,1925,null,11101,null,1694,null,72290,null,3876,null,55750,null,3256,null,0400000US18,Indiana,18
750042,null,7365,null,48827,null,3747,null,17564,null,1699,null,9894,null,1370,null,2535,null,822,null,3699,null,953,null,3660,null,886,null,7670,null,1054,null,31263,null,3097,null,4395,null,1118,null,3696,null,1101,null,1486,null,739,null,941,null,472,null,1269,null,600,null,699,null,375,null,26868,null,2961,null,24979,null,2977,null,7596,null,1737,null,5656,null,1322,null,11727,null,1714,null,1889,null,549,null,701215,null,7783,null,592591,null,7745,null,237664,null,6030,null,45123,null,3208,null,48151,null,3226,null,144390,null,4257,null,354927,null,5450,null,108624,null,4191,null,39277,null,2855,null,23406,null,2193,null,6965,null,1410,null,2353,null,661,null,14088,null,1641,null,15871,null,2169,null,69347,null,3081,null,44119,null,2541,null,6332,null,1105,null,5199,null,950,null,32588,null,2498,null,25228,null,1899,null,0400000US19,Iowa,19
651081,null,7998,null,41694,null,2690,null,16857,null,1735,null,10131,null,1387,null,1966,null,698,null,4410,null,964,null,3755,null,1138,null,6726,null,1216,null,24837,null,2474,null,3903,null,1138,null,3379,null,1019,null,1035,null,527,null,561,null,394,null,1783,null,785,null,524,null,307,null,20934,null,2355,null,18971,null,2172,null,6652,null,1493,null,5392,null,1384,null,6927,null,1091,null,1963,null,616,null,609387,null,7985,null,507819,null,7376,null,213399,null,5085,null,42713,null,2982,null,42518,null,2686,null,128168,null,4318,null,294420,null,5399,null,101568,null,4855,null,32863,null,2876,null,18483,null,2266,null,4091,null,1202,null,2582,null,815,null,11810,null,1635,null,14380,null,1762,null,68705,null,3663,null,46446,null,3471,null,6829,null,1318,null,5337,null,1326,null,34280,null,2919,null,22259,null,2004,null,0400000US20,Kansas,20
1022708,null,11049,null,120909,null,6066,null,54212,null,4154,null,30745,null,3569,null,7131,null,1696,null,9679,null,1897,null,13935,null,2082,null,23467,null,2488,null,66697,null,4329,null,12291,null,2045,null,9844,null,1936,null,2936,null,1128,null,2066,null,948,null,4842,null,1153,null,2447,null,747,null,54406,null,3933,null,46781,null,3754,null,10151,null,1679,null,9889,null,1842,null,26741,null,2745,null,7625,null,1265,null,901799,null,10863,null,743062,null,11099,null,304108,null,7141,null,58853,null,4093,null,57720,null,3610,null,187535,null,5906,null,438954,null,7486,null,158737,null,6426,null,49809,null,3235,null,27279,null,2455,null,6793,null,1452,null,3367,null,956,null,17119,null,2136,null,22530,null,2225,null,108928,null,5275,null,60399,null,4128,null,9474,null,1583,null,7265,null,1489,null,43660,null,3448,null,48529,null,2991,null,0400000US21,Kentucky,21
746336,null,7627,null,56956,null,3723,null,24039,null,2408,null,12335,null,1763,null,3338,null,1167,null,4132,null,1292,null,4865,null,1049,null,11704,null,1672,null,32917,null,2825,null,5076,null,1381,null,3346,null,1089,null,1298,null,710,null,1052,null,728,null,996,null,404,null,1730,null,769,null,27841,null,2548,null,24160,null,2337,null,5718,null,1397,null,5206,null,1028,null,13236,null,1932,null,3681,null,956,null,689380,null,8098,null,569658,null,7226,null,240293,null,6771,null,46615,null,3409,null,47162,null,3250,null,146516,null,4887,null,329365,null,6422,null,119722,null,5268,null,37712,null,3628,null,21883,null,2857,null,5944,null,1813,null,3132,null,996,null,12807,null,2208,null,15829,null,2057,null,82010,null,4330,null,45809,null,3312,null,8308,null,1631,null,4015,null,984,null,33486,null,3223,null,36201,null,2924,null,0400000US22,Louisiana,22
333183,null,6143,null,26597,null,2459,null,8228,null,1345,null,3999,null,909,null,589,null,339,null,1621,null,638,null,1789,null,540,null,4229,null,949,null,18369,null,2370,null,2948,null,865,null,2526,null,807,null,742,null,378,null,195,null,150,null,1589,null,700,null,422,null,314,null,15421,null,2166,null,13804,null,1906,null,3342,null,932,null,3250,null,878,null,7212,null,1292,null,1617,null,649,null,306586,null,5906,null,256052,null,5156,null,95624,null,4121,null,19170,null,2374,null,16933,null,1870,null,59521,null,2904,null,160428,null,4338,null,50534,null,3292,null,17888,null,1929,null,10932,null,1645,null,2929,null,895,null,727,null,392,null,7276,null,1324,null,6956,null,1069,null,32646,null,2335,null,20192,null,2027,null,2550,null,698,null,1884,null,718,null,15758,null,1840,null,12454,null,1683,null,0400000US23,Maine,23
896768,null,8391,null,32514,null,3092,null,12626,null,1802,null,6348,null,1300,null,1707,null,844,null,2527,null,764,null,2114,null,720,null,6278,null,1409,null,19888,null,2355,null,3550,null,1121,null,2692,null,1047,null,670,null,641,null,147,null,149,null,1875,null,889,null,858,null,474,null,16338,null,2282,null,14226,null,2197,null,3261,null,955,null,4201,null,1269,null,6764,null,1447,null,2112,null,872,null,864254,null,8500,null,715723,null,9998,null,311193,null,6455,null,64742,null,4225,null,56826,null,2664,null,189625,null,4811,null,404530,null,7285,null,148531,null,6323,null,47082,null,3198,null,24202,null,2489,null,4241,null,1149,null,2175,null,815,null,17786,null,2531,null,22880,null,2243,null,101449,null,5246,null,58364,null,4289,null,8286,null,1620,null,5532,null,1484,null,44546,null,3326,null,43085,null,2909,null,0400000US24,Maryland,24
1321537,null,10456,null,67952,null,4790,null,22756,null,2234,null,9248,null,1408,null,2011,null,743,null,1977,null,699,null,5260,null,1089,null,13508,null,1756,null,45196,null,3892,null,6543,null,1605,null,5015,null,1410,null,2052,null,995,null,622,null,381,null,2341,null,713,null,1528,null,620,null,38653,null,3458,null,33882,null,3283,null,6688,null,1346,null,7761,null,1669,null,19433,null,2372,null,4771,null,1066,null,1253585,null,10579,null,1007409,null,11176,null,438806,null,9069,null,85630,null,4650,null,72287,null,3709,null,280889,null,6927,null,568603,null,8109,null,246176,null,8574,null,66972,null,4760,null,31055,null,2736,null,6710,null,1615,null,2478,null,778,null,21867,null,2275,null,35917,null,3630,null,179204,null,7221,null,98327,null,4943,null,14066,null,2116,null,9219,null,1599,null,75042,null,4351,null,80877,null,4905,null,0400000US25,Massachusetts,25
2102192,null,12894,null,162951,null,6559,null,62670,null,3460,null,36145,null,2982,null,7030,null,1380,null,11463,null,1635,null,17652,null,1946,null,26525,null,1743,null,100281,null,5718,null,18330,null,2125,null,14266,null,1822,null,4210,null,1052,null,2308,null,980,null,7748,null,1331,null,4064,null,948,null,81951,null,5241,null,72283,null,5067,null,16632,null,2190,null,16553,null,2333,null,39098,null,3120,null,9668,null,1541,null,1939241,null,13510,null,1618520,null,12670,null,673284,null,9258,null,117438,null,4177,null,131046,null,5141,null,424800,null,6795,null,945236,null,8416,null,320721,null,7590,null,101482,null,4341,null,52330,null,3203,null,9967,null,1704,null,5155,null,1137,null,37208,null,2671,null,49152,null,2732,null,219239,null,5945,null,124672,null,4091,null,17525,null,2044,null,13623,null,1607,null,93524,null,3693,null,94567,null,4273,null,0400000US26,Michigan,26
1219892,null,9774,null,57986,null,3347,null,21486,null,1840,null,11072,null,1522,null,2049,null,697,null,4403,null,956,null,4620,null,892,null,10414,null,1114,null,36500,null,2725,null,4659,null,936,null,3653,null,899,null,1216,null,567,null,865,null,431,null,1572,null,493,null,1006,null,413,null,31841,null,2569,null,29044,null,2368,null,9861,null,1478,null,6711,null,1373,null,12472,null,1795,null,2797,null,730,null,1161906,null,9532,null,981701,null,10481,null,424054,null,6461,null,85488,null,3834,null,81108,null,3525,null,257458,null,5219,null,557647,null,8087,null,180205,null,5338,null,62219,null,3684,null,38594,null,3054,null,11402,null,1812,null,4511,null,1136,null,22681,null,2229,null,23625,null,2154,null,117986,null,4339,null,73149,null,3945,null,12891,null,1755,null,7772,null,1342,null,52486,null,3091,null,44837,null,2307,null,0400000US27,Minnesota,27
480435,null,6278,null,41180,null,4015,null,20145,null,2642,null,12048,null,1984,null,1908,null,872,null,3024,null,887,null,7116,null,1522,null,8097,null,1541,null,21035,null,2880,null,3858,null,1228,null,3028,null,1148,null,486,null,366,null,526,null,561,null,2016,null,820,null,830,null,554,null,17177,null,2354,null,15106,null,2285,null,2956,null,1002,null,5456,null,1678,null,6694,null,1342,null,2071,null,750,null,439255,null,6523,null,370370,null,7047,null,151694,null,5367,null,29937,null,2918,null,30737,null,3129,null,91020,null,4192,null,218676,null,5404,null,68885,null,4484,null,23924,null,2578,null,12226,null,2124,null,2654,null,1183,null,1645,null,824,null,7927,null,1531,null,11698,null,1898,null,44961,null,3311,null,24446,null,2763,null,2744,null,936,null,2532,null,919,null,19170,null,2225,null,20515,null,2108,null,0400000US28,Mississippi,28
1322289,null,10470,null,105886,null,4597,null,42343,null,2642,null,25358,null,2326,null,4907,null,1010,null,9316,null,1770,null,11135,null,1742,null,16985,null,1817,null,63543,null,3699,null,11243,null,1742,null,9680,null,1615,null,4255,null,1216,null,1073,null,469,null,4352,null,1107,null,1563,null,702,null,52300,null,3334,null,46822,null,3554,null,12621,null,1828,null,11621,null,1895,null,22580,null,2293,null,5478,null,1037,null,1216403,null,11214,null,1017932,null,11747,null,424820,null,8105,null,83949,null,4713,null,82283,null,3948,null,258588,null,6368,null,593112,null,7994,null,198471,null,6623,null,68368,null,3660,null,36995,null,2742,null,7921,null,1357,null,3198,null,761,null,25876,null,2423,null,31373,null,3247,null,130103,null,5160,null,77598,null,4173,null,12570,null,1932,null,7522,null,1189,null,57506,null,2925,null,52505,null,3013,null,0400000US29,Missouri,29
220698,null,4099,null,18361,null,2017,null,8445,null,1290,null,4789,null,941,null,680,null,341,null,1592,null,595,null,2517,null,760,null,3656,null,842,null,9916,null,1639,null,1669,null,851,null,1469,null,814,null,741,null,591,null,380,null,344,null,348,null,234,null,200,null,154,null,8247,null,1379,null,7873,null,1383,null,2271,null,663,null,1858,null,725,null,3744,null,999,null,374,null,232,null,202337,null,4168,null,173630,null,4262,null,62627,null,2817,null,10495,null,1495,null,12283,null,1461,null,39849,null,2439,null,111003,null,3790,null,28707,null,2517,null,10180,null,1368,null,6362,null,1155,null,1035,null,408,null,693,null,418,null,4634,null,1090,null,3818,null,924,null,18527,null,2043,null,11579,null,1553,null,1668,null,644,null,1343,null,514,null,8568,null,1365,null,6948,null,1148,null,0400000US30,Montana,30
