B17012_001E,B17012_001EA,B17012_001M,B17012_001MA,B17012_002E,B17012_002EA,B17012_002M,B17012_002MA,B17012_003E,B17012_003EA,B17012_003M,B17012_003MA,B17012_004E,B17012_004EA,B17012_004M,B17012_004MA,B17012_005E,B17012_005EA,B17012_005M,B17012_005MA,B17012_006E,B17012_006EA,B17012_006M,B17012_006MA,B17012_007E,B17012_007EA,B17012_007M,B17012_007MA,B17012_008E,B17012_008EA,B17012_008M,B17012_008MA,B17012_009E,B17012_009EA,B17012_009M,B17012_009MA,B17012_010E,B17012_010EA,B17012_010M,B17012_010MA,B17012_011E,B17012_011EA,B17012_011M,B17012_011MA,B17012_012E,B17012_012EA,B17012_012M,B17012_012MA,B17012_013E,B17012_013EA,B17012_013M,B17012_013MA,B17012_014E,B17012_014EA,B17012_014M,B17012_014MA,B17012_015E,B17012_015EA,B17012_015M,B17012_015MA,B17012_016E,B17012_016EA,B17012_016M,B17012_016MA,B17012_017E,B17012_017EA,B17012_017M,B17012_017MA,B17012_018E,B17012_018EA,B17012_018M,B17012_018MA,B17012_019E,B17012_019EA,B17012_019M,B17012_019MA,B17012_020E,B17012_020EA,B17012_020M,B17012_020MA,B17012_021E,B17012_021EA,B17012_021M,B17012_021MA,B17012_022E,B17012_022EA,B17012_022M,B17012_022MA,B17012_023E,B17012_023EA,B17012_023M,B17012_023MA,B17012_024E,B17012_024EA,B17012_024M,B17012_024MA,B17012_025E,B17012_025EA,B17012_025M,B17012_025MA,B17012_026E,B17012_026EA,B17012_026M,B17012_026MA,B17012_027E,B17012_027EA,B17012_027M,B17012_027MA,B17012_028E,B17012_028EA,B17012_028M,B17012_028MA,B17012_029E,B17012_029EA,B17012_029M,B17012_029MA,B17012_030E,B17012_030EA,B17012_030M,B17012_030MA,B17012_031E,B17012_031EA,B17012_031M,B17012_031MA,B17012_032E,B17012_032EA,B17012_032M,B17012_032MA,B17012_033E,B17012_033EA,B17012_033M,B17012_033MA,B17012_034E,B17012_034EA,B17012_034M,B17012_034MA,B17012_035E,B17012_035EA,B17012_035M,B17012_035MA,GEO_ID,NAME,state
1216612,null,11381,null,146323,null,5371,null,45070,null,3943,null,18801,null,2038,null,17876,null,2509,null,7411,null,1700,null,982,null,400,null,101253,null,4694,null,12056,null,2130,null,4508,null,1253,null,5814,null,1443,null,1379,null,656,null,355,null,376,null,89197,null,4477,null,12961,null,1916,null,54283,null,3691,null,19251,null,2411,null,2702,null,835,null,1070289,null,11368,null,841575,null,10754,null,489027,null,7054,null,292957,null,8310,null,56930,null,4117,null,2661,null,923,null,228714,null,7852,null,59689,null,3966,null,30316,null,2796,null,27052,null,2850,null,2277,null,686,null,44,null,80,null,169025,null,6589,null,70037,null,3893,null,87125,null,5120,null,11190,null,1739,null,673,null,491,null,0400000US01,Alabama,01
157273,null,3920,null,8981,null,1336,null,2280,null,554,null,669,null,381,null,652,null,338,null,504,null,198,null,455,null,165,null,6701,null,1218,null,1875,null,672,null,210,null,173,null,1214,null,588,null,392,null,287,null,59,null,55,null,4826,null,1031,null,239,null,180,null,3124,null,834,null,1360,null,557,null,103,null,121,null,148292,null,3868,null,113901,null,3841,null,58438,null,2462,null,41578,null,3254,null,11936,null,1710,null,1949,null,641,null,34391,null,2960,null,14138,null,1813,null,5099,null,1062,null,8113,null,1488,null,754,null,352,null,172,null,202,null,20253,null,2261,null,4967,null,1020,null,12919,null,1987,null,2270,null,780,null,97,null,104,null,0400000US02,Alaska,02
1489192,null,13955,null,153967,null,7266,null,62919,null,4524,null,22682,null,2709,null,19064,null,2616,null,16878,null,2643,null,4295,null,1288,null,91048,null,5431,null,16260,null,2417,null,3156,null,934,null,9112,null,2003,null,3263,null,991,null,729,null,623,null,74788,null,4573,null,6471,null,1386,null,42021,null,3519,null,21151,null,2467,null,5145,null,1491,null,1335225,null,13296,null,1044681,null,12716,null,597864,null,9741,null,339498,null,9172,null,98327,null,4959,null,8992,null,1705,null,290544,null,8142,null,100347,null,5319,null,41889,null,3348,null,49617,null,3844,null,8276,null,1810,null,565,null,325,null,190197,null,5936,null,69471,null,3705,null,99282,null,5234,null,19806,null,2160,null,1638,null,749,null,0400000US04,Arizona,04
751956,null,8609,null,97661,null,5087,null,31847,null,2714,null,11687,null,1406,null,11132,null,1584,null,7683,null,1527,null,1345,null,665,null,65814,null,4378,null,7416,null,1224,null,1758,null,732,null,4874,null,956,null,631,null,393,null,153,null,238,null,58398,null,4207,null,6564,null,1325,null,35348,null,3102,null,14672,null,2245,null,1814,null,900,null,654295,null,9443,null,521241,null,9443,null,313250,null,6701,null,171344,null,5512,null,33872,null,2842,null,2775,null,941,null,133054,null,4238,null,38100,null,2902,null,17958,null,2105,null,18459,null,1854,null,1638,null,795,null,45,null,49,null,94954,null,3991,null,37492,null,2583,null,50095,null,3688,null,6736,null,1248,null,631,null,459,null,0400000US05,Arkansas,05
8265877,null,24391,null,824961,null,17051,null,350161,null,10215,null,92842,null,5234,null,132590,null,7005,null,105353,null,5194,null,19376,null,2426,null,474800,null,12730,null,91870,null,4849,null,19965,null,2484,null,46755,null,3439,null,22001,null,2412,null,3149,null,1085,null,382930,null,11237,null,47689,null,3394,null,219690,null,8428,null,100674,null,4926,null,14877,null,1957,null,7440916,null,26807,null,5633384,null,24928,null,2814515,null,18701,null,2211389,null,19411,null,563297,null,10987,null,44183,null,3487,null,1807532,null,19617,null,611037,null,15079,null,286304,null,10872,null,270410,null,9342,null,49403,null,4159,null,4920,null,1304,null,1196495,null,14905,null,484460,null,10852,null,605398,null,11891,null,98694,null,5839,null,7943,null,1609,null,0400000US06,California,06
1208994,null,12292,null,94833,null,5799,null,42794,null,3810,null,14073,null,2300,null,17330,null,2585,null,9438,null,1986,null,1953,null,823,null,52039,null,4170,null,9248,null,1963,null,1728,null,680,null,5567,null,1450,null,1767,null,931,null,186,null,278,null,42791,null,3384,null,4125,null,1110,null,28368,null,2524,null,8816,null,1581,null,1482,null,710,null,1114161,null,12813,null,903865,null,10480,null,490811,null,8373,null,326717,null,6624,null,80275,null,4513,null,6062,null,1156,null,210296,null,7862,null,70053,null,4108,null,30097,null,2487,null,35224,null,3864,null,4624,null,1206,null,108,null,130,null,140243,null,6356,null,49425,null,3783,null,79761,null,4484,null,10899,null,1688,null,158,null,175,null,0400000US08,Colorado,08
888825,null,8063,null,59375,null,4122,null,14920,null,1976,null,6524,null,1368,null,5988,null,1347,null,2101,null,740,null,307,null,281,null,44455,null,3583,null,5638,null,1380,null,1948,null,738,null,2548,null,897,null,943,null,482,null,199,null,291,null,38817,null,3298,null,4186,null,918,null,24098,null,2414,null,9551,null,2148,null,982,null,612,null,829450,null,7641,null,653964,null,8040,null,356431,null,5825,null,239472,null,6292,null,55790,null,3100,null,2271,null,647,null,175486,null,7258,null,47993,null,3758,null,25870,null,2626,null,19852,null,2375,null,2156,null,728,null,115,null,130,null,127493,null,6113,null,52879,null,3364,null,65024,null,4676,null,9075,null,1585,null,515,null,431,null,0400000US09,Connecticut,09
222044,null,4500,null,15264,null,2028,null,4575,null,1088,null,1444,null,533,null,1563,null,633,null,1344,null,811,null,224,null,273,null,10689,null,1745,null,1641,null,801,null,383,null,251,null,973,null,695,null,252,null,274,null,33,null,53,null,9048,null,1567,null,1429,null,750,null,5388,null,1044,null,1832,null,806,null,399,null,365,null,206780,null,4632,null,158253,null,4041,null,94432,null,2973,null,52011,null,3168,null,11291,null,1561,null,519,null,311,null,48527,null,3404,null,13753,null,1820,null,5667,null,1193,null,7619,null,1522,null,467,null,375,null,0,null,263,null,34774,null,2797,null,12588,null,1538,null,20044,null,2406,null,2028,null,743,null,114,null,143,null,0400000US10,Delaware,10
107365,null,3934,null,14675,null,1923,null,2125,null,895,null,1348,null,691,null,645,null,477,null,132,null,154,null,0,null,296,null,12550,null,1842,null,1004,null,562,null,140,null,144,null,600,null,381,null,126,null,207,null,138,null,213,null,11546,null,1782,null,1786,null,757,null,6178,null,1237,null,2810,null,956,null,772,null,463,null,92690,null,3608,null,52314,null,3165,null,32320,null,2433,null,16877,null,1866,null,2964,null,853,null,153,null,147,null,40376,null,2455,null,8939,null,1375,null,4883,null,1145,null,3511,null,860,null,545,null,616,null,0,null,296,null,31437,null,2517,null,13230,null,1381,null,15895,null,2337,null,2008,null,731,null,304,null,322,null,0400000US11,District of Columbia,11
4577227,null,27336,null,433289,null,12273,null,175428,null,7483,null,83132,null,5204,null,59720,null,3980,null,28564,null,3302,null,4012,null,1233,null,257861,null,10672,null,43588,null,4287,null,11217,null,1831,null,24457,null,3223,null,7126,null,1925,null,788,null,461,null,214273,null,8857,null,28992,null,2846,null,128161,null,6804,null,49148,null,4530,null,7972,null,1582,null,4143938,null,25186,null,3196740,null,23962,null,1989430,null,17552,null,1004107,null,15749,null,193187,null,7638,null,10016,null,1844,null,947198,null,16879,null,285773,null,10506,null,141538,null,7545,null,127284,null,6488,null,16581,null,2524,null,370,null,300,null,661425,null,12514,null,268802,null,8759,null,345515,null,8982,null,43720,null,4334,null,3388,null,1063,null,0400000US12,Florida,12
