B06007_001E,B06007_001EA,B06007_001M,B06007_001MA,B06007_002E,B06007_002EA,B06007_002M,B06007_002MA,B06007_003E,B06007_003EA,B06007_003M,B06007_003MA,B06007_004E,B06007_004EA,B06007_004M,B06007_004MA,B06007_005E,B06007_005EA,B06007_005M,B06007_005MA,B06007_006E,B06007_006EA,B06007_006M,B06007_006MA,B06007_007E,B06007_007EA,B06007_007M,B06007_007MA,B06007_008E,B06007_008EA,B06007_008M,B06007_008MA,B06007_009E,B06007_009EA,B06007_009M,B06007_009MA,B06007_010E,B06007_010EA,B06007_010M,B06007_010MA,B06007_011E,B06007_011EA,B06007_011M,B06007_011MA,B06007_012E,B06007_012EA,B06007_012M,B06007_012MA,B06007_013E,B06007_013EA,B06007_013M,B06007_013MA,B06007_014E,B06007_014EA,B06007_014M,B06007_014MA,B06007_015E,B06007_015EA,B06007_015M,B06007_015MA,B06007_016E,B06007_016EA,B06007_016M,B06007_016MA,B06007_017E,B06007_017EA,B06007_017M,B06007_017MA,B06007_018E,B06007_018EA,B06007_018M,B06007_018MA,B06007_019E,B06007_019EA,B06007_019M,B06007_019MA,B06007_020E,B06007_020EA,B06007_020M,B06007_020MA,B06007_021E,B06007_021EA,B06007_021M,B06007_021MA,B06007_022E,B06007_022EA,B06007_022M,B06007_022MA,B06007_023E,B06007_023EA,B06007_023M,B06007_023MA,B06007_024E,B06007_024EA,B06007_024M,B06007_024MA,B06007_025E,B06007_025EA,B06007_025M,B06007_025MA,B06007_026E,B06007_026EA,B06007_026M,B06007_026MA,B06007_027E,B06007_027EA,B06007_027M,B06007_027MA,B06007_028E,B06007_028EA,B06007_028M,B06007_028MA,B06007_029E,B06007_029EA,B06007_029M,B06007_029MA,B06007_030E,B06007_030EA,B06007_030M,B06007_030MA,B06007_031E,B06007_031EA,B06007_031M,B06007_031MA,B06007_032E,B06007_032EA,B06007_032M,B06007_032MA,B06007_033E,B06007_033EA,B06007_033M,B06007_033MA,B06007_034E,B06007_034EA,B06007_034M,B06007_034MA,B06007_035E,B06007_035EA,B06007_035M,B06007_035MA,B06007_036E,B06007_036EA,B06007_036M,B06007_036MA,B06007_037E,B06007_037EA,B06007_037M,B06007_037MA,B06007_038E,B06007_038EA,B06007_038M,B06007_038MA,B06007_039E,B06007_039EA,B06007_039M,B06007_039MA,B06007_040E,B06007_040EA,B06007_040M,B06007_040MA,GEO_ID,NAME,state
1402689,null,1725,null,1260634,null,6998,null,103785,null,5138,null,59122,null,4549,null,44663,null,3392,null,38270,null,4532,null,23532,null,3339,null,14738,null,2617,null,612077,null,9598,null,576550,null,9679,null,29323,null,2502,null,24191,null,2298,null,5132,null,1166,null,6204,null,1658,null,5376,null,1377,null,828,null,682,null,686997,null,9189,null,651612,null,9041,null,27457,null,2588,null,22540,null,2335,null,4917,null,1269,null,7928,null,1588,null,6591,null,1432,null,1337,null,591,null,14715,null,2143,null,12754,null,1999,null,1140,null,638,null,934,null,587,null,206,null,245,null,821,null,496,null,520,null,406,null,301,null,302,null,88900,null,5949,null,19718,null,2442,null,45865,null,3808,null,11457,null,2597,null,34408,null,3190,null,23317,null,3525,null,11045,null,2412,null,12272,null,2554,null,0400000US16,Idaho,16
12007133,null,2073,null,9382810,null,28787,null,1531998,null,16627,null,791275,null,19135,null,740723,null,16753,null,1092325,null,23801,null,657539,null,17033,null,434786,null,13776,null,7797813,null,28060,null,7002957,null,31218,null,562727,null,13974,null,460929,null,13712,null,101798,null,5608,null,232129,null,10139,null,201423,null,9592,null,30706,null,3325,null,2310911,null,22383,null,2150043,null,19145,null,104249,null,6013,null,79485,null,5395,null,24764,null,3019,null,56619,null,4641,null,47553,null,4355,null,9066,null,1796,null,126028,null,6434,null,50909,null,4001,null,60536,null,5079,null,33702,null,3788,null,26834,null,3210,null,14583,null,2016,null,11211,null,1793,null,3372,null,902,null,1772381,null,23407,null,178901,null,8106,null,804486,null,15254,null,217159,null,8300,null,587327,null,15718,null,788994,null,17049,null,397352,null,10848,null,391642,null,13102,null,0400000US17,Illinois,17
5933181,null,2147,null,5506038,null,9002,null,238508,null,6486,null,124820,null,5879,null,113688,null,5595,null,188635,null,7572,null,129383,null,7886,null,59252,null,4428,null,3970796,null,21089,null,3838059,null,20780,null,66859,null,4378,null,49977,null,3582,null,16882,null,1971,null,65878,null,5698,null,50987,null,5826,null,14891,null,2439,null,1673929,null,20124,null,1596199,null,19822,null,50063,null,3941,null,39600,null,3645,null,10463,null,1613,null,27667,null,3195,null,23161,null,3060,null,4506,null,1189,null,36183,null,3292,null,25662,null,2677,null,7499,null,1452,null,4559,null,1104,null,2940,null,802,null,3022,null,960,null,2447,null,834,null,575,null,438,null,252273,null,7913,null,46118,null,3062,null,114087,null,5340,null,30684,null,3272,null,83403,null,5055,null,92068,null,5163,null,52788,null,4486,null,39280,null,3530,null,0400000US18,Indiana,18
2803768,null,1898,null,2623269,null,6553,null,96793,null,4564,null,53404,null,4013,null,43389,null,3277,null,83706,null,5862,null,53124,null,4691,null,30582,null,3295,null,2019125,null,11954,null,1966301,null,12429,null,30026,null,2684,null,22396,null,2370,null,7630,null,1106,null,22798,null,3032,null,18860,null,2778,null,3938,null,1014,null,659252,null,11434,null,626821,null,11280,null,21422,null,2208,null,17462,null,2081,null,3960,null,867,null,11009,null,1914,null,9289,null,1884,null,1720,null,686,null,14441,null,2003,null,10670,null,1514,null,3062,null,988,null,1450,null,645,null,1612,null,817,null,709,null,376,null,646,null,350,null,63,null,140,null,110950,null,5039,null,19477,null,1925,null,42283,null,3235,null,12096,null,1881,null,30187,null,2870,null,49190,null,4081,null,24329,null,2707,null,24861,null,2973,null,0400000US19,Iowa,19
2599846,null,1983,null,2343074,null,8906,null,170662,null,6381,null,91885,null,5979,null,78777,null,4019,null,86110,null,5574,null,57115,null,4814,null,28995,null,2729,null,1491284,null,13446,null,1426986,null,14111,null,47014,null,4058,null,38538,null,4189,null,8476,null,1529,null,17284,null,2292,null,14713,null,2218,null,2571,null,643,null,923551,null,11963,null,874267,null,12403,null,35091,null,3467,null,29244,null,3305,null,5847,null,1104,null,14193,null,2176,null,11791,null,2020,null,2402,null,841,null,22582,null,2157,null,19078,null,2169,null,2425,null,723,null,1674,null,633,null,751,null,397,null,1079,null,487,null,932,null,486,null,147,null,136,null,162429,null,5640,null,22743,null,2457,null,86132,null,4293,null,22429,null,2286,null,63703,null,3567,null,53554,null,3601,null,29679,null,3434,null,23875,null,2390,null,0400000US20,Kansas,20
3986609,null,2455,null,3817918,null,8098,null,85993,null,5105,null,43132,null,3943,null,42861,null,3601,null,82698,null,5968,null,51526,null,4586,null,31172,null,4153,null,2794313,null,16314,null,2756388,null,16443,null,26011,null,3072,null,16620,null,2297,null,9391,null,1955,null,11914,null,1783,null,9438,null,1702,null,2476,null,841,null,1051382,null,16290,null,1018743,null,15599,null,17463,null,2446,null,12693,null,2015,null,4770,null,1040,null,15176,null,2639,null,11545,null,2022,null,3631,null,1250,null,24051,null,2857,null,19895,null,2453,null,2832,null,998,null,2214,null,930,null,618,null,448,null,1324,null,572,null,834,null,410,null,490,null,451,null,116863,null,6160,null,22892,null,3075,null,39687,null,2990,null,11605,null,2094,null,28082,null,2463,null,54284,null,5053,null,29709,null,3584,null,24575,null,3599,null,0400000US21,Kentucky,21
4102457,null,2195,null,3769415,null,9069,null,117996,null,5645,null,66520,null,4787,null,51476,null,4441,null,215046,null,8212,null,158749,null,7130,null,56297,null,3896,null,3227737,null,17691,null,3052564,null,18381,null,34665,null,3741,null,26105,null,3243,null,8560,null,1343,null,140508,null,5878,null,116784,null,5632,null,23724,null,2553,null,717363,null,17977,null,677405,null,17112,null,25124,null,2899,null,18095,null,2398,null,7029,null,1922,null,14834,null,2065,null,12835,null,1949,null,1999,null,744,null,23427,null,2568,null,15562,null,1989,null,5503,null,1526,null,3571,null,1061,null,1932,null,925,null,2362,null,752,null,2161,null,732,null,201,null,191,null,133930,null,6840,null,23884,null,2532,null,52704,null,4308,null,18749,null,2733,null,33955,null,3786,null,57342,null,4374,null,26969,null,3206,null,30373,null,2796,null,0400000US22,Louisiana,22
1245193,null,1143,null,1156293,null,5329,null,11629,null,1905,null,8659,null,1749,null,2970,null,842,null,77271,null,5027,null,58852,null,4240,null,18419,null,1880,null,781219,null,8821,null,736186,null,9230,null,3915,null,997,null,3137,null,921,null,778,null,361,null,41118,null,2805,null,33576,null,2486,null,7542,null,1139,null,410796,null,9392,null,391913,null,9619,null,5087,null,1199,null,4106,null,1081,null,981,null,562,null,13796,null,1877,null,11765,null,1779,null,2031,null,643,null,14486,null,2029,null,10431,null,1844,null,1193,null,621,null,649,null,498,null,544,null,441,null,2862,null,1017,null,2292,null,845,null,570,null,402,null,38692,null,3112,null,17763,null,2070,null,1434,null,633,null,767,null,444,null,667,null,426,null,19495,null,2400,null,11219,null,1943,null,8276,null,1320,null,0400000US23,Maine,23
5261641,null,1456,null,4467209,null,15502,null,293986,null,8341,null,154924,null,7606,null,139062,null,6285,null,500446,null,12824,null,330766,null,11947,null,169680,null,8810,null,2427815,null,21115,null,2310210,null,21069,null,55041,null,4328,null,45153,null,4121,null,9888,null,1634,null,62564,null,4774,null,50825,null,4396,null,11739,null,2011,null,2071052,null,19979,null,1951465,null,19114,null,56183,null,4895,null,45835,null,4542,null,10348,null,1488,null,63404,null,5494,null,51674,null,4682,null,11730,null,2306,null,71978,null,4248,null,46770,null,3432,null,14611,null,2139,null,9382,null,1736,null,5229,null,1304,null,10597,null,1980,null,9277,null,1627,null,1320,null,932,null,690796,null,13028,null,158764,null,8869,null,168151,null,6128,null,54554,null,4799,null,113597,null,5434,null,363881,null,10564,null,218990,null,7800,null,144891,null,8285,null,0400000US24,Maryland,24
6116518,null,1081,null,4832030,null,21755,null,447466,null,9501,null,249184,null,8546,null,198282,null,8809,null,837022,null,18510,null,512593,null,13226,null,324429,null,14454,null,3779457,null,22890,null,3470997,null,23323,null,114078,null,5638,null,97186,null,5167,null,16892,null,2531,null,194382,null,7271,null,170245,null,6889,null,24137,null,2715,null,1257450,null,18675,null,1143237,null,17766,null,55546,null,4561,null,47253,null,4082,null,8293,null,1648,null,58667,null,4014,null,50978,null,4032,null,7689,null,1520,null,148583,null,7061,null,42859,null,3492,null,92597,null,5676,null,41655,null,3872,null,50942,null,4910,null,13127,null,2245,null,8807,null,1801,null,4320,null,1222,null,931028,null,18128,null,174937,null,8337,null,185245,null,8393,null,63090,null,5560,null,122155,null,7556,null,570846,null,16367,null,282563,null,10070,null,288283,null,13470,null,0400000US25,Massachusetts,25
9379127,null,2110,null,8551326,null,19005,null,270797,null,9436,null,159318,null,7204,null,111479,null,7722,null,557004,null,15551,null,358521,null,12091,null,198483,null,9861,null,7045321,null,21148,null,6787409,null,22847,null,105363,null,6591,null,81406,null,5568,null,23957,null,2717,null,152549,null,8303,null,130568,null,7845,null,21981,null,2386,null,1691430,null,20916,null,1600044,null,20122,null,50559,null,3511,null,40197,null,3371,null,10362,null,1642,null,40827,null,3105,null,33255,null,3129,null,7572,null,1238,null,65266,null,5268,null,39925,null,3292,null,13802,null,2856,null,8429,null,1986,null,5373,null,1660,null,11539,null,2428,null,8768,null,2121,null,2771,null,870,null,577110,null,14142,null,123948,null,5333,null,101073,null,6844,null,29286,null,3182,null,71787,null,6475,null,352089,null,11411,null,185930,null,7582,null,166159,null,8887,null,0400000US26,Michigan,26
4865059,null,1774,null,4395275,null,11753,null,172858,null,5665,null,89948,null,5343,null,82910,null,4910,null,296926,null,10540,null,180991,null,7656,null,115935,null,7124,null,3296584,null,15930,null,3166577,null,16738,null,52289,null,3666,null,36490,null,3276,null,15799,null,2082,null,77718,null,4461,null,61200,null,3918,null,16518,null,2654,null,1205419,null,14203,null,1136916,null,14299,null,37483,null,3047,null,28309,null,2721,null,9174,null,1458,null,31020,null,2888,null,23906,null,2495,null,7114,null,1391,null,27634,null,2581,null,20754,null,2119,null,3411,null,1036,null,2128,null,756,null,1283,null,638,null,3469,null,799,null,2667,null,672,null,802,null,471,null,335422,null,10254,null,71028,null,5380,null,79675,null,4159,null,23021,null,2230,null,56654,null,3919,null,184719,null,8798,null,93218,null,5664,null,91501,null,6502,null,0400000US27,Minnesota,27
2722890,null,2147,null,2625467,null,6340,null,55862,null,5173,null,27373,null,2831,null,28489,null,3949,null,41561,null,3785,null,29789,null,3278,null,11772,null,2254,null,1922257,null,14140,null,1895113,null,14264,null,15522,null,2411,null,10620,null,1795,null,4902,null,1322,null,11622,null,1880,null,9690,null,1812,null,1932,null,739,null,723990,null,13910,null,704011,null,13737,null,11396,null,1772,null,8629,null,1566,null,2767,null,790,null,8583,null,1507,null,7370,null,1239,null,1213,null,665,null,17082,null,2261,null,13113,null,1807,null,2421,null,1238,null,1707,null,1024,null,714,null,587,null,1548,null,630,null,1197,null,614,null,351,null,308,null,59561,null,5688,null,13230,null,2328,null,26523,null,3952,null,6417,null,1583,null,20106,null,3332,null,19808,null,2923,null,11532,null,2284,null,8276,null,1950,null,0400000US28,Mississippi,28
5512995,null,1898,null,5206590,null,10077,null,138268,null,5840,null,79422,null,5045,null,58846,null,4463,null,168137,null,8128,null,101128,null,5975,null,67009,null,5577,null,3570534,null,21231,null,3495588,null,21166,null,41993,null,4025,null,31425,null,3551,null,10568,null,1753,null,32953,null,3093,null,25956,null,2929,null,6997,null,1203,null,1694748,null,18791,null,1638085,null,18163,null,31696,null,2522,null,26393,null,2446,null,5303,null,1201,null,24967,null,2524,null,21073,null,2270,null,3894,null,961,null,34608,null,3252,null,27401,null,2787,null,3652,null,1396,null,2743,null,1098,null,909,null,475,null,3555,null,1088,null,2601,null,902,null,954,null,549,null,213105,null,9282,null,45516,null,4462,null,60927,null,4034,null,18861,null,2499,null,42066,null,3408,null,106662,null,6725,null,51498,null,4098,null,55164,null,4960,null,0400000US29,Missouri,29
905840,null,1307,null,863602,null,3473,null,11530,null,1927,null,9327,null,1718,null,2203,null,725,null,30708,null,2834,null,23452,null,2433,null,7256,null,1688,null,473238,null,8151,null,454204,null,8245,null,4580,null,1070,null,4063,null,1027,null,517,null,291,null,14454,null,2200,null,12297,null,1878,null,2157,null,1221,null,403194,null,7816,null,391176,null,7959,null,5198,null,1061,null,4465,null,1009,null,733,null,382,null,6820,null,1209,null,5691,null,1018,null,1129,null,589,null,8296,null,1796,null,7295,null,1587,null,268,null,243,null,0,null,235,null,268,null,243,null,733,null,718,null,215,null,194,null,518,null,702,null,21112,null,2326,null,10927,null,1778,null,1484,null,760,null,799,null,542,null,685,null,557,null,8701,null,1465,null,5249,null,1225,null,3452,null,890,null,0400000US30,Montana,30
1652677,null,1267,null,1501708,null,6509,null,100217,null,4107,null,47478,null,3520,null,52739,null,3236,null,50752,null,5166,null,35174,null,4198,null,15578,null,2496,null,1057675,null,9801,null,1018636,null,10106,null,24521,null,2567,null,18215,null,2194,null,6306,null,1267,null,14518,null,2308,null,12800,null,2201,null,1718,null,506,null,486957,null,9440,null,461614,null,9380,null,20446,null,2656,null,16533,null,2451,null,3913,null,1118,null,4897,null,1135,null,4228,null,1073,null,669,null,398,null,11275,null,1805,null,9182,null,1605,null,1264,null,694,null,502,null,368,null,762,null,556,null,829,null,423,null,740,null,393,null,89,null,157,null,96770,null,5100,null,12276,null,1948,null,53986,null,3153,null,12228,null,1995,null,41758,null,2685,null,30508,null,3937,null,17406,null,2890,null,13102,null,2316,null,0400000US31,Nebraska,31
