B16007_001E,B16007_001EA,B16007_001M,B16007_001MA,B16007_002E,B16007_002EA,B16007_002M,B16007_002MA,B16007_003E,B16007_003EA,B16007_003M,B16007_003MA,B16007_004E,B16007_004EA,B16007_004M,B16007_004MA,B16007_005E,B16007_005EA,B16007_005M,B16007_005MA,B16007_006E,B16007_006EA,B16007_006M,B16007_006MA,B16007_007E,B16007_007EA,B16007_007M,B16007_007MA,B16007_008E,B16007_008EA,B16007_008M,B16007_008MA,B16007_009E,B16007_009EA,B16007_009M,B16007_009MA,B16007_010E,B16007_010EA,B16007_010M,B16007_010MA,B16007_011E,B16007_011EA,B16007_011M,B16007_011MA,B16007_012E,B16007_012EA,B16007_012M,B16007_012MA,B16007_013E,B16007_013EA,B16007_013M,B16007_013MA,B16007_014E,B16007_014EA,B16007_014M,B16007_014MA,B16007_015E,B16007_015EA,B16007_015M,B16007_015MA,B16007_016E,B16007_016EA,B16007_016M,B16007_016MA,B16007_017E,B16007_017EA,B16007_017M,B16007_017MA,B16007_018E,B16007_018EA,B16007_018M,B16007_018MA,B16007_019E,B16007_019EA,B16007_019M,B16007_019MA,GEO_ID,NAME,state
8954056,null,3918,null,1810790,null,4239,null,1574758,null,7266,null,158210,null,4705,null,39595,null,3319,null,26911,null,2348,null,11316,null,3035,null,6160305,null,5161,null,5341091,null,13584,null,465470,null,8159,null,169316,null,10221,null,129578,null,5768,null,54850,null,5373,null,982961,null,3889,null,923237,null,4202,null,18131,null,1827,null,24258,null,3543,null,14071,null,1718,null,3264,null,1182,null,0400000US13,Georgia,13
1202441,null,2211,null,198847,null,2279,null,163926,null,4567,null,5444,null,1756,null,2755,null,1126,null,26506,null,3278,null,216,null,207,null,813763,null,733,null,603155,null,8640,null,24578,null,3001,null,13229,null,2031,null,171235,null,7291,null,1566,null,993,null,189831,null,799,null,129769,null,3856,null,1412,null,467,null,3294,null,875,null,54780,null,3567,null,576,null,414,null,0400000US15,Hawaii,15
1402689,null,1725,null,292609,null,1740,null,259218,null,3341,null,26831,null,2403,null,4157,null,1589,null,1849,null,814,null,554,null,384,null,927932,null,1689,null,828997,null,5009,null,71716,null,3700,null,15453,null,2500,null,9014,null,1498,null,2752,null,949,null,182148,null,1395,null,172419,null,1570,null,5238,null,1495,null,2567,null,823,null,1240,null,579,null,684,null,468,null,0400000US16,Idaho,16
12007133,null,2073,null,2286333,null,2847,null,1770037,null,12074,null,372613,null,8810,null,94942,null,7613,null,33200,null,2898,null,15541,null,3175,null,8148472,null,3323,null,6269197,null,20345,null,1082138,null,11348,null,495222,null,16357,null,229051,null,8128,null,72864,null,6809,null,1572328,null,2520,null,1343576,null,5689,null,77247,null,2288,null,109974,null,5140,null,31428,null,2075,null,10103,null,1914,null,0400000US17,Illinois,17
5933181,null,2147,null,1140141,null,2456,null,1045199,null,5915,null,57048,null,3375,null,28584,null,4009,null,7765,null,1372,null,1545,null,686,null,3979950,null,3079,null,3678805,null,7221,null,170214,null,4786,null,81352,null,4879,null,39740,null,2868,null,9839,null,1808,null,813090,null,2166,null,782034,null,2419,null,11246,null,1721,null,14710,null,1808,null,3678,null,895,null,1422,null,628,null,0400000US18,Indiana,18
2803768,null,1898,null,510692,null,2359,null,465900,null,3496,null,27615,null,2532,null,9889,null,2162,null,4252,null,881,null,3036,null,1623,null,1849435,null,1998,null,1725628,null,4270,null,66648,null,3198,null,29511,null,3601,null,22145,null,1661,null,5503,null,1073,null,443641,null,1462,null,431741,null,1672,null,2530,null,589,null,7323,null,1140,null,1868,null,680,null,179,null,157,null,0400000US19,Iowa,19
2599846,null,1983,null,497221,null,2110,null,439424,null,4095,null,45497,null,3387,null,4893,null,1182,null,5375,null,948,null,2032,null,1269,null,1735766,null,2374,null,1554792,null,5894,null,116899,null,4165,null,28820,null,2973,null,27475,null,2318,null,7780,null,2364,null,366859,null,1833,null,348858,null,2233,null,8266,null,1166,null,6438,null,1296,null,2637,null,739,null,660,null,483,null,0400000US20,Kansas,20
3986609,null,2455,null,725903,null,3084,null,690533,null,4060,null,20960,null,2855,null,9285,null,1920,null,4062,null,810,null,1063,null,690,null,2697263,null,2103,null,2575323,null,5856,null,61312,null,3422,null,31177,null,3506,null,23614,null,2864,null,5837,null,1790,null,563443,null,2236,null,552062,null,2267,null,3721,null,1116,null,5193,null,1123,null,2124,null,1124,null,343,null,284,null,0400000US21,Kentucky,21
4102457,null,2195,null,798968,null,2449,null,756248,null,3786,null,23326,null,2464,null,9716,null,1684,null,6285,null,1221,null,3393,null,1701,null,2764405,null,2948,null,2546713,null,7409,null,85245,null,4355,null,89753,null,5634,null,36251,null,3019,null,6443,null,1709,null,539084,null,2518,null,466454,null,3543,null,9425,null,1115,null,59451,null,2981,null,3040,null,1162,null,714,null,481,null,0400000US22,Louisiana,22
1245193,null,1143,null,203498,null,1362,null,194058,null,2069,null,2558,null,854,null,4707,null,1031,null,1086,null,495,null,1089,null,695,null,842530,null,1074,null,787723,null,4373,null,8380,null,1547,null,37169,null,3598,null,4866,null,928,null,4392,null,1186,null,199165,null,861,null,174512,null,2044,null,691,null,405,null,22652,null,1859,null,807,null,536,null,503,null,287,null,0400000US23,Maine,23
5261641,null,1456,null,969070,null,1430,null,836102,null,5902,null,63796,null,3487,null,33996,null,3641,null,21809,null,2373,null,13367,null,2785,null,3613593,null,2125,null,3024977,null,12402,null,215141,null,6255,null,167675,null,9911,null,132275,null,5015,null,73525,null,6044,null,678978,null,1741,null,606130,null,3739,null,15049,null,1125,null,33428,null,2710,null,20267,null,1588,null,4104,null,949,null,0400000US24,Maryland,24
6116518,null,1081,null,1047277,null,1420,null,834269,null,8035,null,99636,null,4789,null,71351,null,6068,null,32729,null,2879,null,9292,null,2272,null,4198817,null,1817,null,3274792,null,16332,null,325369,null,6779,null,384806,null,13891,null,162491,null,6390,null,51359,null,5744,null,870424,null,1560,null,722969,null,5970,null,22461,null,1262,null,103157,null,6084,null,17474,null,1411,null,4363,null,1401,null,0400000US25,Massachusetts,25
9379127,null,2110,null,1769484,null,2380,null,1608847,null,7959,null,64456,null,4296,null,39655,null,3841,null,21522,null,1985,null,35004,null,4901,null,6308420,null,2897,null,5741900,null,13462,null,189531,null,6794,null,181131,null,7568,null,99128,null,4457,null,96730,null,8042,null,1301223,null,1946,null,1200579,null,4775,null,16810,null,1453,null,61493,null,4252,null,8762,null,1171,null,13579,null,1908,null,0400000US26,Michigan,26
4865059,null,1774,null,894493,null,1676,null,781217,null,5106,null,49865,null,2733,null,17822,null,2689,null,29691,null,2136,null,15898,null,2949,null,3319412,null,1859,null,3000855,null,8274,null,117411,null,4108,null,67229,null,5506,null,85994,null,3858,null,47923,null,3896,null,651154,null,1554,null,613203,null,2346,null,5582,null,1167,null,19746,null,1946,null,6751,null,786,null,5872,null,1088,null,0400000US27,Minnesota,27
2722890,null,2147,null,549562,null,2354,null,531430,null,2883,null,11450,null,1833,null,2783,null,965,null,1352,null,746,null,2547,null,867,null,1804724,null,2482,null,1732710,null,5915,null,42252,null,4229,null,13506,null,2089,null,9977,null,2209,null,6279,null,1743,null,368604,null,2336,null,361327,null,2354,null,2160,null,778,null,3474,null,1022,null,1239,null,603,null,404,null,457,null,0400000US28,Mississippi,28
5512995,null,1898,null,1022923,null,2660,null,959348,null,4023,null,35160,null,2810,null,17441,null,2618,null,8377,null,1413,null,2597,null,1130,null,3687633,null,2893,null,3473827,null,8087,null,95772,null,4483,null,61253,null,4571,null,41336,null,2872,null,15445,null,2981,null,802439,null,1849,null,773415,null,2728,null,7336,null,1045,null,15059,null,1837,null,4742,null,1035,null,1887,null,886,null,0400000US29,Missouri,29
905840,null,1307,null,160602,null,1754,null,153348,null,2077,null,2390,null,804,null,2514,null,1098,null,541,null,367,null,1809,null,716,null,609080,null,1880,null,579145,null,3180,null,8084,null,1563,null,12155,null,1788,null,3804,null,877,null,5892,null,1269,null,136158,null,829,null,131109,null,1120,null,1056,null,460,null,2163,null,542,null,326,null,289,null,1504,null,578,null,0400000US30,Montana,30
1652677,null,1267,null,315778,null,1675,null,276256,null,3147,null,30241,null,2124,null,4469,null,1349,null,3123,null,858,null,1689,null,780,null,1097072,null,1728,null,996306,null,4486,null,66125,null,2806,null,15412,null,2675,null,12359,null,1510,null,6870,null,2263,null,239827,null,1168,null,229146,null,1614,null,3851,null,916,null,5742,null,1164,null,817,null,322,null,271,null,152,null,0400000US31,Nebraska,31
2401766,null,1199,null,469622,null,1228,null,320214,null,6404,null,128767,null,5361,null,5453,null,1398,null,10980,null,1804,null,4208,null,1451,null,1637064,null,1363,null,1165363,null,9794,null,331721,null,6983,null,39754,null,4451,null,83802,null,4085,null,16424,null,3216,null,295080,null,1124,null,245048,null,2669,null,21953,null,1525,null,11942,null,1932,null,14204,null,1503,null,1933,null,770,null,0400000US32,Nevada,32
1241116,null,745,null,218071,null,1273,null,203278,null,2023,null,6230,null,1153,null,5437,null,1229,null,2169,null,725,null,957,null,613,null,853831,null,1230,null,789975,null,4801,null,17840,null,2172,null,31929,null,3731,null,10669,null,1676,null,3418,null,1248,null,169214,null,765,null,149787,null,3047,null,1147,null,530,null,17110,null,2823,null,922,null,375,null,248,null,196,null,0400000US33,New Hampshire,33
8125179,null,1169,null,1489426,null,1400,null,1103394,null,8743,null,219318,null,5909,null,97060,null,6452,null,48394,null,3802,null,21260,null,3465,null,5485807,null,2472,null,3843538,null,16703,null,833159,null,8434,null,471835,null,13829,null,261622,null,9000,null,75653,null,6725,null,1149946,null,2199,null,909951,null,5196,null,88530,null,2552,null,108972,null,4854,null,32963,null,2181,null,9530,null,1780,null,0400000US34,New Jersey,34
1837092,null,1767,null,354474,null,2173,null,252230,null,6498,null,84003,null,5350,null,2345,null,951,null,2607,null,977,null,13289,null,1997,null,1220871,null,2196,null,768269,null,10855,null,352029,null,9144,null,15758,null,2228,null,13400,null,1793,null,71415,null,3794,null,261747,null,1997,null,166701,null,2652,null,77062,null,2092,null,4144,null,1380,null,1529,null,464,null,12311,null,785,null,0400000US35,New Mexico,35
18285349,null,2243,null,3203852,null,2773,null,2316992,null,14579,null,483012,null,8561,null,250204,null,10600,null,106250,null,5641,null,47394,null,6786,null,12476711,null,2943,null,8712117,null,26406,null,1876255,null,14760,null,1097189,null,19689,null,607813,null,11836,null,183337,null,11660,null,2604786,null,2186,null,1948401,null,10786,null,229117,null,3505,null,309451,null,9867,null,94727,null,2648,null,23090,null,2659,null,0400000US36,New York,36
8575899,null,3773,null,1593616,null,4467,null,1404475,null,7277,null,145725,null,6778,null,20270,null,3109,null,16642,null,2122,null,6504,null,2283,null,5849174,null,4296,null,5236388,null,9936,null,406902,null,6646,null,101850,null,5585,null,80160,null,4413,null,23874,null,3832,null,1133109,null,3174,null,1096467,null,3407,null,14133,null,1787,null,14850,null,1982,null,6503,null,1069,null,1156,null,588,null,0400000US37,North Carolina,37
600752,null,774,null,100637,null,976,null,94944,null,1269,null,1961,null,655,null,2709,null,1163,null,518,null,386,null,505,null,329,null,406411,null,959,null,386772,null,2367,null,6575,null,910,null,8633,null,1399,null,2045,null,647,null,2386,null,731,null,93704,null,505,null,86147,null,1196,null,164,null,131,null,6773,null,1132,null,267,null,328,null,353,null,191,null,0400000US38,North Dakota,38
10739072,null,2800,null,1984966,null,2791,null,1866061,null,6787,null,48521,null,3553,null,45625,null,5149,null,12858,null,1601,null,11901,null,2943,null,7182453,null,3883,null,6739238,null,11079,null,148993,null,4656,null,175031,null,9630,null,75419,null,4348,null,43772,null,3607,null,1571653,null,3118,null,1490440,null,4517,null,12517,null,1546,null,51678,null,3237,null,9163,null,1575,null,7855,null,1340,null,0400000US39,Ohio,39
3379963,null,1940,null,643739,null,2192,null,582875,null,3761,null,46680,null,3472,null,4559,null,1075,null,7021,null,1054,null,2604,null,795,null,2244951,null,2849,null,2040389,null,6473,null,130379,null,4212,null,25647,null,2965,null,32156,null,2833,null,16380,null,2224,null,491273,null,2475,null,471997,null,2665,null,7584,null,1136,null,4977,null,1148,null,3266,null,798,null,3449,null,976,null,0400000US40,Oklahoma,40
3548439,null,1939,null,625856,null,2254,null,511941,null,6363,null,77540,null,4135,null,17776,null,4263,null,15299,null,1988,null,3300,null,1401,null,2418395,null,2259,null,2067766,null,9804,null,207038,null,5934,null,61992,null,6324,null,69390,null,3964,null,12209,null,2436,null,504188,null,1988,null,471108,null,2707,null,9398,null,1356,null,13209,null,1934,null,9563,null,1318,null,910,null,542,null,0400000US41,Oregon,41
11709565,null,1872,null,2025312,null,1868,null,1812331,null,7691,null,101067,null,4937,null,72383,null,5146,null,27573,null,2523,null,11958,null,2770,null,7776053,null,3514,null,7020843,null,14656,null,312493,null,6332,null,266870,null,10751,null,131513,null,5765,null,44334,null,4092,null,1908200,null,2660,null,1774059,null,5281,null,24478,null,1738,null,89784,null,4294,null,15674,null,1073,null,4205,null,1022,null,0400000US42,Pennsylvania,42
990203,null,948,null,167916,null,1336,null,134315,null,2938,null,22937,null,2179,null,7069,null,1647,null,2769,null,936,null,826,null,481,null,672701,null,1506,null,539072,null,4768,null,68897,null,2121,null,46377,null,4334,null,13917,null,1722,null,4438,null,1353,null,149586,null,1154,null,118465,null,2177,null,4874,null,457,null,23708,null,2083,null,1976,null,696,null,563,null,383,null,0400000US44,Rhode Island,44
4179822,null,2397,null,767090,null,2531,null,715802,null,4257,null,37265,null,2768,null,7837,null,1473,null,5406,null,1329,null,780,null,675,null,2817965,null,2673,null,2634953,null,6860,null,111405,null,4246,null,41313,null,4538,null,23551,null,2747,null,6743,null,2029,null,594767,null,1961,null,576128,null,2304,null,6033,null,1076,null,9019,null,1486,null,2992,null,863,null,595,null,451,null,0400000US45,South Carolina,45
746145,null,1037,null,139709,null,1285,null,130554,null,1951,null,4739,null,784,null,2632,null,1082,null,300,null,220,null,1484,null,832,null,490753,null,1252,null,461110,null,3340,null,9406,null,1173,null,9395,null,2307,null,2908,null,869,null,7934,null,1300,null,115683,null,689,null,109856,null,1195,null,404,null,236,null,3572,null,799,null,97,null,115,null,1754,null,451,null,0400000US46,South Dakota,46
5800458,null,2221,null,1064471,null,3100,null,988821,null,6314,null,48027,null,3012,null,12313,null,3120,null,7832,null,1319,null,7478,null,2672,null,3919754,null,3181,null,3680228,null,8347,null,130595,null,5078,null,48334,null,4144,null,41772,null,3527,null,18825,null,4461,null,816233,null,2753,null,798598,null,3023,null,6259,null,1334,null,7735,null,1331,null,3189,null,873,null,452,null,253,null,0400000US47,Tennessee,47
22314134,null,3786,null,4713419,null,5068,null,3096048,null,19651,null,1446658,null,17276,null,60708,null,4874,null,83290,null,4602,null,26715,null,4442,null,15133256,null,6875,null,9795464,null,29057,null,4534733,null,20766,null,309686,null,9467,null,392973,null,9353,null,100400,null,7592,null,2467459,null,5110,null,1875579,null,7993,null,483705,null,4589,null,58715,null,4561,null,42354,null,1965,null,7106,null,1757,null,0400000US48,Texas,48
2468046,null,1800,null,581855,null,1929,null,505703,null,5154,null,56725,null,3841,null,6954,null,1733,null,7532,null,2203,null,4941,null,1749,null,1641275,null,1511,null,1391573,null,7494,null,160299,null,5281,null,40267,null,4527,null,37451,null,3127,null,11685,null,1782,null,244916,null,1090,null,224831,null,1877,null,8848,null,1111,null,5172,null,1124,null,4513,null,1293,null,1552,null,462,null,0400000US49,Utah,49
588192,null,734,null,95921,null,907,null,91854,null,1151,null,1044,null,407,null,2194,null,779,null,808,null,392,null,21,null,37,null,405343,null,863,null,384546,null,2633,null,4535,null,992,null,12649,null,2091,null,3034,null,992,null,579,null,365,null,86928,null,634,null,80829,null,1161,null,345,null,185,null,5443,null,1019,null,147,null,141,null,164,null,183,null,0400000US50,Vermont,50
7251279,null,3184,null,1300526,null,3421,null,1129909,null,7728,null,94153,null,5032,null,33429,null,3659,null,30123,null,2840,null,12912,null,2945,null,5014353,null,3801,null,4287786,null,13465,null,319866,null,7531,null,166939,null,8685,null,177738,null,6350,null,62024,null,6695,null,936400,null,3092,null,866507,null,5015,null,14594,null,1517,null,29091,null,3177,null,20601,null,1356,null,5607,null,1566,null,0400000US51,Virginia,51
6115594,null,1953,null,1109430,null,2201,null,899648,null,7534,null,118724,null,4498,null,36055,null,4268,null,43519,null,3302,null,11484,null,2941,null,4223267,null,2830,null,3498345,null,13523,null,311348,null,7794,null,154068,null,9278,null,226016,null,6420,null,33490,null,4082,null,782897,null,2228,null,697662,null,3807,null,16401,null,1730,null,31441,null,3219,null,33843,null,1721,null,3550,null,1089,null,0400000US53,Washington,53
1710685,null,1381,null,281590,null,1663,null,274252,null,2046,null,4427,null,1184,null,1691,null,669,null,915,null,479,null,305,null,362,null,1144476,null,1810,null,1119163,null,2698,null,11280,null,1370,null,8966,null,1782,null,3577,null,898,null,1490,null,620,null,284619,null,1317,null,280502,null,1553,null,1460,null,590,null,1736,null,591,null,656,null,372,null,265,null,192,null,0400000US54,West Virginia,54
5266534,null,1850,null,950179,null,2005,null,850386,null,5321,null,58148,null,3409,null,21522,null,2392,null,17861,null,1521,null,2262,null,834,null,3568769,null,1992,null,3282584,null,7378,null,155112,null,4061,null,70009,null,5851,null,51438,null,3120,null,9626,null,1843,null,747586,null,1397,null,707652,null,2721,null,8644,null,967,null,26474,null,2291,null,3772,null,695,null,1044,null,413,null,0400000US55,Wisconsin,55
494958,null,1093,null,90258,null,1277,null,85512,null,1638,null,3182,null,1106,null,472,null,391,null,200,null,229,null,892,null,491,null,338588,null,1792,null,316828,null,2612,null,14378,null,2283,null,4454,null,999,null,1638,null,785,null,1290,null,724,null,66112,null,1207,null,63426,null,1227,null,1759,null,578,null,656,null,349,null,0,null,261,null,271,null,191,null,0400000US56,Wyoming,56
3718494,null,1283,null,746733,null,1282,null,29782,null,2843,null,716219,null,3057,null,536,null,358,null,0,null,289,null,196,null,200,null,2431756,null,0,*****,117674,null,6166,null,2311755,null,6185,null,1679,null,661,null,182,null,176,null,466,null,415,null,540005,null,0,*****,32210,null,2731,null,507312,null,2714,null,398,null,276,null,38,null,62,null,47,null,83,null,0400000US72,Puerto Rico,72
