B24080_001E,B24080_001EA,B24080_001M,B24080_001MA,B24080_002E,B24080_002EA,B24080_002M,B24080_002MA,B24080_003E,B24080_003EA,B24080_003M,B24080_003MA,B24080_004E,B24080_004EA,B24080_004M,B24080_004MA,B24080_005E,B24080_005EA,B24080_005M,B24080_005MA,B24080_006E,B24080_006EA,B24080_006M,B24080_006MA,B24080_007E,B24080_007EA,B24080_007M,B24080_007MA,B24080_008E,B24080_008EA,B24080_008M,B24080_008MA,B24080_009E,B24080_009EA,B24080_009M,B24080_009MA,B24080_010E,B24080_010EA,B24080_010M,B24080_010MA,B24080_011E,B24080_011EA,B24080_011M,B24080_011MA,B24080_012E,B24080_012EA,B24080_012M,B24080_012MA,B24080_013E,B24080_013EA,B24080_013M,B24080_013MA,B24080_014E,B24080_014EA,B24080_014M,B24080_014MA,B24080_015E,B24080_015EA,B24080_015M,B24080_015MA,B24080_016E,B24080_016EA,B24080_016M,B24080_016MA,B24080_017E,B24080_017EA,B24080_017M,B24080_017MA,B24080_018E,B24080_018EA,B24080_018M,B24080_018MA,B24080_019E,B24080_019EA,B24080_019M,B24080_019MA,B24080_020E,B24080_020EA,B24080_020M,B24080_020MA,B24080_021E,B24080_021EA,B24080_021M,B24080_021MA,GEO_ID,NAME,state
2079965,null,14350,null,1095340,null,10236,null,823804,null,10400,null,775957,null,10793,null,47847,null,2923,null,43254,null,3150,null,67126,null,4035,null,43910,null,3754,null,39223,null,2911,null,77192,null,4754,null,831,null,350,null,984625,null,9838,null,663716,null,10692,null,646663,null,10592,null,17053,null,1602,null,80205,null,3893,null,94891,null,4984,null,71162,null,3866,null,27985,null,2664,null,44804,null,2937,null,1862,null,642,null,0400000US01,Alabama,01
339851,null,5586,null,180880,null,4495,null,113038,null,6154,null,106685,null,5978,null,6353,null,1165,null,12344,null,1594,null,13821,null,1503,null,14360,null,1733,null,12080,null,1983,null,14453,null,1836,null,784,null,684,null,158971,null,3314,null,82195,null,3599,null,78716,null,3571,null,3479,null,787,null,22994,null,2302,null,17838,null,1834,null,16597,null,1773,null,9199,null,1481,null,9706,null,1478,null,442,null,263,null,0400000US02,Alaska,02
2947910,null,15613,null,1610732,null,10588,null,1246461,null,13839,null,1169248,null,14739,null,77213,null,4694,null,57546,null,4589,null,102282,null,6180,null,56581,null,4018,null,39941,null,3373,null,105269,null,6383,null,2652,null,974,null,1337178,null,12236,null,915148,null,14235,null,880363,null,14291,null,34785,null,3157,null,108985,null,6260,null,131232,null,5904,null,75293,null,5114,null,30737,null,3268,null,72917,null,4566,null,2866,null,1048,null,0400000US04,Arizona,04
1273320,null,10666,null,666222,null,8498,null,500713,null,8471,null,467409,null,8368,null,33304,null,2370,null,28889,null,2865,null,30096,null,2258,null,31087,null,3027,null,16155,null,2181,null,57988,null,3926,null,1294,null,636,null,607098,null,7020,null,401096,null,7890,null,386564,null,7746,null,14532,null,1775,null,55426,null,3829,null,48480,null,3172,null,56982,null,3619,null,14066,null,1982,null,29271,null,2971,null,1777,null,758,null,0400000US05,Arkansas,05
17124518,null,46405,null,9385019,null,30045,null,7020958,null,35488,null,6643523,null,36240,null,377435,null,9541,null,405007,null,10696,null,586496,null,14354,null,291579,null,8423,null,186633,null,7312,null,881093,null,18087,null,13253,null,2021,null,7739499,null,31033,null,5065996,null,34050,null,4901697,null,33637,null,164299,null,6266,null,655798,null,13212,null,894460,null,14917,null,382571,null,10255,null,140110,null,6847,null,579665,null,13041,null,20899,null,2680,null,0400000US06,California,06
2583902,null,12158,null,1410626,null,8291,null,1080424,null,11441,null,989910,null,11416,null,90514,null,5093,null,65693,null,4686,null,75756,null,4261,null,43314,null,2755,null,38362,null,3272,null,105796,null,5478,null,1281,null,493,null,1173276,null,9783,null,779724,null,9059,null,741592,null,9507,null,38132,null,2729,null,115608,null,4509,null,114600,null,5245,null,50975,null,4294,null,28821,null,2344,null,80582,null,4336,null,2966,null,993,null,0400000US08,Colorado,08
1790668,null,13947,null,930419,null,9181,null,698159,null,7724,null,650122,null,7335,null,48037,null,2729,null,54843,null,3591,null,54914,null,3345,null,36910,null,3541,null,12352,null,1524,null,71404,null,4273,null,1837,null,914,null,860249,null,8431,null,572228,null,8891,null,553829,null,8618,null,18399,null,2121,null,107968,null,5263,null,83834,null,4627,null,41816,null,3395,null,10155,null,1526,null,42700,null,3348,null,1548,null,631,null,0400000US09,Connecticut,09
420977,null,6278,null,215207,null,4153,null,169130,null,4797,null,158864,null,4863,null,10266,null,1441,null,11591,null,2105,null,8235,null,1465,null,11952,null,1592,null,4511,null,866,null,9578,null,1636,null,210,null,202,null,205770,null,3831,null,138889,null,4011,null,135497,null,3884,null,3392,null,781,null,25479,null,2370,null,9041,null,1575,null,21947,null,2635,null,2771,null,783,null,7497,null,1275,null,146,null,133,null,0400000US10,Delaware,10
306366,null,5828,null,148206,null,4178,null,80431,null,4709,null,75152,null,4636,null,5279,null,1169,null,23283,null,2555,null,9694,null,1645,null,2893,null,965,null,22696,null,2177,null,8985,null,1473,null,224,null,268,null,158160,null,3753,null,71922,null,4211,null,69096,null,4240,null,2826,null,684,null,36304,null,2754,null,11964,null,1826,null,3517,null,873,null,27905,null,2766,null,6309,null,1257,null,239,null,330,null,0400000US11,District of Columbia,11
8401290,null,29366,null,4414574,null,22355,null,3440983,null,24331,null,3074338,null,23722,null,366645,null,10532,null,174096,null,8080,null,287580,null,8584,null,113239,null,6168,null,90139,null,5057,null,303282,null,9899,null,5255,null,1128,null,3986716,null,20899,null,2834470,null,22248,null,2684598,null,21458,null,149872,null,6770,null,330839,null,8723,null,397512,null,10356,null,146212,null,6145,null,67062,null,4428,null,203954,null,9168,null,6667,null,1717,null,0400000US12,Florida,12
