B25103_001E,B25103_001EA,B25103_001M,B25103_001MA,B25103_002E,B25103_002EA,B25103_002M,B25103_002MA,B25103_003E,B25103_003EA,B25103_003M,B25103_003MA,GEO_ID,NAME,state
383,null,6,null,491,null,9,null,223,null,12,null,0400000US01,Alabama,01
2377,null,74,null,2698,null,78,null,966,null,215,null,0400000US02,Alaska,02
1316,null,10,null,1409,null,11,null,959,null,26,null,0400000US04,Arizona,04
534,null,11,null,618,null,17,null,414,null,18,null,0400000US05,Arkansas,05
2829,null,18,null,3340,null,23,null,1357,null,17,null,0400000US06,California,06
1395,null,10,null,1453,null,13,null,1156,null,27,null,0400000US08,Colorado,08
4603,null,43,null,4687,null,48,null,4374,null,76,null,0400000US09,Connecticut,09
1075,null,24,null,1217,null,24,null,657,null,44,null,0400000US10,Delaware,10
2038,null,151,null,2293,null,159,null,1338,null,148,null,0400000US11,District of Columbia,11
1860,null,14,null,2161,null,20,null,1310,null,18,null,0400000US12,Florida,12
1298,null,13,null,1478,null,17,null,718,null,17,null,0400000US13,Georgia,13
1338,null,29,null,1368,null,36,null,1254,null,64,null,0400000US15,Hawaii,15
1213,null,18,null,1273,null,20,null,1040,null,43,null,0400000US16,Idaho,16
3384,null,22,null,3725,null,26,null,2462,null,40,null,0400000US17,Illinois,17
1205,null,11,null,1292,null,14,null,965,null,20,null,0400000US18,Indiana,18
1492,null,17,null,1609,null,25,null,1312,null,23,null,0400000US19,Iowa,19
1569,null,22,null,1732,null,27,null,1284,null,30,null,0400000US20,Kansas,20
823,null,12,null,992,null,14,null,522,null,13,null,0400000US21,Kentucky,21
188,null,3,null,322,null,17,null,151,null,3,null,0400000US22,Louisiana,22
1897,null,31,null,2028,null,52,null,1588,null,54,null,0400000US23,Maine,23
2612,null,18,null,2712,null,22,null,2248,null,43,null,0400000US24,Maryland,24
3406,null,20,null,3443,null,27,null,3298,null,43,null,0400000US25,Massachusetts,25
2191,null,14,null,2422,null,17,null,1702,null,18,null,0400000US26,Michigan,26
2019,null,15,null,2137,null,16,null,1720,null,28,null,0400000US27,Minnesota,27
468,null,11,null,629,null,20,null,260,null,16,null,0400000US28,Mississippi,28
1236,null,12,null,1346,null,16,null,983,null,21,null,0400000US29,Missouri,29
1463,null,29,null,1598,null,37,null,1244,null,45,null,0400000US30,Montana,30
2175,null,30,null,2386,null,33,null,1708,null,64,null,0400000US31,Nebraska,31
1714,null,28,null,1803,null,32,null,1372,null,44,null,0400000US32,Nevada,32
4501,null,45,null,4651,null,50,null,3989,null,118,null,0400000US33,New Hampshire,33
6320,null,24,null,6474,null,31,null,5896,null,55,null,0400000US34,New Jersey,34
843,null,17,null,1007,null,33,null,502,null,26,null,0400000US35,New Mexico,35
3622,null,20,null,3917,null,29,null,3019,null,36,null,0400000US36,New York,36
1159,null,10,null,1283,null,12,null,866,null,14,null,0400000US37,North Carolina,37
1591,null,50,null,2032,null,70,null,946,null,57,null,0400000US38,North Dakota,38
1807,null,12,null,1957,null,14,null,1461,null,17,null,0400000US39,Ohio,39
762,null,12,null,947,null,15,null,496,null,16,null,0400000US40,Oklahoma,40
2204,null,21,null,2338,null,23,null,1802,null,57,null,0400000US41,Oregon,41
2207,null,15,null,2477,null,19,null,1740,null,24,null,0400000US42,Pennsylvania,42
3534,null,50,null,3633,null,57,null,3248,null,94,null,0400000US44,Rhode Island,44
678,null,9,null,793,null,12,null,457,null,14,null,0400000US45,South Carolina,45
1560,null,37,null,1793,null,50,null,1184,null,58,null,0400000US46,South Dakota,46
924,null,8,null,1027,null,14,null,755,null,13,null,0400000US47,Tennessee,47
2232,null,17,null,2829,null,20,null,1154,null,18,null,0400000US48,Texas,48
1328,null,10,null,1354,null,12,null,1244,null,23,null,0400000US49,Utah,49
3281,null,50,null,3358,null,61,null,3052,null,114,null,0400000US50,Vermont,50
1854,null,17,null,2124,null,30,null,1218,null,30,null,0400000US51,Virginia,51
2595,null,17,null,2713,null,20,null,2187,null,43,null,0400000US53,Washington,53
457,null,11,null,586,null,13,null,317,null,12,null,0400000US54,West Virginia,54
2963,null,18,null,3096,null,23,null,2697,null,26,null,0400000US55,Wisconsin,55
1012,null,30,null,1100,null,36,null,853,null,53,null,0400000US56,Wyoming,56
110,null,1,null,116,null,1,null,106,null,2,null,0400000US72,Puerto Rico,72
