B19019_001E,B19019_001EA,B19019_001M,B19019_001MA,B19019_002E,B19019_002EA,B19019_002M,B19019_002MA,B19019_003E,B19019_003EA,B19019_003M,B19019_003MA,B19019_004E,B19019_004EA,B19019_004M,B19019_004MA,B19019_005E,B19019_005EA,B19019_005M,B19019_005MA,B19019_006E,B19019_006EA,B19019_006M,B19019_006MA,B19019_007E,B19019_007EA,B19019_007M,B19019_007MA,B19019_008E,B19019_008EA,B19019_008M,B19019_008MA,GEO_ID,NAME,state
42666,null,682,null,21784,null,511,null,48278,null,1030,null,55503,null,1607,null,64383,null,1665,null,62301,null,2324,null,57526,null,4463,null,49624,null,6109,null,0400000US01,Alabama,01
68460,null,1917,null,38411,null,1602,null,77070,null,3021,null,85663,null,5931,null,84137,null,5733,null,88515,null,6140,null,92354,null,9171,null,81207,null,6074,null,0400000US02,Alaska,02
50958,null,511,null,30197,null,534,null,58594,null,936,null,64618,null,1519,null,68949,null,1866,null,64361,null,2568,null,58696,null,3134,null,59503,null,5398,null,0400000US04,Arizona,04
38815,null,702,null,20087,null,669,null,44818,null,1221,null,50056,null,1995,null,57289,null,2150,null,47776,null,3120,null,51480,null,6920,null,44856,null,2513,null,0400000US05,Arkansas,05
61021,null,236,null,34457,null,556,null,67645,null,711,null,73507,null,959,null,80394,null,799,null,69179,null,1280,null,66980,null,1322,null,77013,null,2263,null,0400000US06,California,06
56993,null,623,null,31994,null,600,null,65268,null,1190,null,70835,null,1505,null,81834,null,1663,null,73758,null,3256,null,73291,null,9329,null,76593,null,2933,null,0400000US08,Colorado,08
68595,null,1131,null,33959,null,1391,null,74878,null,1569,null,87064,null,2890,null,100341,null,2442,null,107277,null,4250,null,83815,null,8074,null,88643,null,8136,null,0400000US09,Connecticut,09
57989,null,1601,null,30785,null,1317,null,62038,null,1649,null,71480,null,4556,null,86961,null,5127,null,76428,null,10945,null,88429,null,9955,null,72949,null,13732,null,0400000US10,Delaware,10
57936,null,2402,null,44628,null,2648,null,80154,null,6369,null,77396,null,11410,null,70121,null,16229,null,77973,null,24520,null,34900,null,26550,null,53819,null,16438,null,0400000US11,District of Columbia,11
47778,null,351,null,26864,null,365,null,53894,null,522,null,59719,null,824,null,68523,null,1566,null,66474,null,1549,null,63194,null,3826,null,68169,null,3328,null,0400000US12,Florida,12
50861,null,410,null,29022,null,766,null,56295,null,791,null,61807,null,1253,null,68393,null,2105,null,63004,null,2168,null,63783,null,2878,null,62045,null,5555,null,0400000US13,Georgia,13
67214,null,1868,null,33449,null,2747,null,69456,null,3251,null,77490,null,3320,null,90351,null,5247,null,92691,null,4080,null,89040,null,6545,null,121780,null,12320,null,0400000US15,Hawaii,15
47576,null,961,null,24551,null,1498,null,51798,null,1027,null,56284,null,1777,null,59955,null,2637,null,59187,null,4143,null,56713,null,4672,null,61297,null,4744,null,0400000US16,Idaho,16
56235,null,363,null,30243,null,315,null,61706,null,651,null,71960,null,1195,null,81009,null,1038,null,75970,null,1485,null,69426,null,3265,null,76637,null,3309,null,0400000US17,Illinois,17
47966,null,539,null,25644,null,488,null,53281,null,767,null,60439,null,1085,null,70552,null,1056,null,67303,null,2051,null,65371,null,4468,null,63481,null,5079,null,0400000US18,Indiana,18
48980,null,643,null,25039,null,597,null,55585,null,875,null,63603,null,1271,null,71836,null,1539,null,68789,null,2257,null,63172,null,4648,null,61862,null,8401,null,0400000US19,Iowa,19
50177,null,478,null,26910,null,600,null,57345,null,1059,null,64272,null,2280,null,71699,null,1615,null,69558,null,3502,null,60416,null,3360,null,60352,null,8096,null,0400000US20,Kansas,20
41538,null,446,null,21154,null,560,null,46887,null,852,null,54876,null,1481,null,63370,null,1869,null,58562,null,4262,null,59384,null,6060,null,60580,null,9842,null,0400000US21,Kentucky,21
43733,null,631,null,22188,null,520,null,49136,null,881,null,54020,null,1589,null,66068,null,1943,null,63563,null,3312,null,59118,null,5655,null,54695,null,9186,null,0400000US22,Louisiana,22
46581,null,892,null,22098,null,852,null,53183,null,1412,null,63060,null,2826,null,69374,null,2321,null,60896,null,5027,null,64427,null,10973,null,62092,null,16131,null,0400000US23,Maine,23
70545,null,622,null,39411,null,1001,null,75555,null,1207,null,86689,null,1956,null,101023,null,2021,null,93647,null,3171,null,93445,null,4360,null,99203,null,7378,null,0400000US24,Maryland,24
65401,null,597,null,32215,null,717,null,72294,null,941,null,84862,null,1791,null,97727,null,2445,null,95848,null,3602,null,103968,null,5563,null,104623,null,5863,null,0400000US25,Massachusetts,25
48591,null,421,null,26549,null,364,null,53336,null,534,null,61387,null,948,null,73529,null,1324,null,71772,null,1364,null,64969,null,3477,null,56961,null,2359,null,0400000US26,Michigan,26
57288,null,520,null,30254,null,492,null,63489,null,985,null,74617,null,1206,null,85540,null,1190,null,83100,null,2375,null,81024,null,4950,null,67093,null,5694,null,0400000US27,Minnesota,27
37790,null,676,null,19163,null,923,null,43214,null,1136,null,47820,null,1931,null,57113,null,2038,null,52086,null,4054,null,43700,null,5375,null,44969,null,5563,null,0400000US28,Mississippi,28
46867,null,373,null,25101,null,433,null,52087,null,552,null,60107,null,1249,null,69661,null,1862,null,67392,null,2644,null,66065,null,2957,null,63020,null,4534,null,0400000US29,Missouri,29
43654,null,1263,null,22894,null,1045,null,52064,null,1431,null,57704,null,4913,null,65594,null,2925,null,66272,null,6364,null,61416,null,6403,null,62534,null,9239,null,0400000US30,Montana,30
49693,null,811,null,24817,null,832,null,56574,null,938,null,65656,null,1976,null,71186,null,2578,null,71078,null,3661,null,67224,null,6934,null,65017,null,14933,null,0400000US31,Nebraska,31
56361,null,793,null,32377,null,1157,null,62468,null,1375,null,69786,null,2668,null,73149,null,2930,null,71293,null,2519,null,64168,null,7567,null,78896,null,8351,null,0400000US32,Nevada,32
63731,null,1642,null,30338,null,1327,null,65476,null,1872,null,81655,null,3124,null,92398,null,3089,null,90676,null,4860,null,96719,null,9358,null,102261,null,12033,null,0400000US33,New Hampshire,33
70378,null,516,null,35440,null,661,null,74730,null,907,null,87029,null,1612,null,102495,null,1449,null,99540,null,2466,null,100017,null,4416,null,96062,null,6319,null,0400000US34,New Jersey,34
43508,null,912,null,25271,null,1009,null,51342,null,1559,null,53172,null,1761,null,57197,null,4171,null,57353,null,5763,null,57964,null,4153,null,65277,null,8916,null,0400000US35,New Mexico,35
56033,null,380,null,30615,null,385,null,61189,null,601,null,71027,null,988,null,81899,null,1103,null,80095,null,1706,null,79438,null,3106,null,80994,null,3277,null,0400000US36,New York,36
46549,null,423,null,25612,null,429,null,53175,null,730,null,57580,null,1229,null,66252,null,1243,null,60835,null,2154,null,57827,null,3655,null,54063,null,5123,null,0400000US37,North Carolina,37
45685,null,974,null,24039,null,1126,null,53381,null,2002,null,62584,null,3100,null,74513,null,2322,null,70887,null,7564,null,63153,null,10927,null,48381,null,6070,null,0400000US38,North Dakota,38
47988,null,317,null,25200,null,338,null,53250,null,564,null,61735,null,1079,null,72735,null,1004,null,71008,null,1939,null,66878,null,1650,null,66470,null,5832,null,0400000US39,Ohio,39
42822,null,713,null,22839,null,650,null,50396,null,890,null,55448,null,1435,null,62193,null,2718,null,56745,null,2949,null,54713,null,6857,null,48048,null,6759,null,0400000US40,Oklahoma,40
50169,null,523,null,26961,null,661,null,56406,null,1039,null,64303,null,1848,null,71481,null,1753,null,67671,null,4086,null,62870,null,3467,null,71714,null,8776,null,0400000US41,Oregon,41
50713,null,260,null,25545,null,371,null,55227,null,570,null,68443,null,1033,null,76565,null,1142,null,75074,null,1584,null,70583,null,3401,null,67140,null,3796,null,0400000US42,Pennsylvania,42
55701,null,1791,null,25431,null,1866,null,63971,null,2184,null,78941,null,3414,null,85350,null,4274,null,80399,null,9854,null,69725,null,20269,null,82622,null,20290,null,0400000US44,Rhode Island,44
44625,null,633,null,23357,null,839,null,51881,null,903,null,55364,null,1584,null,64565,null,2496,null,62637,null,3237,null,60932,null,5198,null,56374,null,6538,null,0400000US45,South Carolina,45
46032,null,1172,null,23677,null,1112,null,54799,null,2128,null,62192,null,2042,null,68022,null,5052,null,64191,null,4944,null,60162,null,5683,null,54301,null,19043,null,0400000US46,South Dakota,46
43614,null,425,null,23665,null,587,null,49319,null,788,null,54093,null,1312,null,63082,null,1749,null,62180,null,2139,null,56501,null,8126,null,55874,null,3965,null,0400000US47,Tennessee,47
50043,null,220,null,27959,null,498,null,57104,null,513,null,60229,null,759,null,66554,null,822,null,59209,null,1388,null,55177,null,1857,null,56739,null,2522,null,0400000US48,Texas,48
56633,null,705,null,29471,null,1497,null,57814,null,1346,null,62193,null,2532,null,70396,null,3010,null,71472,null,2264,null,79567,null,3103,null,81167,null,4304,null,0400000US49,Utah,49
52104,null,980,null,24825,null,1100,null,58486,null,2032,null,64419,null,4311,null,72199,null,2695,null,72888,null,6075,null,74363,null,10071,null,59628,null,20291,null,0400000US50,Vermont,50
61233,null,435,null,34004,null,763,null,66856,null,835,null,74597,null,1828,null,85052,null,1791,null,84531,null,2739,null,74754,null,8277,null,89546,null,9135,null,0400000US51,Virginia,51
58078,null,575,null,31723,null,527,null,65803,null,799,null,73037,null,1936,null,82524,null,1987,null,74410,null,2346,null,69537,null,4884,null,74759,null,5294,null,0400000US53,Washington,53
37989,null,1017,null,18962,null,686,null,43468,null,1547,null,51819,null,2182,null,57940,null,2537,null,58715,null,4555,null,59216,null,9383,null,46391,null,7830,null,0400000US54,West Virginia,54
52094,null,357,null,26972,null,423,null,58421,null,826,null,67799,null,1373,null,79075,null,1278,null,75574,null,2209,null,65312,null,5070,null,64034,null,5409,null,0400000US55,Wisconsin,55
53207,null,1992,null,28317,null,2068,null,61412,null,2907,null,64617,null,5556,null,74785,null,5720,null,80333,null,12570,null,72402,null,10121,null,89194,null,17692,null,0400000US56,Wyoming,56
18401,null,316,null,9239,null,277,null,18192,null,515,null,24120,null,783,null,28254,null,1283,null,27066,null,1514,null,27622,null,4237,null,22938,null,5823,null,0400000US72,Puerto Rico,72
