B17001A_001E,B17001A_001EA,B17001A_001M,B17001A_001MA,B17001A_002E,B17001A_002EA,B17001A_002M,B17001A_002MA,B17001A_003E,B17001A_003EA,B17001A_003M,B17001A_003MA,B17001A_004E,B17001A_004EA,B17001A_004M,B17001A_004MA,B17001A_005E,B17001A_005EA,B17001A_005M,B17001A_005MA,B17001A_006E,B17001A_006EA,B17001A_006M,B17001A_006MA,B17001A_007E,B17001A_007EA,B17001A_007M,B17001A_007MA,B17001A_008E,B17001A_008EA,B17001A_008M,B17001A_008MA,B17001A_009E,B17001A_009EA,B17001A_009M,B17001A_009MA,B17001A_010E,B17001A_010EA,B17001A_010M,B17001A_010MA,B17001A_011E,B17001A_011EA,B17001A_011M,B17001A_011MA,B17001A_012E,B17001A_012EA,B17001A_012M,B17001A_012MA,B17001A_013E,B17001A_013EA,B17001A_013M,B17001A_013MA,B17001A_014E,B17001A_014EA,B17001A_014M,B17001A_014MA,B17001A_015E,B17001A_015EA,B17001A_015M,B17001A_015MA,B17001A_016E,B17001A_016EA,B17001A_016M,B17001A_016MA,B17001A_017E,B17001A_017EA,B17001A_017M,B17001A_017MA,B17001A_018E,B17001A_018EA,B17001A_018M,B17001A_018MA,B17001A_019E,B17001A_019EA,B17001A_019M,B17001A_019MA,B17001A_020E,B17001A_020EA,B17001A_020M,B17001A_020MA,B17001A_021E,B17001A_021EA,B17001A_021M,B17001A_021MA,B17001A_022E,B17001A_022EA,B17001A_022M,B17001A_022MA,B17001A_023E,B17001A_023EA,B17001A_023M,B17001A_023MA,B17001A_024E,B17001A_024EA,B17001A_024M,B17001A_024MA,B17001A_025E,B17001A_025EA,B17001A_025M,B17001A_025MA,B17001A_026E,B17001A_026EA,B17001A_026M,B17001A_026MA,B17001A_027E,B17001A_027EA,B17001A_027M,B17001A_027MA,B17001A_028E,B17001A_028EA,B17001A_028M,B17001A_028MA,B17001A_029E,B17001A_029EA,B17001A_029M,B17001A_029MA,B17001A_030E,B17001A_030EA,B17001A_030M,B17001A_030MA,B17001A_031E,B17001A_031EA,B17001A_031M,B17001A_031MA,B17001A_032E,B17001A_032EA,B17001A_032M,B17001A_032MA,B17001A_033E,B17001A_033EA,B17001A_033M,B17001A_033MA,B17001A_034E,B17001A_034EA,B17001A_034M,B17001A_034MA,B17001A_035E,B17001A_035EA,B17001A_035M,B17001A_035MA,B17001A_036E,B17001A_036EA,B17001A_036M,B17001A_036MA,B17001A_037E,B17001A_037EA,B17001A_037M,B17001A_037MA,B17001A_038E,B17001A_038EA,B17001A_038M,B17001A_038MA,B17001A_039E,B17001A_039EA,B17001A_039M,B17001A_039MA,B17001A_040E,B17001A_040EA,B17001A_040M,B17001A_040MA,B17001A_041E,B17001A_041EA,B17001A_041M,B17001A_041MA,B17001A_042E,B17001A_042EA,B17001A_042M,B17001A_042MA,B17001A_043E,B17001A_043EA,B17001A_043M,B17001A_043MA,B17001A_044E,B17001A_044EA,B17001A_044M,B17001A_044MA,B17001A_045E,B17001A_045EA,B17001A_045M,B17001A_045MA,B17001A_046E,B17001A_046EA,B17001A_046M,B17001A_046MA,B17001A_047E,B17001A_047EA,B17001A_047M,B17001A_047MA,B17001A_048E,B17001A_048EA,B17001A_048M,B17001A_048MA,B17001A_049E,B17001A_049EA,B17001A_049M,B17001A_049MA,B17001A_050E,B17001A_050EA,B17001A_050M,B17001A_050MA,B17001A_051E,B17001A_051EA,B17001A_051M,B17001A_051MA,B17001A_052E,B17001A_052EA,B17001A_052M,B17001A_052MA,B17001A_053E,B17001A_053EA,B17001A_053M,B17001A_053MA,B17001A_054E,B17001A_054EA,B17001A_054M,B17001A_054MA,B17001A_055E,B17001A_055EA,B17001A_055M,B17001A_055MA,B17001A_056E,B17001A_056EA,B17001A_056M,B17001A_056MA,B17001A_057E,B17001A_057EA,B17001A_057M,B17001A_057MA,B17001A_058E,B17001A_058EA,B17001A_058M,B17001A_058MA,B17001A_059E,B17001A_059EA,B17001A_059M,B17001A_059MA,GEO_ID,NAME,state
3210497,null,6870,null,354197,null,14835,null,149899,null,9138,null,16691,null,2244,null,2255,null,878,null,15438,null,2273,null,7732,null,1644,null,2521,null,755,null,5744,null,1378,null,20065,null,2540,null,18349,null,2764,null,16728,null,2595,null,17219,null,2223,null,13787,null,1577,null,6922,null,1309,null,6448,null,1232,null,204298,null,8571,null,16041,null,2323,null,2457,null,907,null,14602,null,2196,null,6774,null,1342,null,2578,null,803,null,3988,null,876,null,32998,null,3173,null,27729,null,2256,null,20639,null,2370,null,22208,null,2103,null,20673,null,2055,null,13545,null,1696,null,20066,null,1682,null,2856300,null,16030,null,1424464,null,9487,null,82421,null,3179,null,16002,null,1912,null,104905,null,3792,null,56824,null,3636,null,18460,null,1752,null,37100,null,2132,null,121470,null,3835,null,180143,null,3142,null,203241,null,3090,null,221533,null,2428,null,182984,null,1549,null,119460,null,1657,null,79921,null,1865,null,1431836,null,9186,null,79887,null,2847,null,15962,null,2091,null,96847,null,3478,null,53295,null,3194,null,17586,null,1582,null,35588,null,2172,null,99160,null,3209,null,171237,null,3191,null,199207,null,2625,null,220921,null,2169,null,192366,null,2221,null,133867,null,1865,null,115913,null,2141,null,0400000US01,Alabama,01
463821,null,3110,null,27860,null,3787,null,14387,null,2412,null,1783,null,690,null,34,null,39,null,1582,null,688,null,589,null,344,null,221,null,191,null,639,null,475,null,2358,null,877,null,1366,null,569,null,1365,null,580,null,2674,null,973,null,1308,null,659,null,311,null,223,null,157,null,156,null,13473,null,2167,null,1398,null,519,null,122,null,140,null,824,null,409,null,593,null,328,null,155,null,245,null,528,null,331,null,2566,null,847,null,2535,null,932,null,1621,null,658,null,1163,null,538,null,1269,null,588,null,390,null,227,null,309,null,193,null,435961,null,4750,null,229715,null,3284,null,14315,null,1114,null,2481,null,710,null,15362,null,1432,null,9520,null,1600,null,2901,null,589,null,6748,null,729,null,24486,null,2054,null,34825,null,1626,null,33276,null,1209,null,37991,null,1043,null,30082,null,675,null,12338,null,592,null,5390,null,451,null,206246,null,2750,null,12810,null,862,null,2950,null,805,null,14253,null,1311,null,8356,null,996,null,2560,null,691,null,6077,null,784,null,16965,null,1312,null,30182,null,1377,null,30621,null,891,null,38434,null,667,null,25434,null,686,null,10460,null,712,null,7144,null,603,null,0400000US02,Alaska,02
5118661,null,24919,null,675545,null,25866,null,305654,null,13678,null,36447,null,4153,null,8220,null,1985,null,39440,null,4273,null,18281,null,2147,null,6619,null,1447,null,11326,null,2014,null,38513,null,3457,null,41395,null,4653,null,34032,null,3793,null,27871,null,3257,null,23429,null,2576,null,10492,null,1706,null,9589,null,1571,null,369891,null,14969,null,39486,null,4123,null,6957,null,1431,null,34133,null,3224,null,16733,null,2396,null,4251,null,1170,null,12638,null,1931,null,54742,null,5374,null,60004,null,4917,null,44568,null,3755,null,30242,null,3225,null,25697,null,2536,null,17531,null,2020,null,22909,null,2767,null,4443116,null,29981,null,2235122,null,17226,null,150451,null,4031,null,28694,null,3071,null,166922,null,7439,null,84440,null,4412,null,29196,null,2856,null,56745,null,3303,null,182306,null,4426,null,320162,null,6160,null,315408,null,4245,null,312009,null,4383,null,256918,null,3473,null,176104,null,2182,null,155767,null,2081,null,2207994,null,16603,null,140534,null,4667,null,26087,null,2227,null,160846,null,5103,null,80269,null,4785,null,28055,null,2341,null,55034,null,2531,null,153264,null,5681,null,280808,null,4856,null,292008,null,4078,null,321216,null,3796,null,281530,null,3210,null,193989,null,2428,null,194354,null,3187,null,0400000US04,Arizona,04
2189644,null,6629,null,296065,null,12784,null,126737,null,6947,null,15136,null,2070,null,2163,null,730,null,15547,null,2080,null,6475,null,1240,null,2967,null,774,null,3867,null,1039,null,17457,null,2205,null,15859,null,2174,null,12528,null,1836,null,13125,null,1864,null,11877,null,1608,null,4919,null,859,null,4817,null,850,null,169328,null,7541,null,14516,null,1961,null,3449,null,1082,null,13666,null,1753,null,6780,null,1129,null,2078,null,696,null,5064,null,1218,null,23455,null,2561,null,24715,null,2617,null,17197,null,2433,null,17902,null,1955,null,14696,null,1840,null,9572,null,1144,null,16238,null,1773,null,1893579,null,13999,null,951716,null,8337,null,58036,null,2309,null,11166,null,1674,null,71562,null,3262,null,35054,null,2656,null,11252,null,1467,null,25022,null,1821,null,75373,null,3605,null,122477,null,3094,null,135863,null,2817,null,141834,null,2700,null,122710,null,1860,null,83701,null,1078,null,57666,null,1139,null,941863,null,8208,null,52283,null,2414,null,8151,null,1271,null,67276,null,3179,null,31335,null,2797,null,11898,null,1498,null,23694,null,1753,null,62743,null,3328,null,116880,null,2947,null,129665,null,3229,null,142980,null,2125,null,128853,null,2051,null,88780,null,1332,null,77325,null,2488,null,0400000US05,Arkansas,05
22535897,null,64514,null,2618426,null,51989,null,1192320,null,26054,null,140389,null,7576,null,25441,null,2943,null,139210,null,6729,null,68966,null,5056,null,24456,null,2431,null,44955,null,3448,null,178081,null,8951,null,148545,null,7001,null,134681,null,6915,null,124050,null,6913,null,90083,null,4961,null,37975,null,3464,null,35488,null,2949,null,1426106,null,30076,null,135693,null,7661,null,22501,null,2552,null,131166,null,7252,null,64773,null,4687,null,23207,null,2192,null,43449,null,2987,null,208707,null,8081,null,208045,null,8781,null,181260,null,7551,null,143068,null,5884,null,113767,null,5474,null,61950,null,4122,null,88520,null,5849,null,19917471,null,69947,null,10043626,null,37461,null,630871,null,9894,null,116024,null,5038,null,718662,null,11253,null,393908,null,8251,null,131317,null,5335,null,285707,null,6899,null,935821,null,13827,null,1399238,null,14459,null,1486241,null,12280,null,1562301,null,10283,null,1160378,null,6497,null,673579,null,4996,null,549579,null,4440,null,9873845,null,40393,null,596574,null,10195,null,112790,null,4725,null,695514,null,11185,null,371308,null,8976,null,131999,null,4909,null,266454,null,6419,null,838270,null,11114,null,1236507,null,11556,null,1370059,null,11069,null,1533124,null,8313,null,1190503,null,6968,null,746921,null,5356,null,783822,null,7813,null,0400000US06,California,06
4109376,null,15479,null,419679,null,17693,null,187319,null,9901,null,19977,null,3098,null,4812,null,1407,null,18977,null,2737,null,8413,null,1888,null,3754,null,1094,null,7294,null,1408,null,32450,null,3384,null,26264,null,3382,null,22522,null,2847,null,16896,null,2214,null,15275,null,2247,null,5401,null,1048,null,5284,null,1122,null,232360,null,10092,null,22880,null,2716,null,3632,null,1310,null,17063,null,2265,null,9393,null,2128,null,2951,null,1076,null,5965,null,1130,null,44526,null,3622,null,34120,null,3367,null,27179,null,3099,null,21062,null,2591,null,18911,null,2184,null,10986,null,1402,null,13692,null,2044,null,3689697,null,22719,null,1871237,null,13189,null,120763,null,3240,null,24361,null,2906,null,137959,null,4668,null,69339,null,3959,null,22062,null,2094,null,48554,null,2528,null,155062,null,4743,null,284734,null,4437,null,286216,null,3745,null,303930,null,3108,null,228107,null,2388,null,115023,null,1696,null,75127,null,1663,null,1818460,null,12484,null,113755,null,3186,null,21586,null,2378,null,129555,null,4941,null,67237,null,3927,null,23895,null,2090,null,45529,null,2478,null,128735,null,4581,null,256538,null,4140,null,269091,null,3404,null,302902,null,3131,null,230358,null,2488,null,122484,null,2224,null,106795,null,3119,null,0400000US08,Colorado,08
2725390,null,10618,null,181077,null,9692,null,75380,null,5540,null,7544,null,1736,null,1257,null,675,null,7857,null,1560,null,3788,null,1016,null,1900,null,785,null,1915,null,645,null,11467,null,2475,null,6237,null,1438,null,8283,null,1591,null,9475,null,1782,null,8217,null,1253,null,3924,null,863,null,3516,null,1035,null,105697,null,5788,null,6460,null,1327,null,840,null,443,null,6234,null,1424,null,3065,null,847,null,1132,null,472,null,3361,null,948,null,18309,null,2826,null,12683,null,1913,null,13364,null,2133,null,12224,null,1812,null,10405,null,1340,null,5886,null,1192,null,11734,null,1486,null,2544313,null,12992,null,1252491,null,7775,null,68332,null,1337,null,15472,null,2033,null,93167,null,3366,null,49166,null,3208,null,17688,null,1761,null,35539,null,1771,null,94493,null,3045,null,139627,null,2221,null,188623,null,2303,null,221743,null,2300,null,162284,null,1681,null,91948,null,1170,null,74409,null,1148,null,1291822,null,7362,null,66652,null,1575,null,12860,null,1433,null,86680,null,3381,null,52448,null,2960,null,16000,null,1601,null,34461,null,1758,null,86880,null,3371,null,131010,null,2456,null,189831,null,2744,null,224837,null,1989,null,172699,null,1733,null,104611,null,1866,null,112853,null,2220,null,0400000US09,Connecticut,09
620051,null,4072,null,47954,null,5327,null,17978,null,2695,null,1670,null,738,null,0,null,263,null,1920,null,752,null,603,null,345,null,389,null,356,null,603,null,403,null,3037,null,951,null,1790,null,796,null,2554,null,1014,null,2118,null,939,null,1422,null,467,null,1177,null,478,null,695,null,333,null,29976,null,3562,null,2289,null,800,null,443,null,411,null,2295,null,1040,null,647,null,497,null,58,null,96,null,1467,null,880,null,6086,null,1342,null,3332,null,1099,null,3098,null,856,null,3304,null,775,null,2267,null,681,null,1927,null,635,null,2763,null,703,null,572097,null,5528,null,284721,null,3164,null,17660,null,909,null,3908,null,927,null,19549,null,1380,null,11757,null,1370,null,3577,null,885,null,7351,null,1063,null,23093,null,1636,null,34385,null,1076,null,38938,null,1000,null,44709,null,999,null,37487,null,611,null,23384,null,392,null,18923,null,438,null,287376,null,3794,null,16431,null,1130,null,2698,null,739,null,19113,null,1531,null,9745,null,1173,null,3791,null,800,null,6921,null,1031,null,18562,null,1459,null,34155,null,1302,null,39547,null,1060,null,44969,null,786,null,40623,null,869,null,26588,null,836,null,24233,null,769,null,0400000US10,Delaware,10
204695,null,4105,null,16525,null,2334,null,7761,null,1537,null,206,null,357,null,0,null,296,null,519,null,586,null,77,null,134,null,0,null,296,null,93,null,152,null,2897,null,828,null,1882,null,737,null,286,null,311,null,395,null,316,null,693,null,388,null,669,null,477,null,44,null,88,null,8764,null,1580,null,429,null,401,null,0,null,296,null,91,null,148,null,168,null,272,null,0,null,296,null,0,null,296,null,3848,null,919,null,1519,null,608,null,721,null,451,null,266,null,227,null,813,null,472,null,149,null,182,null,760,null,500,null,188170,null,4283,null,95576,null,2494,null,6523,null,692,null,1019,null,460,null,4044,null,662,null,489,null,292,null,474,null,361,null,703,null,338,null,6073,null,1102,null,24820,null,1105,null,19083,null,861,null,12874,null,542,null,10286,null,435,null,5635,null,590,null,3553,null,326,null,92594,null,2594,null,5687,null,599,null,580,null,363,null,4060,null,828,null,735,null,464,null,220,null,227,null,1002,null,272,null,7141,null,1432,null,26375,null,846,null,14570,null,609,null,10282,null,644,null,11067,null,516,null,6215,null,366,null,4660,null,573,null,0400000US11,District of Columbia,11
13954813,null,25938,null,1581525,null,34328,null,714434,null,20046,null,69770,null,5051,null,10169,null,1793,null,68510,null,5107,null,30904,null,3466,null,12384,null,2215,null,16560,null,2461,null,98924,null,7627,null,81919,null,6785,null,79400,null,6654,null,83685,null,4901,null,67381,null,4908,null,43343,null,3904,null,51485,null,3769,null,867091,null,20978,null,66787,null,4802,null,11125,null,1864,null,60372,null,4490,null,28761,null,3378,null,11376,null,1996,null,20842,null,2596,null,114006,null,6444,null,110675,null,5541,null,97050,null,5432,null,94775,null,5566,null,85780,null,5383,null,69365,null,4461,null,96177,null,4767,null,12373288,null,35992,null,6131638,null,18909,null,326190,null,6409,null,59585,null,4233,null,382199,null,8248,null,212183,null,7365,null,75622,null,3685,null,147871,null,4442,null,456429,null,7388,null,749305,null,8709,null,866895,null,7919,null,921251,null,6260,null,780457,null,5086,null,579339,null,3895,null,574312,null,4261,null,6241650,null,23652,null,307218,null,5218,null,62116,null,4468,null,363424,null,7988,null,195105,null,6479,null,65865,null,3828,null,137937,null,3967,null,413132,null,7618,null,682526,null,6540,null,827324,null,7018,null,951331,null,6874,null,856131,null,5354,null,643870,null,4685,null,735671,null,5823,null,0400000US12,Florida,12
