B08012_001E,B08012_001EA,B08012_001M,B08012_001MA,B08012_002E,B08012_002EA,B08012_002M,B08012_002MA,B08012_003E,B08012_003EA,B08012_003M,B08012_003MA,B08012_004E,B08012_004EA,B08012_004M,B08012_004MA,B08012_005E,B08012_005EA,B08012_005M,B08012_005MA,B08012_006E,B08012_006EA,B08012_006M,B08012_006MA,B08012_007E,B08012_007EA,B08012_007M,B08012_007MA,B08012_008E,B08012_008EA,B08012_008M,B08012_008MA,B08012_009E,B08012_009EA,B08012_009M,B08012_009MA,B08012_010E,B08012_010EA,B08012_010M,B08012_010MA,B08012_011E,B08012_011EA,B08012_011M,B08012_011MA,B08012_012E,B08012_012EA,B08012_012M,B08012_012MA,B08012_013E,B08012_013EA,B08012_013M,B08012_013MA,B08012_014E,B08012_014EA,B08012_014M,B08012_014MA,B08012_015E,B08012_015EA,B08012_015M,B08012_015MA,B08012_016E,B08012_016EA,B08012_016M,B08012_016MA,B08012_017E,B08012_017EA,B08012_017M,B08012_017MA,B08012_018E,B08012_018EA,B08012_018M,B08012_018MA,B08012_019E,B08012_019EA,B08012_019M,B08012_019MA,B08012_020E,B08012_020EA,B08012_020M,B08012_020MA,B08012_021E,B08012_021EA,B08012_021M,B08012_021MA,B08012_022E,B08012_022EA,B08012_022M,B08012_022MA,B08012_023E,B08012_023EA,B08012_023M,B08012_023MA,B08012_024E,B08012_024EA,B08012_024M,B08012_024MA,B08012_025E,B08012_025EA,B08012_025M,B08012_025MA,B08012_026E,B08012_026EA,B08012_026M,B08012_026MA,B08012_027E,B08012_027EA,B08012_027M,B08012_027MA,B08012_028E,B08012_028EA,B08012_028M,B08012_028MA,B08012_029E,B08012_029EA,B08012_029M,B08012_029MA,B08012_030E,B08012_030EA,B08012_030M,B08012_030MA,B08012_031E,B08012_031EA,B08012_031M,B08012_031MA,B08012_032E,B08012_032EA,B08012_032M,B08012_032MA,B08012_033E,B08012_033EA,B08012_033M,B08012_033MA,B08012_034E,B08012_034EA,B08012_034M,B08012_034MA,B08012_035E,B08012_035EA,B08012_035M,B08012_035MA,B08012_036E,B08012_036EA,B08012_036M,B08012_036MA,B08012_037E,B08012_037EA,B08012_037M,B08012_037MA,B08012_038E,B08012_038EA,B08012_038M,B08012_038MA,B08012_039E,B08012_039EA,B08012_039M,B08012_039MA,GEO_ID,NAME,state
2004574,null,15143,null,64733,null,4492,null,215082,null,7711,null,295468,null,9598,null,339560,null,8924,null,308887,null,8349,null,124517,null,6699,null,284499,null,7330,null,54344,null,4069,null,60817,null,4307,null,139658,null,6258,null,79445,null,4961,null,37564,null,3316,null,1067703,null,10089,null,33799,null,3167,null,105349,null,5363,null,144574,null,5684,null,171073,null,5978,null,160480,null,6215,null,65104,null,4652,null,159615,null,6359,null,31228,null,3188,null,34673,null,3445,null,82656,null,4788,null,53122,null,3767,null,26030,null,2506,null,936871,null,10055,null,30934,null,2920,null,109733,null,5153,null,150894,null,5971,null,168487,null,5645,null,148407,null,5654,null,59413,null,4182,null,124884,null,5121,null,23116,null,2252,null,26144,null,2669,null,57002,null,4123,null,26323,null,2777,null,11534,null,1649,null,0400000US01,Alabama,01
320596,null,5184,null,27254,null,2396,null,56995,null,3881,null,62221,null,4016,null,61606,null,4328,null,42128,null,3225,null,14319,null,2257,null,22523,null,2520,null,4135,null,1095,null,4294,null,919,null,10787,null,2043,null,9022,null,1515,null,5312,null,1110,null,175372,null,4159,null,13965,null,1722,null,30859,null,2542,null,34396,null,2804,null,32837,null,3143,null,22295,null,2397,null,8390,null,1888,null,11849,null,1792,null,2144,null,978,null,2158,null,693,null,6641,null,1501,null,5817,null,1009,null,4021,null,1149,null,145224,null,2972,null,13289,null,1699,null,26136,null,2837,null,27825,null,2581,null,28769,null,2599,null,19833,null,2077,null,5929,null,1219,null,10674,null,1578,null,1991,null,640,null,2136,null,602,null,4146,null,999,null,3205,null,975,null,1291,null,539,null,0400000US02,Alaska,02
2759925,null,18072,null,75152,null,5236,null,272612,null,9976,null,385277,null,12014,null,425420,null,11721,null,415628,null,11898,null,167405,null,6059,null,439710,null,14314,null,78425,null,5083,null,107761,null,6779,null,209865,null,8560,null,133333,null,6855,null,49337,null,4473,null,1530172,null,12059,null,38531,null,3934,null,129963,null,6360,null,192149,null,8757,null,225984,null,8345,null,236172,null,9134,null,94550,null,5021,null,265809,null,10398,null,45741,null,3913,null,64487,null,5058,null,120441,null,5813,null,83545,null,5923,null,32800,null,3503,null,1229753,null,13142,null,36621,null,3073,null,142649,null,6894,null,193128,null,7732,null,199436,null,8299,null,179456,null,8029,null,72855,null,4193,null,173901,null,7246,null,32684,null,2893,null,43274,null,3757,null,89424,null,5448,null,49788,null,4126,null,16537,null,2435,null,0400000US04,Arizona,04
1211442,null,10675,null,62125,null,5117,null,176259,null,6397,null,212365,null,7914,null,213889,null,7299,null,166960,null,6557,null,62206,null,3635,null,142317,null,7364,null,24182,null,2123,null,25839,null,2849,null,64628,null,4333,null,39163,null,3742,null,21509,null,2420,null,639939,null,8380,null,32927,null,3227,null,83412,null,4760,null,108263,null,5906,null,112239,null,4551,null,83027,null,5118,null,31891,null,2886,null,81065,null,5432,null,13874,null,1838,null,14792,null,1922,null,36536,null,3150,null,25354,null,2770,null,16559,null,2074,null,571503,null,7370,null,29198,null,3334,null,92847,null,4736,null,104102,null,4743,null,101650,null,5363,null,83933,null,4189,null,30315,null,2558,null,61252,null,4036,null,10308,null,1583,null,11047,null,1708,null,28092,null,2462,null,13809,null,1875,null,4950,null,1009,null,0400000US05,Arkansas,05
16004236,null,46076,null,383443,null,12411,null,1440096,null,20638,null,2220870,null,24635,null,2509563,null,26772,null,2324615,null,26631,null,893139,null,15926,null,2354033,null,28272,null,402000,null,12071,null,624069,null,13032,null,1252404,null,19923,null,1102194,null,19381,null,497810,null,15324,null,8929493,null,31033,null,196450,null,8177,null,710192,null,14930,null,1152340,null,16768,null,1323279,null,20594,null,1289732,null,19239,null,497913,null,12986,null,1371952,null,19962,null,231144,null,9271,null,368130,null,10338,null,759926,null,15864,null,695978,null,16150,null,332457,null,12786,null,7074743,null,31385,null,186993,null,9411,null,729904,null,14438,null,1068530,null,18350,null,1186284,null,16089,null,1034883,null,18572,null,395226,null,10365,null,982081,null,17779,null,170856,null,7551,null,255939,null,8153,null,492478,null,12689,null,406216,null,12385,null,165353,null,6727,null,0400000US06,California,06
2390530,null,13860,null,92490,null,5731,null,259338,null,9470,null,338427,null,10188,null,356885,null,9279,null,358489,null,9468,null,171689,null,6236,null,327454,null,9428,null,66704,null,4218,null,83341,null,4991,null,183230,null,8006,null,102303,null,5779,null,50180,null,5111,null,1324619,null,9914,null,47843,null,4441,null,127377,null,6090,null,174426,null,6710,null,193416,null,6620,null,195317,null,6847,null,92764,null,4859,null,189819,null,6635,null,39338,null,3330,null,50319,null,3535,null,110239,null,6319,null,66056,null,4894,null,37705,null,4233,null,1065911,null,10273,null,44647,null,2991,null,131961,null,5579,null,164001,null,6733,null,163469,null,6441,null,163172,null,5947,null,78925,null,4045,null,137635,null,5543,null,27366,null,2745,null,33022,null,2921,null,72991,null,4490,null,36247,null,3628,null,12475,null,1684,null,0400000US08,Colorado,08
1677400,null,14115,null,48357,null,3746,null,178715,null,7341,null,255651,null,8034,null,260121,null,8319,null,273561,null,8119,null,106956,null,4769,null,201394,null,7552,null,50255,null,4087,null,59943,null,3361,null,112185,null,4997,null,82689,null,4072,null,47573,null,3396,null,878439,null,9677,null,22372,null,2099,null,85299,null,4830,null,123490,null,6038,null,125884,null,5841,null,144342,null,5816,null,54393,null,3331,null,107215,null,4964,null,30412,null,2871,null,31629,null,2526,null,68515,null,4076,null,52891,null,3251,null,31997,null,2518,null,798961,null,8485,null,25985,null,3124,null,93416,null,4884,null,132161,null,5093,null,134237,null,5125,null,129219,null,5387,null,52563,null,3697,null,94179,null,5224,null,19843,null,2307,null,28314,null,2774,null,43670,null,3197,null,29798,null,2668,null,15576,null,1910,null,0400000US09,Connecticut,09
403940,null,5861,null,12820,null,1959,null,37937,null,2996,null,62411,null,4051,null,66748,null,4235,null,65802,null,4020,null,26521,null,2638,null,49988,null,3701,null,10253,null,1678,null,15019,null,2106,null,26090,null,2640,null,20035,null,2230,null,10316,null,1614,null,208672,null,3850,null,7412,null,1360,null,18393,null,1999,null,30514,null,3166,null,34281,null,2834,null,32641,null,2566,null,14228,null,2161,null,24664,null,2690,null,6001,null,1273,null,7974,null,1314,null,14875,null,1820,null,11198,null,1598,null,6491,null,1215,null,195268,null,3919,null,5408,null,1349,null,19544,null,2034,null,31897,null,2719,null,32467,null,2765,null,33161,null,3143,null,12293,null,1462,null,25324,null,2599,null,4252,null,959,null,7045,null,1413,null,11215,null,1661,null,8837,null,1265,null,3825,null,1009,null,0400000US10,Delaware,10
288550,null,5665,null,3570,null,910,null,14091,null,2007,null,24680,null,2719,null,37238,null,3161,null,46252,null,3245,null,20626,null,2420,null,58910,null,4462,null,10515,null,1801,null,16703,null,2485,null,29149,null,2428,null,19889,null,2146,null,6927,null,1501,null,140616,null,3962,null,1944,null,746,null,6674,null,1486,null,13542,null,2205,null,18550,null,2468,null,24433,null,2378,null,11381,null,2012,null,25565,null,2767,null,4432,null,1173,null,9146,null,1956,null,13728,null,2006,null,7763,null,1458,null,3458,null,1020,null,147934,null,3509,null,1626,null,576,null,7417,null,1341,null,11138,null,1570,null,18688,null,2117,null,21819,null,1953,null,9245,null,1451,null,33345,null,2944,null,6083,null,1302,null,7557,null,1492,null,15421,null,2026,null,12126,null,2001,null,3469,null,1034,null,0400000US11,District of Columbia,11
7906795,null,29652,null,178463,null,8136,null,676860,null,14104,null,1049830,null,20655,null,1218878,null,17404,null,1257225,null,22665,null,503535,null,14632,null,1279689,null,25439,null,242115,null,10338,null,308204,null,9524,null,629749,null,14689,null,406505,null,14810,null,155742,null,6798,null,4185020,null,23539,null,91756,null,5877,null,333135,null,9919,null,520882,null,12012,null,608762,null,11927,null,660700,null,17078,null,258229,null,10353,null,697796,null,16609,null,130910,null,7386,null,168891,null,8726,null,360421,null,10974,null,248982,null,12972,null,104556,null,4998,null,3721775,null,20540,null,86707,null,4843,null,343725,null,9950,null,528948,null,13274,null,610116,null,13770,null,596525,null,13546,null,245306,null,7665,null,581893,null,14725,null,111205,null,6346,null,139313,null,5161,null,269328,null,9590,null,157523,null,6954,null,51186,null,3778,null,0400000US12,Florida,12
