C16005_001E,C16005_001EA,C16005_001M,C16005_001MA,C16005_002E,C16005_002EA,C16005_002M,C16005_002MA,C16005_003E,C16005_003EA,C16005_003M,C16005_003MA,C16005_004E,C16005_004EA,C16005_004M,C16005_004MA,C16005_005E,C16005_005EA,C16005_005M,C16005_005MA,C16005_006E,C16005_006EA,C16005_006M,C16005_006MA,C16005_007E,C16005_007EA,C16005_007M,C16005_007MA,C16005_008E,C16005_008EA,C16005_008M,C16005_008MA,C16005_009E,C16005_009EA,C16005_009M,C16005_009MA,C16005_010E,C16005_010EA,C16005_010M,C16005_010MA,C16005_011E,C16005_011EA,C16005_011M,C16005_011MA,C16005_012E,C16005_012EA,C16005_012M,C16005_012MA,C16005_013E,C16005_013EA,C16005_013M,C16005_013MA,C16005_014E,C16005_014EA,C16005_014M,C16005_014MA,C16005_015E,C16005_015EA,C16005_015M,C16005_015MA,C16005_016E,C16005_016EA,C16005_016M,C16005_016MA,C16005_017E,C16005_017EA,C16005_017M,C16005_017MA,C16005_018E,C16005_018EA,C16005_018M,C16005_018MA,C16005_019E,C16005_019EA,C16005_019M,C16005_019MA,C16005_020E,C16005_020EA,C16005_020M,C16005_020MA,C16005_021E,C16005_021EA,C16005_021M,C16005_021MA,C16005_022E,C16005_022EA,C16005_022M,C16005_022MA,C16005_023E,C16005_023EA,C16005_023M,C16005_023MA,C16005_024E,C16005_024EA,C16005_024M,C16005_024MA,C16005_025E,C16005_025EA,C16005_025M,C16005_025MA,C16005_026E,C16005_026EA,C16005_026M,C16005_026MA,C16005_027E,C16005_027EA,C16005_027M,C16005_027MA,C16005_028E,C16005_028EA,C16005_028M,C16005_028MA,C16005_029E,C16005_029EA,C16005_029M,C16005_029MA,GEO_ID,NAME,state
4354717,null,2804,null,4225072,null,6821,null,4145701,null,8680,null,53349,null,3470,null,37309,null,3105,null,16040,null,1973,null,15833,null,2130,null,13534,null,2088,null,2299,null,528,null,7520,null,1689,null,6855,null,1687,null,665,null,388,null,2669,null,1133,null,2221,null,992,null,448,null,311,null,129645,null,6705,null,31122,null,3998,null,54547,null,3857,null,12731,null,1790,null,41816,null,3601,null,19100,null,3272,null,13039,null,2414,null,6061,null,1730,null,20639,null,2619,null,9688,null,2054,null,10951,null,1839,null,4237,null,1390,null,2730,null,1036,null,1507,null,767,null,0400000US01,Alabama,01
634669,null,976,null,590613,null,3202,null,529953,null,4206,null,16521,null,2280,null,14694,null,2111,null,1827,null,691,null,7311,null,1650,null,6720,null,1543,null,591,null,325,null,8058,null,1524,null,6785,null,1571,null,1273,null,520,null,28770,null,2321,null,19979,null,1967,null,8791,null,1043,null,44056,null,3224,null,11056,null,2086,null,6184,null,1652,null,3009,null,1016,null,3175,null,1208,null,5070,null,1278,null,3650,null,1098,null,1420,null,608,null,20478,null,1870,null,8216,null,1672,null,12262,null,1516,null,1268,null,596,null,424,null,353,null,844,null,537,null,0400000US02,Alaska,02
5984859,null,1678,null,5059550,null,19104,null,4218103,null,20098,null,653185,null,15350,null,524980,null,13235,null,128205,null,7551,null,48314,null,3661,null,42924,null,3438,null,5390,null,1272,null,18458,null,2345,null,16203,null,2241,null,2255,null,871,null,121490,null,5457,null,90612,null,5901,null,30878,null,3663,null,925309,null,19109,null,120102,null,8087,null,630726,null,15352,null,170145,null,8531,null,460581,null,15181,null,78864,null,6731,null,52018,null,5021,null,26846,null,3809,null,70539,null,5254,null,32083,null,3025,null,38456,null,4774,null,25078,null,5005,null,12041,null,3123,null,13037,null,3478,null,0400000US04,Arizona,04
2656308,null,2395,null,2548505,null,5402,null,2477402,null,7217,null,52336,null,4494,null,39481,null,3986,null,12855,null,2236,null,10072,null,1820,null,8738,null,1772,null,1334,null,632,null,5181,null,1392,null,4212,null,1311,null,969,null,509,null,3514,null,1898,null,3385,null,1908,null,129,null,143,null,107803,null,4633,null,15776,null,2287,null,67337,null,3624,null,16395,null,2629,null,50942,null,3320,null,9904,null,1891,null,7451,null,1592,null,2453,null,920,null,12779,null,2099,null,4695,null,1178,null,8084,null,1713,null,2007,null,1156,null,1792,null,1094,null,215,null,273,null,0400000US05,Arkansas,05
34063760,null,2634,null,24257037,null,44448,null,18717441,null,55424,null,4409476,null,37745,null,3651747,null,36750,null,757729,null,17371,null,421815,null,14537,null,372872,null,14058,null,48943,null,3911,null,619479,null,14754,null,486612,null,13596,null,132867,null,7107,null,88826,null,7485,null,77819,null,6843,null,11007,null,2502,null,9806723,null,44992,null,929048,null,17856,null,5160922,null,43777,null,1305009,null,22725,null,3855913,null,38254,null,1067880,null,21419,null,630324,null,15484,null,437556,null,13065,null,2443224,null,23499,null,1031670,null,19188,null,1411554,null,19364,null,205649,null,12640,null,122404,null,9000,null,83245,null,6269,null,0400000US06,California,06
4583067,null,1635,null,4090398,null,14768,null,3731618,null,16686,null,277568,null,9217,null,214124,null,8497,null,63444,null,5384,null,49782,null,5605,null,43240,null,5077,null,6542,null,1492,null,20491,null,3008,null,17329,null,2728,null,3162,null,1028,null,10939,null,2322,null,9974,null,2237,null,965,null,476,null,492669,null,14816,null,74461,null,5016,null,271753,null,10796,null,79207,null,6359,null,192546,null,9075,null,62131,null,6141,null,39415,null,3880,null,22716,null,3635,null,63819,null,4227,null,27544,null,2981,null,36275,null,3091,null,20505,null,3676,null,12046,null,2680,null,8459,null,1939,null,0400000US08,Colorado,08
3290599,null,1400,null,2839439,null,12413,null,2519118,null,13377,null,207280,null,7566,null,148854,null,6706,null,58426,null,3756,null,95874,null,6930,null,84232,null,6769,null,11642,null,1698,null,11649,null,1846,null,9861,null,1797,null,1788,null,696,null,5518,null,1564,null,5276,null,1499,null,242,null,206,null,451160,null,12250,null,118531,null,5677,null,110393,null,6894,null,39574,null,3589,null,70819,null,5562,null,153322,null,8781,null,86126,null,6029,null,67196,null,6042,null,55526,null,3463,null,27936,null,2825,null,27590,null,2492,null,13388,null,2946,null,8912,null,1962,null,4476,null,1486,null,0400000US09,Connecticut,09
813290,null,526,null,747030,null,4670,null,709285,null,5404,null,25282,null,3355,null,18313,null,2833,null,6969,null,1875,null,8732,null,1655,null,7025,null,1434,null,1707,null,773,null,2431,null,815,null,2150,null,833,null,281,null,209,null,1300,null,672,null,1134,null,654,null,166,null,194,null,66260,null,4639,null,17984,null,2881,null,19531,null,2792,null,5586,null,1448,null,13945,null,2398,null,12862,null,2587,null,9644,null,2210,null,3218,null,821,null,12057,null,1317,null,6849,null,1275,null,5208,null,1295,null,3826,null,1868,null,2980,null,1645,null,846,null,620,null,0400000US10,Delaware,10
555473,null,193,null,478485,null,4635,null,447331,null,5706,null,16912,null,2252,null,14262,null,2096,null,2650,null,962,null,9990,null,1811,null,8874,null,1732,null,1116,null,503,null,2563,null,917,null,2168,null,845,null,395,null,450,null,1689,null,1038,null,1516,null,1009,null,173,null,222,null,76988,null,4664,null,27938,null,3846,null,21176,null,2557,null,8542,null,1455,null,12634,null,2106,null,12503,null,2367,null,9913,null,1846,null,2590,null,1125,null,6960,null,1225,null,4083,null,1101,null,2877,null,966,null,8411,null,2049,null,6077,null,1762,null,2334,null,957,null,0400000US11,District of Columbia,11
17188403,null,2806,null,13813262,null,32316,null,12092380,null,29570,null,1388158,null,23327,null,1100351,null,21798,null,287807,null,11105,null,262140,null,12341,null,229814,null,11441,null,32326,null,3414,null,43875,null,3711,null,36460,null,3721,null,7415,null,1612,null,26709,null,3729,null,22799,null,3506,null,3910,null,1739,null,3375141,null,32171,null,648575,null,15253,null,1862165,null,24640,null,634819,null,15597,null,1227346,null,23227,null,602709,null,18111,null,296488,null,11085,null,306221,null,12115,null,195088,null,6593,null,91280,null,4881,null,103808,null,5705,null,66604,null,5961,null,44476,null,4222,null,22128,null,3752,null,0400000US12,Florida,12
8954056,null,3918,null,8053060,null,17204,null,7679103,null,18291,null,253620,null,9145,null,190875,null,8068,null,62745,null,5612,null,71997,null,4996,null,61443,null,4456,null,10554,null,1932,null,34304,null,3217,null,30339,null,3130,null,3965,null,1132,null,14036,null,2803,null,12378,null,2643,null,1658,null,849,null,900996,null,16312,null,159983,null,7823,null,388191,null,9280,null,103279,null,7365,null,284912,null,9360,null,161172,null,11869,null,106503,null,7965,null,54669,null,5845,null,136256,null,6488,null,57394,null,4626,null,78862,null,5125,null,55394,null,6655,null,35423,null,4375,null,19971,null,4284,null,0400000US13,Georgia,13
1202441,null,2211,null,975860,null,10411,null,859776,null,13261,null,19918,null,2971,null,14224,null,1941,null,5694,null,2125,null,9279,null,1706,null,8555,null,1608,null,724,null,572,null,85198,null,6072,null,62244,null,5598,null,22954,null,3269,null,1689,null,1076,null,1399,null,838,null,290,null,326,null,226581,null,9593,null,37074,null,3358,null,11516,null,2483,null,5332,null,1537,null,6184,null,1640,null,9999,null,1672,null,7958,null,1498,null,2041,null,761,null,167323,null,7642,null,59909,null,4262,null,107414,null,6464,null,669,null,395,null,432,null,281,null,237,null,268,null,0400000US15,Hawaii,15
1402689,null,1725,null,1313789,null,6244,null,1240916,null,7326,null,57920,null,3786,null,47665,null,3583,null,10255,null,1722,null,10079,null,2129,null,8300,null,1808,null,1779,null,813,null,2215,null,692,null,1744,null,617,null,471,null,308,null,2659,null,933,null,2443,null,895,null,216,null,200,null,88900,null,5949,null,19718,null,2442,null,45865,null,3808,null,11457,null,2597,null,34408,null,3190,null,12098,null,3190,null,7081,null,1904,null,5017,null,2258,null,9888,null,2114,null,3214,null,1022,null,6674,null,2008,null,1331,null,788,null,750,null,449,null,581,null,508,null,0400000US16,Idaho,16
12007133,null,2073,null,10234752,null,23493,null,9203909,null,28270,null,727512,null,15924,null,574116,null,16224,null,153396,null,6734,null,224637,null,10695,null,192062,null,10080,null,32575,null,3043,null,48116,null,3283,null,40500,null,3206,null,7616,null,1558,null,30578,null,5057,null,27625,null,4855,null,2953,null,943,null,1772381,null,23407,null,178901,null,8106,null,804486,null,15254,null,217159,null,8300,null,587327,null,15718,null,475501,null,16388,null,229024,null,8472,null,246477,null,12202,null,245563,null,9018,null,128970,null,7518,null,116593,null,7671,null,67930,null,6433,null,39358,null,3998,null,28572,null,4724,null,0400000US17,Illinois,17
5933181,null,2147,null,5680908,null,8614,null,5459920,null,9974,null,124421,null,6007,null,94136,null,5227,null,30285,null,2612,null,82200,null,6299,null,64686,null,6661,null,17514,null,2625,null,9320,null,1685,null,7563,null,1554,null,1757,null,730,null,5047,null,1222,null,4346,null,1105,null,701,null,547,null,252273,null,7913,null,46118,null,3062,null,114087,null,5340,null,30684,null,3272,null,83403,null,5055,null,42446,null,4654,null,28239,null,3653,null,14207,null,2191,null,41863,null,2813,null,19687,null,2248,null,22176,null,2770,null,7759,null,1801,null,4862,null,1264,null,2897,null,1253,null,0400000US18,Indiana,18
2803768,null,1898,null,2692818,null,5290,null,2603792,null,6833,null,54510,null,3468,null,41308,null,3272,null,13202,null,1510,null,27292,null,3444,null,22530,null,3265,null,4762,null,1130,null,4646,null,951,null,3938,null,970,null,708,null,370,null,2578,null,882,null,2327,null,829,null,251,null,239,null,110950,null,5039,null,19477,null,1925,null,42283,null,3235,null,12096,null,1881,null,30187,null,2870,null,19431,null,3345,null,10934,null,1853,null,8497,null,2164,null,23619,null,1862,null,9577,null,1790,null,14042,null,1720,null,6140,null,2140,null,3818,null,2069,null,2322,null,951,null,0400000US19,Iowa,19
2599846,null,1983,null,2437417,null,6237,null,2320331,null,9059,null,84530,null,5166,null,69456,null,5169,null,15074,null,2125,null,21088,null,2557,null,17586,null,2382,null,3502,null,960,null,7873,null,1426,null,6793,null,1464,null,1080,null,561,null,3595,null,1516,null,3057,null,1502,null,538,null,322,null,162429,null,5640,null,22743,null,2457,null,86132,null,4293,null,22429,null,2286,null,63703,null,3567,null,19063,null,2864,null,12671,null,2121,null,6392,null,1811,null,27614,null,2334,null,12191,null,1806,null,15423,null,1918,null,6877,null,2605,null,4817,null,2146,null,2060,null,949,null,0400000US20,Kansas,20
3986609,null,2455,null,3869746,null,6359,null,3795026,null,8451,null,46306,null,4054,null,31527,null,3258,null,14779,null,2420,null,21078,null,3283,null,14967,null,2637,null,6111,null,1666,null,5690,null,1294,null,5225,null,1219,null,465,null,268,null,1646,null,672,null,1625,null,662,null,21,null,48,null,116863,null,6160,null,22892,null,3075,null,39687,null,2990,null,11605,null,2094,null,28082,null,2463,null,24577,null,3810,null,16629,null,2645,null,7948,null,2117,null,24110,null,3493,null,10167,null,2185,null,13943,null,2245,null,5597,null,1885,null,2913,null,1357,null,2684,null,1350,null,0400000US21,Kentucky,21
4102457,null,2195,null,3968527,null,7348,null,3745531,null,9481,null,65292,null,4876,null,47771,null,4476,null,17521,null,2532,null,142532,null,5636,null,118964,null,5409,null,23568,null,2564,null,10222,null,1583,null,8435,null,1416,null,1787,null,760,null,4950,null,1879,null,4381,null,1873,null,569,null,496,null,133930,null,6840,null,23884,null,2532,null,52704,null,4308,null,18749,null,2733,null,33955,null,3786,null,16388,null,3022,null,11998,null,2368,null,4390,null,1403,null,35354,null,3026,null,11365,null,2060,null,23989,null,2320,null,5600,null,1711,null,3606,null,1305,null,1994,null,1053,null,0400000US22,Louisiana,22
1245193,null,1143,null,1206501,null,2959,null,1138530,null,5499,null,10195,null,1808,null,7892,null,1660,null,2303,null,774,null,53786,null,3712,null,44051,null,3323,null,9735,null,1371,null,1400,null,460,null,1097,null,408,null,303,null,245,null,2590,null,923,null,2485,null,922,null,105,null,117,null,38692,null,3112,null,17763,null,2070,null,1434,null,633,null,767,null,444,null,667,null,426,null,10742,null,1920,null,7992,null,1612,null,2750,null,867,null,5359,null,1027,null,2131,null,801,null,3228,null,840,null,3394,null,1263,null,1096,null,683,null,2298,null,883,null,0400000US23,Maine,23
