S1602_C01_001E,S1602_C01_001M,S1602_C01_002E,S1602_C01_002M,S1602_C01_003E,S1602_C01_003M,S1602_C01_004E,S1602_C01_004M,S1602_C01_005E,S1602_C01_005M,S1602_C02_001E,S1602_C02_001M,S1602_C02_002E,S1602_C02_002M,S1602_C02_003E,S1602_C02_003M,S1602_C02_004E,S1602_C02_004M,S1602_C02_005E,S1602_C02_005M,S1602_C03_001E,S1602_C03_001M,S1602_C03_002E,S1602_C03_002M,S1602_C03_003E,S1602_C03_003M,S1602_C03_004E,S1602_C03_004M,S1602_C03_005E,S1602_C03_005M,S1602_C04_001E,S1602_C04_001M,S1602_C04_002E,S1602_C04_002M,S1602_C04_003E,S1602_C04_003M,S1602_C04_004E,S1602_C04_004M,S1602_C04_005E,S1602_C04_005M,S1602_C01_001M,S1602_C01_001EA,S1602_C01_001MA,S1602_C01_002M,S1602_C01_002EA,S1602_C01_002MA,S1602_C01_003M,S1602_C01_003EA,S1602_C01_003MA,S1602_C01_004M,S1602_C01_004EA,S1602_C01_004MA,S1602_C01_005M,S1602_C01_005EA,S1602_C01_005MA,S1602_C02_001M,S1602_C02_001EA,S1602_C02_001MA,S1602_C02_002M,S1602_C02_002EA,S1602_C02_002MA,S1602_C02_003M,S1602_C02_003EA,S1602_C02_003MA,S1602_C02_004M,S1602_C02_004EA,S1602_C02_004MA,S1602_C02_005M,S1602_C02_005EA,S1602_C02_005MA,S1602_C03_001M,S1602_C03_001EA,S1602_C03_001MA,S1602_C03_002M,S1602_C03_002EA,S1602_C03_002MA,S1602_C03_003M,S1602_C03_003EA,S1602_C03_003MA,S1602_C03_004M,S1602_C03_004EA,S1602_C03_004MA,S1602_C03_005M,S1602_C03_005EA,S1602_C03_005MA,S1602_C04_001M,S1602_C04_001EA,S1602_C04_001MA,S1602_C04_002M,S1602_C04_002EA,S1602_C04_002MA,S1602_C04_003M,S1602_C04_003EA,S1602_C04_003MA,S1602_C04_004M,S1602_C04_004EA,S1602_C04_004MA,S1602_C04_005M,S1602_C04_005EA,S1602_C04_005MA,state
597421,4571,43227,2674,10601,1667,6687,1041,3729,993,-888888888,-888888888,7.2,0.4,1.8,0.3,1.1,0.2,0.6,0.2,10100,1567,7122,1342,1256,482,1002,687,720,410,1.7,0.3,16.5,2.9,11.8,4.5,15,10.1,19.3,10,4571,null,null,2674,null,null,1667,null,null,1041,null,null,993,null,null,-888888888,(X),(X),0.4,null,null,0.3,null,null,0.2,null,null,0.2,null,null,1567,null,null,1342,null,null,482,null,null,687,null,null,410,null,null,0.3,null,null,2.9,null,null,4.5,null,null,10.1,null,null,10,null,null,16
4794523,12954,546932,8105,313155,7181,152203,4435,51448,3895,-888888888,-888888888,11.4,0.2,6.5,0.1,3.2,0.1,1.1,0.1,226566,6814,111927,4717,70151,4261,34924,2587,9564,1932,4.7,0.1,20.5,0.8,22.4,1.2,22.9,1.6,18.6,3.2,12954,null,null,8105,null,null,7181,null,null,4435,null,null,3895,null,null,-888888888,(X),(X),0.2,null,null,0.1,null,null,0.1,null,null,0.1,null,null,6814,null,null,4717,null,null,4261,null,null,2587,null,null,1932,null,null,0.1,null,null,0.8,null,null,1.2,null,null,1.6,null,null,3.2,null,null,17
2515143,11611,113635,4462,59245,3546,33563,2481,11305,1759,-888888888,-888888888,4.5,0.2,2.4,0.1,1.3,0.1,0.4,0.1,41942,3326,24417,2337,7041,1383,8787,1704,1697,530,1.7,0.1,21.5,2,11.9,2.2,26.2,4.3,15,4.3,11611,null,null,4462,null,null,3546,null,null,2481,null,null,1759,null,null,-888888888,(X),(X),0.2,null,null,0.1,null,null,0.1,null,null,0.1,null,null,3326,null,null,2337,null,null,1383,null,null,1704,null,null,530,null,null,0.1,null,null,2,null,null,2.2,null,null,4.3,null,null,4.3,null,null,18
1247249,6782,48154,2548,22492,2542,19833,1625,7138,1215,-888888888,-888888888,3.9,0.2,1.8,0.2,1.6,0.1,0.6,0.1,22761,2378,11082,1665,2605,805,6877,964,2197,887,1.8,0.2,23,3.4,11.6,3.1,34.7,5.2,30.8,10.3,6782,null,null,2548,null,null,2542,null,null,1625,null,null,1215,null,null,-888888888,(X),(X),0.2,null,null,0.2,null,null,0.1,null,null,0.1,null,null,2378,null,null,1665,null,null,805,null,null,964,null,null,887,null,null,0.2,null,null,3.4,null,null,3.1,null,null,5.2,null,null,10.3,null,null,19
1111582,6565,77862,2973,21241,2300,20665,1703,9102,1469,-888888888,-888888888,7,0.3,1.9,0.2,1.9,0.1,0.8,0.1,26171,2084,17752,1826,2419,722,4200,913,1800,582,2.4,0.2,22.8,2.3,11.4,3.3,20.3,4,19.8,6.5,6565,null,null,2973,null,null,2300,null,null,1703,null,null,1469,null,null,-888888888,(X),(X),0.3,null,null,0.2,null,null,0.1,null,null,0.1,null,null,2084,null,null,1826,null,null,722,null,null,913,null,null,582,null,null,0.2,null,null,2.3,null,null,3.3,null,null,4,null,null,6.5,null,null,20
1716168,8844,47595,3339,28157,2165,15749,1706,7902,1745,-888888888,-888888888,2.8,0.2,1.6,0.1,0.9,0.1,0.5,0.1,19949,2041,10110,1519,3324,725,4586,1141,1929,831,1.2,0.1,21.2,3,11.8,2.5,29.1,6.2,24.4,8.8,8844,null,null,3339,null,null,2165,null,null,1706,null,null,1745,null,null,-888888888,(X),(X),0.2,null,null,0.1,null,null,0.1,null,null,0.1,null,null,2041,null,null,1519,null,null,725,null,null,1141,null,null,831,null,null,0.1,null,null,3,null,null,2.5,null,null,6.2,null,null,8.8,null,null,21
1737908,9569,67939,3967,87651,4204,21971,1730,5450,1175,-888888888,-888888888,3.9,0.2,5,0.2,1.3,0.1,0.3,0.1,33115,2796,17890,2429,7731,1348,6713,1124,781,507,1.9,0.2,26.3,3,8.8,1.4,30.6,4.4,14.3,8.6,9569,null,null,3967,null,null,4204,null,null,1730,null,null,1175,null,null,-888888888,(X),(X),0.2,null,null,0.2,null,null,0.1,null,null,0.1,null,null,2796,null,null,2429,null,null,1348,null,null,1124,null,null,507,null,null,0.2,null,null,3,null,null,1.4,null,null,4.4,null,null,8.6,null,null,22
545226,5325,6389,1146,33658,2574,4198,813,2692,817,-888888888,-888888888,1.2,0.2,6.2,0.5,0.8,0.1,0.5,0.1,6268,1041,560,324,4011,881,1112,463,585,466,1.1,0.2,8.8,4.8,11.9,2.5,26.5,9.9,21.7,13.6,5325,null,null,1146,null,null,2574,null,null,813,null,null,817,null,null,-888888888,(X),(X),0.2,null,null,0.5,null,null,0.1,null,null,0.1,null,null,1041,null,null,324,null,null,881,null,null,463,null,null,466,null,null,0.2,null,null,4.8,null,null,2.5,null,null,9.9,null,null,13.6,null,null,23
2177934,7798,151092,4641,123662,5005,88614,3390,47578,3653,-888888888,-888888888,6.9,0.2,5.7,0.2,4.1,0.2,2.2,0.2,71785,4129,33538,2693,14512,1936,19067,1992,4668,1193,3.3,0.2,22.2,1.7,11.7,1.5,21.5,2,9.8,2.2,7798,null,null,4641,null,null,5005,null,null,3390,null,null,3653,null,null,-888888888,(X),(X),0.2,null,null,0.2,null,null,0.2,null,null,0.2,null,null,4129,null,null,2693,null,null,1936,null,null,1992,null,null,1193,null,null,0.2,null,null,1.7,null,null,1.5,null,null,2,null,null,2.2,null,null,24
2559951,9181,217923,5160,272449,7270,106214,3757,35388,2416,-888888888,-888888888,8.5,0.2,10.6,0.3,4.1,0.1,1.4,0.1,147131,6136,57014,3852,51279,3969,32661,2589,6177,1421,5.7,0.2,26.2,1.6,18.8,1.3,30.8,2.2,17.5,3.6,9181,null,null,5160,null,null,7270,null,null,3757,null,null,2416,null,null,-888888888,(X),(X),0.2,null,null,0.3,null,null,0.1,null,null,0.1,null,null,6136,null,null,3852,null,null,3969,null,null,2589,null,null,1421,null,null,0.2,null,null,1.6,null,null,1.3,null,null,2.2,null,null,3.6,null,null,25
3858532,11041,125063,4259,131185,4216,65903,2806,66849,3808,-888888888,-888888888,3.2,0.1,3.4,0.1,1.7,0.1,1.7,0.1,69692,3919,20008,1914,18231,2049,16701,1714,14752,2139,1.8,0.1,16,1.6,13.9,1.5,25.3,2.6,22.1,2.9,11041,null,null,4259,null,null,4216,null,null,2806,null,null,3808,null,null,-888888888,(X),(X),0.1,null,null,0.1,null,null,0.1,null,null,0.1,null,null,3919,null,null,1914,null,null,2049,null,null,1714,null,null,2139,null,null,0.1,null,null,1.6,null,null,1.5,null,null,2.6,null,null,2.9,null,null,26
2147262,7978,78827,2985,59335,3617,61103,2336,49916,3044,-888888888,-888888888,3.7,0.1,2.8,0.2,2.8,0.1,2.3,0.1,57429,4096,17742,2252,6284,1203,16608,1732,16795,2369,2.7,0.2,22.5,2.8,10.6,1.8,27.2,2.8,33.6,4,7978,null,null,2985,null,null,3617,null,null,2336,null,null,3044,null,null,-888888888,(X),(X),0.1,null,null,0.2,null,null,0.1,null,null,0.1,null,null,4096,null,null,2252,null,null,1203,null,null,1732,null,null,2369,null,null,0.2,null,null,2.8,null,null,1.8,null,null,2.8,null,null,4,null,null,27
1104371,7926,28456,2570,9156,1590,8125,1424,3698,964,-888888888,-888888888,2.6,0.2,0.8,0.1,0.7,0.1,0.3,0.1,8921,1706,5616,1390,689,430,2239,839,377,303,0.8,0.2,19.7,4.9,7.5,4.6,27.6,8.6,10.2,8,7926,null,null,2570,null,null,1590,null,null,1424,null,null,964,null,null,-888888888,(X),(X),0.2,null,null,0.1,null,null,0.1,null,null,0.1,null,null,1706,null,null,1390,null,null,430,null,null,839,null,null,303,null,null,0.2,null,null,4.9,null,null,4.6,null,null,8.6,null,null,8,null,null,28
2374180,11426,66767,3811,47357,3272,31032,2499,14376,2164,-888888888,-888888888,2.8,0.2,2,0.1,1.3,0.1,0.6,0.1,26369,2537,12846,1679,4037,920,6738,1094,2748,1068,1.1,0.1,19.2,2.3,8.5,1.8,21.7,3,19.1,6.7,11426,null,null,3811,null,null,3272,null,null,2499,null,null,2164,null,null,-888888888,(X),(X),0.2,null,null,0.1,null,null,0.1,null,null,0.1,null,null,2537,null,null,1679,null,null,920,null,null,1094,null,null,1068,null,null,0.1,null,null,2.3,null,null,1.8,null,null,3,null,null,6.7,null,null,29
414804,3749,8033,1218,6785,1110,3267,924,3379,699,-888888888,-888888888,1.9,0.3,1.6,0.3,0.8,0.2,0.8,0.2,1988,765,894,421,277,199,683,596,134,95,0.5,0.2,11.1,5.6,4.1,2.8,20.9,15.8,4,2.9,3749,null,null,1218,null,null,1110,null,null,924,null,null,699,null,null,-888888888,(X),(X),0.3,null,null,0.3,null,null,0.2,null,null,0.2,null,null,765,null,null,421,null,null,199,null,null,596,null,null,95,null,null,0.2,null,null,5.6,null,null,2.8,null,null,15.8,null,null,2.9,null,null,30
744159,3947,50066,2163,14484,1354,11392,1253,5602,1153,-888888888,-888888888,6.7,0.3,1.9,0.2,1.5,0.2,0.8,0.2,18455,1774,11751,1577,1772,652,3676,943,1256,606,2.5,0.2,23.5,3,12.2,4.4,32.3,6.9,22.4,9.2,3947,null,null,2163,null,null,1354,null,null,1253,null,null,1153,null,null,-888888888,(X),(X),0.3,null,null,0.2,null,null,0.2,null,null,0.2,null,null,1774,null,null,1577,null,null,652,null,null,943,null,null,606,null,null,0.2,null,null,3,null,null,4.4,null,null,6.9,null,null,9.2,null,null,31
1042065,7714,195946,4427,36738,3104,66107,3184,11561,1598,-888888888,-888888888,18.8,0.4,3.5,0.3,6.3,0.3,1.1,0.2,67029,4216,45849,3238,5950,1148,12784,1903,2446,769,6.4,0.4,23.4,1.5,16.2,2.8,19.3,2.5,21.2,6.1,7714,null,null,4427,null,null,3104,null,null,3184,null,null,1598,null,null,-888888888,(X),(X),0.4,null,null,0.3,null,null,0.3,null,null,0.2,null,null,4216,null,null,3238,null,null,1148,null,null,1903,null,null,769,null,null,0.4,null,null,1.5,null,null,2.8,null,null,2.5,null,null,6.1,null,null,32
517615,4643,11434,1364,28797,2403,9144,1089,2968,879,-888888888,-888888888,2.2,0.3,5.6,0.5,1.8,0.2,0.6,0.2,7208,1206,2132,762,2799,806,2085,683,192,187,1.4,0.2,18.6,6,9.7,2.7,22.8,7,6.5,6.4,4643,null,null,1364,null,null,2403,null,null,1089,null,null,879,null,null,-888888888,(X),(X),0.3,null,null,0.5,null,null,0.2,null,null,0.2,null,null,1206,null,null,762,null,null,806,null,null,683,null,null,187,null,null,0.2,null,null,6,null,null,2.7,null,null,7,null,null,6.4,null,null,33
3187963,9239,496002,6646,305973,7831,157315,4355,52108,3390,-888888888,-888888888,15.6,0.2,9.6,0.2,4.9,0.1,1.6,0.1,220889,5990,130876,5050,49757,3533,34259,2539,5997,1294,6.9,0.2,26.4,1,16.3,1.1,21.8,1.4,11.5,2.5,9239,null,null,6646,null,null,7831,null,null,4355,null,null,3390,null,null,-888888888,(X),(X),0.2,null,null,0.2,null,null,0.1,null,null,0.1,null,null,5990,null,null,5050,null,null,3533,null,null,2539,null,null,1294,null,null,0.2,null,null,1,null,null,1.1,null,null,1.4,null,null,2.5,null,null,34
761797,5816,235812,6077,12586,1686,6999,1248,41194,2148,-888888888,-888888888,31,0.7,1.7,0.2,0.9,0.2,5.4,0.3,39071,3029,32461,2869,1128,586,1301,482,4181,650,5.1,0.4,13.8,1.2,9,4.3,18.6,6.2,10.1,1.5,5816,null,null,6077,null,null,1686,null,null,1248,null,null,2148,null,null,-888888888,(X),(X),0.7,null,null,0.2,null,null,0.2,null,null,0.3,null,null,3029,null,null,2869,null,null,586,null,null,482,null,null,650,null,null,0.4,null,null,1.2,null,null,4.3,null,null,6.2,null,null,1.5,null,null,35
7233694,15840,1058540,9774,709771,11172,365916,7249,120618,5499,-888888888,-888888888,14.6,0.1,9.8,0.2,5.1,0.1,1.7,0.1,588048,11455,278775,9777,156550,5066,134551,4572,18172,1912,8.1,0.2,26.3,0.8,22.1,0.7,36.8,1.2,15.1,1.4,15840,null,null,9774,null,null,11172,null,null,7249,null,null,5499,null,null,-888888888,(X),(X),0.1,null,null,0.2,null,null,0.1,null,null,0.1,null,null,11455,null,null,9777,null,null,5066,null,null,4572,null,null,1912,null,null,0.2,null,null,0.8,null,null,0.7,null,null,1.2,null,null,1.4,null,null,36
3843745,15042,258420,6305,88906,4732,63287,3365,19256,2282,-888888888,-888888888,6.7,0.2,2.3,0.1,1.6,0.1,0.5,0.1,98086,4871,71299,3970,10548,1638,13239,1889,3000,894,2.6,0.1,27.6,1.3,11.9,1.8,20.9,2.8,15.6,4.3,15042,null,null,6305,null,null,4732,null,null,3365,null,null,2282,null,null,-888888888,(X),(X),0.2,null,null,0.1,null,null,0.1,null,null,0.1,null,null,4871,null,null,3970,null,null,1638,null,null,1889,null,null,894,null,null,0.1,null,null,1.3,null,null,1.8,null,null,2.8,null,null,4.3,null,null,37
313475,3584,6705,1296,12087,1667,3022,767,2857,750,-888888888,-888888888,2.1,0.4,3.9,0.5,1,0.2,0.9,0.2,3512,920,315,384,1810,520,371,215,1016,516,1.1,0.3,4.7,5.6,15,3.8,12.3,7.4,35.6,14.8,3584,null,null,1296,null,null,1667,null,null,767,null,null,750,null,null,-888888888,(X),(X),0.4,null,null,0.5,null,null,0.2,null,null,0.2,null,null,920,null,null,384,null,null,520,null,null,215,null,null,516,null,null,0.3,null,null,5.6,null,null,3.8,null,null,7.4,null,null,14.8,null,null,38
4606655,12584,124849,3740,135370,4776,58266,2997,43522,3648,-888888888,-888888888,2.7,0.1,2.9,0.1,1.3,0.1,0.9,0.1,65764,3670,22543,2294,19793,2269,14754,1580,8674,1665,1.4,0.1,18.1,1.7,14.6,1.6,25.3,2.5,19.9,3.5,12584,null,null,3740,null,null,4776,null,null,2997,null,null,3648,null,null,-888888888,(X),(X),0.1,null,null,0.1,null,null,0.1,null,null,0.1,null,null,3670,null,null,2294,null,null,2269,null,null,1580,null,null,1665,null,null,0.1,null,null,1.7,null,null,1.6,null,null,2.5,null,null,3.5,null,null,39
1465951,6457,95183,2853,17985,1758,21749,1511,14003,1445,-888888888,-888888888,6.5,0.2,1.2,0.1,1.5,0.1,1,0.1,31835,2147,23794,1798,1216,374,5547,900,1278,521,2.2,0.1,25,2,6.8,2,25.5,3.9,9.1,3.7,6457,null,null,2853,null,null,1758,null,null,1511,null,null,1445,null,null,-888888888,(X),(X),0.2,null,null,0.1,null,null,0.1,null,null,0.1,null,null,2147,null,null,1798,null,null,374,null,null,900,null,null,521,null,null,0.1,null,null,2,null,null,2,null,null,3.9,null,null,3.7,null,null,40
1553205,7348,126965,4505,48727,3491,48313,2454,9504,1590,-888888888,-888888888,8.2,0.3,3.1,0.2,3.1,0.2,0.6,0.1,41990,3900,23543,3257,5024,1064,11064,1662,2359,925,2.7,0.3,18.5,2.5,10.3,2,22.9,3.1,24.8,8.1,7348,null,null,4505,null,null,3491,null,null,2454,null,null,1590,null,null,-888888888,(X),(X),0.3,null,null,0.2,null,null,0.2,null,null,0.1,null,null,3900,null,null,3257,null,null,1064,null,null,1662,null,null,925,null,null,0.3,null,null,2.5,null,null,2,null,null,3.1,null,null,8.1,null,null,41
4956037,11868,237189,4892,217705,6272,94738,3542,33795,2834,-888888888,-888888888,4.8,0.1,4.4,0.1,1.9,0.1,0.7,0.1,117094,4774,50208,3479,35149,2741,26853,2133,4884,1258,2.4,0.1,21.2,1.4,16.1,1.1,28.3,2,14.5,3.6,11868,null,null,4892,null,null,6272,null,null,3542,null,null,2834,null,null,-888888888,(X),(X),0.1,null,null,0.1,null,null,0.1,null,null,0.1,null,null,4774,null,null,3479,null,null,2741,null,null,2133,null,null,1258,null,null,0.1,null,null,1.4,null,null,1.1,null,null,2,null,null,3.6,null,null,42
407484,4045,46115,2625,38571,2924,9137,1444,3352,877,-888888888,-888888888,11.3,0.6,9.5,0.7,2.2,0.4,0.8,0.2,25085,2264,14473,1929,6936,1372,3099,1130,577,377,6.2,0.5,31.4,3.6,18,3.3,33.9,10.3,17.2,10.8,4045,null,null,2625,null,null,2924,null,null,1444,null,null,877,null,null,-888888888,(X),(X),0.6,null,null,0.7,null,null,0.4,null,null,0.2,null,null,2264,null,null,1929,null,null,1372,null,null,1130,null,null,377,null,null,0.5,null,null,3.6,null,null,3.3,null,null,10.3,null,null,10.8,null,null,44
1857768,9376,78191,3840,33757,2309,19193,1897,5088,1228,-888888888,-888888888,4.2,0.2,1.8,0.1,1,0.1,0.3,0.1,27161,2915,19556,2463,2499,763,4157,1075,949,481,1.5,0.2,25,2.9,7.4,2.1,21.7,5.3,18.7,8.6,9376,null,null,3840,null,null,2309,null,null,1897,null,null,1228,null,null,-888888888,(X),(X),0.2,null,null,0.1,null,null,0.1,null,null,0.1,null,null,2915,null,null,2463,null,null,763,null,null,1075,null,null,481,null,null,0.2,null,null,2.9,null,null,2.1,null,null,5.3,null,null,8.6,null,null,45
