S2001_C01_001E,S2001_C01_001M,S2001_C01_002E,S2001_C01_002M,S2001_C01_003E,S2001_C01_003M,S2001_C01_004E,S2001_C01_004M,S2001_C01_005E,S2001_C01_005M,S2001_C01_006E,S2001_C01_006M,S2001_C01_007E,S2001_C01_007M,S2001_C01_008E,S2001_C01_008M,S2001_C01_009E,S2001_C01_009M,S2001_C01_010E,S2001_C01_010M,S2001_C01_011E,S2001_C01_011M,S2001_C01_012E,S2001_C01_012M,S2001_C01_013E,S2001_C01_013M,S2001_C01_014E,S2001_C01_014M,S2001_C01_015E,S2001_C01_015M,S2001_C01_016E,S2001_C01_016M,S2001_C01_017E,S2001_C01_017M,S2001_C01_018E,S2001_C01_018M,S2001_C01_019E,S2001_C01_019M,S2001_C01_020E,S2001_C01_020M,S2001_C01_021E,S2001_C01_021M,S2001_C02_001E,S2001_C02_001M,S2001_C02_002E,S2001_C02_002M,S2001_C02_003E,S2001_C02_003M,S2001_C02_004E,S2001_C02_004M,S2001_C02_005E,S2001_C02_005M,S2001_C02_006E,S2001_C02_006M,S2001_C02_007E,S2001_C02_007M,S2001_C02_008E,S2001_C02_008M,S2001_C02_009E,S2001_C02_009M,S2001_C02_010E,S2001_C02_010M,S2001_C02_011E,S2001_C02_011M,S2001_C02_012E,S2001_C02_012M,S2001_C02_013E,S2001_C02_013M,S2001_C02_014E,S2001_C02_014M,S2001_C02_015E,S2001_C02_015M,S2001_C02_016E,S2001_C02_016M,S2001_C02_017E,S2001_C02_017M,S2001_C02_018E,S2001_C02_018M,S2001_C02_019E,S2001_C02_019M,S2001_C02_020E,S2001_C02_020M,S2001_C02_021E,S2001_C02_021M,S2001_C03_001E,S2001_C03_001M,S2001_C03_002E,S2001_C03_002M,S2001_C03_003E,S2001_C03_003M,S2001_C03_004E,S2001_C03_004M,S2001_C03_005E,S2001_C03_005M,S2001_C03_006E,S2001_C03_006M,S2001_C03_007E,S2001_C03_007M,S2001_C03_008E,S2001_C03_008M,S2001_C03_009E,S2001_C03_009M,S2001_C03_010E,S2001_C03_010M,S2001_C03_011E,S2001_C03_011M,S2001_C03_012E,S2001_C03_012M,S2001_C03_013E,S2001_C03_013M,S2001_C03_014E,S2001_C03_014M,S2001_C03_015E,S2001_C03_015M,S2001_C03_016E,S2001_C03_016M,S2001_C03_017E,S2001_C03_017M,S2001_C03_018E,S2001_C03_018M,S2001_C03_019E,S2001_C03_019M,S2001_C03_020E,S2001_C03_020M,S2001_C03_021E,S2001_C03_021M,S2001_C01_001M,S2001_C01_001EA,S2001_C01_001MA,S2001_C01_002M,S2001_C01_002EA,S2001_C01_002MA,S2001_C01_003M,S2001_C01_003EA,S2001_C01_003MA,S2001_C01_004M,S2001_C01_004EA,S2001_C01_004MA,S2001_C01_005M,S2001_C01_005EA,S2001_C01_005MA,S2001_C01_006M,S2001_C01_006EA,S2001_C01_006MA,S2001_C01_007M,S2001_C01_007EA,S2001_C01_007MA,S2001_C01_008M,S2001_C01_008EA,S2001_C01_008MA,S2001_C01_009M,S2001_C01_009EA,S2001_C01_009MA,S2001_C01_010M,S2001_C01_010EA,S2001_C01_010MA,S2001_C01_011M,S2001_C01_011EA,S2001_C01_011MA,S2001_C01_012M,S2001_C01_012EA,S2001_C01_012MA,S2001_C01_013M,S2001_C01_013EA,S2001_C01_013MA,S2001_C01_014M,S2001_C01_014EA,S2001_C01_014MA,S2001_C01_015M,S2001_C01_015EA,S2001_C01_015MA,S2001_C01_016M,S2001_C01_016EA,S2001_C01_016MA,S2001_C01_017M,S2001_C01_017EA,S2001_C01_017MA,S2001_C01_018M,S2001_C01_018EA,S2001_C01_018MA,S2001_C01_019M,S2001_C01_019EA,S2001_C01_019MA,S2001_C01_020M,S2001_C01_020EA,S2001_C01_020MA,S2001_C01_021M,S2001_C01_021EA,S2001_C01_021MA,S2001_C02_001M,S2001_C02_001EA,S2001_C02_001MA,S2001_C02_002M,S2001_C02_002EA,S2001_C02_002MA,S2001_C02_003M,S2001_C02_003EA,S2001_C02_003MA,S2001_C02_004M,S2001_C02_004EA,S2001_C02_004MA,S2001_C02_005M,S2001_C02_005EA,S2001_C02_005MA,S2001_C02_006M,S2001_C02_006EA,S2001_C02_006MA,S2001_C02_007M,S2001_C02_007EA,S2001_C02_007MA,S2001_C02_008M,S2001_C02_008EA,S2001_C02_008MA,S2001_C02_009M,S2001_C02_009EA,S2001_C02_009MA,S2001_C02_010M,S2001_C02_010EA,S2001_C02_010MA,S2001_C02_011M,S2001_C02_011EA,S2001_C02_011MA,S2001_C02_012M,S2001_C02_012EA,S2001_C02_012MA,S2001_C02_013M,S2001_C02_013EA,S2001_C02_013MA,S2001_C02_014M,S2001_C02_014EA,S2001_C02_014MA,S2001_C02_015M,S2001_C02_015EA,S2001_C02_015MA,S2001_C02_016M,S2001_C02_016EA,S2001_C02_016MA,S2001_C02_017M,S2001_C02_017EA,S2001_C02_017MA,S2001_C02_018M,S2001_C02_018EA,S2001_C02_018MA,S2001_C02_019M,S2001_C02_019EA,S2001_C02_019MA,S2001_C02_020M,S2001_C02_020EA,S2001_C02_020MA,S2001_C02_021M,S2001_C02_021EA,S2001_C02_021MA,S2001_C03_001M,S2001_C03_001EA,S2001_C03_001MA,S2001_C03_002M,S2001_C03_002EA,S2001_C03_002MA,S2001_C03_003M,S2001_C03_003EA,S2001_C03_003MA,S2001_C03_004M,S2001_C03_004EA,S2001_C03_004MA,S2001_C03_005M,S2001_C03_005EA,S2001_C03_005MA,S2001_C03_006M,S2001_C03_006EA,S2001_C03_006MA,S2001_C03_007M,S2001_C03_007EA,S2001_C03_007MA,S2001_C03_008M,S2001_C03_008EA,S2001_C03_008MA,S2001_C03_009M,S2001_C03_009EA,S2001_C03_009MA,S2001_C03_010M,S2001_C03_010EA,S2001_C03_010MA,S2001_C03_011M,S2001_C03_011EA,S2001_C03_011MA,S2001_C03_012M,S2001_C03_012EA,S2001_C03_012MA,S2001_C03_013M,S2001_C03_013EA,S2001_C03_013MA,S2001_C03_014M,S2001_C03_014EA,S2001_C03_014MA,S2001_C03_015M,S2001_C03_015EA,S2001_C03_015MA,S2001_C03_016M,S2001_C03_016EA,S2001_C03_016MA,S2001_C03_017M,S2001_C03_017EA,S2001_C03_017MA,S2001_C03_018M,S2001_C03_018EA,S2001_C03_018MA,S2001_C03_019M,S2001_C03_019EA,S2001_C03_019MA,S2001_C03_020M,S2001_C03_020EA,S2001_C03_020MA,S2001_C03_021M,S2001_C03_021EA,S2001_C03_021MA,state
2285379,15329,28262,722,1483912,14776,2,0.2,4.9,0.3,17.5,0.6,17.2,0.6,21.3,0.6,14.5,0.5,5.3,0.3,8.3,0.4,9,0.4,-888888888,-888888888,50920,573,32468,660,20732,713,27223,565,30878,450,46740,1008,56164,1060,21.1,-888888888,1192333,8844,34804,1027,841997,10389,2,0.3,3.4,0.3,13.9,0.7,15.5,0.8,20.3,0.8,15.4,0.6,6.3,0.4,10.4,0.6,12.7,0.6,45057,972,58655,892,40366,365,25122,961,33864,1989,40592,595,60321,1233,76121,2916,-888888888,-888888888,1093046,11964,22998,624,641915,11166,2.1,0.3,6.9,0.5,22.1,0.9,19.4,0.8,22.5,1,13.4,0.7,4,0.5,5.6,0.5,4,0.4,34310,1400,40772,728,26849,524,14134,1061,20847,548,25396,552,39543,1806,50413,765,-888888888,-888888888,15329,null,null,722,null,null,14776,null,null,0.2,null,null,0.3,null,null,0.6,null,null,0.6,null,null,0.6,null,null,0.5,null,null,0.3,null,null,0.4,null,null,0.4,null,null,-888888888,(X),(X),573,null,null,660,null,null,713,null,null,565,null,null,450,null,null,1008,null,null,1060,null,null,-888888888,null,(X),8844,null,null,1027,null,null,10389,null,null,0.3,null,null,0.3,null,null,0.7,null,null,0.8,null,null,0.8,null,null,0.6,null,null,0.4,null,null,0.6,null,null,0.6,null,null,972,null,null,892,null,null,365,null,null,961,null,null,1989,null,null,595,null,null,1233,null,null,2916,null,null,-888888888,(X),(X),11964,null,null,624,null,null,11166,null,null,0.3,null,null,0.5,null,null,0.9,null,null,0.8,null,null,1,null,null,0.7,null,null,0.5,null,null,0.5,null,null,0.4,null,null,1400,null,null,728,null,null,524,null,null,1061,null,null,548,null,null,552,null,null,1806,null,null,765,null,null,-888888888,(X),(X),01
428304,4256,35552,770,244344,5443,1.9,0.5,2.4,0.4,10.4,1,14.4,1.1,18.7,1.5,16.2,1.1,8.9,0.8,14.1,1.2,13.1,1,-888888888,-888888888,62576,1853,41968,694,21923,2102,33815,2823,41036,754,52885,4134,70590,3614,19.5,-888888888,240834,3087,41430,777,145295,3420,1.6,0.6,1.5,0.5,10.7,1.3,12,1.5,16.4,1.7,15.8,1.5,9.5,1.2,15.1,1.5,17.4,1.5,55752,1897,69170,2691,51160,745,26389,4168,41365,2288,50968,1304,64905,4481,77073,5282,-888888888,-888888888,187470,2840,29648,1071,99049,3529,2.2,0.7,3.7,0.8,10,1.5,18,2,22,2.2,16.7,1.9,8,1.3,12.7,1.6,6.8,1.1,43455,3765,52903,2033,34713,2557,16073,4237,25312,1623,31797,1025,42423,6879,64785,4675,-888888888,-888888888,4256,null,null,770,null,null,5443,null,null,0.5,null,null,0.4,null,null,1,null,null,1.1,null,null,1.5,null,null,1.1,null,null,0.8,null,null,1.2,null,null,1,null,null,-888888888,(X),(X),1853,null,null,694,null,null,2102,null,null,2823,null,null,754,null,null,4134,null,null,3614,null,null,-888888888,null,(X),3087,null,null,777,null,null,3420,null,null,0.6,null,null,0.5,null,null,1.3,null,null,1.5,null,null,1.7,null,null,1.5,null,null,1.2,null,null,1.5,null,null,1.5,null,null,1897,null,null,2691,null,null,745,null,null,4168,null,null,2288,null,null,1304,null,null,4481,null,null,5282,null,null,-888888888,(X),(X),2840,null,null,1071,null,null,3529,null,null,0.7,null,null,0.8,null,null,1.5,null,null,2,null,null,2.2,null,null,1.9,null,null,1.3,null,null,1.6,null,null,1.1,null,null,3765,null,null,2033,null,null,2557,null,null,4237,null,null,1623,null,null,1025,null,null,6879,null,null,4675,null,null,-888888888,(X),(X),02
3285849,17898,30110,246,2075173,18564,1.9,0.2,4.7,0.3,15,0.5,18.2,0.4,21.3,0.5,13.5,0.4,5.7,0.3,8.7,0.3,11,0.3,-888888888,-888888888,54810,587,35016,455,20377,374,27947,794,33632,800,49801,1542,60884,749,22.5,-888888888,1750793,10716,32726,826,1194928,12718,1.8,0.2,4.4,0.4,13.4,0.6,16.4,0.6,19.8,0.6,14,0.5,5.9,0.4,9.9,0.4,14.5,0.5,44421,1517,60980,910,40163,350,22690,899,31563,504,40033,858,60684,876,77580,4262,-888888888,-888888888,1535056,13632,25860,375,880245,11951,1.9,0.3,5.2,0.5,17.1,0.7,20.7,0.7,23.3,0.7,12.9,0.6,5.5,0.4,7,0.5,6.3,0.4,37084,373,46434,646,30484,320,15639,725,23454,815,30015,541,40862,810,50530,828,-888888888,-888888888,17898,null,null,246,null,null,18564,null,null,0.2,null,null,0.3,null,null,0.5,null,null,0.4,null,null,0.5,null,null,0.4,null,null,0.3,null,null,0.3,null,null,0.3,null,null,-888888888,(X),(X),587,null,null,455,null,null,374,null,null,794,null,null,800,null,null,1542,null,null,749,null,null,-888888888,null,(X),10716,null,null,826,null,null,12718,null,null,0.2,null,null,0.4,null,null,0.6,null,null,0.6,null,null,0.6,null,null,0.5,null,null,0.4,null,null,0.4,null,null,0.5,null,null,1517,null,null,910,null,null,350,null,null,899,null,null,504,null,null,858,null,null,876,null,null,4262,null,null,-888888888,(X),(X),13632,null,null,375,null,null,11951,null,null,0.3,null,null,0.5,null,null,0.7,null,null,0.7,null,null,0.7,null,null,0.6,null,null,0.4,null,null,0.5,null,null,0.4,null,null,373,null,null,646,null,null,320,null,null,725,null,null,815,null,null,541,null,null,810,null,null,828,null,null,-888888888,(X),(X),04
1418460,9724,26798,321,918753,10789,2.3,0.3,5,0.4,18.8,0.6,20.4,0.7,21.2,0.6,12.9,0.6,5.1,0.4,6.9,0.5,7.3,0.4,-888888888,-888888888,48848,795,30983,294,21608,759,26241,447,30020,787,42828,1580,55490,1807,19.5,-888888888,746565,7247,31104,383,518252,7983,2.1,0.3,4.2,0.5,15.1,0.9,19.2,0.9,20.9,0.9,13.9,0.7,5.6,0.6,8.7,0.7,10.2,0.6,40570,521,55540,1235,35947,630,25422,937,31159,519,36451,1076,52803,4026,71766,2939,-888888888,-888888888,671895,8218,22642,526,400501,8070,2.6,0.5,6.2,0.6,23.6,1,22,1.1,21.6,1,11.6,0.9,4.4,0.5,4.5,0.6,3.6,0.5,32003,389,40188,978,26448,492,16301,877,20966,446,25367,604,38758,1811,50082,2031,-888888888,-888888888,9724,null,null,321,null,null,10789,null,null,0.3,null,null,0.4,null,null,0.6,null,null,0.7,null,null,0.6,null,null,0.6,null,null,0.4,null,null,0.5,null,null,0.4,null,null,-888888888,(X),(X),795,null,null,294,null,null,759,null,null,447,null,null,787,null,null,1580,null,null,1807,null,null,-888888888,null,(X),7247,null,null,383,null,null,7983,null,null,0.3,null,null,0.5,null,null,0.9,null,null,0.9,null,null,0.9,null,null,0.7,null,null,0.6,null,null,0.7,null,null,0.6,null,null,521,null,null,1235,null,null,630,null,null,937,null,null,519,null,null,1076,null,null,4026,null,null,2939,null,null,-888888888,(X),(X),8218,null,null,526,null,null,8070,null,null,0.5,null,null,0.6,null,null,1,null,null,1.1,null,null,1,null,null,0.9,null,null,0.5,null,null,0.6,null,null,0.5,null,null,389,null,null,978,null,null,492,null,null,877,null,null,446,null,null,604,null,null,1811,null,null,2031,null,null,-888888888,(X),(X),05
19902482,37926,31733,79,12337570,46566,1.8,0.1,3.9,0.1,14.9,0.2,14.2,0.2,17.1,0.2,13.4,0.2,6.1,0.1,10.8,0.2,17.9,0.2,-888888888,-888888888,66505,274,37476,182,20880,143,29108,471,36161,200,57282,554,80442,346,20.9,-888888888,10753764,26272,36556,139,7299211,34749,1.5,0.1,3.5,0.1,14,0.3,13.5,0.2,16.4,0.2,13.1,0.2,5.9,0.2,10.8,0.2,21.2,0.2,50562,148,72875,396,42110,129,24014,343,32194,200,42159,213,67274,739,100017,2192,-888888888,-888888888,9148718,29258,27038,156,5038359,28502,2.2,0.1,4.4,0.2,16.1,0.3,15.1,0.3,18.1,0.2,13.9,0.3,6.4,0.2,10.7,0.2,13.1,0.2,43335,687,57276,339,31960,128,16166,218,23233,392,30683,187,50053,570,66382,689,-888888888,-888888888,37926,null,null,79,null,null,46566,null,null,0.1,null,null,0.1,null,null,0.2,null,null,0.2,null,null,0.2,null,null,0.2,null,null,0.1,null,null,0.2,null,null,0.2,null,null,-888888888,(X),(X),274,null,null,182,null,null,143,null,null,471,null,null,200,null,null,554,null,null,346,null,null,-888888888,null,(X),26272,null,null,139,null,null,34749,null,null,0.1,null,null,0.1,null,null,0.3,null,null,0.2,null,null,0.2,null,null,0.2,null,null,0.2,null,null,0.2,null,null,0.2,null,null,148,null,null,396,null,null,129,null,null,343,null,null,200,null,null,213,null,null,739,null,null,2192,null,null,-888888888,(X),(X),29258,null,null,156,null,null,28502,null,null,0.1,null,null,0.2,null,null,0.3,null,null,0.3,null,null,0.2,null,null,0.3,null,null,0.2,null,null,0.2,null,null,0.2,null,null,687,null,null,339,null,null,128,null,null,218,null,null,392,null,null,187,null,null,570,null,null,689,null,null,-888888888,(X),(X),06
3095042,14324,33462,685,1950165,16587,1.6,0.1,3.1,0.2,11.5,0.4,15.7,0.4,20.4,0.5,15.5,0.4,7,0.3,10.5,0.3,14.7,0.3,-888888888,-888888888,63209,684,40229,276,25304,684,31280,351,35392,398,50196,609,63270,3095,20.1,-888888888,1665290,9783,40186,443,1152336,11278,1.3,0.2,2.7,0.3,9.8,0.5,14.2,0.5,18.5,0.6,15.7,0.5,7.1,0.4,11.8,0.4,18.8,0.5,51628,313,70656,858,46719,527,30123,1554,36628,652,41441,591,61150,803,82156,2192,-888888888,-888888888,1429752,10731,28642,635,797829,10910,2,0.2,3.6,0.3,14.1,0.5,17.9,0.6,23.1,0.8,15.3,0.6,6.8,0.4,8.5,0.5,8.8,0.4,41690,350,52453,976,32327,271,16633,948,25450,700,29651,944,40975,521,52012,633,-888888888,-888888888,14324,null,null,685,null,null,16587,null,null,0.1,null,null,0.2,null,null,0.4,null,null,0.4,null,null,0.5,null,null,0.4,null,null,0.3,null,null,0.3,null,null,0.3,null,null,-888888888,(X),(X),684,null,null,276,null,null,684,null,null,351,null,null,398,null,null,609,null,null,3095,null,null,-888888888,null,(X),9783,null,null,443,null,null,11278,null,null,0.2,null,null,0.3,null,null,0.5,null,null,0.5,null,null,0.6,null,null,0.5,null,null,0.4,null,null,0.4,null,null,0.5,null,null,313,null,null,858,null,null,527,null,null,1554,null,null,652,null,null,591,null,null,803,null,null,2192,null,null,-888888888,(X),(X),10731,null,null,635,null,null,10910,null,null,0.2,null,null,0.3,null,null,0.5,null,null,0.6,null,null,0.8,null,null,0.6,null,null,0.4,null,null,0.5,null,null,0.4,null,null,350,null,null,976,null,null,271,null,null,948,null,null,700,null,null,944,null,null,521,null,null,633,null,null,-888888888,(X),(X),08
1992479,10260,40009,695,1228274,10548,1.1,0.2,2,0.2,8.2,0.4,11.2,0.5,18.9,0.6,16.4,0.5,8.2,0.4,13.8,0.5,20.3,0.5,-888888888,-888888888,78579,906,46500,474,22595,1271,35288,514,40982,558,61071,913,77568,1988,19.5,-888888888,1026835,7843,46435,629,698543,8695,1,0.2,1.5,0.2,6.9,0.5,9.8,0.6,16.8,0.7,16.4,0.7,8.1,0.5,13.5,0.7,25.9,0.7,61666,491,90620,1465,53355,1957,28932,3518,41902,706,48484,2142,75348,3577,98411,3908,-888888888,-888888888,965644,7533,32701,1010,529731,8014,1.2,0.2,2.6,0.4,9.9,0.7,12.9,0.8,21.6,0.9,16.5,0.7,8.2,0.6,14.2,0.7,12.9,0.7,50802,510,62701,1081,39554,1067,18348,1148,27322,1042,35862,714,49547,2246,66887,2117,-888888888,-888888888,10260,null,null,695,null,null,10548,null,null,0.2,null,null,0.2,null,null,0.4,null,null,0.5,null,null,0.6,null,null,0.5,null,null,0.4,null,null,0.5,null,null,0.5,null,null,-888888888,(X),(X),906,null,null,474,null,null,1271,null,null,514,null,null,558,null,null,913,null,null,1988,null,null,-888888888,null,(X),7843,null,null,629,null,null,8695,null,null,0.2,null,null,0.2,null,null,0.5,null,null,0.6,null,null,0.7,null,null,0.7,null,null,0.5,null,null,0.7,null,null,0.7,null,null,491,null,null,1465,null,null,1957,null,null,3518,null,null,706,null,null,2142,null,null,3577,null,null,3908,null,null,-888888888,(X),(X),7533,null,null,1010,null,null,8014,null,null,0.2,null,null,0.4,null,null,0.7,null,null,0.8,null,null,0.9,null,null,0.7,null,null,0.6,null,null,0.7,null,null,0.7,null,null,510,null,null,1081,null,null,1067,null,null,1148,null,null,1042,null,null,714,null,null,2246,null,null,2117,null,null,-888888888,(X),(X),09
496399,5299,35139,1035,317467,7010,0.9,0.2,2.2,0.5,12.8,1,14,1.1,21.9,1.4,17.7,1.1,7.2,0.8,10.8,0.7,12.6,0.9,-888888888,-888888888,60580,1395,40734,549,25297,2528,30752,796,36993,1455,52261,1679,65967,2368,23.5,-888888888,250493,3711,40025,1152,170660,4582,0.4,0.2,1.9,0.6,11.8,1.4,12.4,1.4,21,1.8,17.5,1.5,6.9,1.2,11.7,1,16.4,1.3,51037,754,66919,2051,45135,1663,28306,3462,37460,1794,41490,1075,61339,1390,77467,8304,-888888888,-888888888,245906,4097,30711,688,146807,4680,1.5,0.5,2.6,0.7,13.9,1.7,16,1.5,22.9,2.1,17.8,1.8,7.5,1.1,9.7,1.1,8.1,1,45192,1661,53211,1636,35938,852,21795,1626,25000,2478,31528,1326,47232,2207,61040,1744,-888888888,-888888888,5299,null,null,1035,null,null,7010,null,null,0.2,null,null,0.5,null,null,1,null,null,1.1,null,null,1.4,null,null,1.1,null,null,0.8,null,null,0.7,null,null,0.9,null,null,-888888888,(X),(X),1395,null,null,549,null,null,2528,null,null,796,null,null,1455,null,null,1679,null,null,2368,null,null,-888888888,null,(X),3711,null,null,1152,null,null,4582,null,null,0.2,null,null,0.6,null,null,1.4,null,null,1.4,null,null,1.8,null,null,1.5,null,null,1.2,null,null,1,null,null,1.3,null,null,754,null,null,2051,null,null,1663,null,null,3462,null,null,1794,null,null,1075,null,null,1390,null,null,8304,null,null,-888888888,(X),(X),4097,null,null,688,null,null,4680,null,null,0.5,null,null,0.7,null,null,1.7,null,null,1.5,null,null,2.1,null,null,1.8,null,null,1.1,null,null,1.1,null,null,1,null,null,1661,null,null,1636,null,null,852,null,null,1626,null,null,2478,null,null,1326,null,null,2207,null,null,1744,null,null,-888888888,(X),(X),10
408114,4464,49891,1904,272962,4985,1.1,0.3,1.7,0.4,6.2,0.8,8.9,1,14,1.1,15,1.1,8.1,0.9,15.9,1,29,1.2,-888888888,-888888888,90636,2769,57512,2431,23604,3712,28467,2438,38881,3384,64142,3328,84682,3532,23.4,-888888888,199400,2650,52377,3566,140148,3836,0.8,0.3,1.8,0.6,6,1.1,8.6,1.5,12.7,1.4,13,1.8,8.1,1.3,15.4,1.5,33.7,1.9,72230,4383,100285,4519,64754,3885,26203,2460,30241,2205,41206,3760,70920,2931,96219,3781,-888888888,-888888888,208714,3396,45201,2212,132814,3676,1.5,0.5,1.7,0.5,6.4,1.3,9.3,1.5,15.5,1.8,17.2,1.7,8,1.3,16.3,1.4,24,1.6,62191,2562,80455,3015,51981,1277,20998,2497,26594,1452,35878,5467,57796,4120,76357,2910,-888888888,-888888888,4464,null,null,1904,null,null,4985,null,null,0.3,null,null,0.4,null,null,0.8,null,null,1,null,null,1.1,null,null,1.1,null,null,0.9,null,null,1,null,null,1.2,null,null,-888888888,(X),(X),2769,null,null,2431,null,null,3712,null,null,2438,null,null,3384,null,null,3328,null,null,3532,null,null,-888888888,null,(X),2650,null,null,3566,null,null,3836,null,null,0.3,null,null,0.6,null,null,1.1,null,null,1.5,null,null,1.4,null,null,1.8,null,null,1.3,null,null,1.5,null,null,1.9,null,null,4383,null,null,4519,null,null,3885,null,null,2460,null,null,2205,null,null,3760,null,null,2931,null,null,3781,null,null,-888888888,(X),(X),3396,null,null,2212,null,null,3676,null,null,0.5,null,null,0.5,null,null,1.3,null,null,1.5,null,null,1.8,null,null,1.7,null,null,1.3,null,null,1.4,null,null,1.6,null,null,2562,null,null,3015,null,null,1277,null,null,2497,null,null,1452,null,null,5467,null,null,4120,null,null,2910,null,null,-888888888,(X),(X),11
9896171,31760,28381,319,6396880,33477,1.8,0.1,4.5,0.2,18.2,0.3,19.3,0.3,21.1,0.3,13.2,0.2,5,0.2,7.2,0.2,9.8,0.2,-888888888,-888888888,52890,429,31662,132,19735,398,25474,241,31137,188,42714,836,57128,1008,21.6,-888888888,5136920,21589,31441,163,3545911,25119,1.7,0.1,3.9,0.3,16.4,0.4,18.1,0.4,19.9,0.4,13.5,0.3,5.3,0.2,8.3,0.3,13.1,0.3,41105,202,59728,655,35830,238,22216,449,29254,693,35610,387,51349,385,71555,875,-888888888,-888888888,4759251,22590,25382,189,2850969,21958,1.9,0.2,5.4,0.3,20.6,0.4,20.8,0.4,22.6,0.4,12.9,0.3,4.6,0.2,5.8,0.2,5.6,0.2,35604,227,44386,393,28564,397,15978,411,21373,229,27766,500,38424,775,50339,397,-888888888,-888888888,31760,null,null,319,null,null,33477,null,null,0.1,null,null,0.2,null,null,0.3,null,null,0.3,null,null,0.3,null,null,0.2,null,null,0.2,null,null,0.2,null,null,0.2,null,null,-888888888,(X),(X),429,null,null,132,null,null,398,null,null,241,null,null,188,null,null,836,null,null,1008,null,null,-888888888,null,(X),21589,null,null,163,null,null,25119,null,null,0.1,null,null,0.3,null,null,0.4,null,null,0.4,null,null,0.4,null,null,0.3,null,null,0.2,null,null,0.3,null,null,0.3,null,null,202,null,null,655,null,null,238,null,null,449,null,null,693,null,null,387,null,null,385,null,null,875,null,null,-888888888,(X),(X),22590,null,null,189,null,null,21958,null,null,0.2,null,null,0.3,null,null,0.4,null,null,0.4,null,null,0.4,null,null,0.3,null,null,0.2,null,null,0.2,null,null,0.2,null,null,227,null,null,393,null,null,397,null,null,411,null,null,229,null,null,500,null,null,775,null,null,397,null,null,-888888888,(X),(X),12
