B99193_001E,B99193_001EA,B99193_002E,B99193_002EA,B99193_003E,B99193_003EA,B99193_004E,B99193_004EA,B99193_005E,B99193_005EA,B99193_006E,B99193_006EA,B99193_007E,B99193_007EA,B99193_008E,B99193_008EA,GEO_ID,NAME,state
1245126,null,910701,null,22402,null,36064,null,28964,null,38103,null,67627,null,141265,null,0400000US01,Alabama,01
162345,null,124213,null,714,null,7392,null,3048,null,5707,null,13811,null,7460,null,0400000US02,Alaska,02
1491772,null,1102204,null,22494,null,40684,null,31171,null,39866,null,68413,null,186940,null,0400000US04,Arizona,04
756113,null,569871,null,10577,null,18037,null,17628,null,24039,null,37383,null,78578,null,0400000US05,Arkansas,05
8330684,null,6043994,null,133450,null,252269,null,207149,null,290592,null,481899,null,921331,null,0400000US06,California,06
1202485,null,952289,null,15266,null,35407,null,22489,null,31610,null,48310,null,97114,null,0400000US08,Colorado,08
885471,null,646595,null,17206,null,30020,null,21910,null,25841,null,45707,null,98192,null,0400000US09,Connecticut,09
224451,null,163458,null,3893,null,6626,null,5207,null,6434,null,12449,null,26384,null,0400000US10,Delaware,10
108181,null,71857,null,1478,null,4367,null,3046,null,2967,null,9636,null,14830,null,0400000US11,District of Columbia,11
4626215,null,3310443,null,84556,null,124670,null,102594,null,147445,null,239250,null,617257,null,0400000US12,Florida,12
2328569,null,1623942,null,42207,null,62350,null,49130,null,78216,null,125533,null,347191,null,0400000US13,Georgia,13
306623,null,207428,null,3891,null,9276,null,9270,null,13939,null,22600,null,40219,null,0400000US15,Hawaii,15
397576,null,316322,null,5263,null,11966,null,7900,null,8932,null,16957,null,30236,null,0400000US16,Idaho,16
3180087,null,2296980,null,52288,null,107551,null,72436,null,98325,null,161750,null,390757,null,0400000US17,Illinois,17
1662403,null,1301272,null,27076,null,46652,null,34282,null,42949,null,66972,null,143200,null,0400000US18,Indiana,18
794320,null,626720,null,11526,null,24563,null,15043,null,22182,null,34223,null,60063,null,0400000US19,Iowa,19
728136,null,580783,null,11210,null,23482,null,13794,null,17632,null,32045,null,49190,null,0400000US20,Kansas,20
1114146,null,849418,null,16306,null,30134,null,24167,null,32190,null,51945,null,109986,null,0400000US21,Kentucky,21
1080025,null,748668,null,19260,null,33912,null,25641,null,35169,null,67268,null,150107,null,0400000US22,Louisiana,22
355547,null,284804,null,4214,null,9976,null,8852,null,8575,null,15279,null,23847,null,0400000US23,Maine,23
1392247,null,1046581,null,21830,null,47346,null,31067,null,43843,null,67668,null,133912,null,0400000US24,Maryland,24
1561198,null,1103904,null,28965,null,56627,null,37400,null,49514,null,87313,null,197475,null,0400000US25,Massachusetts,25
2560681,null,1939903,null,47196,null,84326,null,56880,null,69639,null,110151,null,252586,null,0400000US26,Michigan,26
1353390,null,1083702,null,20645,null,40715,null,26015,null,31845,null,57863,null,92605,null,0400000US27,Minnesota,27
753797,null,538154,null,12864,null,21830,null,17678,null,25492,null,47322,null,90457,null,0400000US28,Mississippi,28
1534274,null,1156974,null,20110,null,46957,null,33124,null,43354,null,75077,null,158678,null,0400000US29,Missouri,29
240727,null,183757,null,2849,null,7640,null,5250,null,8453,null,11681,null,21097,null,0400000US30,Montana,30
459503,null,360206,null,6813,null,15373,null,9864,null,13420,null,20210,null,33617,null,0400000US31,Nebraska,31
631720,null,483618,null,9764,null,16043,null,11122,null,18758,null,28541,null,63874,null,0400000US32,Nevada,32
