C17020F_001E,C17020F_001EA,C17020F_001M,C17020F_001MA,C17020F_002E,C17020F_002EA,C17020F_002M,C17020F_002MA,C17020F_003E,C17020F_003EA,C17020F_003M,C17020F_003MA,C17020F_004E,C17020F_004EA,C17020F_004M,C17020F_004MA,C17020F_005E,C17020F_005EA,C17020F_005M,C17020F_005MA,C17020F_006E,C17020F_006EA,C17020F_006M,C17020F_006MA,C17020F_007E,C17020F_007EA,C17020F_007M,C17020F_007MA,C17020F_008E,C17020F_008EA,C17020F_008M,C17020F_008MA,C17020F_009E,C17020F_009EA,C17020F_009M,C17020F_009MA,GEO_ID,NAME,state
34116,null,3618,null,8760,null,2494,null,4312,null,1454,null,4287,null,1254,null,161,null,274,null,25356,null,3142,null,8010,null,1708,null,17124,null,2131,null,222,null,185,null,0400000US01,Alabama,01
14717,null,2920,null,1613,null,1009,null,339,null,416,null,1274,null,761,null,0,null,237,null,13104,null,2823,null,3944,null,1385,null,8939,null,1750,null,221,null,185,null,0400000US02,Alaska,02
664194,null,21347,null,149749,null,14873,null,70862,null,8963,null,74642,null,7195,null,4245,null,966,null,514445,null,18791,null,164089,null,9337,null,328755,null,11624,null,21601,null,2417,null,0400000US04,Arizona,04
62304,null,5823,null,19568,null,4150,null,10843,null,2918,null,8185,null,1748,null,540,null,359,null,42736,null,5200,null,14873,null,2678,null,27121,null,3168,null,742,null,552,null,0400000US05,Arkansas,05
5960575,null,64990,null,1067522,null,31579,null,480536,null,19535,null,550093,null,15887,null,36893,null,3105,null,4893053,null,63346,null,1481176,null,31007,null,3189572,null,40173,null,222305,null,6985,null,0400000US06,California,06
292913,null,14061,null,65788,null,7608,null,30108,null,4772,null,33765,null,3542,null,1915,null,853,null,227125,null,12827,null,65176,null,5706,null,150210,null,8842,null,11739,null,1622,null,0400000US08,Colorado,08
181538,null,9683,null,41016,null,4504,null,16742,null,2829,null,22470,null,2750,null,1804,null,710,null,140522,null,8697,null,36849,null,3887,null,98558,null,6265,null,5115,null,1281,null,0400000US09,Connecticut,09
17992,null,2699,null,2681,null,1199,null,990,null,702,null,1396,null,545,null,295,null,404,null,15311,null,2524,null,5995,null,1458,null,9037,null,1411,null,279,null,254,null,0400000US10,Delaware,10
27441,null,3526,null,3928,null,1861,null,1229,null,1181,null,2501,null,1027,null,198,null,256,null,23513,null,3599,null,5629,null,1610,null,16793,null,2373,null,1091,null,515,null,0400000US11,District of Columbia,11
728387,null,25301,null,133205,null,12713,null,52272,null,6865,null,73677,null,7581,null,7256,null,1751,null,595182,null,22065,null,166925,null,10638,null,404147,null,14941,null,24110,null,3147,null,0400000US12,Florida,12
352207,null,15613,null,89876,null,10288,null,41796,null,5487,null,47398,null,6315,null,682,null,448,null,262331,null,15607,null,86808,null,7299,null,171427,null,10202,null,4096,null,1188,null,0400000US13,Georgia,13
15771,null,2721,null,1117,null,763,null,186,null,304,null,869,null,546,null,62,null,104,null,14654,null,2640,null,2926,null,1073,null,11191,null,1953,null,537,null,318,null,0400000US15,Hawaii,15
32616,null,4118,null,8087,null,2580,null,4154,null,1622,null,3867,null,1150,null,66,null,109,null,24529,null,3201,null,7760,null,1760,null,15855,null,1880,null,914,null,459,null,0400000US16,Idaho,16
1120916,null,20413,null,194304,null,16018,null,88527,null,9603,null,99563,null,7895,null,6214,null,1523,null,926612,null,20920,null,292158,null,10549,null,601197,null,13388,null,33257,null,3127,null,0400000US17,Illinois,17
150171,null,7383,null,34329,null,5529,null,16772,null,3103,null,17163,null,3012,null,394,null,304,null,115842,null,7244,null,37304,null,3882,null,74419,null,4755,null,4119,null,839,null,0400000US18,Indiana,18
50268,null,5385,null,9912,null,2491,null,4551,null,1548,null,5191,null,1212,null,170,null,165,null,40356,null,4608,null,12345,null,2285,null,27170,null,2938,null,841,null,502,null,0400000US19,Iowa,19
82553,null,6601,null,23278,null,4193,null,10121,null,2394,null,12481,null,2300,null,676,null,416,null,59275,null,5772,null,17683,null,2585,null,39311,null,3848,null,2281,null,674,null,0400000US20,Kansas,20
32945,null,3590,null,10201,null,2918,null,5104,null,1806,null,5054,null,1539,null,43,null,78,null,22744,null,3150,null,6270,null,1455,null,16077,null,2372,null,397,null,355,null,0400000US21,Kentucky,21
38788,null,4723,null,6701,null,1825,null,1240,null,658,null,5276,null,1599,null,185,null,175,null,32087,null,4632,null,7942,null,2029,null,22220,null,3170,null,1925,null,944,null,0400000US22,Louisiana,22
3570,null,1334,null,985,null,681,null,157,null,174,null,760,null,583,null,68,null,110,null,2585,null,1127,null,687,null,475,null,1898,null,819,null,0,null,226,null,0400000US23,Maine,23
178907,null,9876,null,21334,null,5186,null,6597,null,2884,null,13433,null,2653,null,1304,null,719,null,157573,null,10574,null,51242,null,4660,null,101744,null,6943,null,4587,null,1197,null,0400000US24,Maryland,24
283715,null,13811,null,83194,null,8706,null,35373,null,4668,null,44054,null,5072,null,3767,null,979,null,200521,null,12160,null,51597,null,5444,null,141186,null,8153,null,7738,null,1447,null,0400000US25,Massachusetts,25
163734,null,9847,null,40917,null,6456,null,17241,null,3727,null,23018,null,3324,null,658,null,424,null,122817,null,8432,null,35941,null,3549,null,81504,null,5888,null,5372,null,1078,null,0400000US26,Michigan,26
69238,null,6565,null,14768,null,3837,null,6169,null,2023,null,8445,null,2294,null,154,null,162,null,54470,null,5595,null,18415,null,2540,null,34820,null,3791,null,1235,null,574,null,0400000US27,Minnesota,27
18536,null,2871,null,5726,null,2025,null,1676,null,852,null,3897,null,1615,null,153,null,182,null,12810,null,2495,null,3645,null,1115,null,8758,null,2262,null,407,null,294,null,0400000US28,Mississippi,28
58500,null,5147,null,11296,null,2766,null,5569,null,1711,null,5481,null,1323,null,246,null,262,null,47204,null,4869,null,13756,null,2623,null,30999,null,3359,null,2449,null,815,null,0400000US29,Missouri,29
5385,null,1623,null,997,null,580,null,347,null,335,null,544,null,412,null,106,null,153,null,4388,null,1662,null,987,null,716,null,3381,null,1357,null,20,null,24,null,0400000US30,Montana,30
44239,null,4116,null,10144,null,2461,null,4561,null,1785,null,5288,null,1174,null,295,null,242,null,34095,null,3975,null,11190,null,2151,null,22232,null,2511,null,673,null,346,null,0400000US31,Nebraska,31
197932,null,12801,null,35741,null,6976,null,17215,null,4276,null,17758,null,3093,null,768,null,475,null,162191,null,12772,null,53590,null,6600,null,101442,null,6869,null,7159,null,1588,null,0400000US32,Nevada,32
9988,null,2602,null,1415,null,993,null,784,null,725,null,631,null,393,null,0,null,253,null,8573,null,2641,null,2387,null,1043,null,6102,null,1824,null,84,null,63,null,0400000US33,New Hampshire,33
643805,null,18496,null,123728,null,8821,null,48573,null,5461,null,68140,null,4904,null,7015,null,1925,null,520077,null,19282,null,140292,null,7866,null,357304,null,13548,null,22481,null,2306,null,0400000US34,New Jersey,34
