B19013I_001E,B19013I_001EA,B19013I_001M,B19013I_001MA,GEO_ID,NAME,state
33540,null,2497,null,0400000US01,Alabama,01
52251,null,6704,null,0400000US02,Alaska,02
39346,null,952,null,0400000US04,Arizona,04
31673,null,2204,null,0400000US05,Arkansas,05
46212,null,414,null,0400000US06,California,06
37054,null,1330,null,0400000US08,Colorado,08
41948,null,2129,null,0400000US09,Connecticut,09
34865,null,6033,null,0400000US10,Delaware,10
45051,null,6528,null,0400000US11,District of Columbia,11
42094,null,573,null,0400000US12,Florida,12
39154,null,1896,null,0400000US13,Georgia,13
53742,null,4895,null,0400000US15,Hawaii,15
36683,null,2667,null,0400000US16,Idaho,16
47358,null,1073,null,0400000US17,Illinois,17
34894,null,1738,null,0400000US18,Indiana,18
36600,null,3028,null,0400000US19,Iowa,19
33670,null,2390,null,0400000US20,Kansas,20
36748,null,3549,null,0400000US21,Kentucky,21
36605,null,2232,null,0400000US22,Louisiana,22
32726,null,3235,null,0400000US23,Maine,23
60968,null,2554,null,0400000US24,Maryland,24
30713,null,1574,null,0400000US25,Massachusetts,25
36453,null,2116,null,0400000US26,Michigan,26
39455,null,3582,null,0400000US27,Minnesota,27
35449,null,8353,null,0400000US28,Mississippi,28
37708,null,4450,null,0400000US29,Missouri,29
32969,null,7574,null,0400000US30,Montana,30
33908,null,3419,null,0400000US31,Nebraska,31
46059,null,1790,null,0400000US32,Nevada,32
55804,null,11719,null,0400000US33,New Hampshire,33
47277,null,1361,null,0400000US34,New Jersey,34
34854,null,1191,null,0400000US35,New Mexico,35
38167,null,798,null,0400000US36,New York,36
35404,null,1212,null,0400000US37,North Carolina,37
26777,null,9295,null,0400000US38,North Dakota,38
34208,null,1692,null,0400000US39,Ohio,39
31812,null,1899,null,0400000US40,Oklahoma,40
37489,null,2728,null,0400000US41,Oregon,41
30130,null,1708,null,0400000US42,Pennsylvania,42
33817,null,3672,null,0400000US44,Rhode Island,44
35086,null,1795,null,0400000US45,South Carolina,45
29921,null,3565,null,0400000US46,South Dakota,46
37162,null,2131,null,0400000US47,Tennessee,47
35709,null,340,null,0400000US48,Texas,48
40631,null,1329,null,0400000US49,Utah,49
34286,null,23508,null,0400000US50,Vermont,50
58462,null,3026,null,0400000US51,Virginia,51
39920,null,1655,null,0400000US53,Washington,53
25910,null,12583,null,0400000US54,West Virginia,54
39122,null,2709,null,0400000US55,Wisconsin,55
48413,null,5067,null,0400000US56,Wyoming,56
17622,null,387,null,0400000US72,Puerto Rico,72
