B25100_001E,B25100_001EA,B25100_001M,B25100_001MA,B25100_002E,B25100_002EA,B25100_002M,B25100_002MA,B25100_003E,B25100_003EA,B25100_003M,B25100_003MA,B25100_004E,B25100_004EA,B25100_004M,B25100_004MA,B25100_005E,B25100_005EA,B25100_005M,B25100_005MA,B25100_006E,B25100_006EA,B25100_006M,B25100_006MA,B25100_007E,B25100_007EA,B25100_007M,B25100_007MA,B25100_008E,B25100_008EA,B25100_008M,B25100_008MA,B25100_009E,B25100_009EA,B25100_009M,B25100_009MA,B25100_010E,B25100_010EA,B25100_010M,B25100_010MA,B25100_011E,B25100_011EA,B25100_011M,B25100_011MA,B25100_012E,B25100_012EA,B25100_012M,B25100_012MA,B25100_013E,B25100_013EA,B25100_013M,B25100_013MA,GEO_ID,NAME,state
1287825,null,11794,null,783099,null,11189,null,351476,null,8812,null,184611,null,6445,null,98044,null,4750,null,145827,null,5846,null,3141,null,779,null,504726,null,7302,null,191023,null,6627,null,85050,null,4130,null,58747,null,3248,null,164509,null,5070,null,5397,null,1029,null,0400000US01,Alabama,01
149018,null,3290,null,106434,null,3482,null,27274,null,2514,null,29677,null,2341,null,19602,null,2145,null,29769,null,2650,null,112,null,130,null,42584,null,2470,null,14476,null,1293,null,6925,null,959,null,5096,null,895,null,15861,null,1551,null,226,null,177,null,0400000US02,Alaska,02
1533145,null,12918,null,1088152,null,14480,null,142107,null,5734,null,215624,null,5961,null,212607,null,7436,null,512829,null,11019,null,4985,null,1243,null,444993,null,8776,null,117824,null,4556,null,54693,null,3445,null,46674,null,3049,null,219543,null,6944,null,6259,null,1212,null,0400000US04,Arizona,04
746839,null,10273,null,444022,null,9086,null,223009,null,7051,null,99964,null,4768,null,48092,null,3588,null,71690,null,3487,null,1267,null,609,null,302817,null,6609,null,122551,null,4546,null,50834,null,3447,null,35707,null,2875,null,90418,null,4436,null,3307,null,949,null,0400000US05,Arkansas,05
7076972,null,24937,null,5381874,null,22097,null,251702,null,7104,null,417818,null,8807,null,668745,null,13574,null,4022028,null,21589,null,21581,null,2641,null,1695098,null,14541,null,193922,null,6284,null,108463,null,4442,null,118770,null,5043,null,1259614,null,13576,null,14329,null,1768,null,0400000US06,California,06
1280207,null,11127,null,982672,null,12272,null,162889,null,5795,null,253975,null,7738,null,198695,null,6216,null,363806,null,8990,null,3307,null,930,null,297535,null,7908,null,56967,null,3287,null,42501,null,3131,null,34842,null,2323,null,160393,null,5573,null,2832,null,984,null,0400000US08,Colorado,08
924839,null,7954,null,664729,null,8049,null,100513,null,4340,null,161181,null,5184,null,132225,null,5313,null,269646,null,7014,null,1164,null,487,null,260110,null,5917,null,35006,null,2522,null,36202,null,2447,null,31248,null,2178,null,156341,null,4802,null,1313,null,515,null,0400000US09,Connecticut,09
238141,null,4151,null,169331,null,3858,null,29244,null,2679,null,38987,null,3001,null,34114,null,2335,null,65976,null,2894,null,1010,null,588,null,68810,null,2781,null,16226,null,1584,null,9211,null,1126,null,7006,null,953,null,35559,null,2053,null,808,null,471,null,0400000US10,Delaware,10
111813,null,2883,null,85774,null,3207,null,7650,null,1341,null,12110,null,1397,null,15936,null,1754,null,49887,null,3169,null,191,null,238,null,26039,null,2124,null,1618,null,467,null,2982,null,836,null,2167,null,696,null,18890,null,1818,null,382,null,265,null,0400000US11,District of Columbia,11
5005708,null,26411,null,3288932,null,22623,null,450722,null,10294,null,659689,null,13221,null,585495,null,10842,null,1572021,null,16158,null,21005,null,2879,null,1716776,null,17430,null,365249,null,9729,null,226442,null,7046,null,196964,null,5753,null,905901,null,12283,null,22220,null,2158,null,0400000US12,Florida,12
2341965,null,17528,null,1700521,null,16385,null,536853,null,9666,null,459821,null,10387,null,267778,null,7586,null,428499,null,9755,null,7570,null,1626,null,641444,null,11434,null,199313,null,6797,null,101488,null,5189,null,75771,null,4275,null,256390,null,7150,null,8482,null,1650,null,0400000US13,Georgia,13
261918,null,5659,null,176777,null,6053,null,8264,null,1165,null,13122,null,1872,null,18900,null,1957,null,135499,null,5277,null,992,null,517,null,85141,null,4174,null,5835,null,1245,null,5031,null,766,null,6468,null,1231,null,66742,null,3272,null,1065,null,523,null,0400000US15,Hawaii,15
403904,null,6149,null,282602,null,5636,null,60070,null,2939,null,70091,null,3385,null,53211,null,3707,null,97796,null,4551,null,1434,null,658,null,121302,null,4240,null,28806,null,2053,null,20561,null,1902,null,13218,null,1423,null,57384,null,3076,null,1333,null,548,null,0400000US16,Idaho,16
3334539,null,17121,null,2338188,null,16793,null,643826,null,11661,null,580283,null,11571,null,388266,null,7203,null,717261,null,10363,null,8552,null,1342,null,996351,null,9522,null,278820,null,5943,null,161300,null,4859,null,120960,null,5179,null,429150,null,7291,null,6121,null,1144,null,0400000US17,Illinois,17
1763734,null,13721,null,1254080,null,11859,null,588580,null,9914,null,338839,null,7583,null,143905,null,6029,null,180111,null,6302,null,2645,null,622,null,509654,null,7208,null,190332,null,5654,null,98570,null,4082,null,67423,null,3356,null,149716,null,4384,null,3613,null,890,null,0400000US18,Indiana,18
