B99171_001E,B99171_001EA,B99171_002E,B99171_002EA,B99171_003E,B99171_003EA,B99171_004E,B99171_004EA,B99171_005E,B99171_005EA,B99171_006E,B99171_006EA,B99171_007E,B99171_007EA,B99171_008E,B99171_008EA,B99171_009E,B99171_009EA,B99171_010E,B99171_010EA,B99171_011E,B99171_011EA,B99171_012E,B99171_012EA,B99171_013E,B99171_013EA,B99171_014E,B99171_014EA,B99171_015E,B99171_015EA,GEO_ID,NAME,state
271052,null,57137,null,2360,null,292,null,148,null,415,null,507,null,9846,null,164212,null,1556,null,2300,null,1151,null,1455,null,2926,null,26747,null,0400000US23,Maine,23
1005032,null,143422,null,8797,null,342,null,784,null,472,null,803,null,33891,null,642896,null,9905,null,9535,null,4214,null,3896,null,8283,null,137792,null,0400000US24,Maryland,24
1299044,null,181405,null,13477,null,1537,null,791,null,1003,null,1023,null,62173,null,749355,null,11701,null,11304,null,5337,null,7782,null,13378,null,238778,null,0400000US25,Massachusetts,25
1787120,null,350105,null,15302,null,1151,null,1280,null,1173,null,3529,null,98011,null,1018501,null,14433,null,13494,null,6343,null,11360,null,21496,null,230942,null,0400000US26,Michigan,26
990745,null,153036,null,7349,null,1479,null,600,null,629,null,1607,null,38303,null,640906,null,7061,null,8484,null,3827,null,5435,null,12395,null,109634,null,0400000US27,Minnesota,27
433603,null,109789,null,3082,null,246,null,292,null,172,null,1208,null,25809,null,220344,null,3022,null,3886,null,2132,null,2521,null,5936,null,55164,null,0400000US28,Mississippi,28
1045753,null,205662,null,6201,null,872,null,808,null,733,null,1430,null,49081,null,608148,null,6980,null,6756,null,5156,null,6755,null,12725,null,134446,null,0400000US29,Missouri,29
196390,null,40656,null,2453,null,255,null,236,null,221,null,409,null,9329,null,116734,null,1080,null,1546,null,663,null,801,null,2566,null,19441,null,0400000US30,Montana,30
329856,null,57683,null,1658,null,497,null,275,null,83,null,681,null,12244,null,207335,null,2691,null,2397,null,1519,null,2247,null,4068,null,36478,null,0400000US31,Nebraska,31
498811,null,72710,null,3180,null,245,null,71,null,386,null,442,null,15853,null,316210,null,3444,null,1758,null,1647,null,1700,null,3582,null,77583,null,0400000US32,Nevada,32
241231,null,33068,null,1624,null,880,null,268,null,73,null,420,null,7277,null,146348,null,1703,null,1862,null,1751,null,1496,null,4108,null,40353,null,0400000US33,New Hampshire,33
1352888,null,180469,null,14295,null,911,null,433,null,753,null,1569,null,51822,null,810555,null,12413,null,10775,null,6870,null,7469,null,14513,null,240041,null,0400000US34,New Jersey,34
361916,null,79940,null,2544,null,78,null,126,null,133,null,258,null,16283,null,214319,null,1921,null,1916,null,1128,null,1548,null,3358,null,38364,null,0400000US35,New Mexico,35
3633622,null,624800,null,42219,null,3374,null,1991,null,2188,null,6755,null,176702,null,2028780,null,33136,null,34522,null,14261,null,17853,null,35220,null,611821,null,0400000US36,New York,36
1594812,null,328578,null,15600,null,1510,null,511,null,636,null,1883,null,72954,null,909208,null,11563,null,11143,null,5976,null,8835,null,14887,null,211528,null,0400000US37,North Carolina,37
133022,null,27992,null,506,null,281,null,44,null,259,null,237,null,7165,null,75761,null,674,null,1244,null,643,null,1029,null,1846,null,15341,null,0400000US38,North Dakota,38
2082325,null,404761,null,14377,null,1843,null,1111,null,2120,null,3160,null,86879,null,1259608,null,16584,null,13986,null,9011,null,11253,null,22957,null,234675,null,0400000US39,Ohio,39
630826,null,140805,null,3765,null,671,null,545,null,977,null,1557,null,28504,null,358203,null,4104,null,4788,null,2486,null,4472,null,6419,null,73530,null,0400000US40,Oklahoma,40
802582,null,159841,null,4825,null,597,null,498,null,453,null,1808,null,31115,null,478728,null,5094,null,4295,null,3213,null,4066,null,8971,null,99078,null,0400000US41,Oregon,41
2264246,null,396801,null,20841,null,2847,null,1805,null,1563,null,4465,null,101220,null,1336641,null,18628,null,19730,null,9852,null,13281,null,26755,null,309817,null,0400000US42,Pennsylvania,42
208685,null,36492,null,2561,null,406,null,140,null,116,null,329,null,9668,null,116060,null,1819,null,3158,null,847,null,1837,null,2341,null,32911,null,0400000US44,Rhode Island,44
744930,null,143298,null,7439,null,474,null,627,null,188,null,994,null,45347,null,390798,null,5289,null,4174,null,2533,null,3343,null,6494,null,133932,null,0400000US45,South Carolina,45
151481,null,30020,null,755,null,79,null,106,null,227,null,505,null,6330,null,93259,null,1223,null,821,null,977,null,1109,null,2282,null,13788,null,0400000US46,South Dakota,46
1095902,null,233285,null,7701,null,1168,null,306,null,398,null,1486,null,56253,null,597511,null,8090,null,5972,null,4149,null,5925,null,12346,null,161312,null,0400000US47,Tennessee,47
3562053,null,708787,null,28637,null,2554,null,1591,null,1348,null,4095,null,165103,null,2044353,null,24418,null,18127,null,9840,null,14727,null,28591,null,509882,null,0400000US48,Texas,48
333509,null,60050,null,3259,null,382,null,83,null,151,null,286,null,23680,null,188572,null,2146,null,1695,null,1117,null,1628,null,2708,null,47752,null,0400000US49,Utah,49
131911,null,21272,null,808,null,98,null,90,null,151,null,325,null,7090,null,83313,null,1293,null,840,null,619,null,617,null,1826,null,13569,null,0400000US50,Vermont,50
1357557,null,204089,null,11904,null,1184,null,213,null,682,null,1067,null,54629,null,825119,null,10931,null,11857,null,4802,null,6532,null,13099,null,211449,null,0400000US51,Virginia,51
1330393,null,232134,null,8824,null,2171,null,1099,null,389,null,2081,null,48402,null,832290,null,8437,null,10169,null,5035,null,6095,null,14452,null,158815,null,0400000US53,Washington,53
320103,null,79549,null,3072,null,492,null,195,null,101,null,663,null,17898,null,170983,null,2144,null,2981,null,1399,null,2537,null,3018,null,35071,null,0400000US54,West Virginia,54
1095479,null,184353,null,8178,null,1576,null,643,null,695,null,1893,null,51070,null,666402,null,8943,null,9273,null,4341,null,5990,null,11270,null,140852,null,0400000US55,Wisconsin,55
101796,null,14956,null,542,null,17,null,158,null,73,null,260,null,3091,null,66600,null,590,null,1296,null,867,null,626,null,1229,null,11491,null,0400000US56,Wyoming,56
459362,null,242033,null,6287,null,380,null,368,null,633,null,747,null,25246,null,154304,null,1429,null,293,null,642,null,1095,null,2292,null,23613,null,0400000US72,Puerto Rico,72
