B99171_001E,B99171_001EA,B99171_002E,B99171_002EA,B99171_003E,B99171_003EA,B99171_004E,B99171_004EA,B99171_005E,B99171_005EA,B99171_006E,B99171_006EA,B99171_007E,B99171_007EA,B99171_008E,B99171_008EA,B99171_009E,B99171_009EA,B99171_010E,B99171_010EA,B99171_011E,B99171_011EA,B99171_012E,B99171_012EA,B99171_013E,B99171_013EA,B99171_014E,B99171_014EA,B99171_015E,B99171_015EA,GEO_ID,NAME,state
741775,null,171457,null,7258,null,497,null,231,null,369,null,549,null,40568,null,401236,null,4509,null,5554,null,2941,null,4421,null,8036,null,94149,null,0400000US01,Alabama,01
125144,null,18015,null,1119,null,81,null,36,null,324,null,984,null,2870,null,83507,null,494,null,1981,null,291,null,156,null,6708,null,8578,null,0400000US02,Alaska,02
1180632,null,196474,null,10158,null,495,null,446,null,599,null,720,null,53508,null,694533,null,6368,null,5194,null,4444,null,6169,null,9364,null,192160,null,0400000US04,Arizona,04
461376,null,111365,null,3272,null,964,null,561,null,401,null,791,null,23112,null,246052,null,2803,null,4197,null,2409,null,3278,null,5296,null,56875,null,0400000US05,Arkansas,05
6342098,null,1029957,null,70764,null,2889,null,3023,null,3863,null,4868,null,268604,null,3730948,null,47175,null,45104,null,21636,null,29080,null,66439,null,1017748,null,0400000US06,California,06
964744,null,161492,null,5470,null,494,null,722,null,555,null,903,null,37186,null,607236,null,7633,null,5281,null,3795,null,3406,null,9502,null,121069,null,0400000US08,Colorado,08
606497,null,76119,null,4697,null,378,null,573,null,135,null,820,null,20510,null,376080,null,5570,null,5880,null,3710,null,3945,null,8207,null,99873,null,0400000US09,Connecticut,09
148488,null,24562,null,1066,null,78,null,125,null,174,null,183,null,6869,null,87121,null,914,null,986,null,670,null,950,null,1613,null,23177,null,0400000US10,Delaware,10
199328,null,30813,null,1829,null,119,null,96,null,0,null,276,null,7525,null,123577,null,1708,null,1817,null,475,null,572,null,959,null,29562,null,0400000US11,District of Columbia,11
3592179,null,591312,null,39533,null,1601,null,940,null,1508,null,4483,null,155078,null,2079338,null,29126,null,23488,null,11393,null,21533,null,36936,null,595910,null,0400000US12,Florida,12
1568881,null,279623,null,17357,null,772,null,108,null,1205,null,2181,null,83784,null,864692,null,11111,null,9051,null,3756,null,6077,null,12720,null,276444,null,0400000US13,Georgia,13
214065,null,30546,null,3268,null,124,null,282,null,201,null,247,null,9876,null,119929,null,1385,null,1455,null,814,null,1235,null,1377,null,43326,null,0400000US15,Hawaii,15
238189,null,44072,null,2012,null,310,null,0,null,15,null,176,null,9670,null,148622,null,1373,null,1485,null,603,null,1003,null,1626,null,27222,null,0400000US16,Idaho,16
2177087,null,367807,null,19038,null,1543,null,841,null,1526,null,3138,null,96106,null,1272898,null,17684,null,17071,null,9975,null,11661,null,25209,null,332590,null,0400000US17,Illinois,17
1094380,null,207017,null,10314,null,941,null,962,null,284,null,2602,null,46316,null,651289,null,8319,null,9444,null,4427,null,5692,null,10962,null,135811,null,0400000US18,Indiana,18
570381,null,106126,null,3842,null,924,null,290,null,691,null,1181,null,25560,null,347789,null,4444,null,5045,null,2852,null,5211,null,7554,null,58872,null,0400000US19,Iowa,19
485928,null,95267,null,2542,null,455,null,225,null,135,null,342,null,15821,null,302338,null,3227,null,3644,null,2493,null,2867,null,5562,null,51010,null,0400000US20,Kansas,20
730291,null,175743,null,6421,null,951,null,582,null,655,null,760,null,36435,null,388464,null,6038,null,4903,null,3168,null,3329,null,6893,null,95949,null,0400000US21,Kentucky,21
710830,null,164757,null,7580,null,319,null,1011,null,647,null,1257,null,40323,null,365634,null,3109,null,4058,null,2574,null,5675,null,7085,null,106801,null,0400000US22,Louisiana,22
