B17009_001E,B17009_001EA,B17009_001M,B17009_001MA,B17009_002E,B17009_002EA,B17009_002M,B17009_002MA,B17009_003E,B17009_003EA,B17009_003M,B17009_003MA,B17009_004E,B17009_004EA,B17009_004M,B17009_004MA,B17009_005E,B17009_005EA,B17009_005M,B17009_005MA,B17009_006E,B17009_006EA,B17009_006M,B17009_006MA,B17009_007E,B17009_007EA,B17009_007M,B17009_007MA,B17009_008E,B17009_008EA,B17009_008M,B17009_008MA,B17009_009E,B17009_009EA,B17009_009M,B17009_009MA,B17009_010E,B17009_010EA,B17009_010M,B17009_010MA,B17009_011E,B17009_011EA,B17009_011M,B17009_011MA,B17009_012E,B17009_012EA,B17009_012M,B17009_012MA,B17009_013E,B17009_013EA,B17009_013M,B17009_013MA,B17009_014E,B17009_014EA,B17009_014M,B17009_014MA,B17009_015E,B17009_015EA,B17009_015M,B17009_015MA,B17009_016E,B17009_016EA,B17009_016M,B17009_016MA,B17009_017E,B17009_017EA,B17009_017M,B17009_017MA,B17009_018E,B17009_018EA,B17009_018M,B17009_018MA,B17009_019E,B17009_019EA,B17009_019M,B17009_019MA,B17009_020E,B17009_020EA,B17009_020M,B17009_020MA,B17009_021E,B17009_021EA,B17009_021M,B17009_021MA,GEO_ID,NAME,state
741775,null,14341,null,220929,null,9525,null,8669,null,1777,null,5767,null,1202,null,2902,null,1187,null,80696,null,6330,null,40431,null,3541,null,40265,null,4253,null,131564,null,5817,null,93657,null,4147,null,37907,null,3544,null,520846,null,10918,null,252976,null,9312,null,197800,null,7117,null,55176,null,4768,null,109904,null,6624,null,83922,null,4826,null,25982,null,3817,null,157966,null,5416,null,149610,null,5066,null,8356,null,1637,null,0400000US01,Alabama,01
125144,null,5357,null,23429,null,2662,null,714,null,408,null,539,null,345,null,175,null,158,null,13670,null,2044,null,4984,null,1082,null,8686,null,1597,null,9045,null,1509,null,3987,null,862,null,5058,null,1333,null,101715,null,4457,null,44563,null,3402,null,30396,null,2510,null,14167,null,2279,null,41834,null,2967,null,20922,null,2130,null,20912,null,2267,null,15318,null,1598,null,13248,null,1530,null,2070,null,732,null,0400000US02,Alaska,02
1180632,null,21178,null,262400,null,9825,null,15069,null,2681,null,6677,null,1514,null,8392,null,2290,null,99083,null,5975,null,38648,null,2713,null,60435,null,4715,null,148248,null,7251,null,73254,null,3924,null,74994,null,5428,null,918232,null,17163,null,492151,null,14756,null,315000,null,8712,null,177151,null,10316,null,219779,null,8160,null,143918,null,5745,null,75861,null,5216,null,206302,null,6813,null,182277,null,6079,null,24025,null,3350,null,0400000US04,Arizona,04
461376,null,10281,null,140466,null,6248,null,6206,null,1609,null,3788,null,1095,null,2418,null,1005,null,48976,null,4485,null,28112,null,3070,null,20864,null,2960,null,85284,null,4909,null,58869,null,3808,null,26415,null,2802,null,320910,null,9315,null,155645,null,7080,null,113591,null,5098,null,42054,null,4133,null,68952,null,4587,null,52257,null,3562,null,16695,null,2191,null,96313,null,4054,null,90004,null,3870,null,6309,null,1233,null,0400000US05,Arkansas,05
6342098,null,50984,null,1383968,null,25322,null,67415,null,5375,null,25503,null,2724,null,41912,null,4908,null,531735,null,14968,null,188739,null,7250,null,342996,null,12086,null,784818,null,16510,null,355343,null,10214,null,429475,null,12617,null,4958130,null,46138,null,2567170,null,34138,null,1558049,null,20258,null,1009121,null,22125,null,1299151,null,22163,null,807724,null,13656,null,491427,null,14098,null,1091809,null,14882,null,934630,null,13086,null,157179,null,7091,null,0400000US06,California,06
964744,null,16313,null,206822,null,9000,null,12021,null,2248,null,5969,null,1314,null,6052,null,1607,null,104588,null,6134,null,44461,null,3062,null,60127,null,4908,null,90213,null,4874,null,55585,null,3442,null,34628,null,2877,null,757922,null,14650,null,421124,null,10461,null,292602,null,7693,null,128522,null,7746,null,207125,null,8005,null,140506,null,5404,null,66619,null,5120,null,129673,null,5474,null,118357,null,5173,null,11316,null,1466,null,0400000US08,Colorado,08
606497,null,10606,null,103232,null,5756,null,3001,null,945,null,1382,null,715,null,1619,null,734,null,36375,null,3451,null,15445,null,2275,null,20930,null,2536,null,63856,null,4515,null,40416,null,3622,null,23440,null,2397,null,503265,null,9034,null,263725,null,8477,null,184245,null,6100,null,79480,null,5534,null,117904,null,7136,null,83295,null,4980,null,34609,null,4296,null,121636,null,4222,null,110460,null,3981,null,11176,null,1555,null,0400000US09,Connecticut,09
148488,null,6186,null,33057,null,3427,null,1038,null,513,null,765,null,451,null,273,null,208,null,12928,null,1985,null,4380,null,1023,null,8548,null,1572,null,19091,null,2368,null,10922,null,1632,null,8169,null,1624,null,115431,null,5352,null,59281,null,4272,null,42288,null,2905,null,16993,null,2518,null,27250,null,2579,null,18700,null,1995,null,8550,null,1554,null,28900,null,2109,null,26971,null,2014,null,1929,null,610,null,0400000US10,Delaware,10
199328,null,5700,null,40658,null,3731,null,1246,null,718,null,920,null,674,null,326,null,324,null,15489,null,2159,null,7698,null,1391,null,7791,null,1674,null,23923,null,2565,null,14124,null,2050,null,9799,null,1515,null,158670,null,5472,null,95657,null,4882,null,71223,null,3554,null,24434,null,2817,null,40191,null,3183,null,27887,null,2713,null,12304,null,2078,null,22822,null,2002,null,21006,null,1815,null,1816,null,692,null,0400000US11,District of Columbia,11
3592179,null,37214,null,794455,null,19594,null,38297,null,3799,null,16818,null,2480,null,21479,null,3079,null,280088,null,10899,null,116912,null,6145,null,163176,null,8322,null,476070,null,12877,null,274770,null,8806,null,201300,null,9593,null,2797724,null,32209,null,1460693,null,24776,null,972087,null,15590,null,488606,null,16699,null,597002,null,16051,null,408136,null,10123,null,188866,null,9520,null,740029,null,13371,null,674022,null,13117,null,66007,null,4476,null,0400000US12,Florida,12
1568881,null,21457,null,385030,null,12377,null,21193,null,2822,null,8911,null,1584,null,12282,null,2254,null,139825,null,7123,null,60680,null,3869,null,79145,null,5559,null,224012,null,10223,null,134850,null,6968,null,89162,null,7274,null,1183851,null,19916,null,689853,null,15624,null,498548,null,11363,null,191305,null,9610,null,268679,null,10356,null,179527,null,7348,null,89152,null,6679,null,225319,null,6036,null,206030,null,5747,null,19289,null,2564,null,0400000US13,Georgia,13
214065,null,6919,null,44544,null,3850,null,1747,null,612,null,677,null,378,null,1070,null,542,null,14106,null,2614,null,6808,null,1546,null,7298,null,1846,null,28691,null,3061,null,14965,null,2052,null,13726,null,2308,null,169521,null,6468,null,92523,null,5458,null,56877,null,3851,null,35646,null,3816,null,39855,null,4114,null,23042,null,2571,null,16813,null,2547,null,37143,null,2798,null,30693,null,2441,null,6450,null,1272,null,0400000US15,Hawaii,15
238189,null,8231,null,56255,null,3671,null,3477,null,948,null,1738,null,781,null,1739,null,699,null,28765,null,2753,null,11854,null,1929,null,16911,null,2041,null,24013,null,2168,null,15365,null,1736,null,8648,null,1282,null,181934,null,6939,null,89172,null,5532,null,61467,null,4182,null,27705,null,3091,null,48622,null,3699,null,32023,null,2902,null,16599,null,2174,null,44140,null,2551,null,40544,null,2272,null,3596,null,1007,null,0400000US16,Idaho,16
2177087,null,24256,null,489999,null,11889,null,19762,null,2363,null,11645,null,1579,null,8117,null,1645,null,200751,null,7657,null,93059,null,4630,null,107692,null,6083,null,269486,null,9456,null,156781,null,6855,null,112705,null,6462,null,1687088,null,20767,null,902017,null,18168,null,660200,null,13497,null,241817,null,10499,null,379048,null,9420,null,276400,null,7590,null,102648,null,5131,null,406023,null,8385,null,381407,null,7725,null,24616,null,2346,null,0400000US17,Illinois,17
