B25115_001E,B25115_001EA,B25115_001M,B25115_001MA,B25115_002E,B25115_002EA,B25115_002M,B25115_002MA,B25115_003E,B25115_003EA,B25115_003M,B25115_003MA,B25115_004E,B25115_004EA,B25115_004M,B25115_004MA,B25115_005E,B25115_005EA,B25115_005M,B25115_005MA,B25115_006E,B25115_006EA,B25115_006M,B25115_006MA,B25115_007E,B25115_007EA,B25115_007M,B25115_007MA,B25115_008E,B25115_008EA,B25115_008M,B25115_008MA,B25115_009E,B25115_009EA,B25115_009M,B25115_009MA,B25115_010E,B25115_010EA,B25115_010M,B25115_010MA,B25115_011E,B25115_011EA,B25115_011M,B25115_011MA,B25115_012E,B25115_012EA,B25115_012M,B25115_012MA,B25115_013E,B25115_013EA,B25115_013M,B25115_013MA,B25115_014E,B25115_014EA,B25115_014M,B25115_014MA,B25115_015E,B25115_015EA,B25115_015M,B25115_015MA,B25115_016E,B25115_016EA,B25115_016M,B25115_016MA,B25115_017E,B25115_017EA,B25115_017M,B25115_017MA,B25115_018E,B25115_018EA,B25115_018M,B25115_018MA,B25115_019E,B25115_019EA,B25115_019M,B25115_019MA,B25115_020E,B25115_020EA,B25115_020M,B25115_020MA,B25115_021E,B25115_021EA,B25115_021M,B25115_021MA,B25115_022E,B25115_022EA,B25115_022M,B25115_022MA,B25115_023E,B25115_023EA,B25115_023M,B25115_023MA,B25115_024E,B25115_024EA,B25115_024M,B25115_024MA,B25115_025E,B25115_025EA,B25115_025M,B25115_025MA,B25115_026E,B25115_026EA,B25115_026M,B25115_026MA,B25115_027E,B25115_027EA,B25115_027M,B25115_027MA,GEO_ID,NAME,state
1816313,null,9214,null,1287825,null,11794,null,955982,null,9639,null,765095,null,10225,null,280186,null,7233,null,484909,null,7639,null,190887,null,6347,null,50387,null,3362,null,22702,null,2363,null,27685,null,2308,null,140500,null,5626,null,59940,null,4047,null,80560,null,4392,null,331843,null,7840,null,528488,null,10257,null,289144,null,7818,null,126378,null,6401,null,69238,null,4920,null,57140,null,3901,null,162766,null,7138,null,33139,null,3587,null,16222,null,2705,null,16917,null,2170,null,129627,null,6027,null,97500,null,5239,null,32127,null,2749,null,239344,null,7081,null,0400000US01,Alabama,01
236421,null,2731,null,149018,null,3290,null,113149,null,3440,null,91721,null,3100,null,39902,null,2272,null,51819,null,2041,null,21428,null,2088,null,6886,null,1288,null,3545,null,890,null,3341,null,879,null,14542,null,1628,null,8713,null,1485,null,5829,null,1056,null,35869,null,2415,null,87403,null,3597,null,49196,null,3132,null,30540,null,2416,null,17597,null,1853,null,12943,null,1815,null,18656,null,2256,null,6553,null,1352,null,3917,null,1033,null,2636,null,793,null,12103,null,1661,null,9295,null,1670,null,2808,null,689,null,38207,null,2666,null,0400000US02,Alaska,02
2251546,null,9458,null,1533145,null,12918,null,1111339,null,12967,null,914787,null,11922,null,352212,null,8712,null,562575,null,8281,null,196552,null,6264,null,63972,null,4631,null,34274,null,3277,null,29698,null,2703,null,132580,null,5479,null,65146,null,4643,null,67434,null,3173,null,421806,null,10309,null,718401,null,12688,null,380433,null,11335,null,199757,null,7844,null,114430,null,6452,null,85327,null,4768,null,180676,null,8179,null,48729,null,4475,null,27635,null,3337,null,21094,null,2768,null,131947,null,6464,null,97474,null,5812,null,34473,null,3225,null,337968,null,9506,null,0400000US04,Arizona,04
1102734,null,8133,null,746839,null,10273,null,559221,null,9708,null,470779,null,8196,null,168779,null,5553,null,302000,null,6244,null,88442,null,4607,null,25809,null,2579,null,11074,null,1527,null,14735,null,2225,null,62633,null,4119,null,28827,null,2616,null,33806,null,3090,null,187618,null,5653,null,355895,null,8224,null,196892,null,7857,null,99296,null,5354,null,55895,null,4223,null,43401,null,3515,null,97596,null,5476,null,19068,null,2499,null,11336,null,1961,null,7732,null,1604,null,78528,null,4824,null,59399,null,4864,null,19129,null,2244,null,159003,null,6302,null,0400000US05,Arkansas,05
12200672,null,20297,null,7076972,null,24937,null,5363245,null,25940,null,4365243,null,26231,null,1967870,null,20293,null,2397373,null,16455,null,998002,null,15096,null,335265,null,7951,null,142714,null,6201,null,192551,null,6665,null,662737,null,12583,null,263536,null,7912,null,399201,null,9394,null,1713727,null,19633,null,5123700,null,28871,null,2967439,null,27313,null,1700503,null,20548,null,1021713,null,16383,null,678790,null,12941,null,1266936,null,18217,null,366187,null,10372,null,187888,null,8133,null,178299,null,7658,null,900749,null,15266,null,626168,null,12920,null,274581,null,8945,null,2156261,null,22683,null,0400000US06,California,06
1859965,null,9746,null,1280207,null,11127,null,924015,null,8766,null,780176,null,7664,null,327848,null,7330,null,452328,null,6951,null,143839,null,5847,null,51803,null,3798,null,28917,null,3300,null,22886,null,2575,null,92036,null,4255,null,50178,null,3681,null,41858,null,2675,null,356192,null,9238,null,579758,null,10271,null,278470,null,8601,null,154250,null,6828,null,89108,null,5783,null,65142,null,4393,null,124220,null,6376,null,35998,null,3514,null,21552,null,2692,null,14446,null,2139,null,88222,null,5686,null,65715,null,4525,null,22507,null,2366,null,301288,null,8345,null,0400000US08,Colorado,08
1320714,null,5183,null,924839,null,7954,null,694120,null,7375,null,585961,null,7707,null,260493,null,4937,null,325468,null,5888,null,108159,null,5026,null,31447,null,2901,null,12555,null,1460,null,18892,null,2464,null,76712,null,3600,null,33695,null,2332,null,43017,null,2702,null,230719,null,6698,null,395875,null,7185,null,191351,null,5635,null,87781,null,4055,null,41166,null,3139,null,46615,null,3092,null,103570,null,4807,null,20174,null,2306,null,11623,null,1821,null,8551,null,1761,null,83396,null,4158,null,60364,null,3423,null,23032,null,2519,null,204524,null,6276,null,0400000US09,Connecticut,09
328477,null,3041,null,238141,null,4151,null,173255,null,4485,null,138886,null,4589,null,51696,null,2671,null,87190,null,3096,null,34369,null,2692,null,10279,null,1584,null,4075,null,1088,null,6204,null,1191,null,24090,null,2253,null,11595,null,1971,null,12495,null,1715,null,64886,null,3492,null,90336,null,3436,null,51196,null,2568,null,24096,null,2287,null,11724,null,1956,null,12372,null,1749,null,27100,null,2280,null,5929,null,1369,null,3166,null,974,null,2763,null,1002,null,21171,null,2111,null,15841,null,1813,null,5330,null,1383,null,39140,null,2446,null,0400000US10,Delaware,10
251039,null,2911,null,111813,null,2883,null,59810,null,2487,null,39939,null,2228,null,11826,null,1478,null,28113,null,1943,null,19871,null,1964,null,4482,null,997,null,1239,null,589,null,3243,null,879,null,15389,null,1900,null,4868,null,1185,null,10521,null,1371,null,52003,null,2531,null,139226,null,3601,null,48371,null,2885,null,15851,null,2217,null,6926,null,1526,null,8925,null,1399,null,32520,null,2821,null,4952,null,1262,null,2179,null,895,null,2773,null,783,null,27568,null,2570,null,18051,null,2069,null,9517,null,1613,null,90855,null,3872,null,0400000US11,District of Columbia,11
7088960,null,21361,null,5005708,null,26411,null,3508458,null,25304,null,2854056,null,24528,null,966684,null,15112,null,1887372,null,18438,null,654402,null,13889,null,185921,null,7268,null,78920,null,4758,null,107001,null,5994,null,468481,null,10719,null,209644,null,7565,null,258837,null,7738,null,1497250,null,16645,null,2083252,null,21269,null,1117757,null,18744,null,560956,null,13940,null,282252,null,10058,null,278704,null,9562,null,556801,null,13478,null,145393,null,7402,null,75589,null,4964,null,69804,null,5483,null,411408,null,12753,null,298785,null,10812,null,112623,null,7129,null,965495,null,14927,null,0400000US12,Florida,12
