B08014_001E,B08014_001EA,B08014_001M,B08014_001MA,B08014_002E,B08014_002EA,B08014_002M,B08014_002MA,B08014_003E,B08014_003EA,B08014_003M,B08014_003MA,B08014_004E,B08014_004EA,B08014_004M,B08014_004MA,B08014_005E,B08014_005EA,B08014_005M,B08014_005MA,B08014_006E,B08014_006EA,B08014_006M,B08014_006MA,B08014_007E,B08014_007EA,B08014_007M,B08014_007MA,B08014_008E,B08014_008EA,B08014_008M,B08014_008MA,B08014_009E,B08014_009EA,B08014_009M,B08014_009MA,B08014_010E,B08014_010EA,B08014_010M,B08014_010MA,B08014_011E,B08014_011EA,B08014_011M,B08014_011MA,B08014_012E,B08014_012EA,B08014_012M,B08014_012MA,B08014_013E,B08014_013EA,B08014_013M,B08014_013MA,B08014_014E,B08014_014EA,B08014_014M,B08014_014MA,B08014_015E,B08014_015EA,B08014_015M,B08014_015MA,B08014_016E,B08014_016EA,B08014_016M,B08014_016MA,B08014_017E,B08014_017EA,B08014_017M,B08014_017MA,B08014_018E,B08014_018EA,B08014_018M,B08014_018MA,B08014_019E,B08014_019EA,B08014_019M,B08014_019MA,B08014_020E,B08014_020EA,B08014_020M,B08014_020MA,B08014_021E,B08014_021EA,B08014_021M,B08014_021MA,GEO_ID,NAME,state
1966126,null,16450,null,38218,null,4103,null,387175,null,10560,null,806636,null,15908,null,474348,null,13116,null,178690,null,9860,null,81059,null,7082,null,1059989,null,11034,null,19383,null,2760,null,168562,null,6525,null,454771,null,10947,null,268880,null,7438,null,101068,null,5741,null,47325,null,4310,null,906137,null,10900,null,18835,null,2512,null,218613,null,7393,null,351865,null,8244,null,205468,null,7395,null,77622,null,5152,null,33734,null,3629,null,0400000US01,Alabama,01
316239,null,4843,null,17884,null,2626,null,71643,null,4100,null,126248,null,5657,null,61965,null,5641,null,27311,null,3706,null,11188,null,2743,null,173216,null,3363,null,8716,null,1775,null,37844,null,2550,null,70158,null,3756,null,35458,null,3600,null,14803,null,2306,null,6237,null,1688,null,143023,null,3214,null,9168,null,1223,null,33799,null,2763,null,56090,null,3018,null,26507,null,2817,null,12508,null,1904,null,4951,null,1575,null,0400000US02,Alaska,02
2764691,null,16945,null,87460,null,8007,null,612411,null,14713,null,1213223,null,23217,null,562280,null,17350,null,206999,null,13485,null,82318,null,9513,null,1542376,null,10546,null,53428,null,6630,null,312076,null,10276,null,697776,null,15600,null,313329,null,12440,null,116738,null,8324,null,49029,null,6106,null,1222315,null,11290,null,34032,null,3552,null,300335,null,8551,null,515447,null,11695,null,248951,null,8058,null,90261,null,6672,null,33289,null,4485,null,0400000US04,Arizona,04
1202000,null,11466,null,23611,null,2992,null,251894,null,8403,null,545233,null,13838,null,263837,null,10419,null,87068,null,6672,null,30357,null,3938,null,643412,null,7987,null,11144,null,1942,null,118684,null,5072,null,297712,null,8482,null,149652,null,6544,null,48304,null,4385,null,17916,null,2469,null,558588,null,7662,null,12467,null,2027,null,133210,null,6492,null,247521,null,7670,null,114185,null,5523,null,38764,null,3314,null,12441,null,2024,null,0400000US05,Arkansas,05
16266455,null,42942,null,548288,null,18193,null,3244863,null,36258,null,6469568,null,45905,null,3592266,null,42362,null,1600170,null,36835,null,811300,null,28520,null,9066858,null,26966,null,316836,null,12412,null,1646299,null,23607,null,3683778,null,29078,null,2034952,null,26274,null,909753,null,22715,null,475240,null,19395,null,7199597,null,28533,null,231452,null,10232,null,1598564,null,21581,null,2785790,null,25559,null,1557314,null,22253,null,690417,null,18438,null,336060,null,14285,null,0400000US06,California,06
2424246,null,14064,null,58738,null,4995,null,484902,null,11776,null,1042916,null,16654,null,539715,null,16847,null,211808,null,11546,null,86167,null,7152,null,1341547,null,9790,null,35363,null,3983,null,242717,null,8637,null,588119,null,10732,null,301951,null,10432,null,119835,null,7379,null,53562,null,4971,null,1082699,null,9783,null,23375,null,2830,null,242185,null,6822,null,454797,null,8659,null,237764,null,8315,null,91973,null,5942,null,32605,null,3412,null,0400000US08,Colorado,08
1695282,null,10462,null,55617,null,4876,null,325325,null,9333,null,737021,null,14244,null,371458,null,12412,null,145496,null,9830,null,60365,null,7108,null,893286,null,7012,null,29069,null,3691,null,141471,null,6356,null,407602,null,8434,null,203386,null,7326,null,78281,null,5453,null,33477,null,3745,null,801996,null,7366,null,26548,null,2405,null,183854,null,6494,null,329419,null,8378,null,168072,null,6646,null,67215,null,4975,null,26888,null,3859,null,0400000US09,Connecticut,09
402504,null,6649,null,10962,null,2376,null,84435,null,5472,null,183037,null,7883,null,83872,null,6038,null,28787,null,4077,null,11411,null,2805,null,211282,null,4215,null,6146,null,1693,null,39479,null,3686,null,97558,null,4640,null,46807,null,3734,null,15342,null,2377,null,5950,null,1595,null,191222,null,4074,null,4816,null,1233,null,44956,null,3308,null,85479,null,4373,null,37065,null,2939,null,13445,null,2275,null,5461,null,1570,null,0400000US10,Delaware,10
280850,null,5114,null,68565,null,5357,null,117554,null,5496,null,70659,null,5744,null,15807,null,3718,null,5650,null,2523,null,2615,null,1934,null,136804,null,3543,null,29952,null,3688,null,55523,null,3348,null,37414,null,3704,null,9157,null,2638,null,2818,null,1164,null,1940,null,1814,null,144046,null,4319,null,38613,null,3374,null,62031,null,3814,null,33245,null,3165,null,6650,null,1620,null,2832,null,1512,null,675,null,416,null,0400000US11,District of Columbia,11
8125381,null,32362,null,218502,null,11917,null,1886470,null,26898,null,3774002,null,40969,null,1578835,null,29823,null,516471,null,19920,null,151101,null,12765,null,4353712,null,19835,null,128036,null,9315,null,908171,null,18672,null,2075125,null,24459,null,868971,null,18268,null,287800,null,10949,null,85609,null,7665,null,3771669,null,23281,null,90466,null,5763,null,978299,null,17352,null,1698877,null,22647,null,709864,null,15004,null,228671,null,10951,null,65492,null,6323,null,0400000US12,Florida,12
4294724,null,19412,null,128338,null,8807,null,930199,null,17814,null,1820764,null,27376,null,917542,null,23556,null,359494,null,15836,null,138387,null,8566,null,2314079,null,13974,null,73370,null,6929,null,431789,null,13443,null,1016204,null,17340,null,512541,null,14268,null,202110,null,9475,null,78065,null,5850,null,1980645,null,13670,null,54968,null,4485,null,498410,null,10395,null,804560,null,13796,null,405001,null,12454,null,157384,null,8662,null,60322,null,4306,null,0400000US13,Georgia,13
610318,null,6616,null,20664,null,2672,null,135532,null,6539,null,227921,null,7638,null,125198,null,7308,null,57674,null,6506,null,43329,null,6141,null,329568,null,4419,null,11423,null,1984,null,73122,null,4352,null,122310,null,4970,null,67305,null,4351,null,30731,null,3802,null,24677,null,3808,null,280750,null,4838,null,9241,null,1631,null,62410,null,3819,null,105611,null,3899,null,57893,null,3889,null,26943,null,3039,null,18652,null,2921,null,0400000US15,Hawaii,15
692685,null,6797,null,9596,null,1764,null,103532,null,5680,null,291299,null,9426,null,179315,null,8961,null,67937,null,5648,null,41006,null,4352,null,385535,null,4463,null,5633,null,1197,null,49289,null,3299,null,167490,null,5680,null,101490,null,5365,null,38080,null,3500,null,23553,null,2675,null,307150,null,4814,null,3963,null,957,null,54243,null,3521,null,123809,null,5179,null,77825,null,4881,null,29857,null,2766,null,17453,null,2430,null,0400000US16,Idaho,16
5957386,null,21205,null,268336,null,10171,null,1344871,null,17433,null,2551621,null,27135,null,1181820,null,23913,null,445798,null,15114,null,164940,null,12207,null,3199084,null,14758,null,135140,null,8076,null,642591,null,11922,null,1423338,null,16993,null,654836,null,15045,null,247841,null,9037,null,95338,null,7966,null,2758302,null,16623,null,133196,null,6079,null,702280,null,11712,null,1128283,null,15624,null,526984,null,12589,null,197957,null,7828,null,69602,null,5489,null,0400000US17,Illinois,17
