B13001_001E,B13001_001EA,B13001_001M,B13001_001MA,B13001_002E,B13001_002EA,B13001_002M,B13001_002MA,B13001_003E,B13001_003EA,B13001_003M,B13001_003MA,B13001_004E,B13001_004EA,B13001_004M,B13001_004MA,B13001_005E,B13001_005EA,B13001_005M,B13001_005MA,B13001_006E,B13001_006EA,B13001_006M,B13001_006MA,B13001_007E,B13001_007EA,B13001_007M,B13001_007MA,B13001_008E,B13001_008EA,B13001_008M,B13001_008MA,B13001_009E,B13001_009EA,B13001_009M,B13001_009MA,GEO_ID,NAME,state
1156208,null,4367,null,573125,null,8518,null,6322,null,1570,null,206954,null,5628,null,359849,null,5742,null,583083,null,9024,null,156166,null,3665,null,252923,null,6111,null,173994,null,5868,null,0400000US01,Alabama,01
176899,null,2006,null,90537,null,3510,null,661,null,413,null,32180,null,2261,null,57696,null,2635,null,86362,null,3768,null,25682,null,1726,null,36534,null,2359,null,24146,null,2436,null,0400000US02,Alaska,02
1533610,null,3957,null,732995,null,10551,null,5896,null,1359,null,284907,null,6785,null,442192,null,8230,null,800615,null,10154,null,203117,null,2656,null,352350,null,7038,null,245148,null,7639,null,0400000US04,Arizona,04
688782,null,3370,null,365720,null,7107,null,2976,null,808,null,139621,null,4571,null,223123,null,5057,null,323062,null,7445,null,96471,null,3054,null,133329,null,4628,null,93262,null,4980,null,0400000US05,Arkansas,05
9423963,null,10083,null,4476917,null,30662,null,31253,null,3574,null,1560420,null,17473,null,2885244,null,21878,null,4947046,null,29512,null,1313705,null,5276,null,2233528,null,16973,null,1399813,null,21747,null,0400000US06,California,06
1242857,null,3759,null,638969,null,8263,null,3846,null,997,null,231994,null,5468,null,403129,null,6302,null,603888,null,7685,null,153878,null,2274,null,269784,null,5555,null,180226,null,5924,null,0400000US08,Colorado,08
878931,null,2778,null,423459,null,6450,null,1144,null,495,null,114880,null,3367,null,307435,null,4764,null,455472,null,6570,null,121523,null,1524,null,193560,null,3593,null,140389,null,4571,null,0400000US09,Connecticut,09
220015,null,1295,null,102868,null,4324,null,208,null,159,null,33537,null,2285,null,69123,null,3276,null,117147,null,4276,null,30517,null,744,null,50496,null,2348,null,36134,null,3122,null,0400000US10,Delaware,10
172814,null,1199,null,42492,null,3125,null,271,null,209,null,15993,null,1853,null,26228,null,2212,null,130322,null,3048,null,20199,null,564,null,68885,null,1976,null,41238,null,2091,null,0400000US11,District of Columbia,11
4331520,null,8829,null,2062683,null,18531,null,11379,null,1810,null,686670,null,12494,null,1364634,null,13210,null,2268837,null,19126,null,563573,null,5293,null,963364,null,13611,null,741900,null,13390,null,0400000US12,Florida,12
