B13001_001E,B13001_001EA,B13001_001M,B13001_001MA,B13001_002E,B13001_002EA,B13001_002M,B13001_002MA,B13001_003E,B13001_003EA,B13001_003M,B13001_003MA,B13001_004E,B13001_004EA,B13001_004M,B13001_004MA,B13001_005E,B13001_005EA,B13001_005M,B13001_005MA,B13001_006E,B13001_006EA,B13001_006M,B13001_006MA,B13001_007E,B13001_007EA,B13001_007M,B13001_007MA,B13001_008E,B13001_008EA,B13001_008M,B13001_008MA,B13001_009E,B13001_009EA,B13001_009M,B13001_009MA,GEO_ID,NAME,state
2496793,null,5997,null,1200444,null,13193,null,7625,null,1449,null,426618,null,8988,null,766201,null,9204,null,1296349,null,13293,null,332697,null,5274,null,555738,null,8959,null,407914,null,7317,null,0400000US13,Georgia,13
308993,null,1983,null,153772,null,4110,null,1283,null,477,null,51766,null,3022,null,100723,null,3126,null,155221,null,4188,null,39228,null,1703,null,70641,null,3029,null,45352,null,3171,null,0400000US15,Hawaii,15
366542,null,2674,null,208027,null,5356,null,1444,null,572,null,86738,null,4039,null,119845,null,3511,null,158515,null,5481,null,54359,null,1877,null,62915,null,3516,null,41241,null,3056,null,0400000US16,Idaho,16
3275263,null,4435,null,1561090,null,13165,null,6560,null,1205,null,528100,null,9500,null,1026430,null,10637,null,1714173,null,13374,null,450218,null,3570,null,779533,null,9370,null,484422,null,10063,null,0400000US17,Illinois,17
1583949,null,4063,null,797299,null,10379,null,4506,null,1266,null,290305,null,6584,null,502488,null,7499,null,786650,null,9730,null,222898,null,2961,null,331597,null,6471,null,232155,null,6602,null,0400000US18,Indiana,18
722446,null,2759,null,379818,null,6501,null,1804,null,835,null,137448,null,5079,null,240566,null,4531,null,342628,null,6733,null,104139,null,2210,null,146956,null,5079,null,91533,null,3918,null,0400000US19,Iowa,19
684094,null,3443,null,364257,null,7623,null,2501,null,738,null,137062,null,4751,null,224694,null,4722,null,319837,null,7822,null,96885,null,2609,null,135484,null,5009,null,87468,null,4690,null,0400000US20,Kansas,20
1065131,null,4164,null,551526,null,9406,null,3706,null,980,null,207805,null,6217,null,340015,null,6116,null,513605,null,8753,null,140462,null,2846,null,213699,null,6137,null,159444,null,5388,null,0400000US21,Kentucky,21
1105709,null,3512,null,497468,null,7103,null,3128,null,914,null,182717,null,5572,null,311623,null,5333,null,608241,null,7307,null,155992,null,3399,null,266889,null,6055,null,185360,null,4954,null,0400000US22,Louisiana,22
323470,null,1790,null,163610,null,4258,null,574,null,418,null,51415,null,2684,null,111621,null,3431,null,159860,null,4064,null,44064,null,1062,null,61733,null,2805,null,54063,null,3170,null,0400000US23,Maine,23
1477347,null,3379,null,688820,null,9594,null,2680,null,799,null,206789,null,6563,null,479351,null,6947,null,788527,null,9576,null,199528,null,2860,null,344327,null,7123,null,244672,null,6238,null,0400000US24,Maryland,24
1678073,null,3273,null,750528,null,9340,null,2907,null,869,null,211276,null,6402,null,536345,null,8104,null,927545,null,10098,null,222237,null,2619,null,423854,null,6590,null,281454,null,8022,null,0400000US25,Massachusetts,25
2522449,null,4188,null,1173248,null,12024,null,3938,null,755,null,374834,null,7716,null,794476,null,8322,null,1349201,null,12361,null,366073,null,2801,null,578613,null,8228,null,404515,null,8133,null,0400000US26,Michigan,26
1306977,null,3152,null,670426,null,7943,null,1888,null,620,null,225979,null,5004,null,442559,null,6017,null,636551,null,7868,null,178674,null,1998,null,281652,null,5183,null,176225,null,5572,null,0400000US27,Minnesota,27
735865,null,3553,null,337935,null,8393,null,2831,null,952,null,121096,null,5376,null,214008,null,5474,null,397930,null,8658,null,111672,null,3937,null,168526,null,5664,null,117732,null,5112,null,0400000US28,Mississippi,28
1472452,null,3870,null,732180,null,11310,null,4239,null,949,null,261508,null,7449,null,466433,null,7714,null,740272,null,11528,null,204806,null,2881,null,313414,null,6993,null,222052,null,7549,null,0400000US29,Missouri,29
229424,null,1760,null,114763,null,3701,null,570,null,344,null,39406,null,2645,null,74787,null,2469,null,114661,null,3634,null,33731,null,1630,null,48917,null,2849,null,32013,null,2618,null,0400000US30,Montana,30
434890,null,2054,null,226585,null,5009,null,1452,null,587,null,82645,null,3552,null,142488,null,3860,null,208305,null,4797,null,64605,null,1976,null,91555,null,3708,null,52145,null,3255,null,0400000US31,Nebraska,31
626969,null,2579,null,318382,null,6148,null,2858,null,891,null,121112,null,4283,null,194412,null,4834,null,308587,null,6206,null,78184,null,2159,null,133079,null,4470,null,97324,null,4645,null,0400000US32,Nevada,32
336571,null,2257,null,170592,null,4644,null,227,null,223,null,48065,null,2645,null,122300,null,3756,null,165979,null,5163,null,48854,null,1435,null,66209,null,2676,null,50916,null,3406,null,0400000US33,New Hampshire,33
2187527,null,4336,null,1077691,null,11216,null,2857,null,820,null,294732,null,6656,null,780102,null,9519,null,1109836,null,11200,null,284830,null,2431,null,488816,null,6644,null,336190,null,9358,null,0400000US34,New Jersey,34
486661,null,2651,null,219739,null,6385,null,1916,null,653,null,78665,null,4227,null,139158,null,5044,null,266922,null,6510,null,67496,null,2671,null,117617,null,4141,null,81809,null,4359,null,0400000US35,New Mexico,35
5004492,null,6596,null,2218994,null,18775,null,7924,null,1471,null,653863,null,11842,null,1557207,null,12634,null,2785498,null,18707,null,681508,null,3325,null,1283386,null,12185,null,820604,null,12049,null,0400000US36,New York,36
2301802,null,6517,null,1177296,null,11580,null,9481,null,1665,null,414972,null,9159,null,752843,null,8864,null,1124506,null,11807,null,300878,null,5216,null,476941,null,8737,null,346687,null,7792,null,0400000US37,North Carolina,37
155817,null,1504,null,81861,null,2855,null,452,null,322,null,28381,null,2202,null,53028,null,1826,null,73956,null,2883,null,22782,null,1033,null,35679,null,2205,null,15495,null,1672,null,0400000US38,North Dakota,38
2853497,null,4831,null,1358108,null,14043,null,3917,null,824,null,455975,null,9044,null,898216,null,9733,null,1495389,null,14187,null,395723,null,3348,null,645499,null,9244,null,454167,null,9766,null,0400000US39,Ohio,39
878490,null,3437,null,459837,null,6327,null,3607,null,1047,null,182828,null,4388,null,273402,null,4387,null,418653,null,6672,null,119409,null,3279,null,176822,null,4953,null,122422,null,4245,null,0400000US40,Oklahoma,40
921432,null,4080,null,461714,null,7110,null,2748,null,938,null,165825,null,4327,null,293141,null,5757,null,459718,null,7554,null,118943,null,2300,null,208993,null,5048,null,131782,null,4951,null,0400000US41,Oregon,41
3046266,null,5782,null,1462582,null,11796,null,4850,null,1176,null,437467,null,7103,null,1020265,null,8497,null,1583684,null,12591,null,442299,null,3567,null,676916,null,7554,null,464469,null,9316,null,0400000US42,Pennsylvania,42
272595,null,1840,null,121705,null,4151,null,302,null,293,null,35297,null,2921,null,86106,null,2852,null,150890,null,4403,null,38772,null,844,null,67733,null,2915,null,44385,null,2857,null,0400000US44,Rhode Island,44
1112739,null,3916,null,533888,null,10617,null,2809,null,923,null,181347,null,6030,null,349732,null,7616,null,578851,null,10890,null,162901,null,4388,null,244335,null,6054,null,171615,null,7325,null,0400000US45,South Carolina,45
188853,null,1617,null,93308,null,3213,null,356,null,409,null,32253,null,2206,null,60699,null,2062,null,95545,null,3246,null,29529,null,1681,null,42395,null,2709,null,23621,null,1928,null,0400000US46,South Dakota,46
1548271,null,5425,null,770711,null,10682,null,4566,null,1031,null,280565,null,6204,null,485580,null,8054,null,777560,null,10661,null,205270,null,3934,null,326744,null,6540,null,245546,null,7293,null,0400000US47,Tennessee,47
6125385,null,8299,null,3146624,null,21313,null,31240,null,3081,null,1204281,null,14654,null,1911103,null,14248,null,2978761,null,21633,null,836381,null,7592,null,1309819,null,15993,null,832561,null,13805,null,0400000US48,Texas,48
681028,null,2762,null,384673,null,7573,null,2612,null,917,null,191163,null,5331,null,190898,null,4092,null,296355,null,7027,null,104741,null,2292,null,129197,null,5033,null,62417,null,3436,null,0400000US49,Utah,49
154901,null,1260,null,74244,null,2445,null,242,null,314,null,21169,null,1515,null,52833,null,1702,null,80657,null,2627,null,23383,null,772,null,33938,null,1683,null,23336,null,1668,null,0400000US50,Vermont,50
1998971,null,6333,null,1012561,null,11896,null,6750,null,1194,null,332502,null,7559,null,673309,null,8443,null,986410,null,11737,null,265006,null,4747,null,430144,null,7634,null,291260,null,7423,null,0400000US51,Virginia,51
1634921,null,4169,null,829977,null,11126,null,5473,null,1288,null,291900,null,7204,null,532604,null,8217,null,804944,null,10462,null,211061,null,3061,null,353960,null,8040,null,239923,null,8098,null,0400000US53,Washington,53
435507,null,2802,null,226280,null,6037,null,1403,null,671,null,79037,null,3300,null,145840,null,4045,null,209227,null,5810,null,61577,null,2822,null,84556,null,3312,null,63094,null,3395,null,0400000US54,West Virginia,54
1390264,null,3234,null,688585,null,9014,null,2196,null,684,null,220537,null,5375,null,465852,null,6254,null,701679,null,8981,null,193485,null,2357,null,311024,null,5517,null,197170,null,6219,null,0400000US55,Wisconsin,55
127057,null,1798,null,67098,null,2599,null,298,null,216,null,26330,null,2076,null,40470,null,1777,null,59959,null,2901,null,16344,null,1206,null,26430,null,1981,null,17185,null,1940,null,0400000US56,Wyoming,56
1011501,null,2386,null,394226,null,7553,null,3571,null,904,null,142753,null,5292,null,247902,null,5656,null,617275,null,7517,null,143113,null,2522,null,278831,null,5898,null,195331,null,6208,null,0400000US72,Puerto Rico,72
