C18004_001E,C18004_001EA,C18004_001M,C18004_001MA,C18004_002E,C18004_002EA,C18004_002M,C18004_002MA,C18004_003E,C18004_003EA,C18004_003M,C18004_003MA,C18004_004E,C18004_004EA,C18004_004M,C18004_004MA,C18004_005E,C18004_005EA,C18004_005M,C18004_005MA,C18004_006E,C18004_006EA,C18004_006M,C18004_006MA,C18004_007E,C18004_007EA,C18004_007M,C18004_007MA,C18004_008E,C18004_008EA,C18004_008M,C18004_008MA,C18004_009E,C18004_009EA,C18004_009M,C18004_009MA,C18004_010E,C18004_010EA,C18004_010M,C18004_010MA,C18004_011E,C18004_011EA,C18004_011M,C18004_011MA,C18004_012E,C18004_012EA,C18004_012M,C18004_012MA,C18004_013E,C18004_013EA,C18004_013M,C18004_013MA,C18004_014E,C18004_014EA,C18004_014M,C18004_014MA,C18004_015E,C18004_015EA,C18004_015M,C18004_015MA,C18004_016E,C18004_016EA,C18004_016M,C18004_016MA,C18004_017E,C18004_017EA,C18004_017M,C18004_017MA,C18004_018E,C18004_018EA,C18004_018M,C18004_018MA,C18004_019E,C18004_019EA,C18004_019M,C18004_019MA,C18004_020E,C18004_020EA,C18004_020M,C18004_020MA,C18004_021E,C18004_021EA,C18004_021M,C18004_021MA,GEO_ID,NAME,state
4237753,null,4054,null,2027106,null,5662,null,346109,null,4172,null,5278,null,966,null,340831,null,4242,null,1430566,null,5516,null,157863,null,6419,null,1272703,null,8408,null,250431,null,1815,null,88120,null,3282,null,162311,null,3161,null,2210647,null,4311,null,335649,null,3454,null,4694,null,1040,null,330955,null,3756,null,1526061,null,3555,null,185111,null,5911,null,1340950,null,6941,null,348937,null,1926,null,149275,null,3667,null,199662,null,4101,null,0400000US01,Alabama,01
609541,null,1773,null,310922,null,2283,null,55234,null,1276,null,1024,null,527,null,54210,null,1267,null,233691,null,2523,null,16415,null,1969,null,217276,null,3223,null,21997,null,597,null,7098,null,846,null,14899,null,998,null,298619,null,1753,null,50386,null,1355,null,360,null,250,null,50026,null,1382,null,224067,null,1724,null,18545,null,1950,null,205522,null,2310,null,24166,null,1070,null,9119,null,1163,null,15047,null,1092,null,0400000US02,Alaska,02
5756992,null,2608,null,2853359,null,2932,null,505772,null,3759,null,4963,null,1127,null,500809,null,4016,null,1985230,null,3993,null,122147,null,5227,null,1863083,null,7014,null,362357,null,1230,null,92855,null,3542,null,269502,null,3568,null,2903633,null,2372,null,485718,null,3282,null,5552,null,1233,null,480166,null,3413,null,1973597,null,3069,null,147223,null,7203,null,1826374,null,8048,null,444318,null,1449,null,143852,null,5443,null,300466,null,5322,null,0400000US04,Arizona,04
2585499,null,2488,null,1255092,null,4685,null,217203,null,2543,null,3418,null,850,null,213785,null,2598,null,873036,null,4382,null,101796,null,4908,null,771240,null,6546,null,164853,null,1551,null,57590,null,2926,null,107263,null,3107,null,1330407,null,3933,null,207246,null,2812,null,3362,null,1056,null,203884,null,2932,null,910264,null,3380,null,108877,null,4125,null,801387,null,4493,null,212897,null,1509,null,89109,null,3144,null,123788,null,3152,null,0400000US05,Arkansas,05
33321461,null,5847,null,16476743,null,7960,null,2876584,null,6958,null,31993,null,3224,null,2844591,null,7529,null,11929485,null,10150,null,647990,null,13222,null,11281495,null,15197,null,1670674,null,3427,null,449247,null,8143,null,1221427,null,7981,null,16844718,null,5704,null,2734679,null,6775,null,24980,null,2993,null,2709699,null,7224,null,11884372,null,7561,null,758073,null,13456,null,11126299,null,14065,null,2225667,null,3483,null,763450,null,11326,null,1462217,null,12173,null,0400000US06,California,06
4427727,null,2911,null,2212616,null,3848,null,361953,null,3154,null,4665,null,1242,null,357288,null,3490,null,1641484,null,4000,null,86148,null,4955,null,1555336,null,5716,null,209179,null,1340,null,46770,null,2741,null,162409,null,2802,null,2215111,null,3192,null,345193,null,3320,null,3160,null,922,null,342033,null,3581,null,1602893,null,3423,null,100411,null,4893,null,1502482,null,5950,null,267025,null,1432,null,79098,null,3645,null,187927,null,3573,null,0400000US08,Colorado,08
3227395,null,1690,null,1559688,null,2681,null,255888,null,2438,null,3905,null,1093,null,251983,null,2646,null,1117675,null,3327,null,55972,null,3466,null,1061703,null,4506,null,186125,null,1177,null,41355,null,2514,null,144770,null,2814,null,1667707,null,2345,null,247371,null,2548,null,1738,null,634,null,245633,null,2528,null,1163280,null,2359,null,71327,null,3815,null,1091953,null,4434,null,257056,null,1518,null,74179,null,3040,null,182877,null,3017,null,0400000US09,Connecticut,09
792060,null,755,null,380229,null,968,null,62808,null,1157,null,526,null,373,null,62282,null,1232,null,268345,null,1328,null,17322,null,2288,null,251023,null,2781,null,49076,null,680,null,12680,null,1224,null,36396,null,1471,null,411831,null,765,null,59713,null,1069,null,711,null,470,null,59002,null,1140,null,288987,null,1246,null,23088,null,2224,null,265899,null,2472,null,63131,null,732,null,19143,null,1960,null,43988,null,2019,null,0400000US10,Delaware,10
535531,null,1254,null,247457,null,1806,null,32375,null,791,null,498,null,363,null,31877,null,901,null,188932,null,1848,null,9866,null,1836,null,179066,null,2540,null,26150,null,604,null,5761,null,920,null,20389,null,1136,null,288074,null,1543,null,32134,null,1069,null,492,null,314,null,31642,null,1208,null,215267,null,1601,null,14776,null,1960,null,200491,null,2186,null,40673,null,653,null,13617,null,1512,null,27056,null,1601,null,0400000US11,District of Columbia,11
16787807,null,4869,null,8152320,null,7558,null,1242349,null,6461,null,14673,null,2042,null,1227676,null,6971,null,5578459,null,8617,null,383013,null,9493,null,5195446,null,11215,null,1331512,null,3477,null,348254,null,8480,null,983258,null,8463,null,8635487,null,6673,null,1172777,null,5497,null,11280,null,1938,null,1161497,null,5906,null,5784222,null,7819,null,433185,null,10434,null,5351037,null,13840,null,1678488,null,4570,null,524300,null,9017,null,1154188,null,9006,null,0400000US12,Florida,12
8622558,null,4258,null,4177264,null,5985,null,784267,null,5379,null,8461,null,1424,null,775806,null,5587,null,3019805,null,6126,null,206943,null,7187,null,2812862,null,9343,null,373192,null,2499,null,112407,null,4060,null,260785,null,4056,null,4445294,null,6353,null,736958,null,5414,null,6291,null,1466,null,730667,null,5860,null,3177279,null,5729,null,256428,null,8254,null,2920851,null,9562,null,531057,null,2842,null,200982,null,5879,null,330075,null,5711,null,0400000US13,Georgia,13
1149836,null,3199,null,562693,null,3008,null,85793,null,1736,null,765,null,502,null,85028,null,1819,null,398216,null,2995,null,21910,null,2450,null,376306,null,3963,null,78684,null,732,null,20179,null,2050,null,58505,null,1997,null,587143,null,1835,null,79621,null,1578,null,379,null,227,null,79242,null,1618,null,405817,null,1650,null,22488,null,2677,null,383329,null,3084,null,101705,null,647,null,30971,null,2197,null,70734,null,2163,null,0400000US15,Hawaii,15
1359408,null,1583,null,677990,null,2698,null,127176,null,2455,null,1352,null,627,null,125824,null,2578,null,474310,null,2789,null,32164,null,3102,null,442146,null,4257,null,76504,null,957,null,21328,null,1759,null,55176,null,1785,null,681418,null,2104,null,120310,null,2049,null,861,null,383,null,119449,null,2020,null,471257,null,2287,null,34092,null,2255,null,437165,null,3151,null,89851,null,1117,null,28737,null,1975,null,61114,null,1976,null,0400000US16,Idaho,16
11771611,null,2649,null,5761534,null,4546,null,988654,null,4119,null,10127,null,1725,null,978527,null,4263,null,4159851,null,5161,null,220733,null,8015,null,3939118,null,9468,null,613029,null,2368,null,154245,null,5656,null,458784,null,5691,null,6010077,null,3788,null,942448,null,4147,null,8447,null,1356,null,934001,null,4525,null,4211396,null,4452,null,253328,null,6472,null,3958068,null,7898,null,856233,null,2796,null,286115,null,6881,null,570118,null,7194,null,0400000US17,Illinois,17
5802627,null,2407,null,2838705,null,3271,null,490715,null,3210,null,6562,null,1439,null,484153,null,3498,null,2031993,null,3255,null,137640,null,5693,null,1894353,null,6545,null,315997,null,1898,null,84410,null,3087,null,231587,null,3249,null,2963922,null,3169,null,467046,null,2861,null,5171,null,1280,null,461875,null,3218,null,2064388,null,3696,null,177942,null,5557,null,1886446,null,7203,null,432488,null,1901,null,144404,null,4680,null,288084,null,4749,null,0400000US18,Indiana,18
2740690,null,2085,null,1348468,null,3109,null,218516,null,2422,null,2319,null,720,null,216197,null,2547,null,955880,null,2534,null,55598,null,3413,null,900282,null,4501,null,174072,null,1161,null,41998,null,2021,null,132074,null,2229,null,1392222,null,2734,null,207549,null,1889,null,1286,null,495,null,206263,null,2024,null,950244,null,2617,null,67624,null,3158,null,882620,null,4011,null,234429,null,1271,null,64969,null,2414,null,169460,null,2408,null,0400000US19,Iowa,19
2523924,null,2490,null,1241001,null,3548,null,214153,null,2445,null,3171,null,910,null,210982,null,2368,null,885460,null,3436,null,54020,null,3006,null,831440,null,4317,null,141388,null,1553,null,36500,null,2085,null,104888,null,2344,null,1282923,null,2979,null,205089,null,2446,null,1382,null,526,null,203707,null,2422,null,886544,null,3533,null,65977,null,3425,null,820567,null,4644,null,191290,null,1631,null,62981,null,2228,null,128309,null,2281,null,0400000US20,Kansas,20
3884900,null,2832,null,1880628,null,4276,null,310356,null,3345,null,5661,null,1300,null,304695,null,3510,null,1350332,null,4354,null,159416,null,6051,null,1190916,null,6777,null,219940,null,1303,null,80521,null,3143,null,139419,null,3247,null,2004272,null,4001,null,295255,null,2449,null,4000,null,1166,null,291255,null,2860,null,1408476,null,3661,null,175145,null,6173,null,1233331,null,6067,null,300541,null,1464,null,120086,null,3746,null,180455,null,4168,null,0400000US21,Kentucky,21
3900769,null,2461,null,1867840,null,4384,null,335570,null,3511,null,5549,null,1246,null,330021,null,3517,null,1323107,null,3990,null,119985,null,5320,null,1203122,null,6064,null,209163,null,1739,null,70028,null,2890,null,139135,null,2666,null,2032929,null,4068,null,318306,null,3388,null,3938,null,1004,null,314368,null,3696,null,1425654,null,3618,null,136035,null,5605,null,1289619,null,6133,null,288969,null,2038,null,114204,null,4461,null,174765,null,4446,null,0400000US22,Louisiana,22
1231203,null,1487,null,598425,null,1781,null,87304,null,1658,null,972,null,379,null,86332,null,1720,null,429002,null,1587,null,40874,null,2516,null,388128,null,2862,null,82119,null,621,null,22803,null,1677,null,59316,null,1738,null,632778,null,1503,null,83436,null,1216,null,361,null,208,null,83075,null,1231,null,444826,null,1651,null,43591,null,3008,null,401235,null,3379,null,104516,null,717,null,34750,null,1952,null,69766,null,1918,null,0400000US23,Maine,23
5145309,null,2312,null,2457922,null,3594,null,416551,null,2890,null,5815,null,1524,null,410736,null,3226,null,1772592,null,3633,null,96257,null,5611,null,1676335,null,6393,null,268779,null,1392,null,64202,null,3061,null,204577,null,3464,null,2687387,null,2930,null,400115,null,3145,null,3019,null,924,null,397096,null,3212,null,1917653,null,3822,null,119907,null,5007,null,1797746,null,6507,null,369619,null,1534,null,112449,null,3893,null,257170,null,4383,null,0400000US24,Maryland,24
5981289,null,1696,null,2888983,null,3101,null,446783,null,2883,null,5627,null,1100,null,441156,null,3046,null,2104259,null,3482,null,120669,null,5512,null,1983590,null,5862,null,337941,null,1279,null,82774,null,3607,null,255167,null,3708,null,3092306,null,2994,null,431370,null,2538,null,4266,null,986,null,427104,null,2566,null,2189946,null,3605,null,141967,null,7194,null,2047979,null,8171,null,470990,null,1638,null,141603,null,4819,null,329387,null,5220,null,0400000US25,Massachusetts,25
9299595,null,2053,null,4537517,null,3628,null,766458,null,3397,null,9129,null,1901,null,757329,null,3814,null,3246688,null,4229,null,244210,null,8020,null,3002478,null,9144,null,524371,null,1665,null,139536,null,3910,null,384835,null,4112,null,4762078,null,3183,null,734376,null,3096,null,5346,null,1063,null,729030,null,3410,null,3320404,null,4110,null,279815,null,8138,null,3040589,null,9097,null,707298,null,1843,null,241330,null,4486,null,465968,null,4714,null,0400000US26,Michigan,26
4775740,null,1920,null,2372253,null,2606,null,385828,null,2728,null,2819,null,681,null,383009,null,2765,null,1726203,null,3310,null,85684,null,3952,null,1640519,null,5115,null,260222,null,1245,null,58011,null,2445,null,202211,null,2735,null,2403487,null,2265,null,365261,null,2431,null,3362,null,851,null,361899,null,2520,null,1699680,null,2870,null,93580,null,4277,null,1606100,null,5473,null,338546,null,1565,null,94910,null,3129,null,243636,null,3517,null,0400000US27,Minnesota,27
2639780,null,2428,null,1258463,null,3896,null,234902,null,3196,null,4241,null,1099,null,230661,null,3415,null,882863,null,4313,null,100394,null,4942,null,782469,null,6131,null,140698,null,2062,null,51873,null,3007,null,88825,null,3381,null,1381317,null,3897,null,223456,null,3605,null,3288,null,1035,null,220168,null,3692,null,954459,null,2757,null,113995,null,4824,null,840464,null,5597,null,203402,null,1528,null,93724,null,3545,null,109678,null,3563,null,0400000US28,Mississippi,28
5374393,null,2591,null,2598338,null,4043,null,438015,null,3348,null,5256,null,1094,null,432759,null,3482,null,1842042,null,4140,null,154578,null,6330,null,1687464,null,7967,null,318281,null,1895,null,92851,null,3512,null,225430,null,3921,null,2776055,null,3880,null,422974,null,3291,null,4751,null,1207,null,418223,null,3304,null,1926247,null,3703,null,180606,null,6096,null,1745641,null,6845,null,426834,null,1702,null,152499,null,4386,null,274335,null,4499,null,0400000US29,Missouri,29
882608,null,1226,null,439507,null,1868,null,69189,null,1793,null,964,null,488,null,68225,null,1861,null,313393,null,1730,null,24583,null,2469,null,288810,null,3093,null,56925,null,541,null,16633,null,1289,null,40292,null,1205,null,443101,null,1703,null,64652,null,1609,null,851,null,481,null,63801,null,1592,null,310985,null,1503,null,24622,null,2471,null,286363,null,2948,null,67464,null,791,null,22364,null,1673,null,45100,null,1739,null,0400000US30,Montana,30
